render_ms throttle_clock_ms throttle_work_ms throttle_sleep_ms markers frame_timestamp_ns
17.22275000 17.31137500 17.31125100 0.00012400 3 274530863939791
17.18195800 17.15329200 17.15316800 0.00012400 3 274530881121958
16.78654200 16.85162500 16.85145800 0.00016700 3 274530897908250
17.06220800 17.02241600 17.02224900 0.00016700 3 274530914970458
16.78929200 16.81587500 16.81566700 0.00020800 3 274530931759750
17.14533300 17.13987500 17.13975000 0.00012500 3 274530948905083
16.90400000 16.86512500 16.86495700 0.00016800 3 274530965809125
17.17287500 17.18700000 17.18679300 0.00020700 3 274530982981958
17.10070900 17.07900000 17.07879200 0.00020800 3 274531000082666
17.74008300 17.67933400 17.67912500 0.00020900 3 274531017822791
16.96483300 17.11495800 17.11479100 0.00016700 3 274531034787625
17.24437500 17.12533300 17.12512500 0.00020800 3 274531052032041
17.06233400 17.12545900 17.12529300 0.00016600 3 274531069094291
17.01666600 17.01129100 17.01116600 0.00012500 3 274531086111041
17.20637500 17.17604200 17.17587600 0.00016600 3 274531103317375
17.29425000 17.27516700 17.27500000 0.00016700 3 274531120611625
16.93729200 16.99829100 16.99812500 0.00016600 3 274531137548916
17.46633300 17.36616700 17.36600100 0.00016600 3 274531155015250
17.20954200 17.24058300 17.24045800 0.00012500 3 274531172224791
17.67400000 17.72983400 17.72966700 0.00016700 3 274531189898708
17.09245800 17.14875000 17.14854100 0.00020900 3 274531206991250
17.14379200 17.08604100 17.08587400 0.00016700 3 274531224135000
17.10779200 17.21275000 17.21245700 0.00029300 3 274531241242833
17.30958300 17.23741700 17.23725100 0.00016600 3 274531258552375
16.99825000 16.96779200 16.96762500 0.00016700 3 274531275550666
16.80604200 16.89654100 16.89637300 0.00016800 3 274531292356708
17.08741600 16.93258400 16.93241600 0.00016800 3 274531309444083
17.16320900 17.14854100 17.14837400 0.00016700 3 274531326607333
17.14466600 17.17895900 17.17875100 0.00020800 3 274531343752041
17.30062500 17.28550000 17.28533400 0.00016600 3 274531361052625
16.98145900 16.95991600 16.95975000 0.00016600 3 274531378034041
17.19554100 17.28691700 17.28675100 0.00016600 3 274531395229625
17.43637500 17.32937500 17.32916700 0.00020800 3 274531412665958
17.55908400 17.46387500 17.46370800 0.00016700 3 274531430225041
17.00133300 17.20279200 17.20258400 0.00020800 3 274531447226416
17.90766700 17.80941600 17.80916600 0.00025000 3 274531465134041
17.32595800 17.25916700 17.25900100 0.00016600 3 274531482460083
17.57058300 17.55141700 17.55120900 0.00020800 3 274531500030625
17.60700000 17.65841600 17.65829000 0.00012600 3 274531517637583
17.32008400 17.30791700 17.30775200 0.00016500 3 274531534957708
17.21204100 17.26441700 17.26425100 0.00016600 3 274531552169750
17.45250000 17.42387500 17.42375000 0.00012500 3 274531569622208
17.39679200 17.35737500 17.35720900 0.00016600 3 274531587019041
17.18600000 17.26516600 17.26499900 0.00016700 3 274531604204958
17.67537500 17.64554200 17.64537500 0.00016700 3 274531621880375
17.39262500 17.33504200 17.33487600 0.00016600 3 274531639273166
17.06491700 17.17950000 17.17929200 0.00020800 3 274531656338333
17.51604100 17.46120800 17.46100000 0.00020800 3 274531673853958
17.23883400 17.26070800 17.26049900 0.00020900 3 274531691092791
17.27645800 17.28704200 17.28683400 0.00020800 3 274531708369250
17.75091700 17.70333300 17.70316700 0.00016600 3 274531726120208
17.53916600 17.49825000 17.49804100 0.00020900 3 274531743659291
17.34308400 17.37875000 17.37854200 0.00020800 3 274531761002458
17.46325000 17.46120900 17.46100000 0.00020900 3 274531778465750
17.50608300 17.50687500 17.50662500 0.00025000 3 274531795971750
17.70554200 17.60520800 17.60504100 0.00016700 3 274531813677375
17.78387500 17.86200000 17.86175100 0.00024900 3 274531831461250
17.85270800 17.83383300 17.83362500 0.00020800 3 274531849313916
17.31795800 17.35237500 17.35216700 0.00020800 3 274531866631875
17.37479200 17.39933400 17.39912500 0.00020900 3 274531884006625
17.27979200 17.38095800 17.38074900 0.00020900 3 274531901286416
17.23875000 17.20587500 17.20570800 0.00016700 3 274531918525125
17.28800000 17.19783300 17.19770700 0.00012600 3 274531935813291
17.27283300 17.39895900 17.39875100 0.00020800 3 274531953086000
17.21508300 17.16579100 17.16558300 0.00020800 3 274531970301083
17.16233400 17.10754200 17.10737500 0.00016700 3 274531987463458
16.90808300 17.02762500 17.02750100 0.00012400 3 274532004371541
17.47804200 17.32508300 17.32487400 0.00020900 3 274532021849541
17.00141600 17.01729200 17.01712500 0.00016700 3 274532038851000
17.15370900 17.23829200 17.23812400 0.00016800 3 274532056004708
17.30858300 17.26208300 17.26195800 0.00012500 3 274532073313291
17.06320800 17.00537500 17.00521000 0.00016500 3 274532090376458
16.95029200 17.09250000 17.09233400 0.00016600 3 274532107326791
17.33879200 17.26816700 17.26799900 0.00016800 3 274532124665666
16.92445800 16.90604100 16.90587400 0.00016700 3 274532141589958
17.13745800 17.18583400 17.18566800 0.00016600 3 274532158727458
17.09658400 17.03908300 17.03895700 0.00012600 3 274532175824000
18.01412500 17.99420800 17.99379100 0.00041700 3 274532193838166
16.89520800 17.07720900 17.07700000 0.00020900 3 274532210733416
17.62250000 17.51120800 17.51079100 0.00041700 3 274532228356083
17.41570800 17.47570800 17.47550000 0.00020800 3 274532245771625
17.21320900 17.30662500 17.30641700 0.00020800 3 274532262984833
17.47070800 17.36304200 17.36283500 0.00020700 3 274532280455500
16.97137500 17.07108300 17.07095900 0.00012400 3 274532297426875
17.21520800 17.23495900 17.23475100 0.00020800 3 274532314642125
17.04566700 17.01287500 17.01270800 0.00016700 3 274532331687708
17.64583300 17.58933300 17.58920700 0.00012600 3 274532349333583
17.37391700 17.40166700 17.40149900 0.00016800 3 274532366707500
17.56975000 17.52620800 17.52604200 0.00016600 3 274532384277250
17.22045800 17.24583300 17.24566600 0.00016700 3 274532401497750
17.44533400 17.43025000 17.43012500 0.00012500 3 274532418943083
17.42258300 17.40212500 17.40195900 0.00016600 3 274532436365666
17.56220800 17.57258400 17.57241700 0.00016700 3 274532453927833
17.18241700 17.15387500 17.15366700 0.00020800 3 274532471110291
17.70129200 17.61079100 17.61062400 0.00016700 3 274532488811583
17.51920800 17.69812500 17.69791800 0.00020700 3 274532506330875
17.13708300 17.03500000 17.03483200 0.00016800 3 274532523469250
17.64245900 17.72475000 17.72458400 0.00016600 3 274532541110250
17.42562500 17.34633400 17.34616800 0.00016600 3 274532558535958
17.15979100 17.20016600 17.20004000 0.00012600 3 274532575695750
17.54112500 17.51270900 17.51254200 0.00016700 3 274532593236833
17.10000000 17.13629100 17.13608400 0.00020700 3 274532610336875
17.07087500 17.03729200 17.03716900 0.00012300 3 274532627407750
17.23520900 17.28529200 17.28516600 0.00012600 3 274532644643000
17.20850000 17.16129100 17.16104200 0.00024900 3 274532661851416
17.23133300 17.25758400 17.25737500 0.00020900 3 274532679082833
17.48362500 17.43854100 17.43833300 0.00020800 3 274532696566416
17.08537500 17.12416700 17.12400000 0.00016700 3 274532713651791
17.19966700 17.21729200 17.21708300 0.00020900 3 274532730851416
17.14475000 17.13191600 17.13179000 0.00012600 3 274532747996250
17.41095800 17.45250000 17.45233300 0.00016700 3 274532765407125
17.26537500 17.22812500 17.22795700 0.00016800 3 274532782672541
17.47008300 17.47308400 17.47287500 0.00020900 3 274532800142625
17.26633400 17.28579100 17.28562300 0.00016800 3 274532817408958
17.44783300 17.39725000 17.39708300 0.00016700 3 274532834856791
17.12358300 17.15670900 17.15654200 0.00016700 3 274532851980458
17.42258400 17.44045800 17.44029200 0.00016600 3 274532869402916
17.40054100 17.31916700 17.31899900 0.00016800 3 274532886803541
17.52833400 17.52916600 17.52895800 0.00020800 3 274532904331791
16.99754100 17.04841700 17.04825100 0.00016600 3 274532921329416
17.32154200 17.33283300 17.33266700 0.00016600 3 274532938650875
17.41195800 17.37379200 17.37362500 0.00016700 3 274532956062833
17.37795900 17.44770800 17.44754100 0.00016700 3 274532973440791
17.39608300 17.31741700 17.31721000 0.00020700 3 274532990836916
17.73008300 17.73725000 17.73708400 0.00016600 3 274533008567000
16.95804200 17.05191700 17.05175000 0.00016700 3 274533025525083
17.67070800 17.44787500 17.44775000 0.00012500 3 274533043195791
16.96666700 17.08525000 17.08504100 0.00020900 3 274533060162416
16.76325000 16.83329100 16.83304100 0.00025000 3 274533076925625
17.76637500 17.55179200 17.55150000 0.00029200 3 274533094692083
17.37995800 17.44975000 17.44925100 0.00049900 3 274533112072000
17.35966700 17.47054200 17.47025000 0.00029200 3 274533129431708
16.77966700 16.75033300 16.75016600 0.00016700 3 274533146211291
16.44050000 16.43591700 16.43570800 0.00020900 3 274533162651833
16.31933300 16.42104100 16.42083400 0.00020700 3 274533178971125
17.24212500 17.05012500 17.04995800 0.00016700 3 274533196213291
16.52516700 16.59625000 16.59604200 0.00020800 3 274533212738500
16.81737500 16.87850000 16.87829200 0.00020800 3 274533229555958
16.76250000 16.70070900 16.70058300 0.00012600 3 274533246318333
16.59987500 16.62337500 16.62324900 0.00012600 3 274533262918166
16.45487500 16.52041600 16.52025000 0.00016600 3 274533279373083
16.69220800 16.61875000 16.61854300 0.00020700 3 274533296065250
16.62995800 16.62100000 16.62083400 0.00016600 3 274533312695250
16.46608400 16.49962500 16.49937400 0.00025100 3 274533329161333
16.77029100 16.73262500 16.73245900 0.00016600 3 274533345931625
16.56312500 16.57570900 16.57558300 0.00012600 3 274533362494666
16.45795900 16.45412500 16.45400100 0.00012400 3 274533378952708
16.62216600 16.60729100 16.60716700 0.00012400 3 274533395574875
16.47554200 16.46495900 16.46483300 0.00012600 3 274533412050375
16.43950000 16.46379100 16.46362400 0.00016700 3 274533428489875
16.61391700 16.58695900 16.58670700 0.00025200 3 274533445103833
16.50383300 16.51525000 16.51512400 0.00012600 3 274533461607625
16.45008300 16.44837500 16.44816600 0.00020900 3 274533478057708
16.73079200 16.71116600 16.71075000 0.00041600 3 274533494788541
16.59245800 16.59983400 16.59962600 0.00020800 3 274533511380958
16.62516700 16.63220800 16.63204300 0.00016500 3 274533528006125
16.68666700 16.67254200 16.67237500 0.00016700 3 274533544692833
16.46550000 16.46908300 16.46887500 0.00020800 3 274533561158291
16.55725000 16.54516700 16.54500200 0.00016500 3 274533577715541
16.47220800 16.49620800 16.49600000 0.00020800 3 274533594187750
16.49075000 16.47600000 16.47583300 0.00016700 3 274533610678500
16.52391700 16.52316700 16.52304200 0.00012500 3 274533627202416
16.48258300 16.48850000 16.48833400 0.00016600 3 274533643685000
16.49466700 16.42854100 16.42833400 0.00020700 3 274533660179666
17.26341600 17.19950000 17.19933300 0.00016700 3 274533677443083
17.20608400 17.22691700 17.22679200 0.00012500 3 274533694649208
17.22950000 17.27158300 17.27145800 0.00012500 3 274533711878666
17.24208300 17.24158400 17.24141800 0.00016600 3 274533729120791
17.26795800 17.26841600 17.26820800 0.00020800 3 274533746388750
17.26625000 17.34283400 17.34266700 0.00016700 3 274533763654958
17.46833400 17.39616600 17.39591600 0.00025000 3 274533781123291
17.21641600 17.20641700 17.20629300 0.00012400 3 274533798339708
17.07229200 17.17675000 17.17662500 0.00012500 3 274533815412041
17.43258300 17.30770800 17.30749900 0.00020900 3 274533832844625
17.04166700 17.18112500 17.18100000 0.00012500 3 274533849886250
17.18962500 17.28025000 17.28004200 0.00020800 3 274533867075916
17.59829200 17.53854200 17.53841800 0.00012400 3 274533884674208
17.34500000 17.33966700 17.33954300 0.00012400 3 274533902019375
17.30370800 17.40725000 17.40708300 0.00016700 3 274533919322833
17.33845800 17.24900000 17.24879200 0.00020800 3 274533936661333
17.29400000 17.25200000 17.25187500 0.00012500 3 274533953955416
17.18233400 17.30120800 17.30091600 0.00029200 3 274533971137750
17.38583300 17.33041700 17.33025000 0.00016700 3 274533988523541
17.44904200 17.44070800 17.44050100 0.00020700 3 274534005972583
17.59425000 17.68358300 17.68341500 0.00016800 3 274534023566916
17.32012500 17.23525000 17.23508300 0.00016700 3 274534040886916
17.48670800 17.47333400 17.47316600 0.00016800 3 274534058373625
17.24291700 17.33708300 17.33695800 0.00012500 3 274534075616541
17.69816600 17.62604200 17.62591700 0.00012500 3 274534093314708
17.41154200 17.36795800 17.36783300 0.00012500 3 274534110726333
17.47325000 17.53954200 17.53937500 0.00016700 3 274534128199541
17.52133300 17.42158300 17.42145800 0.00012500 3 274534145720875
17.15641700 17.25383300 17.25358300 0.00025000 3 274534162877250
17.49879200 17.49550000 17.49533200 0.00016800 3 274534180376041
18.37962500 18.34362500 18.34337400 0.00025100 3 274534198755708
17.57570800 17.54116700 17.54104400 0.00012300 3 274534216331375
17.87591700 17.85950000 17.85900000 0.00050000 3 274534234207333
17.59250000 17.60970800 17.60950100 0.00020700 3 274534251799833
17.44091600 17.40175000 17.40158300 0.00016700 3 274534269240833
16.83504200 16.81900000 16.81883400 0.00016600 3 274534286075750
17.32245800 17.34833400 17.34812500 0.00020900 3 274534303398333
17.11741700 17.10529100 17.10508200 0.00020900 3 274534320515583
17.02679200 17.00450000 17.00433200 0.00016800 3 274534337542416
17.04012500 17.08679200 17.08658400 0.00020800 3 274534354582541
17.28325000 17.23045800 17.23033300 0.00012500 3 274534371865791
16.88012500 16.96862500 16.96837600 0.00024900 3 274534388745958
17.02012500 17.00937500 17.00916500 0.00021000 3 274534405766083
17.06091600 17.00870900 17.00854200 0.00016700 3 274534422827041
17.01883400 17.07075000 17.07058400 0.00016600 3 274534439845750
17.11783300 17.03787500 17.03775000 0.00012500 3 274534456963750
16.99966700 17.04129100 17.04108300 0.00020800 3 274534473963291
17.11862500 17.07687500 17.07666700 0.00020800 3 274534491081916
17.24250000 17.24904200 17.24891700 0.00012500 3 274534508324666
17.12841600 17.15041700 17.15020800 0.00020900 3 274534525452833
17.33704200 17.30850000 17.30837500 0.00012500 3 274534542789916
17.04570800 17.05370800 17.05345900 0.00024900 3 274534559835625
17.49691700 17.47058300 17.47041700 0.00016600 3 274534577332583
16.99350000 16.99862500 16.99841600 0.00020900 3 274534594326000
17.18041700 17.15120900 17.15108300 0.00012600 3 274534611506500
17.17891600 17.22795800 17.22775000 0.00020800 3 274534628685333
16.97145900 17.00508300 17.00487400 0.00020900 3 274534645656833
17.51754100 17.49345900 17.49325100 0.00020800 3 274534663174375
17.56158400 17.61216600 17.61204200 0.00012400 3 274534680735958
17.55995800 17.52395900 17.52379200 0.00016700 3 274534698295875
16.87266700 16.98004100 16.97987500 0.00016600 3 274534715168583
17.10954100 17.15720900 17.15695700 0.00025200 3 274534732278083
17.59337500 17.50479100 17.50458300 0.00020800 3 274534749871458
17.29183400 17.29745900 17.29733300 0.00012600 3 274534767163291
17.00350000 17.11029100 17.11004000 0.00025100 3 274534784166833
17.24545800 17.16416700 17.16400100 0.00016600 3 274534801412375
17.19354200 17.14562500 17.14541700 0.00020800 3 274534818605833
16.93941600 17.01666700 17.01650000 0.00016700 3 274534835545208
17.35175000 17.27158300 17.27137500 0.00020800 3 274534852896958
17.04941700 17.10504200 17.10479200 0.00025000 3 274534869946375
17.43229200 17.47433300 17.47416700 0.00016600 3 274534887378666
17.35654100 17.28204200 17.28183200 0.00021000 3 274534904735208
17.38379200 17.33837500 17.33820900 0.00016600 3 274534922119000
17.05104200 17.18475000 17.18458200 0.00016800 3 274534939170125
17.46258300 17.36095800 17.36070900 0.00024900 3 274534956632625
17.67058300 17.65708300 17.65687500 0.00020800 3 274534974303375
17.27362500 17.36095900 17.36070800 0.00025100 3 274534991576875
17.51920900 17.46166600 17.46141600 0.00025000 3 274535009096083
17.26600000 17.32250000 17.32233300 0.00016700 3 274535026362083
16.98729100 17.01366700 17.01350000 0.00016700 3 274535043349375
17.56820900 17.46195800 17.46179200 0.00016600 3 274535060917583
17.13904100 17.20945900 17.20933400 0.00012500 3 274535078056666
17.60087500 17.49891600 17.49870600 0.00021000 3 274535095657500
18.01091700 18.03950000 18.03929100 0.00020900 3 274535113668375
18.27687500 18.20850000 18.20837400 0.00012600 3 274535131945250
18.07545800 18.05333400 18.05316700 0.00016700 3 274535150020666
17.87591700 17.98016600 17.98000000 0.00016600 3 274535167896625
17.80175000 17.38845900 17.38804300 0.00041600 3 274535185698458
17.37970800 17.81887500 17.81870700 0.00016800 3 274535203078125
17.84266700 17.71683300 17.71645900 0.00037400 3 274535220920750
17.69633300 17.76370800 17.76329200 0.00041600 3 274535238617083
17.12658400 17.13787500 17.13766600 0.00020900 3 274535255743666
17.48029100 17.48075000 17.48058200 0.00016800 3 274535273224000
17.37554200 17.33933400 17.33916600 0.00016800 3 274535290599541
17.08833300 17.12608300 17.12587400 0.00020900 3 274535307687833
17.88041700 17.78983300 17.78941600 0.00041700 3 274535325568583
21.25379200 21.23354200 21.23291600 0.00062600 3 274535346822458
18.57691600 18.61404200 18.61366800 0.00037400 3 274535365399166
17.90708400 17.90575000 17.90558300 0.00016700 3 274535383306041
17.53137500 17.55795800 17.55779100 0.00016700 3 274535400837458
17.77170800 17.78091700 17.78070800 0.00020900 3 274535418609125
17.93983300 17.91083300 17.91062400 0.00020900 3 274535436549000
17.51979200 17.58387500 17.58366700 0.00020800 3 274535454068791
17.01920800 17.02687500 17.02670900 0.00016600 3 274535471088041
17.24779200 17.27591700 17.27570900 0.00020800 3 274535488335875
17.14862500 17.14033300 17.14004200 0.00029100 3 274535505484375
17.71466700 17.61270800 17.61249800 0.00021000 3 274535523199041
17.18129100 17.27766700 17.27754200 0.00012500 3 274535540380333
17.29308400 17.29608300 17.29587600 0.00020700 3 274535557673458
17.43604100 17.37108400 17.37087600 0.00020800 3 274535575109458
17.22075000 17.26541600 17.26524900 0.00016700 3 274535592330208
17.53266700 17.60191700 17.60170900 0.00020800 3 274535609862875
17.25337500 17.22212500 17.22191700 0.00020800 3 274535627116291
17.29391700 17.28408300 17.28387500 0.00020800 3 274535644410166
17.26541600 17.29854200 17.29841700 0.00012500 3 274535661675583
17.12991700 17.11000000 17.10979100 0.00020900 3 274535678805625
17.25208300 17.21150000 17.21133400 0.00016600 3 274535696057583
17.15733400 17.22379200 17.22366600 0.00012600 3 274535713214958
17.38683300 17.39829100 17.39816600 0.00012500 3 274535730601750
17.37591700 17.29020900 17.29004200 0.00016700 3 274535747977708
17.79825000 17.81037500 17.81025000 0.00012500 3 274535765776041
18.05733300 18.07800000 18.07779200 0.00020800 3 274535783833333
17.71641700 17.69491600 17.69466600 0.00025000 3 274535801549666
17.14291600 17.21133400 17.21108300 0.00025100 3 274535818692583
17.34975000 17.29425000 17.29408200 0.00016800 3 274535836042333
17.24100000 17.26687500 17.26670800 0.00016700 3 274535853283333
17.11895900 17.13412500 17.13395700 0.00016800 3 274535870402333
17.29241600 17.26229100 17.26216700 0.00012400 3 274535887694791
17.29970900 17.31583400 17.31566800 0.00016600 3 274535904994416
17.49450000 17.48804100 17.48783300 0.00020800 3 274535922488916
18.85125000 18.59095900 18.59050200 0.00045700 3 274535941340958
20.16666600 20.24404100 20.24337500 0.00066600 3 274535961507250
21.83712500 21.57912500 21.57812400 0.00100100 3 274535983343958
20.75920900 20.53350000 20.53300100 0.00049900 3 274536004103250
20.12687500 20.69495900 20.69462500 0.00033400 3 274536024230000
18.49700000 18.46629100 18.46570800 0.00058300 3 274536042727291
19.84441600 19.78075000 19.78008400 0.00066600 3 274536062571791
17.37854200 17.55070900 17.55025000 0.00045900 3 274536079950083
17.47500000 17.48166600 17.48133300 0.00033300 3 274536097425000
17.52458300 17.50687500 17.50650000 0.00037500 3 274536114949625
17.17175000 17.15937500 17.15912500 0.00025000 3 274536132121333
16.85191700 16.86708400 16.86687500 0.00020900 3 274536148973250
17.28795800 17.27704100 17.27653900 0.00050200 3 274536166261208
17.80320900 17.76695900 17.76662500 0.00033400 3 274536184064458
17.58362500 17.61270800 17.61254200 0.00016600 3 274536201648041
17.66175000 17.67637500 17.67595900 0.00041600 3 274536219309791
17.73000000 17.71641700 17.71604200 0.00037500 3 274536237039791
17.36904100 17.30008300 17.29941700 0.00066600 3 274536254408833
17.28870900 17.38916700 17.38870800 0.00045900 3 274536271697541
17.17487500 17.18379100 17.18362400 0.00016700 3 274536288872416
16.72833300 16.77387500 16.77366500 0.00021000 3 274536305600833
17.49475000 17.37487500 17.37470800 0.00016700 3 274536323095583
17.09129200 17.10058400 17.10021000 0.00037400 3 274536340186791
16.76441600 16.85633300 16.85612500 0.00020800 3 274536356951250
16.67691700 16.66079200 16.66066600 0.00012600 3 274536373628166
16.59754200 16.55862500 16.55841700 0.00020800 3 274536390225666
16.94320800 16.94900000 16.94883300 0.00016700 3 274536407168958
16.70362500 16.71279100 16.71266500 0.00012600 3 274536423872541
17.35920800 17.30812500 17.30766700 0.00045800 3 274536441231708
17.82404200 17.82687500 17.82345900 0.00341600 3 274536459055875
16.97250000 17.00387500 17.00341700 0.00045800 3 274536476028333
16.76795800 16.79833400 16.79804100 0.00029300 3 274536492796250
17.34600000 17.29933300 17.29874900 0.00058400 3 274536510142208
16.83329200 16.88929200 16.88900000 0.00029200 3 274536526975500
16.51845800 16.62883300 16.62866600 0.00016700 3 274536543493958
16.97608400 16.88379200 16.88349900 0.00029300 3 274536560470000
16.84670800 16.80995800 16.80975000 0.00020800 3 274536577316791
17.57275000 17.52787500 17.52754000 0.00033500 3 274536594889500
18.33354200 18.31787500 18.31750000 0.00037500 3 274536613223041
19.11804100 19.08204200 19.07895700 0.00308500 3 274536632341083
18.38300000 18.45491600 18.45445900 0.00045700 3 274536650724333
17.81895900 17.79595900 17.79554200 0.00041700 3 274536668543041
17.40766600 17.36404100 17.36387400 0.00016700 3 274536685950750
17.62475000 17.60333400 17.60291800 0.00041600 3 274536703575500
17.35770900 17.44316600 17.44295800 0.00020800 3 274536720933208
18.14637500 17.97929200 17.97895900 0.00033300 3 274536739079666
18.88775000 18.90120800 18.90070700 0.00050100 3 274536757967250
18.46116600 18.51391700 18.51366700 0.00025000 3 274536776428541
18.01470900 18.03808300 18.03766600 0.00041700 3 274536794443125
17.47358300 17.59208400 17.59179300 0.00029100 3 274536811916791
17.78641700 17.69091600 17.69041600 0.00050000 3 274536829703208
18.04558300 17.94266700 17.94225200 0.00041500 3 274536847749291
18.04712500 18.25562500 18.25495900 0.00066600 3 274536865796166
17.93679200 17.88175000 17.88141800 0.00033200 3 274536883732708
17.23012500 17.25879200 17.25866700 0.00012500 3 274536900962791
17.30404100 17.40395800 17.40379200 0.00016600 3 274536918266833
17.31633400 17.23691700 17.23670800 0.00020900 3 274536935583166
