frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,enqueue_offset_ms,queue_delay_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
2395,2394,4887,1,21669553620,-0.871083,-0.047125,0.047125,0.025750,608,1,-2.332861,-2.327333,11.818291,11.682046,6.745496,0.000000,4.960166,4.954555,0.005528,0.025542,0.016417,1.100084,628,7998575,33183,0,32,0,32,0,0,0,0,0,0,7216,0,3510,3706,0
2396,2395,4889,1,21677661720,-4.792750,-0.055083,0.055083,0.041875,620,0,-22.937861,-22.932333,20.605000,20.536197,20.493827,0.000000,0.000292,0.000000,0.000000,0.041667,0.022458,1.290167,650,8149273,41692,0,272,0,272,0,0,0,0,0,0,23214,14400,4536,4278,0
2397,2396,4891,1,21685769820,-2.187250,-0.034625,0.034625,0.031375,608,2,-3.649028,-2.464500,14.077834,13.931829,7.180742,0.000000,7.098126,5.912167,1.185917,0.031208,0.034000,0.489541,629,8060584,33359,0,32,0,32,0,0,0,0,0,0,5610,0,3654,1956,0
2398,2397,4893,1,21693877920,-5.957167,-0.052542,0.052542,0.036000,634,0,-24.102278,-22.917750,20.453250,20.378792,20.370300,0.000000,0.000250,0.000000,0.000000,0.035833,0.022292,1.301332,658,8277476,42313,0,272,0,272,0,0,0,0,0,0,23426,14400,3510,5516,0
2399,2398,4895,1,21701986020,-1.885167,-0.056250,0.056250,0.025875,600,1,-3.346945,-2.415208,12.611333,12.454490,6.634513,0.000000,5.833166,4.901305,0.931737,0.025708,0.005959,0.447375,625,7932126,32854,0,32,0,32,0,0,0,0,0,0,7004,0,4536,2468,0
2400,2399,4897,1,21710094120,-5.587041,-0.058208,0.058208,0.030084,627,0,-23.732153,-22.800416,20.385208,20.290690,20.282516,0.000000,0.000167,0.000000,0.000000,0.029959,0.010291,1.134791,654,8241907,42076,0,272,0,272,0,0,0,0,0,0,21820,14400,3654,3766,0
2401,2400,4899,1,21718202220,-1.044042,-0.050750,0.050750,0.023375,604,1,-2.505820,-2.494959,12.140334,12.009437,6.852172,0.000000,5.203209,5.192222,0.010861,0.023250,0.014125,0.654042,624,7968052,33104,0,32,0,32,0,0,0,0,0,0,7217,0,3510,3707,0
2402,2401,4901,1,21726310320,-4.785792,-0.069625,0.069625,0.032375,629,0,-22.930903,-22.920042,20.425083,20.345620,20.355918,0.000000,0.000375,0.000000,0.000000,0.032208,0.019792,1.100250,660,8257243,42132,0,272,0,272,0,0,0,0,0,0,23418,14400,4680,4338,0
2403,2402,4903,1,21734418420,-2.103125,-0.057084,0.057084,0.027333,604,2,-3.564903,-2.366292,14.000667,13.855336,7.169708,0.000000,7.283791,6.084958,1.198750,0.027166,0.006917,0.611291,624,7952272,32943,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2404,2403,4905,1,21742526520,-6.192458,-0.046833,0.046833,0.028417,624,0,-24.337569,-23.138958,20.772666,20.691535,20.671000,0.000000,0.000250,0.000000,0.000000,0.028250,0.020042,1.077749,649,8203727,41883,0,272,0,272,0,0,0,0,0,0,21620,14400,3510,3710,0
2405,2404,4907,1,21750634620,-1.601917,-0.046667,0.046667,0.022333,607,1,-3.063695,-2.274667,12.092792,11.955876,6.560259,0.000000,5.404001,4.614847,0.789028,0.022167,0.006208,0.504625,634,8010323,33095,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
2406,2405,4909,1,21758742720,-5.783500,-0.052292,0.052292,0.027125,624,0,-23.928612,-23.139584,20.864917,20.764031,20.758763,0.000000,0.000210,0.000000,0.000000,0.026958,0.008917,0.770542,649,8206957,41973,0,282,0,282,0,0,0,0,0,0,21615,14400,3510,3705,0
2407,2406,4911,1,21766850820,-1.884958,-0.031458,0.031458,0.037250,604,1,-3.346736,-2.325416,12.784791,12.673507,6.567304,0.000000,6.113834,5.092347,1.021320,0.037084,0.011625,0.640166,624,7998713,33069,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2408,2407,4913,1,21774958920,-6.311042,-0.033083,0.033083,0.041583,627,0,-24.456153,-23.434833,21.109417,21.016986,21.024648,0.000000,0.000293,0.000000,0.000000,0.041375,0.016292,0.374750,658,8241818,42098,0,272,0,272,0,0,0,0,0,0,23416,14400,4680,4336,0
2409,2408,4915,1,21783067020,-1.579250,-0.045125,0.045125,0.021416,603,1,-3.041028,-2.339959,11.951542,11.803948,6.633362,0.000000,5.153917,4.452764,0.701069,0.021250,0.006750,0.934000,622,7967854,33027,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2410,2409,4917,1,21791175120,-5.057708,-0.063166,0.063166,0.028084,628,0,-23.202819,-22.501750,20.161791,20.068527,20.064410,0.000000,0.000209,0.000000,0.000000,0.028000,0.009417,0.459833,653,8257521,42007,0,272,0,272,0,0,0,0,0,0,21618,14400,3510,3708,0
2411,2410,4919,1,21799283220,-2.156750,-0.057000,0.057000,0.023334,599,2,-3.618528,-2.361250,13.782375,13.651293,6.819770,0.000000,7.082249,5.824791,1.257375,0.023167,0.007667,1.143792,625,7951990,32928,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2412,2411,4921,1,21807391320,-6.086083,-0.037958,0.037958,0.033750,626,0,-24.231195,-22.973917,20.612667,20.524709,20.475026,0.000000,0.000208,0.000000,0.000000,0.033583,0.022042,1.274834,651,8211235,41989,0,272,0,272,0,0,0,0,0,0,21615,14400,3510,3705,0
2413,2412,4923,1,21815499420,-1.646583,-0.030250,0.030250,0.021500,601,1,-3.108361,-2.313333,12.243833,12.075050,6.642586,0.000000,5.421792,4.626639,0.795028,0.021334,0.012416,0.610500,620,7983278,33019,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2414,2413,4925,1,21823607520,-5.435417,-0.056708,0.056708,0.029792,629,0,-23.580528,-22.785500,20.472167,20.433077,20.434346,0.000000,0.000125,0.000000,0.000000,0.029625,0.026458,1.122792,659,8272867,42213,0,272,0,272,0,0,0,0,0,0,23416,14400,4680,4336,0
2415,2414,4927,1,21831715620,-1.105208,-0.070833,0.070833,0.024917,603,1,-2.566986,-2.566875,12.353125,12.227570,7.197794,0.000000,5.330084,5.329806,0.000111,0.024750,0.007875,0.449042,623,7967794,33038,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2416,2415,4929,1,21839823720,-4.878500,-0.056958,0.056958,0.038083,628,0,-23.023611,-23.023500,20.456625,20.355721,20.319405,0.000000,0.000291,0.000000,0.000000,0.038000,0.012667,0.942250,653,8257449,42055,0,272,0,272,0,0,0,0,0,0,21610,14400,3510,3700,0
2417,2416,4931,1,21847931820,-1.035875,-0.053666,0.053666,0.024125,600,2,-2.497653,-2.482500,12.840708,12.685108,7.149076,0.000000,5.974501,5.958917,0.015542,0.023917,0.013042,0.624541,627,7936703,32904,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2418,2417,4933,1,21856039920,-4.741833,-0.057250,0.057250,0.034875,627,0,-22.886945,-22.871792,20.389292,20.311410,20.279453,0.000000,0.000124,0.000000,0.000000,0.034667,0.011500,1.095375,652,8257576,42192,0,272,0,272,0,0,0,0,0,0,21611,14400,3510,3701,0
2419,2418,4935,1,21864148020,-2.032458,-0.061000,0.061000,0.024209,602,2,-3.494236,-2.306250,13.973958,13.865586,7.079008,0.000000,7.289958,6.101791,1.188125,0.024042,0.008292,0.311167,622,7956942,32873,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2420,2419,4937,1,21872256120,-5.834792,-0.070250,0.070250,0.031708,627,0,-23.979903,-22.791917,20.485667,20.364129,20.347498,0.000000,0.000166,0.000000,0.000000,0.031542,0.025750,1.289875,657,8256880,42070,0,272,0,272,0,0,0,0,0,0,23412,14400,4680,4332,0
2421,2420,4939,1,21880364220,-1.827625,-0.053167,0.053167,0.042166,600,1,-3.289403,-2.311584,12.676167,12.550566,6.552678,0.000000,5.979374,5.001389,0.977819,0.041875,0.012875,0.605000,620,7948300,32816,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2422,2421,4941,1,21888472320,-7.869292,-0.031375,0.031375,0.045500,629,0,-26.014403,-25.036584,22.725000,22.653500,21.863619,0.000000,0.000501,0.000000,0.000000,0.045250,0.019208,0.583459,654,8257519,42026,0,272,0,272,0,0,0,0,0,0,21611,14400,3510,3701,0
2423,2422,4943,1,21896580420,-2.073834,-0.046709,0.046709,0.105708,601,1,-3.535612,-3.535375,10.887875,10.822738,7.636483,0.000000,2.935500,2.934763,0.000237,0.105333,0.024042,0.934292,628,7983217,32982,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
2424,2423,4945,1,21904688520,-7.192291,-0.032833,0.032833,0.058250,628,0,-25.337403,-25.337166,21.801791,21.636419,21.524372,0.000000,0.000625,0.000000,0.000000,0.057959,0.025166,0.607417,653,8241934,42007,0,282,0,282,0,0,0,0,0,0,21612,14400,3510,3702,0
2425,2424,4947,1,21912796620,-0.957208,-0.033333,0.033333,0.042125,598,1,-2.418986,-2.418875,10.448250,10.236862,7.353959,0.000000,3.416833,3.416597,0.000111,0.042000,0.016625,0.667291,618,7921758,32686,0,22,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2426,2425,4949,1,21920904720,-6.236959,-0.050459,0.050459,0.066916,635,0,-24.382070,-24.381959,21.963084,21.956680,21.770240,0.000000,0.000584,0.000000,0.000000,0.066666,0.036625,0.953500,666,8318897,42338,0,282,0,272,0,0,0,0,0,0,23413,14400,4680,4333,0
2427,2426,4951,1,21929012820,-1.648958,-0.066000,0.066000,0.077667,598,1,-3.110736,-2.579417,12.095333,11.963756,7.201897,0.000000,4.596750,4.065139,0.531319,0.077375,0.039375,0.586583,618,7921627,32750,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2428,2427,4953,1,21937120920,-8.072083,-0.041208,0.041208,0.049167,626,0,-26.217194,-25.685875,23.106458,22.951065,22.554004,0.000000,0.000667,0.000000,0.000000,0.048875,0.019500,0.628708,651,8241794,41955,0,272,0,272,0,0,0,0,0,0,21615,14400,3510,3705,0
2429,2428,4955,1,21945229020,-0.942250,-0.053541,0.053541,0.042000,603,1,-2.404028,-2.388958,9.553500,9.439054,7.005590,0.000000,2.558249,2.542888,0.015070,0.041792,0.035875,0.290417,629,7967777,32901,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
2430,2429,4957,1,21953337120,-5.138375,-0.077209,0.077209,0.043166,631,0,-23.283487,-23.268417,20.879459,20.747142,20.752711,0.000000,0.000208,0.000000,0.000000,0.043000,0.015458,1.257917,656,8303669,42188,0,282,0,282,0,0,0,0,0,0,21614,14400,3510,3704,0
2431,2430,4959,1,21961445220,-2.117167,-0.037584,0.037584,0.031541,594,2,-3.578945,-2.348417,13.662125,13.507209,6.729245,0.000000,6.869541,5.638874,1.230584,0.031375,0.010083,0.659750,614,7890571,32596,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2432,2431,4961,1,21969553320,-6.263834,-0.081750,0.081750,0.050291,638,0,-24.408945,-23.178417,20.830000,20.750546,20.765148,0.000000,0.000458,0.000000,0.000000,0.050000,0.016666,1.265708,669,8350109,42440,0,272,0,272,0,0,0,0,0,0,23416,14400,4680,4336,0
2433,2432,4963,1,21977661420,-2.123500,-0.040375,0.040375,0.054166,593,1,-3.585278,-2.890042,12.543000,12.390318,7.259517,0.000000,5.127708,4.431972,0.695236,0.053833,0.013625,0.290917,613,7859779,32478,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2434,2433,4965,1,21985769520,-6.332625,-0.059458,0.059458,0.053458,631,0,-24.477736,-23.782500,20.892458,20.814025,20.776622,0.000000,0.000500,0.000000,0.000000,0.053167,0.016875,0.595209,656,8303803,42162,0,272,0,272,0,0,0,0,0,0,21616,14400,3510,3706,0
2435,2434,4967,1,21993877620,-1.150542,-0.042875,0.042875,0.027458,597,1,-2.612320,-2.371875,11.501250,11.359587,6.515558,0.000000,4.834083,4.593513,0.240445,0.027375,0.033458,0.633209,624,7906073,32656,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
2436,2435,4969,1,22001985720,-5.121416,-0.051416,0.051416,0.030584,628,0,-23.266528,-23.026083,20.654208,20.552109,20.561386,0.000000,0.000208,0.000000,0.000000,0.030375,0.015709,1.234125,653,8257386,42090,0,282,0,282,0,0,0,0,0,0,21614,14400,3510,3704,0
2437,2436,4971,1,22010093820,-0.670000,-0.040625,0.040625,0.034417,600,2,-2.131778,-2.131625,12.231917,12.109054,7.250514,0.000000,5.857500,5.857083,0.000334,0.034250,0.024958,0.607750,620,7952201,32835,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2438,2437,4973,1,22018201920,-5.560042,-0.058292,0.058292,0.052042,629,0,-23.705153,-23.705000,21.573375,21.486084,21.153112,0.000000,0.000291,0.000000,0.000000,0.051750,0.015250,0.622458,660,8288382,42199,0,272,0,272,0,0,0,0,0,0,22486,14400,4680,3406,0
2439,2438,4975,1,22026310020,-0.907291,-0.039041,0.039041,0.023375,599,1,-2.369069,-2.357041,12.030583,11.892503,6.519031,0.000000,5.352666,5.340472,0.012028,0.023167,0.005708,0.289084,619,7921348,32714,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2440,2439,4977,1,22034418120,-4.884875,-0.038625,0.038625,0.024458,624,0,-23.029986,-23.017958,20.660917,20.553011,20.568901,0.000000,0.000210,0.000000,0.000000,0.024292,0.008583,0.913833,649,8211367,41769,0,272,0,272,0,0,0,0,0,0,20643,14400,3510,2733,0
2441,2440,4979,1,22042526220,-2.177584,-0.042709,0.042709,0.027916,604,2,-3.639362,-2.352375,13.976042,13.854769,6.956305,0.000000,7.362957,6.075874,1.287042,0.027750,0.008250,0.922958,631,7998479,33018,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
2442,2441,4981,1,22050634320,-6.695875,-0.038584,0.038584,0.067708,634,0,-24.840987,-23.554000,21.201625,21.169332,21.184046,0.000000,0.000167,0.000000,0.000000,0.067541,0.040084,1.225542,659,8350038,42377,0,282,0,282,0,0,0,0,0,0,20716,14400,3510,2806,0
2443,2442,4983,1,22058742420,-1.331292,-0.038875,0.038875,0.026541,614,1,-2.793070,-2.209834,11.318750,11.130461,6.345006,0.000000,4.795917,4.212514,0.583236,0.026375,0.033041,0.616333,634,7859795,32487,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2444,2443,4985,1,22066850520,-5.245709,-0.035000,0.035000,0.025083,623,0,-23.390820,-22.807584,20.597750,20.488055,20.492241,0.000000,0.000209,0.000000,0.000000,0.024916,0.008875,1.127457,655,8210930,41854,0,272,0,272,0,0,0,0,0,0,22386,14400,4680,3306,0
2445,2444,4987,1,22074958620,-0.764708,-0.037250,0.037250,0.018292,604,2,-2.226486,-2.226333,12.202333,12.081719,7.455647,0.000000,5.741293,5.741000,0.000209,0.018083,0.004917,0.448417,624,7998759,32999,0,22,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2446,2445,4989,1,22083066720,-4.555875,-0.061375,0.061375,0.037708,624,0,-22.700986,-22.700833,20.474500,20.395376,20.410096,0.000000,0.000167,0.000000,0.000000,0.037500,0.016625,0.900500,654,8185091,41673,0,282,0,272,0,0,0,0,0,0,22253,14400,4536,3317,0
2447,2446,4991,1,22091174820,-0.819875,-0.042666,0.042666,0.026667,607,2,-2.281653,-2.281500,12.947333,12.804086,7.922995,0.000000,6.371708,6.371375,0.000292,0.026459,0.006625,0.612750,628,8024764,33140,0,22,0,32,0,0,0,0,0,0,5610,0,3654,1956,0
2448,2447,4993,1,22099282920,-5.094000,-0.051584,0.051584,0.041166,633,0,-23.239112,-23.238959,20.957459,20.918544,20.860284,0.000000,0.000333,0.000000,0.000000,0.040916,0.055959,0.895334,657,8349945,42345,0,282,0,272,0,0,0,0,0,0,20578,14400,3510,2668,0
2449,2448,4995,1,22107391020,-0.682417,-0.042917,0.042917,0.022500,592,2,-2.144195,-2.144042,12.271750,12.084071,7.332497,0.000000,5.823167,5.822875,0.000209,0.022375,0.007291,0.626958,612,7859949,32452,0,22,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2450,2449,4997,1,22115499120,-4.467917,-0.057625,0.057625,0.024833,625,0,-22.613028,-22.612875,20.468833,20.372703,20.389456,0.000000,0.000167,0.000000,0.000000,0.024708,0.010750,1.214208,657,8241660,41980,0,282,0,272,0,0,0,0,0,0,22444,14400,4680,3364,0
2451,2450,4999,1,22123607220,-1.020666,-0.040375,0.040375,0.021084,603,2,-2.482444,-2.482250,13.236083,13.123486,8.595378,0.000000,6.526083,6.525666,0.000375,0.020917,0.005500,0.607916,623,7967890,33076,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2452,2451,5001,1,22131715320,-4.556917,-0.051667,0.051667,0.026041,617,0,-22.702028,-22.701834,20.219584,20.118173,20.134078,0.000000,0.000126,0.000000,0.000000,0.025875,0.025958,1.218334,646,8118518,41162,0,272,0,272,0,0,0,0,0,0,22331,14400,4656,3275,0
2453,2452,5003,1,22139823420,-2.306792,-0.038500,0.038500,0.019125,609,2,-3.768570,-2.529458,14.433208,14.320580,7.563794,0.000000,7.609876,6.370583,1.239209,0.018958,0.005292,0.608042,630,8091067,33604,0,32,0,32,0,0,0,0,0,0,5430,0,3534,1896,0
2454,2453,5005,1,22147931520,-6.229791,-0.034750,0.034750,0.021375,625,0,-24.374903,-23.135791,20.606333,20.489833,20.509739,0.000000,0.000168,0.000000,0.000000,0.021209,0.017083,1.049582,650,8211261,41544,0,272,0,272,0,0,0,0,0,0,20630,14400,3510,2720,0
2455,2454,5007,1,22156039620,-1.663792,-0.039834,0.039834,0.022250,604,1,-3.125570,-2.307334,12.117334,11.999956,6.510680,0.000000,5.500375,4.682014,0.818236,0.022125,0.009625,0.895500,630,7998434,33163,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2456,2455,5009,1,22164147720,-5.685584,-0.036250,0.036250,0.023708,623,0,-23.830695,-23.012459,20.705125,20.597218,20.613518,0.000000,0.000292,0.000000,0.000000,0.023625,0.010625,0.445750,648,8211192,41675,0,272,0,272,0,0,0,0,0,0,20562,14400,3510,2652,0
2457,2456,5011,1,22172255820,-2.204291,-0.039291,0.039291,0.023750,602,1,-3.666069,-2.579416,13.202041,13.089462,6.791487,0.000000,6.307041,5.220306,1.086653,0.023584,0.005958,1.119166,622,7998922,33198,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2458,2457,5013,1,22180363920,-6.523417,-0.038667,0.038667,0.027041,624,0,-24.668528,-23.581875,21.002459,20.886330,20.904371,0.000000,0.000167,0.000000,0.000000,0.026916,0.008834,1.243000,655,8210788,41580,0,272,0,272,0,0,0,0,0,0,22455,14400,4680,3375,0
2459,2458,5015,1,22188472020,-1.571334,-0.039209,0.039209,0.024375,603,1,-3.033112,-2.368625,11.731250,11.620658,6.589997,0.000000,5.039791,4.375138,0.664487,0.024208,0.005083,0.619083,623,7998971,33193,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2460,2459,5017,1,22196580120,-5.454958,-0.037792,0.037792,0.022042,625,0,-23.600070,-22.935583,20.566958,20.454703,20.472245,0.000000,0.000207,0.000000,0.000000,0.021875,0.017083,0.936542,650,8211097,41524,0,272,0,272,0,0,0,0,0,0,20593,14400,3510,2683,0
2461,2460,5019,1,22204688220,-2.220917,-0.038667,0.038667,0.023583,605,1,-3.682695,-2.474542,13.449292,13.336389,6.671844,0.000000,6.673209,5.464889,1.208153,0.023416,0.004959,0.613292,632,7998277,33163,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2462,2461,5021,1,22212796320,-6.311250,-0.035375,0.035375,0.018625,624,0,-24.456361,-23.248208,20.773666,20.659086,20.678484,0.000000,0.000208,0.000000,0.000000,0.018459,0.016875,1.226501,649,8211316,41688,0,272,0,272,0,0,0,0,0,0,20662,14400,3510,2752,0
2463,2462,5023,1,22220904420,-1.859166,-0.057250,0.057250,0.019042,604,1,-3.320944,-2.504916,12.231250,12.099676,6.674043,0.000000,5.453001,4.636889,0.816028,0.018875,0.004917,0.502000,624,7998622,33185,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2464,2463,5025,1,22229012520,-5.834667,-0.037417,0.037417,0.026916,626,0,-23.979778,-23.163750,20.658834,20.563281,20.569269,0.000000,0.000209,0.000000,0.000000,0.026750,0.008041,1.217917,657,8211127,41601,0,272,0,272,0,0,0,0,0,0,22456,14400,4680,3376,0
2465,2464,5027,1,22237120620,-1.927917,-0.039417,0.039417,0.018750,603,1,-3.389695,-2.345000,12.776583,12.667802,6.495341,0.000000,6.181708,5.136888,1.044695,0.018583,0.004750,0.453375,623,7998632,33198,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2466,2465,5029,1,22245228720,-6.603333,-0.062750,0.062750,0.060917,634,0,-24.748445,-23.703750,21.358750,21.294079,21.298915,0.000000,0.000167,0.000000,0.000000,0.060667,0.024208,0.958959,659,8350134,42058,0,272,0,272,0,0,0,0,0,0,20726,14400,3510,2816,0
2467,2466,5031,1,22253336820,-1.878750,-0.041667,0.041667,0.046750,594,1,-3.340528,-2.763250,11.958750,11.792970,6.998505,0.000000,4.781624,4.204180,0.577278,0.046542,0.020333,0.306000,621,7859493,32623,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2468,2467,5033,1,22261444920,-6.727209,-0.068375,0.068375,0.039708,625,0,-24.872320,-24.295042,21.531792,21.428371,21.419039,0.000000,0.000251,0.000000,0.000000,0.039541,0.024792,1.209416,649,8273156,41866,0,272,0,272,0,0,0,0,0,0,20654,14400,3510,2744,0
2469,2468,5035,1,22269553020,-1.664500,-0.035250,0.035250,0.039958,600,1,-3.126278,-2.667250,11.620625,11.500917,7.033906,0.000000,4.425708,3.966597,0.459028,0.039750,0.009208,0.287084,620,7936810,32962,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2470,2469,5037,1,22277661120,-6.199167,-0.042917,0.042917,0.045000,628,0,-24.344278,-23.885250,21.218000,21.123637,21.130878,0.000000,0.000292,0.000000,0.000000,0.044791,0.013875,0.969000,659,8257479,41771,0,272,0,272,0,0,0,0,0,0,22526,14400,4680,3446,0
2471,2470,5039,1,22285769220,-1.002917,-0.056875,0.056875,0.025583,601,1,-2.464695,-2.464417,11.487083,11.333902,6.719166,0.000000,4.624583,4.624180,0.000278,0.025417,0.006625,0.306500,620,7952376,33130,0,32,0,32,0,0,0,0,0,0,5407,0,3510,1897,0
2472,2471,5041,1,22293877320,-4.777000,-0.057209,0.057209,0.029750,622,0,-22.922112,-22.921834,20.457417,20.368898,20.360605,0.000000,0.000167,0.000000,0.000000,0.029666,0.023084,1.176083,647,8242014,41641,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
2473,2472,5043,1,22301985420,-2.210750,-0.043958,0.043958,0.033917,601,2,-3.672528,-2.424458,14.117083,14.000122,7.147820,0.000000,7.271000,6.022708,1.248209,0.033833,0.019917,0.931500,627,7967495,33085,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2474,2473,5045,1,22310093520,-6.013459,-0.037084,0.037084,0.036208,620,0,-24.158570,-22.910500,20.486042,20.396276,20.410488,0.000000,0.000167,0.000000,0.000000,0.035958,0.013833,1.116000,644,8226851,41558,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
2475,2474,5047,1,22318201620,-1.890791,-0.044291,0.044291,0.026209,605,1,-3.352569,-2.492166,12.560666,12.425693,6.800598,0.000000,5.624958,4.764347,0.860403,0.026042,0.008625,0.446375,625,7983107,33159,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2476,2475,5049,1,22326309720,-5.486667,-0.061000,0.061000,0.035666,627,0,-23.631778,-22.771375,20.279209,20.220503,20.221754,0.000000,0.000250,0.000000,0.000000,0.035416,0.039750,1.256958,657,8303733,41839,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
2477,2476,5051,1,22334417820,-2.149875,-0.055583,0.055583,0.028084,598,1,-3.611653,-2.474125,13.346541,13.175152,6.723994,0.000000,6.454125,5.316472,1.137528,0.028000,0.018834,0.621167,618,7906047,32848,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2478,2477,5053,1,22342525920,-5.880500,-0.055167,0.055167,0.036750,624,0,-24.025612,-22.888084,20.413959,20.334560,20.314715,0.000000,0.000124,0.000000,0.000000,0.036583,0.012708,1.075917,648,8257755,41565,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
2479,2478,5055,1,22350634020,-1.954958,-0.051458,0.051458,0.025250,602,1,-3.416736,-2.468416,12.757791,12.632606,6.740672,0.000000,5.893625,4.945180,0.948320,0.025125,0.006792,0.608750,628,7956527,33049,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2480,2479,5057,1,22358742120,-6.017542,-0.040167,0.040167,0.027083,627,0,-24.162653,-23.214333,20.745917,20.647214,20.640967,0.000000,0.000208,0.000000,0.000000,0.026958,0.013417,1.084376,652,8222042,41786,0,272,0,272,0,0,0,0,0,0,20830,14400,3510,2920,0
2481,2480,5059,1,22366850220,-1.226958,-0.070417,0.070417,0.039583,612,1,-2.688736,-2.685750,11.892750,11.805512,7.801328,0.000000,4.665584,4.662431,0.002986,0.039375,0.014833,0.609500,633,7998584,33482,0,32,0,32,0,0,0,0,0,0,6430,0,3510,2920,0
2482,2481,5061,1,22374958320,-5.139167,-0.045875,0.045875,0.028958,628,0,-23.284278,-23.281292,20.595542,20.457916,20.464554,0.000000,0.000293,0.000000,0.000000,0.028791,0.010959,0.942208,658,8210956,41577,0,272,0,272,0,0,0,0,0,0,22443,14400,4680,3363,0
2483,2482,5063,1,22383066420,-2.244292,-0.034125,0.034125,0.032833,599,2,-3.706070,-2.549917,13.788458,13.679781,7.068740,0.000000,6.777292,5.613125,1.164083,0.032667,0.019541,0.289792,619,7983243,33151,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
2484,2483,5065,1,22391174520,-6.138708,-0.058917,0.058917,0.037250,627,0,-24.283820,-23.127667,20.577750,20.484874,20.442050,0.000000,0.000208,0.000000,0.000000,0.037083,0.023000,0.598000,651,8274442,41676,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
2485,2484,5067,1,22399282620,-1.889125,-0.057625,0.057625,0.023333,599,1,-3.350903,-2.510917,12.433750,12.344699,6.787741,0.000000,5.558333,4.718264,0.839986,0.023167,0.044166,0.322167,627,7950734,33022,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
2486,2485,5069,1,22407390720,-5.577417,-0.056750,0.056750,0.034375,624,0,-23.722528,-22.882542,20.371625,20.218030,20.229796,0.000000,0.000167,0.000000,0.000000,0.034208,0.011750,1.086292,648,8242259,41647,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
2487,2486,5071,1,22415498820,-1.822041,-0.051625,0.051625,0.082542,604,1,-3.283819,-2.829333,12.927958,12.988650,7.195054,0.000000,5.727791,5.273097,0.454486,0.082167,0.140750,0.796083,623,7998749,33284,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
