frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,enqueue_offset_ms,queue_delay_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
6924,6923,14148,1,60037082820,-99.803014,-0.041417,0.041417,0.064125,612,0,-15605.020667,-15605.004250,18.460167,18.355456,18.357857,0.000000,0.000333,0.000000,0.000000,0.063833,0.015333,0.302083,634,8107230,230920,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6925,6924,14150,1,60045190920,-99.881264,-0.058125,0.058125,0.052083,613,0,-15623.393125,-15623.376708,18.372458,18.243132,18.262245,0.000000,0.000333,0.000000,0.000000,0.051833,0.018959,0.774042,641,8122477,226984,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6926,6925,14152,1,60053299020,-99.809638,-0.056875,0.056875,0.046542,610,0,-15641.401208,-15641.384791,18.008083,17.856245,17.857534,0.000000,0.000249,0.000000,0.000000,0.046292,0.019750,1.210667,633,8091739,228332,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6927,6926,14154,1,60061407120,-99.817306,-0.031875,0.031875,0.043166,610,0,-15659.296917,-15659.280500,17.895709,17.765245,17.788378,0.000000,0.003583,0.000000,0.000000,0.042833,0.010583,0.609542,631,8091797,226521,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6928,6927,14156,1,60069515220,-99.810389,-0.044208,0.044208,0.044833,611,0,-15677.197375,-15677.180958,17.900458,17.784633,17.773948,0.000000,0.000416,0.000000,0.000000,0.044667,0.012958,1.112458,639,8122503,224852,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6929,6928,14158,1,60077623320,-99.772847,-0.046625,0.046625,0.041542,612,0,-15695.127458,-15695.111041,17.930083,17.764840,17.759388,0.000000,0.000417,0.000000,0.000000,0.041375,0.011000,1.231416,635,8091704,224827,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6930,6929,14160,1,60085731420,-99.787680,-0.032000,0.032000,0.044250,613,0,-15713.199708,-15713.183291,18.072250,17.982210,18.001249,0.000000,0.000501,0.000000,0.000000,0.044084,0.042625,0.623958,635,8122665,226731,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6931,6930,14162,1,60093839520,-99.861513,-0.039208,0.039208,0.046959,612,0,-15732.112583,-15732.096166,18.912875,18.768257,18.746865,0.000000,0.000541,0.000000,0.000000,0.046875,0.012375,0.781625,640,8101339,231003,0,2,0,2,0,0,0,0,0,0,7465,0,4680,2785,0
6932,6931,14164,1,60101947620,-99.816222,-0.047000,0.047000,0.048916,613,0,-15752.147167,-15752.130750,20.034584,19.890331,19.766976,0.000000,0.000542,0.000000,0.000000,0.048583,0.019958,0.855459,635,8103401,234065,0,2,0,4,0,0,0,0,0,0,5630,0,3510,2120,0
6933,6932,14166,1,60110055720,-99.793180,-0.035542,0.035542,0.046042,612,0,-15770.524375,-15770.507958,18.377208,18.249240,18.225708,0.000000,0.000541,0.000000,0.000000,0.045792,0.023083,0.953501,634,8101081,219144,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6934,6933,14168,1,60118163820,-99.853597,-0.051250,0.051250,0.047500,614,0,-15788.929583,-15788.913166,18.405208,18.308954,18.293370,0.000000,0.000459,0.000000,0.000000,0.047334,0.061083,1.277376,642,8137958,217136,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6935,6934,14170,1,60126271920,-99.807472,-0.057542,0.057542,0.046875,612,0,-15807.636625,-15807.620208,18.707042,18.528739,18.502535,0.000000,0.000584,0.000000,0.000000,0.046667,0.017791,0.640708,635,8060591,239268,0,4,0,2,0,0,0,0,0,0,5856,0,3510,2346,0
6936,6935,14172,1,60134380020,-99.767597,-0.051333,0.051333,0.048459,613,0,-15826.194333,-15826.177916,18.557708,18.426508,18.425420,0.000000,0.000541,0.000000,0.000000,0.048167,0.011458,1.221251,635,8122741,226354,0,0,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6937,6936,14174,1,60142488120,-99.881708,-0.042042,0.042042,0.054250,614,0,-15845.598000,-15845.581583,19.403667,19.282081,19.271423,0.000000,0.000459,0.000000,0.000000,0.053917,0.044458,1.114458,641,8076163,235556,0,4,0,2,0,0,0,0,0,0,7354,0,4680,2674,0
6938,6937,14176,1,60150596220,-99.840138,-0.061708,0.061708,0.059084,610,0,-15864.260458,-15864.244041,18.662458,18.466992,18.444784,0.000000,0.000499,0.000000,0.000000,0.058750,0.013584,0.686458,633,8107077,223007,0,0,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6939,6938,14178,1,60158704320,-99.882722,-0.059125,0.059125,0.053541,611,0,-15883.030042,-15883.013625,18.769584,18.613250,18.593753,0.000000,0.000333,0.000000,0.000000,0.053250,0.014208,0.609667,632,8091841,221517,0,4,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6940,6939,14180,1,60166812420,-100.007375,-0.058750,0.058750,0.052625,616,0,-15901.979458,-15901.963041,18.949416,18.925960,18.915974,0.000000,0.000543,0.000000,0.000000,0.052459,0.014625,0.945417,645,8137590,225271,0,2,0,2,0,0,0,0,0,0,7524,0,4680,2844,0
6941,6940,14182,1,60174920520,-99.876222,-0.040917,0.040917,0.056708,614,0,-15920.690292,-15920.673875,18.710834,18.599471,18.587107,0.000000,0.000584,0.000000,0.000000,0.056416,0.015292,1.228916,636,8107099,228244,0,2,0,2,0,0,0,0,0,0,5688,0,3510,2178,0
6942,6941,14184,1,60183028620,-99.949056,-0.047042,0.047042,0.049041,614,0,-15938.486792,-15938.470375,17.796500,17.646712,17.666175,0.000000,0.000500,0.000000,0.000000,0.048750,0.044166,1.240292,635,8122628,214408,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6943,6942,14186,1,60191136720,-100.066972,-0.066042,0.066042,0.063708,613,0,-15957.330125,-15957.313708,18.843333,18.709481,18.688482,0.000000,0.000543,0.000000,0.000000,0.063417,0.018708,0.307875,642,8106936,218022,0,2,0,2,0,0,0,0,0,0,7409,0,4680,2729,0
6944,6943,14188,1,60199244820,-99.688152,-0.040875,0.040875,0.044125,611,0,-15975.352250,-15975.335833,18.022125,17.870158,17.831999,0.000000,0.000458,0.000000,0.000000,0.043833,0.016250,1.252334,633,8091777,208092,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6945,6944,14190,1,60207352920,-99.528986,-0.045625,0.045625,0.056667,612,0,-15993.084958,-15993.068541,17.732708,17.645655,17.616211,0.000000,0.000667,0.000000,0.000000,0.056334,0.015625,1.065417,634,8122679,209040,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6946,6945,14192,1,60215461020,-100.071375,-0.074250,0.074250,0.056250,614,0,-16011.205833,-16011.189416,18.120875,17.986767,17.982734,0.000000,0.000499,0.000000,0.000000,0.055959,0.014958,0.363875,643,8122488,206559,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6947,6946,14194,1,60223569120,-99.986972,-0.041042,0.041042,0.054875,610,0,-16028.973750,-16028.957333,17.767917,17.640662,17.642001,0.000000,0.000416,0.000000,0.000000,0.054667,0.014708,0.942542,632,8091840,209733,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6948,6947,14196,1,60231677220,-100.032903,-0.053000,0.053000,0.055292,613,0,-16046.742625,-16046.726208,17.768875,17.639412,17.650252,0.000000,0.000583,0.000000,0.000000,0.055208,0.018500,1.304750,635,8122593,209529,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6949,6948,14198,1,60239785320,-100.148417,-0.072375,0.072375,0.061542,614,0,-16065.069375,-16065.052958,18.326750,18.193257,18.191387,0.000000,0.000834,0.000000,0.000000,0.061375,0.014000,0.630625,643,8106943,212709,0,2,0,2,0,0,0,0,0,0,7375,0,4680,2695,0
6950,6949,14200,1,60247893420,-99.997778,-0.058084,0.058084,0.056208,609,0,-16082.929667,-16082.913250,17.860292,17.683678,17.691177,0.000000,0.000543,0.000000,0.000000,0.056000,0.014375,0.934916,631,8094091,207496,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6951,6950,14202,1,60256001520,-100.017806,-0.059750,0.059750,0.043750,614,0,-16101.646542,-16101.630125,18.716875,18.572949,18.593532,0.000000,0.000542,0.000000,0.000000,0.043583,0.012042,1.323083,636,8104692,226777,0,2,0,2,0,0,0,0,0,0,5834,0,3510,2324,0
6952,6951,14204,1,60264109620,-100.008597,-0.060250,0.060250,0.053500,616,0,-16119.770625,-16119.754208,18.124083,18.025766,18.046219,0.000000,0.000291,0.000000,0.000000,0.053125,0.018208,1.307042,645,8107094,216167,0,2,0,2,0,0,0,0,0,0,7342,0,4680,2662,0
6953,6952,14206,1,60272217720,-99.716486,-0.045667,0.045667,0.048458,609,0,-16137.521417,-16137.505000,17.750792,17.618809,17.635928,0.000000,0.000375,0.000000,0.000000,0.048291,0.012542,0.312542,631,8104967,204380,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6954,6953,14208,1,60280325820,-99.453445,-0.034333,0.034333,0.052375,612,0,-16154.981458,-16154.965041,17.460041,17.301123,17.289667,0.000000,0.000458,0.000000,0.000000,0.052000,0.015834,0.973750,634,8093817,204302,0,2,0,2,0,0,0,0,0,0,6944,0,4536,2408,0
6955,6954,14210,1,60288433920,-100.023930,-0.044750,0.044750,0.062625,611,0,-16173.193125,-16173.176708,18.211667,18.061580,18.027919,0.000000,0.000291,0.000000,0.000000,0.062250,0.042333,1.368125,640,8107150,205150,0,2,0,2,0,0,0,0,0,0,5670,0,3654,2016,0
6956,6955,14212,1,60296542020,-99.902194,-0.044125,0.044125,0.061208,612,0,-16191.478375,-16191.461958,18.285250,18.206874,18.110576,0.000000,0.000709,0.000000,0.000000,0.060833,0.017834,0.471708,634,8107100,203447,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6957,6956,14214,1,60304650120,-99.750862,-0.037959,0.037959,0.048250,613,0,-16209.463167,-16209.446750,17.984792,17.829988,17.827368,0.000000,0.000500,0.000000,0.000000,0.048000,0.012833,1.028459,639,8107108,200146,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6958,6957,14216,1,60312758220,-99.808069,-0.035875,0.035875,0.060375,612,0,-16227.462833,-16227.446416,17.999666,17.930110,17.917340,0.000000,0.000458,0.000000,0.000000,0.060125,0.054875,1.380874,636,8138172,203423,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6959,6958,14218,1,60320866320,-99.681152,-0.071167,0.071167,0.055917,614,0,-16245.465000,-16245.448583,18.002167,17.833913,17.806160,0.000000,0.000584,0.000000,0.000000,0.055708,0.017084,0.684125,635,8122487,201297,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6960,6959,14220,1,60328974420,-99.564445,-0.070375,0.070375,0.060750,610,0,-16263.397000,-16263.380583,17.932000,17.813988,17.786667,0.000000,0.000584,0.000000,0.000000,0.060375,0.021208,1.360333,639,8091629,197469,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6961,6960,14222,1,60337082520,-99.566944,-0.033250,0.033250,0.051375,609,0,-16281.040625,-16281.024208,17.643625,17.481697,17.492584,0.000000,0.000375,0.000000,0.000000,0.051083,0.013459,1.301875,631,8091797,199664,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6962,6961,14224,1,60345190620,-100.026681,-0.043750,0.043750,0.050041,617,0,-16299.037292,-16299.020875,17.996667,17.837077,17.832363,0.000000,0.000417,0.000000,0.000000,0.049666,0.041542,0.321958,639,8107062,214154,0,2,0,2,0,0,0,0,0,0,6008,0,3510,2498,0
6963,6962,14226,1,60353298720,-100.064222,-0.059584,0.059584,0.061041,614,0,-16317.071042,-16317.054625,18.033750,17.930856,17.856816,0.000000,0.000458,0.000000,0.000000,0.060750,0.021833,0.953125,642,8106778,205850,0,2,0,2,0,0,0,0,0,0,7367,0,4680,2687,0
6964,6963,14228,1,60361406820,-99.408152,-0.046375,0.046375,0.044834,611,0,-16334.588833,-16334.572416,17.517791,17.365673,17.384210,0.000000,0.000416,0.000000,0.000000,0.044625,0.012375,1.265000,632,8097717,200773,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6965,6964,14230,1,60369514920,-100.121764,-0.037834,0.037834,0.056250,617,0,-16354.311167,-16354.294750,19.722334,19.577749,19.210506,0.000000,0.000458,0.000000,0.000000,0.055958,0.030375,1.281167,640,8163075,218575,0,2,0,2,0,0,0,0,0,0,5771,0,3510,2261,0
6966,6965,14232,1,60377623020,-99.046945,-0.037750,0.037750,0.060041,612,0,-16372.190417,-16372.174000,17.879250,17.783828,17.752707,0.000000,0.000500,0.000000,0.000000,0.059708,0.019583,0.634208,641,8106835,192340,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6967,6966,14234,1,60385731120,-98.792694,-0.037417,0.037417,0.065333,610,0,-16389.872292,-16389.855875,17.681875,17.561130,17.558004,0.000000,0.000375,0.000000,0.000000,0.065041,0.025000,0.972376,632,8076351,194791,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6968,6967,14236,1,60393839220,-99.609069,-0.036959,0.036959,0.053625,610,0,-16408.121417,-16408.105000,18.249125,18.109829,18.069546,0.000000,0.000709,0.000000,0.000000,0.053416,0.057959,1.238292,632,8107413,197179,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6969,6968,14238,1,60401947320,-99.409236,-0.068125,0.068125,0.057000,614,0,-16426.007958,-16425.991541,17.886541,17.758251,17.749152,0.000000,0.000584,0.000000,0.000000,0.056709,0.015083,0.606750,643,8121831,196263,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6970,6969,14240,1,60410055420,-99.305027,-0.067291,0.067291,0.048709,609,0,-16443.515083,-16443.498666,17.507125,17.308001,17.320408,0.000000,0.000333,0.000000,0.000000,0.048542,0.012875,0.945000,630,8076821,194973,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6971,6970,14242,1,60418163520,-99.309069,-0.052250,0.052250,0.086542,612,0,-16460.964458,-16460.948041,17.449375,17.328335,17.349034,0.000000,0.000667,0.000000,0.000000,0.086167,0.016958,0.944208,634,8091701,193719,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6972,6971,14244,1,60426271620,-99.326320,-0.040500,0.040500,0.065167,616,0,-16478.943875,-16478.927458,17.979417,17.928057,17.949918,0.000000,0.000542,0.000000,0.000000,0.064708,0.033917,0.292875,645,8153335,193032,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6973,6972,14246,1,60434379720,-98.756944,-0.054042,0.054042,0.052125,606,0,-16496.322000,-16496.305583,17.378125,17.195002,17.199969,0.000000,0.000375,0.000000,0.000000,0.051833,0.047417,0.955875,628,8050526,187894,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6974,6973,14248,1,60442487820,-98.464736,-0.055125,0.055125,0.071083,611,0,-16513.053500,-16513.037083,16.731500,16.518868,16.525497,0.000000,0.000458,0.000000,0.000000,0.070708,0.014875,0.620125,633,8086745,186795,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6975,6974,14250,1,60450595920,-98.465403,-0.051958,0.051958,0.047917,616,0,-16530.029875,-16530.013458,16.976375,16.955754,16.945967,0.000000,0.000333,0.000000,0.000000,0.047708,0.013375,0.981458,645,8168764,187054,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6976,6975,14252,1,60458704020,-98.690361,-0.053042,0.053042,0.043833,613,0,-16546.938167,-16546.921750,16.908292,16.815499,16.808420,0.000000,0.000458,0.000000,0.000000,0.043458,0.049750,1.242833,635,8091714,194918,0,2,0,2,0,0,0,0,0,0,5586,0,3510,2076,0
6977,6976,14254,1,60466812120,-98.247236,-0.053250,0.053250,0.040000,619,0,-16563.291542,-16563.275125,16.353375,16.225768,16.247952,0.000000,0.000376,0.000000,0.000000,0.039875,0.049958,0.629542,641,8215298,186226,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6978,6977,14256,1,60474920220,-97.779819,-0.057541,0.057541,0.049542,608,0,-16579.507458,-16579.491041,16.215916,16.059632,16.083126,0.000000,0.000583,0.000000,0.000000,0.049334,0.019833,0.745958,637,8014264,183991,0,2,0,2,0,0,0,0,0,0,7344,0,4680,2664,0
6979,6978,14258,1,60483028320,-98.045569,-0.053792,0.053792,0.048916,615,0,-16596.456542,-16596.440125,16.949084,16.791954,16.809644,0.000000,0.000418,0.000000,0.000000,0.048541,0.013375,0.469209,637,8169229,191392,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6980,6979,14260,1,60491136420,-98.394277,-0.035500,0.035500,0.070000,613,0,-16613.488583,-16613.472166,17.032041,16.966479,16.956529,0.000000,0.000542,0.000000,0.000000,0.069709,0.015916,0.978458,634,8122429,184829,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6981,6980,14262,1,60499244520,-98.336945,-0.053333,0.053333,0.050667,606,0,-16630.383583,-16630.367166,16.895000,16.736836,16.753684,0.000000,0.000500,0.000000,0.000000,0.050375,0.014084,0.611125,635,8029801,183785,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6982,6981,14264,1,60507352620,-99.104153,-0.053792,0.053792,0.048083,612,0,-16647.834125,-16647.817708,17.450542,17.267456,17.265537,0.000000,0.000667,0.000000,0.000000,0.047792,0.016041,1.099917,634,8076267,196353,0,2,0,2,0,0,0,0,0,0,5569,0,3510,2059,0
6983,6982,14266,1,60515460720,-98.506236,-0.052542,0.052542,0.041042,617,0,-16664.556250,-16664.539833,16.722125,16.673198,16.668992,0.000000,0.000250,0.000000,0.000000,0.040833,0.048542,0.969583,639,8168853,185371,0,2,0,2,0,0,0,0,0,0,5722,0,3510,2212,0
6984,6983,14268,1,60523568820,-99.215278,-0.057125,0.057125,0.054708,614,0,-16681.948625,-16681.932208,17.392375,17.263587,17.278173,0.000000,0.000418,0.000000,0.000000,0.054375,0.014125,0.447042,643,8091445,199702,0,2,0,2,0,0,0,0,0,0,7542,0,4680,2862,0
6985,6984,14270,1,60531676920,-98.611694,-0.053333,0.053333,0.044042,605,0,-16698.690458,-16698.674041,16.741833,16.500765,16.517824,0.000000,0.000416,0.000000,0.000000,0.043875,0.013250,1.056041,626,8030029,184154,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6986,6985,14272,1,60539785020,-98.501444,-0.054458,0.054458,0.051292,615,0,-16715.593083,-16715.576666,16.902625,16.894126,16.886745,0.000000,0.000207,0.000000,0.000000,0.051084,0.014250,0.460417,637,8153643,184414,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6987,6986,14274,1,60547893120,-98.612695,-0.053416,0.053416,0.045792,621,0,-16732.448583,-16732.432166,16.855500,16.714460,16.709647,0.000000,0.000376,0.000000,0.000000,0.045625,0.015792,0.902334,650,8199602,179292,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6988,6987,14276,1,60556001220,-98.524152,-0.054041,0.054041,0.052000,610,0,-16749.700458,-16749.684041,17.251875,17.138407,17.031283,0.000000,0.000376,0.000000,0.000000,0.051667,0.013417,0.915708,632,8107170,180929,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6989,6988,14278,1,60564109320,-98.587069,-0.053583,0.053583,0.049750,613,0,-16766.446708,-16766.430291,16.746250,16.592206,16.587331,0.000000,0.000332,0.000000,0.000000,0.049500,0.014250,0.619750,635,8107193,189232,0,2,0,2,0,0,0,0,0,0,5597,0,3510,2087,0
6990,6989,14280,1,60572217420,-99.913361,-0.053416,0.053416,0.041125,616,0,-16784.456333,-16784.439916,18.009625,17.897158,17.896951,0.000000,0.000501,0.000000,0.000000,0.040834,0.014916,1.232500,645,8107021,192434,0,2,0,2,0,0,0,0,0,0,7597,0,4680,2917,0
6991,6990,14282,1,60580325520,-97.810194,-0.054042,0.054042,0.044542,612,0,-16801.309000,-16801.292583,16.852667,16.736587,16.713167,0.000000,0.000375,0.000000,0.000000,0.044250,0.016625,0.611583,634,8122473,178660,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6992,6991,14284,1,60588433620,-97.588361,-0.053542,0.053542,0.045000,611,0,-16817.770500,-16817.754083,16.461500,16.336410,16.329250,0.000000,0.000457,0.000000,0.000000,0.044792,0.012458,1.116166,633,8107296,177747,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6993,6992,14286,1,60596541720,-97.827778,-0.048792,0.048792,0.056667,611,0,-16834.693250,-16834.676833,16.922750,16.840504,16.799925,0.000000,0.000374,0.000000,0.000000,0.056417,0.039708,1.218791,640,8091466,178143,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
6994,6993,14288,1,60604649820,-97.762402,-0.053583,0.053583,0.043375,608,0,-16851.311208,-16851.294791,16.617958,16.436619,16.461166,0.000000,0.000291,0.000000,0.000000,0.043167,0.014917,0.609000,630,8060892,181696,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6995,6994,14290,1,60612757920,-97.844236,-0.042000,0.042000,0.047125,614,0,-16868.076375,-16868.059958,16.765167,16.689368,16.686544,0.000000,0.000250,0.000000,0.000000,0.046875,0.046583,1.218167,636,8138134,183644,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6996,6995,14292,1,60620866020,-98.306820,-0.043667,0.043667,0.061166,630,0,-16885.222292,-16885.205875,17.145917,17.005961,17.009129,0.000000,0.000458,0.000000,0.000000,0.060875,0.027916,0.613500,659,8075827,176915,0,2,0,2,0,0,0,0,0,0,9257,0,4680,4577,0
6997,6996,14294,1,60628974120,-98.611610,-0.054666,0.054666,0.048250,616,0,-16902.614208,-16902.597791,17.391916,17.269417,17.258620,0.000000,0.000707,0.000000,0.000000,0.048084,0.044791,0.586333,638,8153599,179628,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6998,6997,14296,1,60637082220,-97.929402,-0.052875,0.052875,0.043292,603,0,-16919.071875,-16919.055458,16.457667,16.290001,16.306286,0.000000,0.000416,0.000000,0.000000,0.043125,0.011708,0.610292,625,8030084,173918,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
6999,6998,14298,1,60645190320,-97.646527,-0.054458,0.054458,0.050792,620,0,-16935.472333,-16935.455916,16.400458,16.323250,16.286801,0.000000,0.000625,0.000000,0.000000,0.050584,0.045041,1.055292,649,8199540,169375,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7000,6999,14300,1,60653298420,-97.183735,-0.060667,0.060667,0.047833,612,0,-16951.692875,-16951.676458,16.220542,16.099283,16.121076,0.000000,0.000251,0.000000,0.000000,0.047583,0.051625,1.054417,633,8122797,173059,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7001,7000,14302,1,60661406520,-96.907110,-0.053583,0.053583,0.041250,604,0,-16968.099583,-16968.083166,16.406708,16.234818,16.222826,0.000000,0.000333,0.000000,0.000000,0.040959,0.018000,0.627250,626,8014470,173842,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7002,7001,14304,1,60669514620,-96.412152,-0.061958,0.061958,0.046834,621,0,-16984.287958,-16984.271541,16.188375,16.103548,16.130593,0.000000,0.000460,0.000000,0.000000,0.046667,0.050417,0.897958,648,8199831,170813,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7003,7002,14306,1,60677622720,-95.942985,-0.052458,0.052458,0.041125,606,0,-17000.502125,-17000.485708,16.214167,16.080423,16.103396,0.000000,0.000375,0.000000,0.000000,0.040917,0.049041,0.289500,628,8060837,172817,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7004,7003,14308,1,60685730820,-95.248360,-0.064500,0.064500,0.052792,609,0,-17016.490833,-17016.474416,15.988708,15.837420,15.860009,0.000000,0.000375,0.000000,0.000000,0.052500,0.020250,0.737250,629,8060728,169943,0,2,0,2,0,0,0,0,0,0,6525,0,4116,2408,0
7005,7004,14310,1,60693838920,-95.901027,-0.044708,0.044708,0.066459,615,0,-17033.826833,-17033.810416,17.336000,17.226845,17.225667,0.000000,0.000333,0.000000,0.000000,0.066167,0.015208,0.643500,642,8153442,170799,0,2,0,2,0,0,0,0,0,0,6089,0,4074,2016,0
7006,7005,14312,1,60701947020,-96.563818,-0.033250,0.033250,0.059625,617,0,-17051.172958,-17051.156541,17.346125,17.239588,17.224024,0.000000,0.000375,0.000000,0.000000,0.059292,0.054417,0.603833,640,8184563,169136,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7007,7006,14314,1,60710055120,-97.317694,-0.055250,0.055250,0.063291,601,0,-17068.610167,-17068.593750,17.437209,17.309448,17.290873,0.000000,0.000375,0.000000,0.000000,0.063000,0.047041,1.296292,627,7967972,171587,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
7008,7007,14316,1,60718163220,-99.966417,-0.036500,0.036500,0.085166,631,0,-17088.160167,-17088.143750,19.550000,19.468414,19.447500,0.000000,0.000500,0.000000,0.000000,0.084791,0.084875,0.628917,655,8354342,183644,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
7009,7008,14318,1,60726271320,-99.909000,-0.038833,0.038833,0.066125,600,0,-17107.808833,-17107.792416,19.648666,19.409693,19.416783,0.000000,0.000834,0.000000,0.000000,0.065875,0.031459,0.950792,622,7937177,187375,0,2,0,2,0,0,0,0,0,0,5637,0,3510,2127,0
7010,7009,14320,1,60734379420,-98.241735,-0.062791,0.062791,0.064834,604,0,-17125.521958,-17125.505541,17.713125,17.578341,17.529625,0.000000,0.000500,0.000000,0.000000,0.064500,0.025584,1.258167,633,8014276,166560,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7011,7010,14322,1,60742487520,-98.121070,-0.038625,0.038625,0.058209,620,0,-17142.731833,-17142.715416,17.209875,17.082794,17.069883,0.000000,0.000541,0.000000,0.000000,0.057834,0.013291,0.612833,641,8230834,166648,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7012,7011,14324,1,60750595620,-98.095236,-0.053958,0.053958,0.057125,615,0,-17160.229125,-17160.212708,17.497292,17.370575,17.357217,0.000000,0.000583,0.000000,0.000000,0.056708,0.018125,0.864333,637,8138194,165842,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
7013,7012,14326,1,60758703720,-98.162402,-0.049000,0.049000,0.057625,603,0,-17177.641958,-17177.625541,17.412833,17.276583,17.280132,0.000000,0.000542,0.000000,0.000000,0.057250,0.015542,1.272084,631,7967905,164185,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
7014,7013,14328,1,60766811820,-99.236861,-0.046667,0.046667,0.051458,620,0,-17195.399750,-17195.383333,17.757792,17.618545,17.610077,0.000000,0.000668,0.000000,0.000000,0.051167,0.019291,0.659125,642,8199879,172121,0,2,0,2,0,0,0,0,0,0,5606,0,3510,2096,0
7015,7014,14330,1,60774919920,-97.897569,-0.061208,0.061208,0.061250,614,0,-17212.827833,-17212.811416,17.428083,17.316752,17.298107,0.000000,0.000583,0.000000,0.000000,0.060875,0.016709,0.724250,636,8153584,164623,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
