frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
4113,4112,8323,1,35599269420,-4.547721,0.042083,630,0,-22.692833,-22.692667,20.359583,20.252406,20.212677,0.000000,0.000251,0.000000,0.000000,0.041958,0.013917,0.582375,661,8303765,42614,0,272,0,272,0,0,0,0,0,0,22965,14400,4680,3885,0
4114,4113,8325,1,35607377520,-1.980430,0.029833,606,2,-3.442208,-2.249459,14.116042,13.993869,7.329703,0.000000,7.353333,6.160390,1.192818,0.029666,0.015417,0.470000,626,7921414,32936,0,32,0,32,0,0,0,0,0,0,8195,0,3510,4685,0
4115,4114,8327,1,35615485620,-5.173055,0.037542,626,0,-23.318166,-22.125417,19.875958,19.785664,19.793071,0.000000,0.000333,0.000000,0.000000,0.037208,0.024875,0.583250,651,8226634,42241,0,272,0,272,0,0,0,0,0,0,21215,14400,3510,3305,0
4116,4115,8329,1,35623593720,-2.251471,0.041250,606,2,-3.713249,-2.449875,13.761750,13.613118,6.776143,0.000000,6.855708,5.592057,1.263443,0.041042,0.009125,0.580750,633,7967622,32930,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
4117,4116,8331,1,35631701820,-5.640888,0.041708,630,0,-23.785999,-22.522625,20.072750,19.996388,19.991336,0.000000,0.000415,0.000000,0.000000,0.041500,0.018625,0.290750,655,8286460,42593,0,283,0,283,0,0,0,0,0,0,21202,14400,3510,3292,0
4118,4117,8333,1,35639809920,-1.852805,0.030375,598,1,-3.314583,-2.227792,12.895250,12.791235,6.485468,0.000000,6.309749,5.222667,1.086791,0.030208,0.045709,0.900916,618,7939313,32785,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4119,4118,8335,1,35647918020,-5.192513,0.041083,629,0,-23.337625,-22.250834,20.023042,19.905081,19.872816,0.000000,0.000375,0.000000,0.000000,0.040833,0.014125,0.954291,660,8253540,42391,0,272,0,272,0,0,0,0,0,0,23020,14400,4680,3940,0
4120,4119,8337,1,35656026120,-1.321680,0.028583,597,2,-2.783458,-2.270125,12.812500,12.697242,6.665522,0.000000,6.160667,5.646890,0.513652,0.028416,0.008167,0.315250,617,7955717,32882,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4121,4120,8339,1,35664134220,-4.693680,0.042083,624,0,-22.838791,-22.325458,20.055333,19.959953,19.891745,0.000000,0.000417,0.000000,0.000000,0.041833,0.014500,0.630041,649,8237902,42241,0,272,0,272,0,0,0,0,0,0,21222,14400,3510,3312,0
4122,4121,8341,1,35672242320,-0.886638,0.036041,603,2,-2.348416,-2.348209,12.876292,12.761586,7.964117,0.000000,6.032999,6.023349,0.009567,0.035916,0.009917,0.311083,629,7971737,32929,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
4123,4122,8343,1,35680350420,-4.017138,0.031375,623,0,-22.162249,-22.162042,19.813833,19.704664,19.697513,0.000000,0.000375,0.000000,0.000000,0.031167,0.025083,1.276292,648,8222485,42276,0,283,0,283,0,0,0,0,0,0,21200,14400,3510,3290,0
4124,4123,8345,1,35688458520,-1.237347,0.028541,602,2,-2.699125,-2.335709,13.903542,13.766173,7.364272,0.000000,7.191125,6.827557,0.363526,0.028416,0.016959,0.478000,622,7971951,32982,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4125,4124,8347,1,35696566620,-4.805138,0.039166,625,0,-22.950250,-22.586834,20.251125,20.149373,20.153148,0.000000,0.000249,0.000000,0.000000,0.039041,0.011625,0.649209,655,8221649,42231,0,273,0,273,0,0,0,0,0,0,22982,14400,4680,3902,0
4126,4125,8349,1,35704674720,-0.916513,0.034208,603,2,-2.378291,-2.344500,12.794708,12.684004,7.076269,0.000000,6.042042,5.996515,0.045443,0.034042,0.013125,0.475709,623,8003483,33017,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4127,4126,8351,1,35712782820,-4.399805,0.029125,624,0,-22.544916,-22.511125,20.166625,20.059054,20.055957,0.000000,0.000207,0.000000,0.000000,0.028958,0.014542,1.257625,648,8190212,42037,0,273,0,273,0,0,0,0,0,0,21185,14400,3510,3275,0
4128,4127,8353,1,35720890920,-0.926429,0.039750,604,2,-2.388207,-2.381625,13.209958,13.110217,7.399215,0.000000,6.432166,6.425349,0.006692,0.039542,0.019167,0.291375,631,8019582,33071,0,21,0,21,0,0,0,0,0,0,7208,0,4680,2528,0
4129,4128,8355,1,35728999020,-4.799680,0.036375,625,0,-22.944791,-22.938209,20.556584,20.440970,20.447694,0.000000,0.000334,0.000000,0.000000,0.036291,0.015334,1.279125,650,8180044,42148,0,283,0,283,0,0,0,0,0,0,21187,14400,3510,3277,0
4130,4129,8357,1,35737107120,-1.022805,0.033458,602,2,-2.484583,-2.444875,12.906458,12.796236,7.209575,0.000000,6.080625,6.040682,0.039901,0.033292,0.015041,0.304792,622,8029696,33066,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4131,4130,8359,1,35745215220,-4.943929,0.048250,622,0,-23.089041,-23.049333,20.604458,20.503296,20.473793,0.000000,0.000375,0.000000,0.000000,0.048042,0.013083,0.941500,653,8180185,42159,0,273,0,273,0,0,0,0,0,0,23042,14400,4680,3962,0
4132,4131,8361,1,35753323320,-2.115721,0.029042,604,2,-3.577499,-2.376500,13.855125,13.698786,6.942094,0.000000,7.047208,5.844765,1.202360,0.028834,0.007541,1.234541,624,8018294,32925,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4133,4132,8363,1,35761431420,-5.986638,0.043917,623,0,-24.131749,-22.930750,20.554250,20.482785,20.453623,0.000000,0.000374,0.000000,0.000000,0.043709,0.012791,1.112042,648,8176018,42102,0,273,0,273,0,0,0,0,0,0,21254,14400,3510,3344,0
4134,4133,8365,1,35769539520,-1.751263,0.032375,605,1,-3.213041,-2.299792,12.447959,12.284650,6.516813,0.000000,5.777333,4.863959,0.913249,0.032208,0.013167,0.640333,632,8029678,32907,0,21,0,21,0,0,0,0,0,0,7208,0,4680,2528,0
4135,4134,8367,1,35777647620,-5.478221,0.035292,625,0,-23.623332,-22.710083,20.410291,20.359302,20.365062,0.000000,0.000250,0.000000,0.000000,0.035084,0.020958,1.254125,650,8195272,42490,0,284,0,284,0,0,0,0,0,0,21269,14400,3510,3359,0
4136,4135,8369,1,35785755720,-0.839430,0.025292,619,1,-2.301208,-2.301083,12.044542,11.883014,6.986640,0.000000,5.360291,5.360000,0.000125,0.025083,0.017209,0.453166,639,8014518,32748,0,30,0,30,0,0,0,0,0,0,5406,0,3510,1896,0
4137,4136,8371,1,35793863820,-4.572346,0.035250,626,0,-22.717458,-22.717333,20.416250,20.350101,20.346513,0.000000,0.000416,0.000000,0.000000,0.035125,0.024542,1.255250,656,8210724,42573,0,274,0,274,0,0,0,0,0,0,23041,14400,4680,3961,0
4138,4137,8373,1,35801971920,-0.979096,0.036459,603,2,-2.440874,-2.440625,13.090083,12.971696,7.787171,0.000000,6.301541,6.301098,0.000318,0.036292,0.016042,0.664833,622,8012213,32779,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4139,4138,8375,1,35810080020,-4.480847,0.038583,622,0,-22.625958,-22.625709,20.185084,20.076800,20.069731,0.000000,0.000167,0.000000,0.000000,0.038416,0.021584,1.252458,647,8151442,42190,0,272,0,272,0,0,0,0,0,0,21816,14400,3597,3819,0
4140,4139,8377,1,35818188120,-2.186179,0.029042,608,2,-3.647957,-2.415916,14.388666,14.267564,7.431104,0.000000,7.524834,6.292516,1.232193,0.028875,0.007875,0.633250,634,8044914,33106,0,32,0,32,0,0,0,0,0,0,6609,0,4593,2016,0
4141,4140,8379,1,35826296220,-5.521596,0.033625,620,0,-23.666707,-22.434666,20.018750,19.909373,19.910416,0.000000,0.000416,0.000000,0.000000,0.033459,0.028000,1.259792,645,8164632,42183,0,273,0,273,0,0,0,0,0,0,21210,14400,3510,3300,0
4142,4141,8381,1,35834404320,-2.043805,0.033250,609,1,-3.505583,-2.383000,13.205542,13.107290,6.687654,0.000000,6.415376,5.292709,1.122583,0.033167,0.026750,0.668500,629,8058242,33186,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4143,4142,8383,1,35842512420,-5.824096,0.040125,623,0,-23.969208,-22.846625,20.463625,20.354114,20.347122,0.000000,0.000251,0.000000,0.000000,0.039958,0.011750,0.965583,656,8197949,42183,0,273,0,273,0,0,0,0,0,0,22997,14400,4680,3917,0
4144,4143,8385,1,35850620520,-1.916263,0.030875,604,1,-3.378041,-2.371500,12.775500,12.635753,6.570575,0.000000,6.063458,5.056792,1.006541,0.030750,0.017250,0.676500,622,7998621,33003,0,31,0,31,0,0,0,0,0,0,5406,0,3510,1896,0
4145,4144,8387,1,35858728620,-5.642680,0.034792,620,0,-23.787791,-22.781250,20.409750,20.326471,20.314957,0.000000,0.000249,0.000000,0.000000,0.034667,0.026041,1.122041,650,8133858,41805,0,272,0,272,0,0,0,0,0,0,22830,14400,4536,3894,0
4146,4145,8389,1,35866836720,-2.037346,0.033167,609,1,-3.499124,-2.458833,13.078000,12.957137,6.780423,0.000000,6.166292,5.125793,1.040291,0.032958,0.007584,0.325417,630,8075868,33459,0,33,0,33,0,0,0,0,0,0,5610,0,3654,1956,0
4147,4146,8391,1,35874944820,-5.785180,0.040625,625,0,-23.930291,-22.890000,20.431167,20.344409,20.339442,0.000000,0.000332,0.000000,0.000000,0.040416,0.013167,1.261292,650,8241985,42165,0,272,0,272,0,0,0,0,0,0,21276,14400,3510,3366,0
4148,4147,8393,1,35883052920,-1.936430,0.027292,600,1,-3.398208,-2.381125,12.834583,12.695753,6.607086,0.000000,6.093418,5.076209,1.017083,0.027167,0.009583,0.618584,627,7968739,32616,0,21,0,21,0,0,0,0,0,0,7208,0,4680,2528,0
4149,4148,8395,1,35891161020,-5.919388,0.037791,626,0,-24.064500,-23.047417,20.666292,20.578465,20.577735,0.000000,0.000250,0.000000,0.000000,0.037541,0.012375,1.286083,651,8240943,42545,0,283,0,283,0,0,0,0,0,0,21135,14400,3510,3225,0
4150,4149,8397,1,35899269120,-1.920263,0.033042,600,1,-3.382041,-2.404917,12.684208,12.536717,6.569026,0.000000,5.976834,4.999501,0.977124,0.032917,0.012875,0.646167,620,7967914,32967,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4151,4150,8399,1,35907377220,-5.643638,0.036417,630,0,-23.788749,-22.811625,20.406708,20.332880,20.337243,0.000000,0.000459,0.000000,0.000000,0.036209,0.012875,1.299751,661,8257412,42298,0,272,0,272,0,0,0,0,0,0,22951,14400,4680,3871,0
4152,4151,8401,1,35915485320,-2.182471,0.034250,600,1,-3.644249,-2.537667,13.222167,13.075473,6.688836,0.000000,6.356958,5.250209,1.106582,0.034125,0.009458,0.476084,620,7952259,32888,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4153,4152,8403,1,35923593420,-5.956555,0.040041,628,0,-24.101666,-22.995084,20.457417,20.396758,20.398149,0.000000,0.000249,0.000000,0.000000,0.039833,0.023250,1.245001,653,8288436,42309,0,272,0,272,0,0,0,0,0,0,21256,14400,3510,3346,0
4154,4153,8405,1,35931701520,-1.931388,0.027584,599,1,-3.393166,-2.449750,12.658166,12.508371,6.643445,0.000000,5.869875,4.926250,0.943416,0.027417,0.007500,0.618709,626,7921524,32767,0,22,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4155,4154,8407,1,35939809620,-5.758263,0.034625,628,0,-23.903375,-22.959959,20.510209,20.416450,20.436471,0.000000,0.000332,0.000000,0.000000,0.034458,0.018500,1.073084,652,8257368,42311,0,282,0,272,0,0,0,0,0,0,21304,14400,3510,3394,0
4156,4155,8409,1,35947917720,-1.965680,0.024291,601,1,-3.427458,-2.388084,12.890750,12.772876,6.609789,0.000000,6.166792,5.127251,1.039374,0.024125,0.006458,0.621084,621,7953398,32905,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4157,4156,8411,1,35956025820,-5.955597,0.036875,629,0,-24.100708,-23.061334,20.673250,20.590586,20.595083,0.000000,0.000292,0.000000,0.000000,0.036625,0.023500,0.918583,660,8256234,42273,0,272,0,272,0,0,0,0,0,0,23159,14400,4680,4079,0
4158,4157,8413,1,35964133920,-1.439596,0.022375,599,1,-2.901374,-2.404583,12.167333,12.026891,6.587766,0.000000,5.442334,4.945459,0.496791,0.022208,0.007500,0.608000,619,7952485,32920,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4159,4158,8415,1,35972242020,-5.507805,0.033166,628,0,-23.652916,-23.156125,20.751542,20.663828,20.657501,0.000000,0.000249,0.000000,0.000000,0.033000,0.020750,0.765417,653,8242056,42080,0,272,0,272,0,0,0,0,0,0,21375,14400,3510,3465,0
4160,4159,8417,1,35980350120,-2.070222,0.030833,604,1,-3.532000,-2.366292,13.245750,13.085794,6.549032,0.000000,6.545875,5.380042,1.165708,0.030666,0.014167,0.608417,631,7967538,32941,0,22,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4161,4160,8419,1,35988458220,-5.107263,0.033916,625,0,-23.252375,-22.086667,19.720375,19.645125,19.650239,0.000000,0.000250,0.000000,0.000000,0.033708,0.023458,0.790207,650,8230131,42295,0,282,0,272,0,0,0,0,0,0,21339,14400,3510,3429,0
4162,4161,8421,1,35996566320,-1.053055,0.067541,606,2,-2.514833,-2.465667,12.629125,12.569502,6.993337,0.000000,5.822457,5.764681,0.057693,0.067333,0.049208,0.316208,626,8010805,33130,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4163,4162,8423,1,36004674420,-4.532513,0.034084,623,0,-22.677624,-22.628458,20.162791,19.999462,19.997723,0.000000,0.000291,0.000000,0.000000,0.033917,0.011250,0.768167,654,8195306,41968,0,272,0,272,0,0,0,0,0,0,23133,14400,4680,4053,0
4164,4163,8425,1,36012782520,-2.183388,0.024666,604,2,-3.645166,-2.440584,14.334209,14.176005,7.398325,0.000000,7.524542,6.319433,1.204984,0.024458,0.006083,1.244458,624,7983259,33040,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4165,4164,8427,1,36020890620,-5.593721,0.034542,626,0,-23.738832,-22.534250,20.093666,20.026172,20.004573,0.000000,0.000334,0.000000,0.000000,0.034334,0.013750,1.149250,651,8257636,42186,0,272,0,272,0,0,0,0,0,0,21322,14400,3510,3412,0
4166,4165,8429,1,36028998720,-2.110930,0.023750,600,1,-3.572708,-2.419333,13.200542,13.052300,6.601454,0.000000,6.476000,5.322542,1.153375,0.023667,0.021416,0.655750,627,7952031,32949,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4167,4166,8431,1,36037106820,-5.507679,0.038167,632,0,-23.652791,-22.499416,20.080083,20.016706,20.012076,0.000000,0.000209,0.000000,0.000000,0.037875,0.018042,1.061083,657,8273003,42278,0,272,0,272,0,0,0,0,0,0,21330,14400,3510,3420,0
4168,4167,8433,1,36045214920,-2.279555,0.028541,596,1,-3.741333,-2.573584,13.455209,13.329569,6.793644,0.000000,6.546249,5.378292,1.167749,0.028250,0.008500,0.445167,616,7937210,32948,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4169,4168,8435,1,36053323020,-5.608388,0.032459,625,0,-23.753499,-22.585750,20.012166,19.904578,19.919885,0.000000,0.000333,0.000000,0.000000,0.032334,0.017500,1.080750,656,8241590,42079,0,272,0,272,0,0,0,0,0,0,23151,14400,4680,4071,0
4170,4169,8437,1,36061431120,-2.198513,0.028916,602,1,-3.660291,-2.539834,13.273459,13.141995,6.733063,0.000000,6.409417,5.288793,1.120457,0.028750,0.017208,0.609792,621,7968008,33065,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4171,4170,8439,1,36069539220,-5.630805,0.043125,629,0,-23.775916,-22.655459,20.115625,20.042951,20.023097,0.000000,0.000209,0.000000,0.000000,0.042916,0.011917,0.912541,654,8273000,42028,0,272,0,272,0,0,0,0,0,0,21339,14400,3510,3429,0
4172,4171,8441,1,36077647320,-1.316263,0.069000,601,1,-2.778041,-2.777916,12.368791,12.280906,7.562682,0.000000,5.294499,5.291000,0.000125,0.068792,0.011875,0.609292,627,7951926,33025,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4173,4172,8443,1,36085755420,-5.026513,0.048250,626,0,-23.171625,-23.171500,20.393584,20.268519,20.262834,0.000000,0.000332,0.000000,0.000000,0.048000,0.015250,1.082251,651,8257529,42009,0,272,0,272,0,0,0,0,0,0,21325,14400,3510,3415,0
4174,4173,8445,1,36093863520,-2.408013,0.032500,601,2,-3.869791,-2.624667,14.064833,13.891578,7.058316,0.000000,7.086458,5.841098,1.245276,0.032292,0.019375,0.612375,620,7937044,32946,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4175,4174,8447,1,36101971620,-6.045305,0.048375,631,0,-24.190416,-22.945292,20.320625,20.270792,20.236750,0.000000,0.000250,0.000000,0.000000,0.048292,0.017083,0.751875,663,8303618,42200,0,272,0,272,0,0,0,0,0,0,23131,14400,4680,4051,0
4176,4175,8449,1,36110079720,-2.198221,0.046250,596,1,-3.659999,-2.755125,12.836250,12.693062,6.929880,0.000000,5.760166,4.855126,0.904874,0.046083,0.008292,0.604375,615,7905999,32813,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4177,4176,8451,1,36118187820,-5.703930,0.048625,630,0,-23.849041,-22.944167,20.189042,20.100180,20.092098,0.000000,0.000334,0.000000,0.000000,0.048458,0.013958,0.756084,655,8288594,42031,0,272,0,272,0,0,0,0,0,0,21306,14400,3510,3396,0
4178,4177,8453,1,36126295920,-2.063513,0.032500,599,1,-3.525291,-2.452333,13.042916,12.907916,6.647751,0.000000,6.256875,5.183750,1.072958,0.032334,0.008958,0.924999,626,7921131,32856,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4179,4178,8455,1,36134404020,-5.722429,0.034834,627,0,-23.867541,-22.794583,20.342250,20.258325,20.255014,0.000000,0.000376,0.000000,0.000000,0.034667,0.023375,0.600250,652,8242230,42004,0,272,0,272,0,0,0,0,0,0,21278,14400,3510,3368,0
4180,4179,8457,1,36142512120,-2.135180,0.030625,601,1,-3.596958,-2.524292,13.096084,12.948149,6.717131,0.000000,6.241084,5.168334,1.072666,0.030458,0.013042,0.900750,621,7967632,33069,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4181,4180,8459,1,36150620220,-6.089305,0.044917,626,0,-24.234416,-23.161750,20.637458,20.572912,20.509805,0.000000,0.000458,0.000000,0.000000,0.044750,0.013958,0.736876,657,8247740,41947,0,272,0,272,0,0,0,0,0,0,23051,14400,4680,3971,0
4182,4181,8461,1,36158728320,-1.433013,0.027833,601,1,-2.894791,-2.680334,12.027042,11.843762,6.872143,0.000000,4.973082,4.758459,0.214457,0.027750,0.006500,0.485875,621,7962221,33057,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4183,4182,8463,1,36166836420,-4.876513,0.044042,629,0,-23.021624,-22.807167,20.126833,20.088065,20.077896,0.000000,0.000207,0.000000,0.000000,0.043833,0.015459,1.284916,654,8297894,42110,0,272,0,272,0,0,0,0,0,0,21257,14400,3510,3347,0
4184,4183,8465,1,36174944520,-1.121972,0.025791,600,2,-2.583750,-2.545334,12.928792,12.795332,7.089753,0.000000,6.041416,5.995140,0.046151,0.025583,0.006042,0.674833,627,7911512,32858,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
4185,4184,8467,1,36183052620,-4.511179,0.031250,627,0,-22.656291,-22.617875,20.072541,19.971628,19.957252,0.000000,0.000250,0.000000,0.000000,0.031000,0.014125,1.240083,652,8273101,42031,0,272,0,272,0,0,0,0,0,0,21237,14400,3510,3327,0
4186,4185,8469,1,36191160720,-2.381555,0.026916,597,2,-3.843333,-2.563167,14.553709,14.401413,7.388543,0.000000,7.666542,6.385932,1.280485,0.026791,0.023625,0.608208,616,7936983,32953,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4187,4186,8471,1,36199268820,-5.521638,0.027500,624,0,-23.666749,-22.386583,19.823416,19.749229,19.740636,0.000000,0.000291,0.000000,0.000000,0.027334,0.026791,1.098084,656,8210816,41780,0,272,0,272,0,0,0,0,0,0,22991,14400,4680,3911,0
4188,4187,8473,1,36207376920,-2.202471,0.027583,603,1,-3.664249,-2.535833,13.364167,13.239886,6.785723,0.000000,6.428043,5.299501,1.128416,0.027417,0.028791,0.668458,623,7998795,33342,0,32,0,32,0,0,0,0,0,0,5407,0,3510,1897,0
4189,4188,8475,1,36215485020,-5.523388,0.049583,635,0,-23.668499,-22.540083,20.004250,19.905351,19.886892,0.000000,0.000292,0.000000,0.000000,0.049417,0.016291,0.952834,659,8211243,41659,0,272,0,272,0,0,0,0,0,0,21344,14400,4536,2408,0
4190,4189,8477,1,36223593120,-2.335430,0.029000,605,1,-3.797208,-2.652375,13.495375,13.388247,6.896407,0.000000,6.470833,5.325792,1.144833,0.028875,0.008125,0.610916,630,7998551,33257,0,32,0,32,0,0,0,0,0,0,5670,0,3654,2016,0
4191,4190,8479,1,36231701220,-5.713263,0.038500,625,0,-23.858375,-22.713542,20.061167,19.965534,19.930645,0.000000,0.000168,0.000000,0.000000,0.038333,0.015958,0.960042,650,8272974,41968,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
4192,4191,8481,1,36239809320,-2.189763,0.027000,598,1,-3.651541,-2.582042,13.159833,13.020457,6.769922,0.000000,6.256834,5.187251,1.069499,0.026917,0.019291,0.310250,618,7936830,33016,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4193,4192,8483,1,36247917420,-5.488097,0.031375,623,0,-23.633208,-22.563709,19.981667,19.893574,19.897263,0.000000,0.000209,0.000000,0.000000,0.031208,0.008833,0.977667,655,8226538,41759,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
4194,4193,8485,1,36256025520,-2.188888,0.027625,603,1,-3.650666,-2.473959,13.384125,13.237975,6.652658,0.000000,6.580750,5.403876,1.176707,0.027541,0.006709,1.295958,623,7983249,33186,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4195,4194,8487,1,36264133620,-5.481888,0.029208,612,0,-23.626999,-22.450292,19.976333,19.855400,19.857052,0.000000,0.000250,0.000000,0.000000,0.029000,0.016958,0.471291,637,8118464,41289,0,272,0,272,0,0,0,0,0,0,21404,14400,4536,2468,0
4196,4195,8489,1,36272241720,-2.273847,0.033250,613,1,-3.735625,-2.631875,13.475292,13.392024,7.034712,0.000000,6.357250,5.253334,1.103750,0.033083,0.014792,0.845876,639,8091283,33641,0,32,0,32,0,0,0,0,0,0,5610,0,3654,1956,0
4197,4196,8491,1,36280349820,-5.773804,0.033500,626,0,-23.918916,-22.815166,20.183291,20.102186,20.098023,0.000000,0.000375,0.000000,0.000000,0.033292,0.017083,1.293249,651,8226668,41921,0,272,0,272,0,0,0,0,0,0,20830,14400,3510,2920,0
4198,4197,8493,1,36288457920,-2.155305,0.027916,618,1,-3.617083,-2.637334,13.064834,12.924955,6.945789,0.000000,5.988416,5.008542,0.979749,0.027750,0.005666,0.656375,643,7982951,33474,0,32,0,32,0,0,0,0,0,0,9396,0,4553,4843,0
4199,4198,8495,1,36296566020,-5.682597,0.027166,621,0,-23.827708,-22.847959,20.210625,20.112112,20.121016,0.000000,0.000167,0.000000,0.000000,0.027000,0.028375,1.277749,648,8215137,41787,0,272,0,272,0,0,0,0,0,0,19993,14400,3637,1956,0
4200,4199,8497,1,36304674120,-1.082346,0.026042,601,1,-2.544124,-2.541958,12.083083,11.959993,6.937286,0.000000,5.179334,5.176959,0.002166,0.025833,0.007250,0.613208,621,7994519,33194,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4201,4200,8499,1,36312782220,-4.405930,0.031166,626,0,-22.551041,-22.548875,20.006917,19.924385,19.925618,0.000000,0.000167,0.000000,0.000000,0.031000,0.025000,1.293666,657,8265370,41923,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
4202,4201,8501,1,36320890320,-1.218680,0.030292,599,2,-2.680458,-2.674792,13.496083,13.369590,8.183460,0.000000,6.438415,6.432348,0.005984,0.030125,0.010542,0.312416,619,7944371,33027,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4203,4202,8503,1,36328998420,-4.473054,0.029875,623,0,-22.618166,-22.612500,19.937708,19.835462,19.828373,0.000000,0.000209,0.000000,0.000000,0.029792,0.029875,1.266875,648,8273088,41853,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
4204,4203,8505,1,36337106520,-1.406805,0.027791,601,2,-2.868583,-2.402667,13.617084,13.499791,7.275213,0.000000,6.810334,6.336307,0.473943,0.027583,0.019458,0.613042,628,7952359,32851,0,22,0,22,0,0,0,0,0,0,7208,0,4680,2528,0
4205,4204,8507,1,36345214620,-4.495180,0.029333,620,0,-22.640291,-22.174375,19.771708,19.678731,19.674489,0.000000,0.000166,0.000000,0.000000,0.029083,0.023750,1.258334,645,8211006,41986,0,282,0,282,0,0,0,0,0,0,19806,14400,3510,1896,0
4206,4205,8509,1,36353322720,-2.135679,0.028500,603,2,-3.597457,-2.376458,14.323833,14.163002,7.286095,0.000000,7.594834,6.373516,1.221193,0.028417,0.006000,0.305083,623,7983385,32997,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4207,4206,8511,1,36361430820,-5.660513,0.035542,629,0,-23.805624,-22.584625,20.208167,20.141882,20.142007,0.000000,0.000210,0.000000,0.000000,0.035333,0.025000,0.955750,660,8272644,42289,0,272,0,272,0,0,0,0,0,0,22948,14400,4680,3868,0
4208,4207,8513,1,36369538920,-0.986805,0.027458,602,1,-2.448583,-2.448417,12.009625,11.892087,7.481669,0.000000,5.212583,5.212292,0.000166,0.027292,0.015333,0.317375,621,7952505,32884,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
4209,4208,8515,1,36377647020,-5.031929,0.041209,631,0,-23.177041,-23.176875,20.728458,20.635872,20.547573,0.000000,0.000207,0.000000,0.000000,0.041000,0.016709,0.958875,655,8272932,42298,0,272,0,272,0,0,0,0,0,0,22434,14400,3510,4524,0
4210,4209,8517,1,36385755120,-2.259055,0.034666,600,2,-3.720833,-2.450959,13.910459,13.752412,6.853121,0.000000,7.057790,5.787556,1.270068,0.034375,0.015958,1.248749,627,7921282,32908,0,32,0,32,0,0,0,0,0,0,8530,0,4680,3850,0
4211,4210,8519,1,36393863220,-5.655888,0.031667,630,0,-23.800999,-22.531125,20.080166,19.994743,20.009835,0.000000,0.000251,0.000000,0.000000,0.031417,0.013917,0.615500,654,8274268,42263,0,272,0,272,0,0,0,0,0,0,21403,14400,3510,3493,0
4212,4211,8521,1,36401971320,-1.999971,0.036750,604,1,-3.461749,-2.398500,13.027417,12.905711,6.674426,0.000000,6.233042,5.169668,1.063249,0.036667,0.006583,1.230291,624,7950919,32992,0,32,0,32,0,0,0,0,0,0,7240,0,3510,3730,0
