frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
12658,12657,25970,1,109399195620,-1.086944,0.029833,612,2,-2.548722,-2.445834,16.685250,16.578332,8.241792,0.000000,8.789083,8.684070,0.104929,0.029666,0.015459,0.648333,632,8107300,69041,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12659,12658,25972,1,109407303720,-1.084986,0.035166,609,2,-2.546764,-2.448750,16.681375,16.572476,8.325432,0.000000,8.904125,8.805903,0.098097,0.035000,0.007375,1.357542,629,8107327,66952,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12660,12659,25974,1,109415411820,-1.090319,0.037792,612,2,-2.552097,-2.427333,16.688666,16.576789,7.949999,0.000000,8.994167,8.868862,0.125180,0.037709,0.026583,0.289000,639,8107064,65022,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12661,12660,25976,1,109423519920,-1.177527,0.036875,611,2,-2.639305,-2.543333,16.770542,16.660177,8.426542,0.000000,8.626042,8.529737,0.096180,0.036667,0.013625,0.950042,631,8107303,68950,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12662,12661,25978,1,109431628020,-1.197944,0.035375,612,2,-2.659722,-2.545417,16.703750,16.616334,8.162072,0.000000,8.835916,8.721403,0.114430,0.035167,0.016291,1.218375,631,8111813,67142,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12663,12662,25980,1,109439736120,-1.025111,0.029125,612,2,-2.486889,-2.363042,16.510500,16.387014,7.944827,0.000000,8.793667,8.669653,0.123930,0.028958,0.007459,0.605292,639,8102549,64749,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12664,12663,25982,1,109447844220,-1.368944,0.059750,610,2,-2.830722,-2.823709,17.027167,16.908960,8.580500,0.000000,8.707707,8.700487,0.007054,0.059541,0.018875,0.956333,630,8107289,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12665,12664,25984,1,109455952320,-1.038944,0.040750,612,2,-2.500722,-2.500583,16.353333,16.248835,8.499831,0.000000,8.428666,8.428236,0.000347,0.040625,0.026125,0.299583,631,8107318,66954,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12666,12665,25986,1,109464060420,-1.050528,0.037500,609,2,-2.512306,-2.386917,16.694917,16.586835,7.977910,0.000000,8.984791,8.859111,0.125555,0.037333,0.008375,0.952250,636,8107117,64935,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12667,12666,25988,1,109472168520,-0.855485,0.035792,610,2,-2.317263,-2.311375,16.488291,16.372738,8.835662,0.000000,8.714958,8.708862,0.005971,0.035584,0.008916,0.614166,630,8107277,69573,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12668,12667,25990,1,109480276620,-1.071319,0.038167,611,2,-2.533097,-2.409583,16.899167,16.802771,8.429720,0.000000,8.825959,8.698486,0.127389,0.038000,0.018042,0.957542,630,8107305,71180,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12669,12668,25992,1,109488384720,-1.154861,0.032917,611,2,-2.616639,-2.487292,16.766875,16.653468,8.004383,0.000000,9.005709,8.876154,0.129430,0.032750,0.008875,0.310417,639,8107021,65044,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12670,12669,25994,1,109496492820,-1.158735,0.042042,612,2,-2.620513,-2.521916,16.687208,16.562673,8.272761,0.000000,8.647626,8.548779,0.098722,0.041834,0.010250,1.071124,632,8107283,69046,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12671,12670,25996,1,109504600920,-1.158236,0.032666,612,2,-2.620014,-2.500959,16.682834,16.574241,8.052848,0.000000,8.942083,8.822361,0.119597,0.032500,0.009666,1.145458,632,8107320,66953,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12672,12671,25998,1,109512709020,-1.121861,0.034833,613,2,-2.583639,-2.456417,16.646958,16.545708,7.982653,0.000000,8.942708,8.815153,0.127430,0.034667,0.009708,0.311750,641,8107248,64958,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12673,12672,26000,1,109520817120,-1.074319,0.046666,611,2,-2.536097,-2.447084,16.635792,16.525955,8.199799,0.000000,8.704250,8.615071,0.089054,0.046541,0.033542,1.320666,631,8108038,69099,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12674,12673,26002,1,109528925220,-1.018861,0.033583,610,2,-2.480639,-2.361959,16.627875,16.517130,7.883926,0.000000,9.027625,8.908653,0.118847,0.033458,0.006083,0.308917,630,8106349,66927,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12675,12674,26004,1,109537033320,-0.984278,0.031708,612,2,-2.446056,-2.335750,16.648750,16.543156,7.926489,0.000000,8.965750,8.851070,0.114597,0.031541,0.009417,0.975083,640,8107029,64948,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12676,12675,26006,1,109545141420,-1.017527,0.030625,612,2,-2.479305,-2.393917,16.716583,16.603842,8.139463,0.000000,8.845374,8.752987,0.092304,0.030500,0.014458,0.609250,632,8107293,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12677,12676,26008,1,109553249520,-1.024194,0.028167,626,2,-2.485972,-2.370583,16.690000,16.584233,7.873677,0.000000,9.064501,8.948028,0.116389,0.028000,0.006958,0.971875,646,8107302,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12678,12677,26010,1,109561357620,-1.108861,0.035000,610,2,-2.570639,-2.452125,16.768000,16.659782,7.933161,0.000000,9.097083,8.978362,0.118638,0.034833,0.008542,1.254125,637,8107079,66444,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12679,12678,26012,1,109569465720,-1.114485,0.045584,610,2,-2.576263,-2.486625,16.688958,16.586661,8.088291,0.000000,8.846666,8.756862,0.089679,0.045375,0.021417,0.657041,630,8107300,67622,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12680,12679,26014,1,109577573820,-1.039319,0.039167,610,2,-2.501097,-2.393958,16.608167,16.499144,8.107723,0.000000,8.794376,8.669945,0.124347,0.038958,0.018584,1.251125,630,8107369,66886,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12681,12680,26016,1,109585681920,-1.256278,0.049000,613,2,-2.718056,-2.679667,16.900292,16.785752,8.375558,0.000000,8.583333,8.471903,0.111305,0.048708,0.014458,0.301208,640,8106999,67025,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12682,12681,26018,1,109593790020,-1.252277,0.046083,611,2,-2.714055,-2.610167,16.679333,16.569895,8.858878,0.000000,8.231749,8.127570,0.104054,0.045875,0.015875,0.951125,631,8107310,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12683,12682,26020,1,109601898120,-1.237944,0.026208,611,2,-2.699722,-2.677500,16.669000,16.545057,9.303493,0.000000,7.861624,7.839194,0.022305,0.026000,0.020917,0.608458,631,8107383,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12684,12683,26022,1,109610006220,-1.181194,0.024584,613,2,-2.642972,-2.622750,16.626583,16.501658,9.227972,0.000000,7.881666,7.861237,0.020346,0.024417,0.013000,0.913375,640,8107004,67031,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12685,12684,26024,1,109618114320,-1.123194,0.033041,607,2,-2.584972,-2.584750,16.625334,16.498716,9.101197,0.000000,7.962626,7.962112,0.000430,0.032750,0.010000,0.610583,627,8107278,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12686,12685,26026,1,109626222420,-1.152152,0.034792,614,2,-2.613930,-2.592041,16.712291,16.593930,9.296955,0.000000,7.904000,7.881944,0.022014,0.034625,0.008334,1.212124,639,8122724,65734,0,2,0,2,0,0,0,0,0,0,7124,0,4596,2528,0
12687,12686,26028,1,109634330520,-1.255944,0.028834,611,2,-2.717722,-2.717583,16.787125,16.652455,9.495396,0.000000,7.762459,7.762029,0.000347,0.028625,0.008917,1.241750,633,8091734,68267,0,2,0,2,0,0,0,0,0,0,5490,0,3594,1896,0
12688,12687,26030,1,109642438620,-1.180027,0.024125,609,2,-2.641805,-2.641583,16.607417,16.478284,9.282852,0.000000,7.792208,7.791820,0.000305,0.023958,0.008375,0.640750,629,8107245,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12689,12688,26032,1,109650546720,-1.098444,0.027792,612,2,-2.560222,-2.534125,16.601750,16.481761,9.088505,0.000000,7.984917,7.958611,0.026222,0.027583,0.015750,1.089125,639,8107106,65040,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12690,12689,26034,1,109658654820,-1.741194,0.066792,610,2,-3.202972,-3.201250,17.326083,17.191733,9.889312,0.000000,7.814416,7.812237,0.001888,0.066459,0.019666,0.611292,630,8107245,68944,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12691,12690,26036,1,109666762920,-1.430152,0.046083,610,2,-2.891930,-2.891792,16.372292,16.248834,9.681039,0.000000,7.266333,7.265987,0.000221,0.045833,0.018625,0.939167,630,8107310,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12692,12691,26038,1,109674871020,-1.400902,0.028917,611,2,-2.862680,-2.840208,16.654083,16.533297,9.571166,0.000000,7.613499,7.590736,0.022680,0.028750,0.016000,0.613416,638,8107086,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12693,12692,26040,1,109682979120,-1.201278,0.026458,610,2,-2.663056,-2.662875,16.483709,16.350167,9.852629,0.000000,7.530291,7.529903,0.000305,0.026291,0.016834,1.035708,630,8107286,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12694,12693,26042,1,109691087220,-1.204735,0.024042,609,2,-2.666513,-2.666333,16.686791,16.562955,9.177913,0.000000,7.901458,7.901112,0.000221,0.023875,0.007500,1.242250,629,8091850,66336,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12695,12694,26044,1,109699195320,-1.461694,0.046792,612,2,-2.923472,-2.890708,16.940292,16.814345,9.517059,0.000000,7.960833,7.927736,0.032972,0.046583,0.018250,0.619167,638,8122549,65578,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12696,12695,26046,1,109707303420,-1.289819,0.024875,613,2,-2.751597,-2.751500,16.511458,16.387116,9.640711,0.000000,7.438167,7.437904,0.000180,0.024709,0.017291,0.904875,632,8107280,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12697,12696,26048,1,109715411520,-1.292569,0.027625,610,2,-2.754347,-2.742500,16.686084,16.562623,9.264871,0.000000,7.883875,7.871820,0.011972,0.027458,0.015625,0.609458,630,8107295,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12698,12697,26050,1,109723519620,-1.282611,0.028000,613,2,-2.744389,-2.719042,16.673375,16.543278,9.313457,0.000000,7.844375,7.818778,0.025514,0.027833,0.015375,0.954833,640,8107076,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12699,12698,26052,1,109731627720,-1.321819,0.037542,612,2,-2.783597,-2.766625,16.722541,16.598742,9.475746,0.000000,7.727874,7.710653,0.017138,0.037292,0.018792,0.609000,632,8107344,69387,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12700,12699,26054,1,109739735820,-1.248819,0.038208,608,2,-2.710597,-2.710542,16.610334,16.479287,9.446752,0.000000,7.665292,7.665029,0.000180,0.038000,0.016583,1.070751,628,8107263,67544,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12701,12700,26056,1,109747843920,-1.257569,0.035625,613,2,-2.719347,-2.693208,16.692083,16.566926,9.303469,0.000000,7.878042,7.851653,0.026306,0.035417,0.011666,1.237084,640,8107088,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12702,12701,26058,1,109755952020,-1.198653,0.023666,610,2,-2.660431,-2.660292,16.624417,16.434169,9.425131,0.000000,7.647791,7.647320,0.000388,0.023500,0.007750,0.450708,630,8091869,68416,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12703,12702,26060,1,109764060120,-1.256652,0.024333,611,2,-2.718430,-2.716625,16.741333,16.665958,9.384544,0.000000,7.860208,7.858237,0.001846,0.024125,0.006833,1.070292,631,8119144,67447,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12704,12703,26062,1,109772168220,-1.182194,0.026833,612,2,-2.643972,-2.595125,16.608875,16.434425,9.036047,0.000000,8.026791,7.977778,0.048930,0.026667,0.007291,0.594292,639,8095208,64465,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12705,12704,26064,1,109780276320,-1.199278,0.028000,611,2,-2.661056,-2.661000,16.700417,16.637090,9.360833,0.000000,7.859793,7.859487,0.000222,0.027833,0.009042,1.089375,631,8122750,69671,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12706,12705,26066,1,109788384420,-1.249902,0.025833,612,2,-2.711680,-2.696625,16.733958,16.612373,9.197592,0.000000,7.985249,7.970112,0.015096,0.025667,0.017666,0.466292,632,8107305,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12707,12706,26068,1,109796492520,-1.178152,0.027834,610,2,-2.639930,-2.615208,16.611583,16.485248,9.217888,0.000000,7.880666,7.855694,0.024889,0.027625,0.008042,0.747459,637,8107088,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12708,12707,26070,1,109804600620,-1.148028,0.023291,609,2,-2.609806,-2.609584,16.653209,16.462135,9.557997,0.000000,7.797708,7.797153,0.000471,0.023166,0.007917,0.445583,628,8091853,68416,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12709,12708,26072,1,109812708720,-1.318652,0.028083,610,2,-2.780430,-2.780292,16.853958,16.794831,9.437916,0.000000,7.914875,7.914487,0.000304,0.027875,0.007667,1.070208,630,8122755,67682,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12710,12709,26074,1,109820816820,-1.336486,0.027666,610,2,-2.798264,-2.730042,16.701167,16.580164,9.464627,0.000000,8.007667,7.939195,0.068389,0.027541,0.016542,1.202500,637,8107094,64850,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12711,12710,26076,1,109828924920,-1.207694,0.022875,612,2,-2.669472,-2.669291,16.554541,16.422744,9.581097,0.000000,7.513000,7.512528,0.000347,0.022709,0.011250,0.486334,631,8107267,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12712,12711,26078,1,109837033020,-1.131694,0.022833,610,2,-2.593472,-2.593334,16.607334,16.420011,9.082417,0.000000,7.914750,7.914487,0.000179,0.022666,0.007125,1.218083,630,8091830,66337,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12713,12712,26080,1,109845141120,-1.095819,0.023875,612,2,-2.557597,-2.531542,16.647458,16.521956,9.048208,0.000000,8.047374,8.021153,0.026138,0.023667,0.008291,0.611166,639,8107087,64940,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12714,12713,26082,1,109853249220,-1.420653,0.043125,613,2,-2.882431,-2.882084,17.008167,16.940550,9.677908,0.000000,7.830000,7.829361,0.000555,0.042875,0.014833,0.604708,633,8122729,69681,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12715,12714,26084,1,109861357320,-1.336152,0.038875,612,2,-2.797930,-2.787667,16.598833,16.477504,9.413860,0.000000,7.596209,7.581862,0.014263,0.038667,0.017958,0.290334,632,8107347,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12716,12715,26086,1,109869465420,-1.354444,0.042208,612,2,-2.816222,-2.800917,16.701625,16.578921,9.438088,0.000000,7.693667,7.678070,0.015472,0.042000,0.022917,0.761251,639,8107042,64940,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12717,12716,26088,1,109877573520,-1.246861,0.037417,610,2,-2.708639,-2.708542,16.575750,16.436294,9.631012,0.000000,7.727876,7.727487,0.000305,0.037167,0.021500,0.748292,630,8107390,69054,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12718,12717,26090,1,109885681620,-1.100319,0.042583,612,2,-2.562097,-2.543167,16.536792,16.419343,9.068517,0.000000,7.865750,7.846612,0.019055,0.042333,0.010583,0.369625,632,8107230,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12719,12718,26092,1,109893789720,-1.161902,0.037750,612,2,-2.623680,-2.525583,16.744916,16.647045,8.264964,0.000000,8.778792,8.680403,0.098264,0.037542,0.009125,0.716749,639,8107052,65021,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12720,12719,26094,1,109901897820,-1.037153,0.034375,612,2,-2.498931,-2.404709,16.558584,16.430276,8.240720,0.000000,8.619001,8.524529,0.094388,0.034125,0.015916,0.375958,632,8107363,68968,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12721,12720,26096,1,109910005920,-1.218069,0.039375,612,2,-2.679847,-2.583375,16.864250,16.761324,8.282867,0.000000,8.867292,8.769112,0.098097,0.039250,0.012500,0.727459,632,8107248,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12722,12721,26098,1,109918114020,-1.116111,0.038083,610,2,-2.577889,-2.459834,16.581375,16.478487,8.034520,0.000000,8.865666,8.747403,0.118097,0.037916,0.008417,0.289708,638,8107079,64950,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12723,12722,26100,1,109926222120,-1.069736,0.035333,612,2,-2.531514,-2.453167,16.636958,16.515410,8.234678,0.000000,8.687125,8.608529,0.078513,0.035083,0.013250,0.773000,632,8107256,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12724,12723,26102,1,109934330220,-1.208277,0.049750,611,2,-2.670055,-2.558833,16.821875,16.710837,8.167121,0.000000,8.932375,8.820945,0.111305,0.049583,0.013750,0.681667,631,8107290,66957,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12725,12724,26104,1,109942438320,-1.152527,0.043292,615,2,-2.614305,-2.498041,16.627583,16.520765,8.205755,0.000000,8.783709,8.667195,0.116389,0.043042,0.012542,0.482042,643,8107002,64906,0,2,0,2,0,0,0,0,0,0,7721,0,4680,3041,0
12726,12725,26106,1,109950546420,-1.194778,0.039083,628,2,-2.656556,-2.572125,16.725584,16.611518,8.609081,0.000000,8.455458,8.358278,0.097055,0.038750,0.012958,0.896833,648,8106993,69727,0,2,0,2,0,0,0,0,0,0,6928,0,3510,3418,0
12727,12726,26108,1,109958654520,-1.254444,0.041458,611,2,-2.716222,-2.607125,16.743000,16.635024,8.297064,0.000000,8.757250,8.647653,0.109388,0.041250,0.018541,0.474750,631,8107299,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12728,12727,26110,1,109966762620,-0.949111,0.040791,613,2,-2.410889,-2.410667,16.378000,16.272832,8.435371,0.000000,8.715083,8.714611,0.000347,0.040583,0.035542,0.907542,641,8107049,64939,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12729,12728,26112,1,109974870720,-1.131653,0.033833,611,2,-2.593431,-2.593375,16.865875,16.763888,8.897797,0.000000,8.737791,8.737528,0.000180,0.033625,0.007791,0.291417,631,8107297,69141,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12730,12729,26114,1,109982978820,-1.205985,0.041417,624,2,-2.667763,-2.554541,16.757666,16.642624,8.101857,0.000000,8.941833,8.828445,0.113263,0.041250,0.009375,1.254583,643,8107321,66859,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12731,12730,26116,1,109991086920,-1.107069,0.032292,612,2,-2.568847,-2.456250,16.584417,16.477464,8.112046,0.000000,8.763459,8.650570,0.112764,0.032083,0.008292,0.290083,639,8107046,66438,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12732,12731,26118,1,109999195020,-1.011903,0.038791,611,2,-2.473681,-2.385334,16.588167,16.475962,7.983305,0.000000,8.887625,8.798987,0.088555,0.038583,0.013417,0.876458,631,8107353,67561,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12733,12732,26120,1,110007303120,-1.084444,0.035833,610,2,-2.546222,-2.428750,16.755875,16.658941,7.949164,0.000000,9.083209,8.965612,0.117513,0.035666,0.010209,1.243208,629,8107270,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12734,12733,26122,1,110015411220,-1.055861,0.034000,612,2,-2.517639,-2.503125,16.654750,16.535212,8.937454,0.000000,8.744625,8.729903,0.014597,0.033833,0.017917,0.640917,639,8107069,67036,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12735,12734,26124,1,110023519320,-1.087903,0.029791,611,2,-2.549681,-2.473000,16.715375,16.611018,8.148315,0.000000,8.818916,8.742028,0.076805,0.029625,0.008791,0.931791,631,8107370,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12736,12735,26126,1,110031627420,-1.160194,0.038041,609,2,-2.621972,-2.508292,16.755625,16.646898,8.075857,0.000000,8.986583,8.872695,0.113805,0.037875,0.016708,0.625417,629,8107230,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12737,12736,26128,1,110039735520,-1.006361,0.035041,611,2,-2.468139,-2.382000,16.529500,16.417513,8.110027,0.000000,8.737125,8.650778,0.086222,0.034916,0.011167,0.972541,638,8107179,67039,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12738,12737,26130,1,110047843620,-1.083903,0.028250,611,2,-2.545681,-2.459792,16.760875,16.654183,7.924635,0.000000,9.063501,8.977320,0.086097,0.028125,0.007333,0.291167,630,8107197,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12739,12738,26132,1,110055951720,-1.128902,0.033000,614,2,-2.590680,-2.473125,16.728333,16.625179,8.025012,0.000000,8.926249,8.808153,0.117971,0.032833,0.008667,1.150583,639,8122861,65744,0,2,0,2,0,0,0,0,0,0,7184,0,4656,2528,0
12740,12739,26134,1,110064059820,-1.082361,0.032166,610,2,-2.544139,-2.452417,16.636792,16.524457,8.121082,0.000000,8.766543,8.674612,0.091847,0.032000,0.007833,0.551375,632,8091513,68245,0,2,0,2,0,0,0,0,0,0,5430,0,3534,1896,0
12741,12740,26136,1,110072167920,-1.008111,0.041083,611,2,-2.469889,-2.469708,16.609083,16.499887,8.266667,0.000000,8.819501,8.819070,0.000347,0.040833,0.018917,1.266874,631,8107304,66959,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12742,12741,26138,1,110080276020,-0.992360,0.030792,611,2,-2.454138,-2.342041,16.667583,16.564764,7.877615,0.000000,9.071833,8.953570,0.118180,0.030625,0.007625,1.327000,638,8107102,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12743,12742,26140,1,110088384120,-1.096402,0.029875,611,2,-2.558180,-2.480791,16.787375,16.671989,8.217412,0.000000,8.832792,8.747737,0.084972,0.029709,0.007291,0.294000,631,8107258,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12744,12743,26142,1,110096492220,-1.083694,0.034709,612,2,-2.545472,-2.458916,16.670625,16.570943,7.969798,0.000000,8.938334,8.851445,0.086764,0.034500,0.008459,1.267708,632,8107295,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12745,12744,26144,1,110104600320,-1.051152,0.040042,612,2,-2.512930,-2.398458,16.650792,16.535893,7.965331,0.000000,8.954918,8.840279,0.114555,0.039875,0.006958,0.657709,639,8107097,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12746,12745,26146,1,110112708420,-1.030402,0.034250,611,2,-2.492180,-2.405041,16.662583,16.551173,8.170997,0.000000,8.806626,8.719278,0.087181,0.034084,0.014791,0.948041,631,8107295,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12747,12746,26148,1,110120816520,-1.175528,0.037458,612,2,-2.637306,-2.554584,16.828459,16.721786,8.333415,0.000000,9.023916,8.940987,0.082846,0.037291,0.015375,0.300959,632,8107300,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12748,12747,26150,1,110128924620,-1.021527,0.032083,611,2,-2.483305,-2.356667,16.529333,16.424248,7.874117,0.000000,8.896250,8.767029,0.129096,0.031875,0.022250,0.958667,638,8107076,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12749,12748,26152,1,110137032720,-1.048527,0.035750,612,2,-2.510305,-2.424208,16.710333,16.600189,8.234043,0.000000,8.751875,8.665528,0.086264,0.035459,0.008208,1.263209,632,8107302,69135,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12750,12749,26154,1,110145140820,-1.783444,0.067917,612,2,-3.245222,-3.241750,17.418250,17.362633,9.221370,0.000000,8.754625,8.744112,0.010055,0.067542,0.017917,0.680958,632,8122746,67475,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12751,12750,26156,1,110153248920,-1.212402,0.056000,609,2,-2.674180,-2.559833,16.112292,15.941817,8.399597,0.000000,8.115793,8.001196,0.114472,0.055750,0.017875,0.964500,635,8091622,64332,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12752,12751,26158,1,110161357020,-1.230444,0.036500,609,2,-2.692222,-2.616917,16.701375,16.596022,8.332172,0.000000,8.616708,8.536903,0.079680,0.036417,0.009041,0.305667,629,8107299,69052,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12753,12752,26160,1,110169465120,-1.247111,0.048375,613,2,-2.708889,-2.634833,16.700000,16.589424,8.346715,0.000000,8.589876,8.515654,0.074139,0.048042,0.010208,0.964125,633,8107349,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12754,12753,26162,1,110177573220,-0.999319,0.032083,612,2,-2.461097,-2.347292,16.435542,16.323967,7.934569,0.000000,8.801916,8.687903,0.113888,0.031875,0.007750,0.312416,638,8107031,64938,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12755,12754,26164,1,110185681320,-1.311819,0.063625,612,2,-2.773597,-2.673125,16.995833,16.946764,8.464977,0.000000,8.873875,8.773028,0.100639,0.063375,0.020208,0.971376,631,8122787,69659,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12756,12755,26166,1,110193789420,-1.192611,0.042625,610,2,-2.654389,-2.571708,16.564125,16.397138,8.167384,0.000000,8.592709,8.502862,0.089764,0.042417,0.015875,0.959209,630,8091891,66359,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
12757,12756,26168,1,110201897520,-1.080527,0.036250,611,2,-2.542305,-2.406583,16.571250,16.464887,7.972536,0.000000,8.881042,8.745112,0.135805,0.036083,0.016417,0.660791,638,8106993,64945,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
12758,12757,26170,1,110210005620,-1.136236,0.041625,609,2,-2.598014,-2.579084,16.739042,16.616879,8.555958,0.000000,8.657708,8.634445,0.019013,0.041375,0.015958,0.895875,629,8107314,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
