frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,output_start_offset_ms,sync_gpu_ms,enqueue_offset_ms,queue_delay_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
2741,2740,5579,1,24474956220,-99.228028,-0.071833,0.000125,-0.071708,0.071708,0.045334,620,0,-4983.202319,-4983.065125,20.385875,20.293167,20.292370,0.000000,0.000166,0.000000,0.000000,0.045125,0.022042,0.935000,651,8118010,42098,0,292,0,292,0,0,0,0,0,0,22546,14400,4680,3466,0
2742,2741,5581,1,24483064320,-99.493944,-0.038375,0.000166,-0.038209,0.038209,0.034416,612,0,-5003.815903,-5003.678709,20.613584,20.470719,20.474301,0.000000,0.000209,0.000000,0.000000,0.034250,0.011458,1.251167,637,8087377,42001,0,302,0,302,0,0,0,0,0,0,20727,14400,3510,2817,0
2743,2742,5583,1,24491172420,-99.809194,-0.058042,0.000125,-0.057917,0.057917,0.048416,617,0,-5024.628153,-5024.490959,20.812250,20.729741,20.693966,0.000000,0.000250,0.000000,0.000000,0.048250,0.013583,1.258833,642,8117922,42094,0,302,0,302,0,0,0,0,0,0,20750,14400,3510,2840,0
2744,2743,5585,1,24499280520,-99.371320,-0.054500,0.000125,-0.054375,0.054375,0.040375,616,0,-5045.115111,-5044.977917,20.486958,20.364431,20.360322,0.000000,0.000167,0.000000,0.000000,0.040208,0.012917,1.265084,648,8102496,41927,0,302,0,302,0,0,0,0,0,0,22536,14400,4680,3456,0
2745,2744,5587,1,24507388620,-99.736652,-0.061916,0.000083,-0.061833,0.061833,0.034500,616,0,-5065.796694,-5065.659500,20.681583,20.513027,20.489796,0.000000,0.000250,0.000000,0.000000,0.034292,0.023208,1.256500,641,8087169,42016,0,302,0,302,0,0,0,0,0,0,20747,14400,3510,2837,0
2746,2745,5589,1,24515496720,-99.332194,-0.035834,0.000250,-0.035584,0.035584,0.048000,618,0,-5086.377278,-5086.240084,20.580584,20.535621,20.525153,0.000000,0.000209,0.000000,0.000000,0.047708,0.021625,1.249667,643,8118074,42158,0,302,0,302,0,0,0,0,0,0,20727,14400,3510,2817,0
2747,2746,5591,1,24523604820,-99.631779,-0.050667,0.000083,-0.050584,0.050584,0.043916,614,0,-5107.046403,-5106.909209,20.669125,20.500560,20.490878,0.000000,0.000210,0.000000,0.000000,0.043750,0.012291,1.253334,646,8087187,41993,0,302,0,302,0,0,0,0,0,0,22539,14400,4680,3459,0
2748,2747,5593,1,24531712920,-99.835569,-0.097792,0.000125,-0.097667,0.097667,0.033042,617,0,-5128.712486,-5128.575292,21.666083,21.554504,21.561593,0.000000,0.000208,0.000000,0.000000,0.032875,0.013333,1.291000,642,8119091,42211,0,302,0,302,0,0,0,0,0,0,20716,14400,3510,2806,0
2749,2748,5595,1,24539821020,-99.619444,-0.035583,0.000083,-0.035500,0.035500,0.031750,613,0,-5149.262069,-5149.124875,20.549583,20.418347,20.428995,0.000000,0.000126,0.000000,0.000000,0.031459,0.012708,1.246918,638,8086120,42013,0,302,0,302,0,0,0,0,0,0,20714,14400,3510,2804,0
2750,2749,5597,1,24547929120,-99.321903,-0.054125,0.000083,-0.054042,0.054042,0.038250,617,0,-5169.726861,-5169.589667,20.464792,20.389824,20.383886,0.000000,0.000166,0.000000,0.000000,0.038083,0.050917,1.281500,649,8117885,42086,0,302,0,302,0,0,0,0,0,0,22490,14400,4680,3410,0
2751,2750,5599,1,24556037220,-99.918694,-0.036917,0.000167,-0.036750,0.036750,0.041875,615,0,-5190.655778,-5190.518584,20.928917,20.773886,20.752428,0.000000,0.000291,0.000000,0.000000,0.041708,0.012750,1.238000,640,8087181,42057,0,302,0,302,0,0,0,0,0,0,20713,14400,3510,2803,0
2752,2751,5601,1,24564145320,-99.331194,-0.050542,0.000000,-0.050542,0.050542,0.036041,613,0,-5211.052528,-5210.915334,20.396750,20.264128,20.272449,0.000000,0.000293,0.000000,0.000000,0.035875,0.013708,1.243209,638,8102603,42029,0,302,0,302,0,0,0,0,0,0,20701,14400,3510,2791,0
2753,2752,5603,1,24572253420,-99.709237,-0.046083,0.000000,-0.046083,0.046083,0.030042,615,0,-5231.672861,-5231.535667,20.620333,20.509624,20.497117,0.000000,0.000249,0.000000,0.000000,0.029792,0.020666,0.622209,646,8102427,42064,0,302,0,302,0,0,0,0,0,0,22507,14400,4680,3427,0
2754,2753,5605,1,24580361520,-99.659986,-0.042875,0.000041,-0.042834,0.042834,0.034500,616,0,-5252.452028,-5252.314834,20.779167,20.671197,20.672434,0.000000,0.000208,0.000000,0.000000,0.034291,0.012042,0.972999,641,8102439,42072,0,302,0,302,0,0,0,0,0,0,20688,14400,3510,2778,0
2755,2754,5607,1,24588469620,-99.798736,-0.035667,0.000209,-0.035458,0.035458,0.039917,614,0,-5273.177861,-5273.040667,20.725833,20.616654,20.594227,0.000000,0.000250,0.000000,0.000000,0.039708,0.014500,0.768375,639,8102860,42064,0,302,0,302,0,0,0,0,0,0,20712,14400,3510,2802,0
2756,2755,5609,1,24596577720,-99.391861,-0.052333,0.000042,-0.052291,0.052291,0.043792,617,0,-5293.725069,-5293.587875,20.547208,20.460500,20.437908,0.000000,0.000291,0.000000,0.000000,0.043709,0.011666,0.941875,649,8117693,42063,0,302,0,302,0,0,0,0,0,0,22516,14400,4680,3436,0
2757,2756,5611,1,24604685820,-99.948777,-0.047625,0.000042,-0.047583,0.047583,0.032292,613,0,-5314.556111,-5314.418917,20.831042,20.679931,20.679886,0.000000,0.000125,0.000000,0.000000,0.032167,0.009916,1.263542,636,8087561,42077,0,302,0,302,0,0,0,0,0,0,20702,14400,3510,2792,0
2758,2757,5613,1,24612793920,-99.416986,-0.054917,0.000042,-0.054875,0.054875,0.037042,617,0,-5335.032736,-5334.895542,20.476625,20.355312,20.325254,0.000000,0.000167,0.000000,0.000000,0.036833,0.019709,0.948375,642,8102279,42005,0,302,0,302,0,0,0,0,0,0,20708,14400,3510,2798,0
2759,2758,5615,1,24620902020,-99.849278,-0.055167,0.000042,-0.055125,0.055125,0.050458,616,0,-5356.279611,-5356.142417,21.246875,21.175945,21.080268,0.000000,0.000542,0.000000,0.000000,0.050167,0.013708,0.913750,648,8117938,42127,0,302,0,302,0,0,0,0,0,0,22526,14400,4680,3446,0
2760,2759,5617,1,24629010120,-99.521652,-0.056666,0.000125,-0.056541,0.056541,0.041834,616,0,-5376.880694,-5376.743500,20.601083,20.477587,20.485002,0.000000,0.000209,0.000000,0.000000,0.041709,0.011916,1.082749,641,8102563,42088,0,302,0,302,0,0,0,0,0,0,20698,14400,3510,2788,0
2761,2760,5619,1,24637118220,-100.084319,-0.057459,0.000084,-0.057375,0.057375,0.049708,630,0,-5397.944403,-5397.807209,21.063709,20.959107,20.922391,0.000000,0.000251,0.000000,0.000000,0.049541,0.025584,0.753959,655,8102656,42027,0,302,0,302,0,0,0,0,0,0,20669,14400,3510,2759,0
2762,2761,5621,1,24645226320,-99.560153,-0.056750,0.000042,-0.056708,0.056708,0.034542,617,0,-5418.525319,-5418.388125,20.580916,20.422167,20.422648,0.000000,0.000208,0.000000,0.000000,0.034334,0.012250,1.248834,648,8092111,41977,0,302,0,302,0,0,0,0,0,0,22461,14400,4680,3381,0
2763,2762,5623,1,24653334420,-99.956403,-0.048667,0.000167,-0.048500,0.048500,0.034958,616,0,-5439.423278,-5439.286084,20.897959,20.763750,20.689340,0.000000,0.000252,0.000000,0.000000,0.034708,0.010833,1.068417,641,8097667,42003,0,302,0,302,0,0,0,0,0,0,20676,14400,3510,2766,0
2764,2763,5625,1,24661442520,-99.497653,-0.035875,0.000125,-0.035750,0.035750,0.034583,616,0,-5459.957403,-5459.820209,20.534125,20.433750,20.434277,0.000000,0.000251,0.000000,0.000000,0.034416,0.024250,1.112833,641,8102604,41994,0,302,0,302,0,0,0,0,0,0,20636,14400,3510,2726,0
2765,2764,5627,1,24669550620,-100.255695,-0.053500,0.000042,-0.053458,0.053458,0.039875,618,0,-5481.096444,-5480.959250,21.139041,21.004449,20.977253,0.000000,0.000209,0.000000,0.000000,0.039667,0.012167,1.272042,650,8102509,42132,0,302,0,302,0,0,0,0,0,0,22463,14400,4680,3383,0
2766,2765,5629,1,24677658720,-99.949527,-0.058958,0.000167,-0.058791,0.058791,0.050417,616,0,-5501.886444,-5501.749250,20.790000,20.729203,20.691669,0.000000,0.000208,0.000000,0.000000,0.050209,0.019000,1.243208,641,8117889,42119,0,302,0,302,0,0,0,0,0,0,20689,14400,3510,2779,0
2767,2766,5631,1,24685766820,-99.747527,-0.054000,0.000250,-0.053750,0.053750,0.035292,614,0,-5522.419236,-5522.282042,20.532792,20.419741,20.423565,0.000000,0.000126,0.000000,0.000000,0.035125,0.026125,1.271250,639,8102743,42083,0,302,0,302,0,0,0,0,0,0,21408,14400,3684,3324,0
2768,2767,5633,1,24693874920,-99.887862,-0.056209,0.000125,-0.056084,0.056084,0.040583,613,0,-5543.067778,-5542.930584,20.648542,20.480252,20.475081,0.000000,0.000168,0.000000,0.000000,0.040416,0.010792,1.244375,645,8086851,41990,0,302,0,302,0,0,0,0,0,0,21830,14400,4506,2924,0
2769,2768,5635,1,24701983020,-99.669486,-0.039125,0.000208,-0.038917,0.038917,0.034333,616,0,-5563.582653,-5563.445459,20.514875,20.417021,20.419001,0.000000,0.000374,0.000000,0.000000,0.034125,0.020833,0.908625,641,8102723,42071,0,302,0,302,0,0,0,0,0,0,20728,14400,3510,2818,0
2770,2769,5637,1,24710091120,-99.762819,-0.048833,0.000042,-0.048791,0.048791,0.036125,618,0,-5584.184944,-5584.047750,20.602291,20.483334,20.490828,0.000000,0.000293,0.000000,0.000000,0.035959,0.009375,1.250167,648,8117851,42013,0,302,0,302,0,0,0,0,0,0,22513,14400,4680,3433,0
2771,2770,5639,1,24718199220,-99.865070,-0.051792,0.000083,-0.051709,0.051709,0.046250,616,0,-5604.832528,-5604.695334,20.647584,20.584028,20.554125,0.000000,0.000376,0.000000,0.000000,0.045875,0.044583,0.635458,643,8102669,42209,0,302,0,302,0,0,0,0,0,0,20717,14400,3510,2807,0
2772,2771,5641,1,24726307320,-99.668236,-0.046250,0.000167,-0.046083,0.046083,0.040917,613,0,-5625.357236,-5625.220042,20.524708,20.398747,20.395547,0.000000,0.000334,0.000000,0.000000,0.040792,0.010875,0.892668,638,8100897,41994,0,302,0,302,0,0,0,0,0,0,20711,14400,3510,2801,0
2773,2772,5643,1,24734415420,-100.128236,-0.056750,0.000083,-0.056667,0.056667,0.039125,618,0,-5646.394486,-5646.257292,21.037250,20.905865,20.917004,0.000000,0.000250,0.000000,0.000000,0.038958,0.019167,0.869751,650,8104252,42083,0,302,0,302,0,0,0,0,0,0,22523,14400,4680,3443,0
2774,2773,5645,1,24742523520,-99.971028,-0.041500,0.000167,-0.041333,0.041333,0.042375,614,0,-5667.307611,-5667.170417,20.913125,20.761242,20.765111,0.000000,0.000374,0.000000,0.000000,0.042208,0.012750,0.752666,638,8087071,41992,0,302,0,302,0,0,0,0,0,0,20708,14400,3510,2798,0
2775,2774,5647,1,24750631620,-99.685652,-0.051500,0.000000,-0.051500,0.051500,0.041584,615,0,-5688.232069,-5688.094875,20.924458,20.807452,20.817979,0.000000,0.000293,0.000000,0.000000,0.041417,0.013042,0.751083,640,8102686,42072,0,302,0,302,0,0,0,0,0,0,20714,14400,3510,2804,0
2776,2775,5649,1,24758739720,-99.723778,-0.039959,0.000167,-0.039792,0.039792,0.038500,617,0,-5708.823653,-5708.686459,20.591584,20.527417,20.533825,0.000000,0.000293,0.000000,0.000000,0.038333,0.040875,1.243708,649,8117806,42088,0,302,0,302,0,0,0,0,0,0,22507,14400,4680,3427,0
2777,2776,5651,1,24766847820,-99.841695,-0.055834,0.000084,-0.055750,0.055750,0.044583,614,0,-5729.535528,-5729.398334,20.711875,20.535827,20.548769,0.000000,0.000166,0.000000,0.000000,0.044250,0.011958,0.929416,638,8087296,42063,0,302,0,302,0,0,0,0,0,0,20709,14400,3510,2799,0
2778,2777,5653,1,24774955920,-99.696402,-0.056625,0.000125,-0.056500,0.056500,0.036542,618,0,-5750.249444,-5750.112250,20.713916,20.644884,20.637123,0.000000,0.000165,0.000000,0.000000,0.036375,0.023042,1.245501,643,8118166,42152,0,302,0,302,0,0,0,0,0,0,20701,14400,3510,2791,0
2779,2778,5655,1,24783064020,-99.560194,-0.057458,0.000042,-0.057416,0.057416,0.034417,617,0,-5770.717444,-5770.580250,20.468000,20.302087,20.307533,0.000000,0.000207,0.000000,0.000000,0.034250,0.011667,1.247375,649,8091312,42082,0,302,0,302,0,0,0,0,0,0,22511,14400,4680,3431,0
2780,2779,5657,1,24791172120,-99.613862,-0.057709,0.000125,-0.057584,0.057584,0.036583,615,0,-5791.350653,-5791.213459,20.633209,20.508666,20.515394,0.000000,0.000166,0.000000,0.000000,0.036291,0.014459,1.250917,640,8098217,42254,0,302,0,312,0,0,0,0,0,0,20698,14400,3510,2788,0
2781,2780,5659,1,24799280220,-99.296569,-0.056208,0.000125,-0.056083,0.056083,0.048000,618,0,-5811.816319,-5811.679125,20.465666,20.406975,20.390626,0.000000,0.000208,0.000000,0.000000,0.047792,0.014667,1.233833,643,8117970,42213,0,302,0,292,0,0,0,0,0,0,20702,14400,3510,2792,0
2782,2781,5661,1,24807388320,-99.694194,-0.040709,0.000167,-0.040542,0.040542,0.037250,617,0,-5832.814528,-5832.677334,20.998209,20.880370,20.870679,0.000000,0.000792,0.000000,0.000000,0.037083,0.036583,1.239709,649,8102534,42027,0,302,0,302,0,0,0,0,0,0,22496,14400,4680,3416,0
2783,2782,5663,1,24815496420,-99.553028,-0.065125,0.000042,-0.065083,0.065083,0.076375,614,0,-5853.498236,-5853.361042,20.683708,20.563286,20.543558,0.000000,0.000209,0.000000,0.000000,0.076208,0.013084,1.246291,638,8102603,42308,0,302,0,302,0,0,0,0,0,0,20700,14400,3510,2790,0
2784,2783,5665,1,24823604520,-99.810444,-0.043500,0.000000,-0.043500,0.043500,0.049000,617,0,-5874.631819,-5874.494625,21.133583,21.033339,20.987583,0.000000,0.000292,0.000000,0.000000,0.048709,0.048500,0.920083,642,8102716,42127,0,302,0,302,0,0,0,0,0,0,20690,14400,3510,2780,0
2785,2784,5667,1,24831712620,-99.437569,-0.059958,0.000042,-0.059916,0.059916,0.057209,617,0,-5895.431694,-5895.294500,20.799875,20.681610,20.662571,0.000000,0.000208,0.000000,0.000000,0.057000,0.024792,1.244707,649,8102233,42200,0,302,0,302,0,0,0,0,0,0,22499,14400,4680,3419,0
2786,2785,5669,1,24839820720,-99.700029,-0.054459,0.000125,-0.054334,0.054334,0.050333,617,0,-5916.595278,-5916.458084,21.163584,21.023781,20.901242,0.000000,0.000251,0.000000,0.000000,0.049875,0.017083,1.263417,642,8102866,42042,0,302,0,302,0,0,0,0,0,0,20689,14400,3510,2779,0
2787,2786,5671,1,24847928820,-99.672361,-0.063792,0.000000,-0.063792,0.063792,0.036333,614,0,-5937.277153,-5937.139959,20.681875,20.522973,20.497050,0.000000,0.000208,0.000000,0.000000,0.036250,0.021708,0.905959,639,8086948,42142,0,302,0,302,0,0,0,0,0,0,20699,14400,3510,2789,0
2788,2787,5673,1,24856036920,-99.529277,-0.034000,0.000000,-0.034000,0.034000,0.043750,617,0,-5957.887944,-5957.750750,20.610791,20.519530,20.495875,0.000000,0.000293,0.000000,0.000000,0.043542,0.031208,0.969707,649,8102456,42033,0,302,0,302,0,0,0,0,0,0,22490,14400,4680,3410,0
2789,2788,5675,1,24864145020,-99.675529,-0.060459,0.000000,-0.060459,0.060459,0.036333,615,0,-5978.550528,-5978.413334,20.662584,20.532500,20.514299,0.000000,0.000208,0.000000,0.000000,0.036166,0.011375,0.639500,640,8102799,42201,0,302,0,302,0,0,0,0,0,0,20694,14400,3510,2784,0
2790,2789,5677,1,24872253120,-99.645278,-0.031667,0.000042,-0.031625,0.031625,0.032000,614,0,-5999.181028,-5999.043834,20.630500,20.548593,20.532306,0.000000,0.000124,0.000000,0.000000,0.031833,0.011750,1.290500,639,8102512,42049,0,302,0,302,0,0,0,0,0,0,20703,14400,3510,2793,0
2791,2790,5679,1,24880361220,-99.598653,-0.042125,0.000166,-0.041959,0.041959,0.039333,616,0,-6019.852778,-6019.715584,20.671750,20.562748,20.537202,0.000000,0.000249,0.000000,0.000000,0.039041,0.013917,1.014041,648,8108796,42146,0,302,0,302,0,0,0,0,0,0,22514,14400,4680,3434,0
2792,2791,5681,1,24888469320,-99.331320,-0.049167,0.000084,-0.049083,0.049083,0.047458,613,0,-6040.616736,-6040.479542,20.763958,20.620163,20.607162,0.000000,0.000167,0.000000,0.000000,0.047167,0.013875,1.324667,637,8096359,42250,0,302,0,302,0,0,0,0,0,0,20701,14400,3510,2791,0
2793,2792,5683,1,24896577420,-99.122236,-0.033917,0.000042,-0.033875,0.033875,0.032041,613,0,-6061.262653,-6061.125459,20.645917,20.548048,20.538044,0.000000,0.000208,0.000000,0.000000,0.031875,0.011541,0.961834,638,8102581,42233,0,302,0,302,0,0,0,0,0,0,19807,14400,3510,1897,0
2794,2793,5685,1,24904685520,-99.048028,-0.047292,0.000125,-0.047167,0.047167,0.028166,613,0,-6081.638278,-6081.501084,20.375625,20.237127,20.237788,0.000000,0.000249,0.000000,0.000000,0.028041,0.008917,0.953875,645,8102405,41881,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
2795,2794,5687,1,24912793620,-99.206945,-0.038584,0.000042,-0.038542,0.038542,0.039083,609,0,-6102.332278,-6102.195084,20.694000,20.592908,20.582584,0.000000,0.000167,0.000000,0.000000,0.039000,0.041125,1.313625,634,8102953,42058,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2796,2795,5689,1,24920901720,-98.891610,-0.035625,0.000000,-0.035625,0.035625,0.034667,613,0,-6122.777694,-6122.640500,20.445416,20.359055,20.361739,0.000000,0.000167,0.000000,0.000000,0.034334,0.019833,1.328875,638,8113248,41860,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2797,2796,5691,1,24929009820,-99.129027,-0.045250,0.000042,-0.045208,0.045208,0.029792,610,0,-6143.215944,-6143.078750,20.438250,20.279320,20.280214,0.000000,0.000167,0.000000,0.000000,0.029625,0.018250,1.248583,642,8091813,41881,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
2798,2797,5693,1,24937117920,-99.554362,-0.039834,0.000042,-0.039792,0.039792,0.029083,611,0,-6164.049028,-6163.911834,20.833084,20.762634,20.739653,0.000000,0.000209,0.000000,0.000000,0.028958,0.039208,1.259792,636,8115234,42059,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2799,2798,5695,1,24945226020,-99.438111,-0.041667,0.000167,-0.041500,0.041500,0.037541,611,0,-6184.701903,-6184.564709,20.652875,20.493628,20.456376,0.000000,0.000209,0.000000,0.000000,0.037458,0.010458,1.244666,636,8090039,41901,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2800,2799,5697,1,24953334120,-99.434819,-0.055083,0.000042,-0.055041,0.055041,0.036209,622,0,-6205.376819,-6205.239625,20.674916,20.588302,20.565340,0.000000,0.000250,0.000000,0.000000,0.036042,0.014000,1.244250,653,8117895,42233,0,302,0,302,0,0,0,0,0,0,22632,14400,4680,3552,0
2801,2800,5699,1,24961442220,-99.616862,-0.039583,0.000041,-0.039542,0.039542,0.038250,619,0,-6226.326486,-6226.189292,20.949667,20.807539,20.808067,0.000000,0.000249,0.000000,0.000000,0.037958,0.013792,1.257417,644,8086960,42260,0,302,0,302,0,0,0,0,0,0,20830,14400,3510,2920,0
2802,2801,5701,1,24969550320,-99.362319,-0.054833,0.000000,-0.054833,0.054833,0.031792,615,0,-6246.993569,-6246.856375,20.667083,20.533154,20.529285,0.000000,0.000167,0.000000,0.000000,0.031625,0.019125,1.243876,640,8102580,42089,0,302,0,302,0,0,0,0,0,0,20707,14400,3510,2797,0
2803,2802,5703,1,24977658420,-99.368736,-0.055542,0.000000,-0.055542,0.055542,0.035500,615,0,-6267.513903,-6267.376709,20.520334,20.447325,20.443211,0.000000,0.000207,0.000000,0.000000,0.035333,0.011417,1.253958,647,8117980,42149,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
2804,2803,5705,1,24985766520,-99.462528,-0.039500,0.000042,-0.039458,0.039458,0.032708,610,0,-6288.129861,-6287.992667,20.615958,20.482994,20.478657,0.000000,0.000250,0.000000,0.000000,0.032542,0.011958,1.240625,635,8087084,41962,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2805,2804,5707,1,24993874620,-99.391236,-0.053167,0.000042,-0.053125,0.053125,0.028875,610,0,-6308.674111,-6308.536917,20.544250,20.413120,20.418031,0.000000,0.000250,0.000000,0.000000,0.028708,0.010209,0.608583,635,8102856,42108,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2806,2805,5709,1,25001982720,-99.357027,-0.060958,0.000125,-0.060833,0.060833,0.040000,615,0,-6329.324694,-6329.187500,20.650583,20.583123,20.566713,0.000000,0.000165,0.000000,0.000000,0.039834,0.026208,1.103709,647,8121988,42104,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
2807,2806,5711,1,25010090820,-100.247320,-0.043875,0.000000,-0.043875,0.043875,0.057333,611,0,-6350.844986,-6350.707792,21.520292,21.387216,21.229697,0.000000,0.000582,0.000000,0.000000,0.057000,0.025000,0.825667,636,8098543,42136,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2808,2807,5713,1,25018198920,-99.167819,-0.058458,0.000041,-0.058417,0.058417,0.031292,611,0,-6371.337486,-6371.200292,20.492500,20.312788,20.300908,0.000000,0.000166,0.000000,0.000000,0.031125,0.018417,0.954458,636,8087100,41902,0,302,0,302,0,0,0,0,0,0,19806,14400,3510,1896,0
2809,2808,5715,1,25026307020,-99.153277,-0.043750,0.000209,-0.043541,0.043541,0.032834,612,0,-6391.794069,-6391.656875,20.456583,20.363926,20.341974,0.000000,0.000124,0.000000,0.000000,0.032667,0.014292,0.956708,644,8102669,42064,0,302,0,302,0,0,0,0,0,0,21608,14400,4680,2528,0
2810,2809,5717,1,25034415120,-99.473695,-0.061500,0.000084,-0.061416,0.061416,0.033917,618,0,-6412.530819,-6412.393625,20.736750,20.650907,20.636191,0.000000,0.000125,0.000000,0.000000,0.033750,0.012417,0.938167,643,8118059,42265,0,302,0,302,0,0,0,0,0,0,20705,14400,3510,2795,0
2811,2810,5719,1,25042523220,-99.467360,-0.060500,0.000000,-0.060500,0.060500,0.043084,616,0,-6433.289444,-6433.152250,20.758625,20.643750,20.626082,0.000000,0.000126,0.000000,0.000000,0.042917,0.010542,1.244500,641,8102513,42303,0,302,0,302,0,0,0,0,0,0,21565,14400,3510,3655,0
2812,2811,5721,1,25050631320,-99.270819,-0.039500,0.000042,-0.039458,0.039458,0.040625,616,0,-6453.810694,-6453.673500,20.521250,20.379455,20.388670,0.000000,0.000209,0.000000,0.000000,0.040459,0.014083,1.244125,648,8086956,42061,0,302,0,302,0,0,0,0,0,0,22483,14400,4680,3403,0
2813,2812,5723,1,25058739420,-99.387445,-0.050750,0.000084,-0.050666,0.050666,0.037000,620,0,-6474.468194,-6474.331000,20.657500,20.576417,20.576461,0.000000,0.000207,0.000000,0.000000,0.036834,0.015625,1.248042,645,8118191,42447,0,302,0,302,0,0,0,0,0,0,21627,14400,3510,3717,0
2814,2813,5725,1,25066847520,-99.468319,-0.058875,0.000167,-0.058708,0.058708,0.051542,631,0,-6495.262986,-6495.125792,20.794792,20.663122,20.649007,0.000000,0.000208,0.000000,0.000000,0.051375,0.015625,1.258124,656,8102412,42186,0,302,0,302,0,0,0,0,0,0,21702,14400,3510,3792,0
2815,2814,5727,1,25074955620,-99.516902,-0.034500,0.000084,-0.034416,0.034416,0.033542,620,0,-6516.096569,-6515.959375,20.833583,20.714002,20.700367,0.000000,0.000208,0.000000,0.000000,0.033459,0.030583,1.256916,651,8090307,42227,0,302,0,302,0,0,0,0,0,0,23489,14400,4680,4409,0
2816,2815,5729,1,25083063720,-99.389028,-0.035916,0.000083,-0.035833,0.035833,0.032334,618,0,-6536.976444,-6536.839250,20.879875,20.748007,20.731906,0.000000,0.000166,0.000000,0.000000,0.032167,0.013750,1.281291,642,8099278,42083,0,302,0,302,0,0,0,0,0,0,20736,14400,3510,2826,0
2817,2816,5731,1,25091171820,-99.321569,-0.045083,0.000083,-0.045000,0.045000,0.033750,617,0,-6557.718361,-6557.581167,20.741917,20.628291,20.601056,0.000000,0.000249,0.000000,0.000000,0.033583,0.010584,1.243625,642,8102724,42305,0,302,0,302,0,0,0,0,0,0,21657,14400,3510,3747,0
2818,2817,5733,1,25099279920,-99.388860,-0.056875,0.000084,-0.056791,0.056791,0.037959,620,0,-6578.507569,-6578.370375,20.789208,20.705528,20.676319,0.000000,0.000166,0.000000,0.000000,0.037834,0.008833,1.266541,651,8117917,42268,0,302,0,302,0,0,0,0,0,0,22538,14400,4680,3458,0
2819,2818,5735,1,25107388020,-99.343945,-0.044250,0.000084,-0.044166,0.044166,0.035292,617,0,-6599.113069,-6598.975875,20.605500,20.450796,20.435401,0.000000,0.000209,0.000000,0.000000,0.035167,0.020750,1.263458,642,8087228,42235,0,302,0,302,0,0,0,0,0,0,21674,14400,3510,3764,0
2820,2819,5737,1,25115496120,-99.240735,-0.035291,0.000000,-0.035291,0.035291,0.044584,621,0,-6619.598319,-6619.461125,20.485250,20.412133,20.396576,0.000000,0.000166,0.000000,0.000000,0.044375,0.020709,1.259833,645,8110067,42218,0,302,0,302,0,0,0,0,0,0,22156,14400,3510,4246,0
2821,2820,5739,1,25123604220,-99.638860,-0.048333,0.000042,-0.048291,0.048291,0.037584,616,0,-6640.552819,-6640.415625,20.954500,20.799252,20.740571,0.000000,0.000168,0.000000,0.000000,0.037334,0.010375,0.985542,648,8094819,42203,0,302,0,302,0,0,0,0,0,0,22000,14400,4680,2920,0
2822,2821,5741,1,25131712320,-99.436612,-0.045042,0.000000,-0.045042,0.045042,0.034708,618,0,-6661.272153,-6661.134959,20.719334,20.604779,20.596621,0.000000,0.000165,0.000000,0.000000,0.034541,0.011750,0.610542,643,8102539,42198,0,302,0,302,0,0,0,0,0,0,21598,14400,3510,3688,0
2823,2822,5743,1,25139820420,-99.563694,-0.045708,0.000042,-0.045666,0.045666,0.029875,619,0,-6682.078819,-6681.941625,20.806666,20.702173,20.699834,0.000000,0.000209,0.000000,0.000000,0.029709,0.025625,1.118709,649,8118056,42212,0,302,0,302,0,0,0,0,0,0,22507,14400,4680,3427,0
2824,2823,5745,1,25147928520,-99.711610,-0.045625,0.000209,-0.045416,0.045416,0.039709,617,0,-6703.127694,-6702.990500,21.048875,20.919652,20.915972,0.000000,0.000166,0.000000,0.000000,0.039500,0.022792,1.019792,644,8086997,42157,0,302,0,302,0,0,0,0,0,0,21619,14400,3510,3709,0
2825,2824,5747,1,25156036620,-99.511862,-0.060209,0.000209,-0.060000,0.060000,0.045958,621,0,-6724.008028,-6723.870834,20.880334,20.789595,20.746286,0.000000,0.000209,0.000000,0.000000,0.045791,0.014709,0.951125,646,8118243,42357,0,302,0,302,0,0,0,0,0,0,21597,14400,3510,3687,0
