segment,frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
foreground_1,16152,16.690000,16.590928,8.225306,0.000000,8.752125,8.658653,0.093388,0.045000,0.047083,0.816708,631,8107356,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16153,17.064333,17.005209,8.538033,0.000000,8.665709,8.665444,0.000181,0.079500,0.013625,0.352416,641,8122490,65546,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16154,16.285125,16.119977,8.472084,0.000000,8.142582,8.042694,0.099805,0.043083,0.016542,0.645417,629,8091831,68446,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16155,16.645958,16.538156,8.205643,0.000000,8.885543,8.752112,0.133347,0.030250,0.007584,0.298084,632,8107351,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16156,16.486042,16.376386,8.017680,0.000000,8.743333,8.742944,0.000306,0.032292,0.008875,0.937000,639,8107027,64940,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16157,16.935625,16.833285,8.485669,0.000000,8.719958,8.719527,0.000348,0.040667,0.014208,0.286709,629,8107294,69051,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16158,16.683208,16.572997,8.406707,0.000000,8.835917,8.734861,0.101014,0.047834,0.010375,0.745834,629,8107364,67053,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16159,16.565917,16.454210,8.296333,0.000000,8.652792,8.652486,0.000223,0.036583,0.016459,0.411000,638,8107078,64845,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16160,16.880750,16.762676,8.485694,0.000000,8.717417,8.615528,0.101805,0.039875,0.024000,0.925042,630,8107272,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16161,16.415708,16.309420,8.201581,0.000000,8.638959,8.638778,0.000097,0.032250,0.007709,0.953167,631,8107258,66956,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16162,16.730334,16.628170,7.980546,0.000000,9.030917,8.899361,0.131473,0.028500,0.006333,0.445083,636,8107163,64950,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16163,16.833000,16.725661,9.073381,0.000000,8.705833,8.697944,0.007764,0.045291,0.019542,0.733958,630,8107277,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16164,16.663041,16.554919,8.348957,0.000000,8.687251,8.682320,0.004806,0.033542,0.014000,0.288500,631,8107245,66956,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16165,16.565292,16.458874,7.929463,0.000000,8.904459,8.773861,0.130473,0.030708,0.015084,1.092209,639,8107136,64950,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16166,16.795833,16.690447,8.335778,0.000000,8.714042,8.608445,0.105514,0.032125,0.044042,0.289709,632,8107268,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16167,16.726042,16.625122,8.892795,0.000000,8.660542,8.660278,0.000222,0.041708,0.010709,0.598292,629,8107297,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16168,16.464750,16.355135,8.995300,0.000000,8.613583,8.597111,0.016389,0.040250,0.020500,1.077625,639,8107073,65029,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16169,16.924583,16.826973,8.793157,0.000000,8.833667,8.737195,0.096389,0.039625,0.035667,0.528166,630,8107280,68957,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16170,16.504459,16.388697,8.376800,0.000000,8.653541,8.646278,0.007180,0.036666,0.010500,0.920792,632,8107289,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16171,16.816541,16.715551,8.056658,0.000000,9.002042,8.871444,0.130473,0.035584,0.013500,0.611167,639,8107103,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16172,16.663250,16.544043,8.324266,0.000000,8.631709,8.528861,0.102764,0.036667,0.010042,0.736625,631,8107869,69065,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16173,16.624500,16.499635,8.060547,0.000000,8.878916,8.751486,0.127347,0.033209,0.007166,0.290000,630,8106732,66944,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16174,16.737417,16.631550,8.073428,0.000000,8.986832,8.832902,0.153847,0.034083,0.012459,0.753000,639,8107089,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16175,16.627625,16.519235,8.407224,0.000000,8.498167,8.406028,0.092056,0.038042,0.040625,1.081959,631,8107292,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16176,16.654333,16.549451,8.107028,0.000000,8.896001,8.764903,0.131014,0.030167,0.007667,0.608875,630,8107296,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16177,16.697042,16.609523,7.876558,0.000000,9.081041,8.926777,0.154181,0.039500,0.008708,0.920500,639,8111999,65156,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16178,16.636917,16.511400,8.522876,0.000000,8.663875,8.663528,0.000264,0.033083,0.009208,0.293084,629,8102336,68924,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16179,16.702500,16.595607,7.960005,0.000000,9.042042,8.906903,0.135055,0.038625,0.008500,1.078084,630,8107298,66866,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16180,16.731333,16.621415,8.062396,0.000000,8.969418,8.839236,0.130098,0.034292,0.011083,0.617333,642,8107081,64941,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16181,16.665125,16.561899,8.245017,0.000000,8.767125,8.660986,0.106056,0.036333,0.009667,0.747000,631,8107269,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16182,16.831417,16.727994,8.216183,0.000000,8.910750,8.771903,0.138763,0.035833,0.024958,0.288167,629,8107270,66956,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16183,16.661708,16.556334,8.216212,0.000000,8.746959,8.616361,0.130514,0.038500,0.014750,0.835208,638,8107102,65338,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16184,16.529917,16.420472,8.217297,0.000000,8.619375,8.513277,0.106014,0.034541,0.008667,1.117251,629,8107328,68660,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16185,16.685666,16.583099,8.036910,0.000000,8.950249,8.821736,0.128388,0.034084,0.006458,0.634875,629,8107257,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16186,16.799625,16.693384,8.171641,0.000000,8.932874,8.807860,0.124931,0.037667,0.008500,1.130500,639,8107080,67022,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16187,16.715667,16.615199,9.170937,0.000000,8.740999,8.733527,0.007389,0.042667,0.011291,0.301083,629,8107406,66977,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16188,16.654125,16.542623,8.349455,0.000000,8.656167,8.526528,0.129597,0.039417,0.011416,0.757999,631,8107175,66960,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16189,16.670208,16.560071,8.316120,0.000000,8.707916,8.604111,0.103722,0.032792,0.008083,0.301375,641,8107109,66992,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16190,16.758584,16.661775,8.195650,0.000000,8.833625,8.720111,0.113431,0.038916,0.011334,0.958959,632,8107314,66995,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16191,16.529708,16.413715,8.099038,0.000000,8.809167,8.673528,0.135597,0.031333,0.006792,1.154501,629,8107428,66731,0,2,0,2,0,0,0,0,0,0,6493,0,4085,2408,0
foreground_1,16192,16.823708,16.726170,8.309999,0.000000,8.827292,8.724152,0.103056,0.033834,0.040583,0.476000,637,8106937,67270,0,2,0,2,0,0,0,0,0,0,6121,0,4105,2016,0
foreground_1,16193,16.815667,16.702408,8.345717,0.000000,8.747583,8.640278,0.107097,0.056958,0.010542,0.960917,632,8107267,66957,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16194,16.715375,16.653089,8.499423,0.000000,8.622083,8.463778,0.158222,0.057667,0.044125,0.466500,638,8122567,65546,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16195,16.498792,16.349262,8.859580,0.000000,8.365875,8.263319,0.102431,0.039166,0.019667,0.764126,630,8091814,68446,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16196,16.551416,16.443631,8.892460,0.000000,8.576624,8.576236,0.000305,0.036792,0.009417,0.294791,633,8107300,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16197,16.722917,16.617159,8.135134,0.000000,8.890584,8.762445,0.128056,0.038083,0.013709,0.777875,635,8107098,64949,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16198,16.731958,16.618067,8.298037,0.000000,8.749000,8.644861,0.104056,0.039167,0.011000,0.376292,632,8107319,69134,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16199,16.628625,16.516399,9.091358,0.000000,8.694875,8.682195,0.012597,0.044459,0.009250,0.903833,631,8107297,66866,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16200,16.733125,16.686763,8.170967,0.000000,8.919291,8.789653,0.129555,0.080875,0.011209,1.072666,638,8122503,65549,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16201,16.724792,16.578514,8.349392,0.000000,8.658333,8.548194,0.110056,0.036042,0.007750,0.608125,630,8091903,68445,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16202,16.628917,16.502487,8.723749,0.000000,8.623584,8.623070,0.000472,0.045916,0.032084,0.612041,631,8107242,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16203,16.674000,16.572955,8.247341,0.000000,8.744125,8.614945,0.129097,0.045500,0.009500,0.444666,636,8107172,64951,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16204,16.632666,16.525777,8.222962,0.000000,8.726042,8.622111,0.103848,0.043542,0.010667,0.928791,632,8107216,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16205,16.798750,16.690171,8.150534,0.000000,8.917458,8.801861,0.115514,0.040459,0.020125,0.300125,631,8107273,66957,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16206,16.671125,16.589824,8.277679,0.000000,8.755292,8.626070,0.129097,0.038584,0.017166,0.949499,638,8113513,65205,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16207,16.680042,16.550535,8.402542,0.000000,8.576416,8.460902,0.115431,0.039917,0.019750,1.106625,628,8100875,68789,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16208,16.543542,16.427506,9.025024,0.000000,8.606960,8.603945,0.002806,0.033916,0.017417,0.290125,630,8107356,67040,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16209,16.691458,16.589614,8.900659,0.000000,8.865084,8.864070,0.000930,0.033583,0.011292,0.941792,638,8107079,64869,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16210,16.785542,16.679078,8.265078,0.000000,8.801293,8.698569,0.102640,0.034916,0.008792,0.623500,631,8107246,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16211,16.576166,16.467907,8.952503,0.000000,8.728874,8.728486,0.000305,0.037500,0.017875,0.763500,630,8107386,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16212,16.775334,16.674974,8.050071,0.000000,8.960916,8.812403,0.148430,0.043000,0.016208,0.291708,638,8106983,64938,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16213,16.622625,16.507904,8.291241,0.000000,8.644916,8.541069,0.103764,0.031958,0.010250,0.921000,631,8107406,69056,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16214,16.645833,16.547668,7.934567,0.000000,9.002417,8.895945,0.106389,0.030333,0.007000,0.580792,631,8107218,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16215,16.713500,16.609453,8.066122,0.000000,8.958376,8.827070,0.131222,0.039042,0.036500,1.223459,638,8107183,64944,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16216,16.672708,16.564866,8.195089,0.000000,8.766625,8.641486,0.125056,0.032375,0.008750,1.086751,629,8107234,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16217,16.565917,16.457667,8.046032,0.000000,8.880125,8.879736,0.000306,0.033708,0.014709,0.316125,629,8107249,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16218,16.821625,16.717328,7.967994,0.000000,9.093543,8.969278,0.124181,0.034458,0.014750,1.056792,639,8107063,65039,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16219,16.774958,16.663949,8.197204,0.000000,8.853541,8.752819,0.100597,0.042375,0.018292,0.291333,629,8107301,68946,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16220,16.558667,16.458105,8.081454,0.000000,8.809208,8.704319,0.104806,0.039667,0.010166,0.763292,631,8107294,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16221,16.767625,16.659955,7.938737,0.000000,9.068542,8.912611,0.155847,0.035542,0.029125,0.296542,639,8107079,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16222,16.691375,16.587961,8.264415,0.000000,8.757542,8.654861,0.102556,0.041208,0.010250,0.838042,630,8107307,69046,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16223,16.618042,16.507505,8.760839,0.000000,8.769459,8.740736,0.028639,0.035166,0.008667,0.914875,631,8107287,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16224,16.772791,16.668345,8.117704,0.000000,8.938917,8.806737,0.132055,0.039500,0.009834,0.639750,637,8107091,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16225,16.586334,16.479507,8.215236,0.000000,8.703833,8.601985,0.101764,0.032291,0.007542,0.949083,629,8107307,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16226,16.661500,16.549646,7.912523,0.000000,9.019708,8.888611,0.131014,0.027333,0.007292,0.294084,630,8107380,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16227,16.769083,16.661727,7.932006,0.000000,9.107792,8.952236,0.155472,0.039208,0.009209,1.112208,638,8107030,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16228,16.694375,16.592251,8.342661,0.000000,8.676208,8.573736,0.102431,0.037250,0.009625,0.293875,631,8107310,69120,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16229,16.513708,16.405012,9.314882,0.000000,8.817624,8.812527,0.005014,0.031209,0.008333,0.791541,629,8107294,66885,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16230,16.775542,16.688375,7.983879,0.000000,9.088375,8.954986,0.133306,0.038208,0.013584,1.245917,639,8110350,65069,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16231,16.712250,16.581661,8.234794,0.000000,8.790167,8.686486,0.103598,0.034208,0.019125,0.610333,630,8103983,68922,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16232,16.771417,16.659696,8.152448,0.000000,8.919208,8.788527,0.130639,0.035916,0.036542,1.072833,631,8107276,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16233,16.476625,16.369531,8.627743,0.000000,8.691874,8.691069,0.000680,0.035083,0.011000,0.468042,640,8107053,64948,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16234,16.805208,16.698496,8.199456,0.000000,8.906542,8.790736,0.115723,0.035792,0.017125,0.941791,630,8107280,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16235,16.852958,16.752529,8.456208,0.000000,8.694333,8.615569,0.078722,0.031959,0.011291,0.289666,651,8107020,67606,0,2,0,2,0,0,0,0,0,0,7441,0,3510,3931,0
foreground_1,16236,16.791500,16.678755,8.427298,0.000000,8.704375,8.580320,0.123972,0.065209,0.012541,0.768292,638,8107001,65336,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16237,16.482500,16.377156,8.442827,0.000000,8.396084,8.295486,0.100514,0.039792,0.010417,0.342375,630,8107382,68656,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16238,16.745750,16.639006,8.185824,0.000000,8.858541,8.730403,0.128055,0.037209,0.020083,0.927875,631,8107230,67046,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16239,16.715959,16.606013,8.381195,0.000000,8.726251,8.590278,0.135889,0.036791,0.020500,1.248958,638,8107061,66927,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16240,16.420791,16.308705,8.020957,0.000000,8.723626,8.620694,0.102848,0.029375,0.007375,0.643042,630,8107302,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16241,16.734000,16.627922,7.937920,0.000000,9.088460,8.959445,0.128931,0.031584,0.011541,0.978791,632,8107285,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16242,16.636834,16.532257,8.029484,0.000000,8.888625,8.780236,0.108305,0.036291,0.008834,0.296500,638,8107112,67028,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16243,16.911708,16.805964,8.180884,0.000000,9.013791,8.896652,0.117056,0.043792,0.021958,1.278750,633,8107298,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16244,16.491625,16.378520,8.096352,0.000000,8.740041,8.609653,0.130347,0.031833,0.008125,0.291584,631,8107264,66657,0,2,0,2,0,0,0,0,0,0,6598,0,4190,2408,0
foreground_1,16245,16.687708,16.584715,8.138734,0.000000,8.791125,8.689319,0.101722,0.034584,0.008583,0.902584,638,8107111,67333,0,2,0,2,0,0,0,0,0,0,6016,0,4000,2016,0
foreground_1,16246,16.818125,16.712785,8.237968,0.000000,8.847125,8.741611,0.105431,0.038959,0.012958,1.080084,631,8107277,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16247,16.615250,16.470414,8.146285,0.000000,8.759459,8.625986,0.133389,0.037459,0.008833,0.508333,638,8107289,65014,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16248,16.627084,16.555595,8.203583,0.000000,8.745124,8.636819,0.108222,0.032833,0.009292,1.247751,630,8107120,69059,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16249,16.708458,16.604123,8.133663,0.000000,8.841084,8.726194,0.114848,0.035917,0.014833,0.616083,633,8107278,66879,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16250,16.778375,16.668827,8.114243,0.000000,8.970707,8.835486,0.135180,0.033250,0.009042,0.762583,638,8107097,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16251,16.604875,16.489865,8.310641,0.000000,8.618125,8.517111,0.100972,0.030125,0.006667,0.287458,630,8107281,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16252,16.722000,16.617601,8.043743,0.000000,8.979541,8.873736,0.105722,0.033500,0.008833,0.930583,632,8107304,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16253,16.974000,16.873269,8.310500,0.000000,8.987459,8.816028,0.171306,0.052167,0.014375,1.181083,640,8107087,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16254,16.527500,16.412903,8.580664,0.000000,8.340666,8.231070,0.109430,0.056667,0.011791,0.619292,630,8107597,69056,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16255,16.669458,16.547920,8.300878,0.000000,8.629250,8.522360,0.106806,0.047875,0.011834,1.071959,629,8106990,66953,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16256,16.615459,16.518691,8.223257,0.000000,8.692918,8.541445,0.151389,0.038416,0.009292,0.303792,639,8107126,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16257,16.603000,16.489941,8.306463,0.000000,8.611209,8.511237,0.099888,0.034916,0.033500,1.285292,629,8107262,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16258,16.557500,16.446487,8.648190,0.000000,8.689376,8.681486,0.007806,0.035958,0.009458,0.607125,632,8107288,67047,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16259,16.856958,16.755355,8.051571,0.000000,9.083041,8.948778,0.134180,0.033167,0.010125,0.769168,639,8107082,64848,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16260,16.625000,16.508242,8.353331,0.000000,8.591834,8.488903,0.102889,0.035125,0.007958,0.288625,629,8107278,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16261,16.760958,16.651595,8.116984,0.000000,8.900542,8.782319,0.118181,0.038750,0.008834,0.983667,631,8107308,66967,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,16262,16.705834,16.596988,8.193254,0.000000,8.817166,8.681694,0.135347,0.060291,0.021167,0.902958,638,8107087,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,16263,16.575041,16.472491,9.042529,0.000000,8.494874,8.493111,0.001680,0.034167,0.013875,0.626792,629,8107285,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
