segment,frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
foreground_1,18126,16.734625,16.654119,8.317894,0.000000,8.793541,8.649986,0.143389,0.055000,0.012542,0.753750,640,8114349,65317,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18127,16.850792,16.762511,9.603255,0.000000,8.107958,8.067778,0.040014,0.104417,0.026666,0.898542,630,8115510,69278,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18128,16.445625,16.282908,9.309915,0.000000,8.036499,8.035777,0.000597,0.060542,0.021458,0.291667,627,8091873,66359,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18129,16.505500,16.401258,8.924963,0.000000,8.556125,8.555862,0.000180,0.045083,0.010042,1.164041,639,8107026,64938,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18130,16.829917,16.718667,8.400805,0.000000,8.743333,8.617235,0.125973,0.035833,0.006625,0.292000,629,8107293,69054,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18131,16.545833,16.434734,8.816369,0.000000,8.672625,8.668653,0.003889,0.037333,0.009417,1.082833,630,8107308,66964,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18132,16.863875,16.758045,8.230922,0.000000,8.929708,8.799111,0.130514,0.037625,0.009083,0.288125,639,8107181,64944,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18133,16.468125,16.359108,8.954407,0.000000,8.476374,8.475860,0.000431,0.038167,0.009958,0.767333,628,8107220,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18134,16.764250,16.658294,8.046759,0.000000,8.978667,8.847070,0.131555,0.043917,0.027625,0.920625,629,8107269,66958,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18135,16.626542,16.522786,7.873326,0.000000,8.978791,8.850319,0.128431,0.039041,0.040709,0.531791,641,8107102,64948,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18136,16.765958,16.657652,8.276913,0.000000,8.751958,8.650861,0.101014,0.036167,0.034875,0.903084,630,8107252,69133,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18137,16.727625,16.618184,7.996473,0.000000,9.007666,8.871736,0.135847,0.041208,0.022500,0.452500,633,8107279,66860,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18138,16.505958,16.404396,8.638064,0.000000,8.706709,8.706362,0.000264,0.036709,0.010625,0.816417,641,8107054,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18139,16.921750,16.812531,8.696666,0.000000,8.656124,8.551652,0.104389,0.052042,0.018625,0.288792,630,8107321,69047,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18140,16.763875,16.652935,8.305871,0.000000,8.766541,8.635486,0.130972,0.035084,0.009500,0.746001,631,8107349,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18141,16.480834,16.370857,9.014463,0.000000,8.584667,8.571528,0.013056,0.033458,0.010083,0.291042,637,8107043,65889,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18142,16.783875,16.680593,8.275671,0.000000,8.785916,8.660777,0.125056,0.047083,0.026917,0.784542,628,8107364,68103,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18143,16.623958,16.506994,8.178949,0.000000,8.732791,8.606986,0.125722,0.040208,0.015375,1.081792,632,8107197,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18144,16.694083,16.588939,8.271750,0.000000,8.761666,8.648570,0.113055,0.034875,0.019459,0.448000,638,8107081,67029,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18145,16.650167,16.559567,8.502180,0.000000,8.655041,8.654444,0.000472,0.049375,0.009417,0.806750,630,8111825,67136,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18146,16.837375,16.714143,8.270301,0.000000,8.879583,8.749361,0.130097,0.037833,0.010250,0.288125,631,8102755,66859,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18147,16.649708,16.543631,8.404556,0.000000,8.564832,8.435819,0.128930,0.041625,0.041834,1.105417,640,8107150,66959,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18148,16.582875,16.471190,8.515147,0.000000,8.723917,8.621860,0.101973,0.039834,0.008541,0.296042,632,8107249,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18149,16.768959,16.674955,8.165239,0.000000,8.920542,8.789111,0.131348,0.035833,0.007958,0.771167,636,8107179,66228,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
foreground_1,18150,16.624083,16.523891,8.308506,0.000000,8.635334,8.532445,0.102764,0.039458,0.011042,1.270626,634,8111631,67939,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
foreground_1,18151,16.606083,16.484456,8.660415,0.000000,8.742083,8.738860,0.003139,0.049750,0.021709,0.655334,630,8102869,66796,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18152,16.665959,16.551420,8.055867,0.000000,8.933791,8.807361,0.126347,0.032541,0.007209,1.301167,639,8107116,64929,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18153,16.671125,16.582506,8.335328,0.000000,8.685583,8.582653,0.102847,0.036041,0.023917,0.611042,638,8104275,68835,0,2,0,2,0,0,0,0,0,0,6431,0,3510,2921,0
foreground_1,18154,16.717583,16.607911,8.662013,0.000000,8.628875,8.628361,0.000431,0.039375,0.008458,0.855291,644,8109983,67838,0,2,0,2,0,0,0,0,0,0,6416,0,3510,2906,0
foreground_1,18155,16.621292,16.506791,8.007459,0.000000,8.944457,8.811569,0.132805,0.031416,0.007292,0.289333,637,8107156,64944,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18156,16.786166,16.684681,8.263707,0.000000,8.822167,8.716070,0.105972,0.039417,0.008458,1.269167,631,8107164,69137,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18157,16.727959,16.620983,8.145223,0.000000,8.825001,8.718527,0.106390,0.036250,0.036041,0.486250,630,8107292,66861,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18158,16.737666,16.627158,8.234761,0.000000,8.838167,8.706111,0.131973,0.035417,0.035625,0.934624,638,8107102,64949,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18159,16.555500,16.447665,8.333614,0.000000,8.562000,8.450028,0.111847,0.036792,0.012625,0.904667,633,8107281,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18160,16.788125,16.684666,8.196857,0.000000,8.886209,8.784486,0.101640,0.037209,0.015625,0.556750,630,8107399,66967,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18161,16.618125,16.515256,8.205574,0.000000,8.805166,8.656819,0.148264,0.041709,0.016333,0.761000,640,8107026,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18162,16.644417,16.531378,8.423795,0.000000,8.584333,8.476736,0.107514,0.035083,0.016167,0.645709,631,8107268,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18163,16.742042,16.634755,8.117504,0.000000,8.916874,8.787527,0.129222,0.037458,0.017583,0.933375,630,8107371,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18164,17.421166,17.361381,8.913411,0.000000,8.767958,8.645236,0.122514,0.101250,0.013542,0.596500,638,8107020,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18165,16.752500,16.502475,10.837001,0.000000,6.018834,6.018112,0.000347,0.086042,0.028417,0.291417,630,8091826,68415,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18166,16.027667,16.020433,9.980881,0.000000,6.596917,6.551736,0.045015,0.084167,0.028125,0.951250,631,8138212,68274,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18167,16.627750,16.471183,8.800912,0.000000,8.504626,8.385445,0.119056,0.065333,0.018792,0.607625,640,8091607,64258,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18168,16.623458,16.520045,8.678381,0.000000,8.314584,8.211236,0.103264,0.042084,0.049333,1.079125,631,8107382,69052,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18169,16.776459,16.662823,8.399822,0.000000,8.683916,8.581610,0.102223,0.053583,0.028417,0.302167,631,8107224,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18170,16.484458,16.370740,8.244945,0.000000,8.629792,8.492528,0.137180,0.044042,0.038416,0.767500,639,8107158,64951,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18171,16.997083,16.885886,8.670333,0.000000,8.641042,8.539195,0.101597,0.064709,0.018541,0.300708,630,8107244,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18172,16.511917,16.404497,8.351446,0.000000,8.534792,8.434236,0.100431,0.046250,0.012167,0.745375,630,8107261,66957,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18173,16.666958,16.563883,8.285884,0.000000,8.677958,8.559194,0.118639,0.047417,0.012250,1.159666,640,8107139,64949,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18174,16.568084,16.466701,8.715288,0.000000,8.514082,8.510319,0.003680,0.039625,0.048083,0.523166,630,8108457,69082,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18175,16.651875,16.541445,8.153919,0.000000,8.825375,8.720028,0.105264,0.040000,0.043750,1.087208,628,8106087,66926,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18176,16.705416,16.602207,8.145461,0.000000,8.888708,8.748528,0.140139,0.035334,0.013250,0.446709,637,8107088,65039,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18177,16.905834,16.801515,8.542287,0.000000,8.661334,8.561028,0.100222,0.040000,0.010125,0.940500,630,8107317,68945,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18178,16.561166,16.449816,8.277438,0.000000,8.629292,8.520986,0.108222,0.038584,0.014125,0.290458,630,8107356,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18179,16.525334,16.441245,8.700408,0.000000,8.640000,8.639653,0.000222,0.044375,0.034958,0.769083,638,8112753,65174,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18180,16.806166,16.678326,9.221937,0.000000,8.702000,8.696444,0.005472,0.049209,0.009500,0.291750,631,8101653,68820,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18181,16.720542,16.612462,8.226504,0.000000,8.795041,8.668027,0.126931,0.048875,0.036042,0.755957,630,8107200,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18182,16.676208,16.565947,8.300376,0.000000,8.733542,8.610194,0.123223,0.040959,0.009958,0.913708,641,8107061,64942,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18183,16.621417,16.511527,8.386499,0.000000,8.570209,8.443903,0.126222,0.039625,0.013792,0.610167,629,8107386,69052,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18184,16.654625,16.543531,8.046312,0.000000,8.854250,8.703444,0.150723,0.035333,0.008542,1.023875,629,8107228,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18185,16.712458,16.608555,8.320205,0.000000,8.883793,8.757861,0.125848,0.048125,0.007959,0.291333,640,8107145,64951,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18186,16.651959,16.551628,8.271263,0.000000,8.728334,8.626528,0.101722,0.047708,0.008917,1.274875,632,8107256,69048,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18187,16.720041,16.609728,8.295258,0.000000,8.848832,8.843277,0.005472,0.037125,0.008375,0.615417,629,8107268,66917,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18188,16.623917,16.520653,8.670215,0.000000,8.637125,8.636778,0.000222,0.051583,0.023334,0.923251,639,8107057,64988,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18189,16.809250,16.703195,8.466284,0.000000,8.674708,8.546820,0.127805,0.037792,0.008541,1.268707,631,8107282,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18190,16.745458,16.627282,8.269491,0.000000,8.792626,8.662152,0.130390,0.038625,0.036209,0.569459,629,8107294,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18191,16.564459,16.457594,8.182809,0.000000,8.766374,8.634694,0.131639,0.039166,0.009792,0.912374,641,8107045,64942,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18192,16.732500,16.630947,8.384888,0.000000,8.674334,8.573903,0.100347,0.037458,0.009042,0.612958,631,8107407,69052,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18193,16.599833,16.481306,8.831996,0.000000,8.676708,8.676277,0.000306,0.038917,0.009166,0.713667,631,8107221,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18194,16.885750,16.781768,8.422136,0.000000,8.789709,8.660778,0.128806,0.037167,0.008000,0.610750,636,8107045,65887,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18195,16.494042,16.383761,8.343169,0.000000,8.489084,8.391070,0.097930,0.040458,0.016208,0.768999,631,8107387,68105,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18196,16.984125,16.875179,8.494838,0.000000,8.769084,8.655194,0.113765,0.048708,0.019333,0.453625,628,8107255,67050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18197,16.445625,16.335818,8.647544,0.000000,8.228000,8.124694,0.103222,0.044166,0.011042,1.283459,640,8107144,66933,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18198,16.529416,16.421442,8.974450,0.000000,8.520625,8.520278,0.000264,0.032500,0.044584,1.064874,629,8107267,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18199,16.706709,16.598732,8.067220,0.000000,8.923293,8.792861,0.130348,0.038750,0.036500,0.457292,628,8107239,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18200,16.698583,16.586671,8.101994,0.000000,8.891209,8.791403,0.099722,0.033542,0.008541,0.919292,639,8107062,67036,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18201,16.613792,16.515233,7.856859,0.000000,8.995625,8.892487,0.103055,0.036958,0.008000,0.297542,632,8107386,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18202,16.724875,16.626277,7.901647,0.000000,9.069042,8.936069,0.132848,0.036666,0.013959,0.775625,637,8107281,66161,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
foreground_1,18203,16.682083,16.579059,8.192245,0.000000,8.780166,8.670777,0.109306,0.028875,0.010875,0.298625,632,8109593,67925,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
foreground_1,18204,16.771167,16.655657,8.021281,0.000000,8.990584,8.884278,0.106222,0.033708,0.007125,0.793167,630,8104736,66863,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18205,16.630833,16.532429,8.559456,0.000000,8.815708,8.807444,0.008223,0.041667,0.012208,0.941208,637,8107114,64938,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18206,16.719750,16.604213,8.367026,0.000000,8.609709,8.488570,0.121056,0.044833,0.015042,0.652959,632,8107272,69138,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18207,16.550792,16.428117,7.969436,0.000000,8.866291,8.764986,0.101222,0.035208,0.009000,1.111166,631,8107267,66879,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18208,16.961125,16.855911,8.074512,0.000000,9.162999,9.008569,0.154347,0.029666,0.008750,0.473708,637,8107083,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18209,16.481333,16.368874,8.205370,0.000000,8.603458,8.477486,0.125889,0.031333,0.008000,0.986833,630,8107288,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18210,16.770125,16.661612,8.440427,0.000000,8.885042,8.789278,0.095681,0.035500,0.015125,0.289875,633,8107304,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18211,16.635000,16.525273,8.031987,0.000000,8.874499,8.746860,0.127556,0.033792,0.008791,0.955584,637,8107102,64948,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18212,16.661750,16.559576,8.425010,0.000000,8.697209,8.687903,0.006556,0.044750,0.011083,0.548083,631,8107277,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18213,16.645792,16.535571,7.981838,0.000000,8.924500,8.820986,0.103430,0.032916,0.017917,1.266000,631,8107297,66963,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18214,16.508833,16.398159,8.732205,0.000000,8.806167,8.805777,0.000306,0.025625,0.011833,0.920375,639,8107077,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18215,16.823875,16.720264,8.074242,0.000000,9.016500,8.910028,0.106389,0.027500,0.006708,0.620625,629,8107298,69046,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18216,16.801792,16.698603,8.237328,0.000000,8.979250,8.978862,0.000305,0.031000,0.013583,0.850916,630,8107329,67053,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18217,16.601166,16.492008,8.057402,0.000000,8.861834,8.728361,0.133389,0.027375,0.006542,0.291458,639,8107053,64843,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18218,16.819125,16.718572,8.238064,0.000000,8.878167,8.776278,0.101806,0.036125,0.008792,1.283917,628,8107411,69054,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18219,16.536959,16.423471,8.024601,0.000000,8.794625,8.690486,0.104097,0.027916,0.008459,0.306375,631,8107236,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18220,16.685958,16.580553,7.974639,0.000000,8.972084,8.821069,0.150931,0.034542,0.015375,0.963042,638,8107031,64940,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18221,16.640708,16.530452,8.066958,0.000000,8.862333,8.754528,0.107722,0.024959,0.008291,1.080251,630,8107290,69053,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18222,16.870834,16.772120,8.040108,0.000000,9.088792,8.989361,0.099347,0.037833,0.009542,0.305542,631,8107367,66963,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18223,16.391916,16.275380,8.860537,0.000000,8.687210,8.686861,0.000265,0.036209,0.039666,0.929958,638,8107055,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18224,16.875459,16.768994,8.220576,0.000000,8.944250,8.811402,0.132764,0.031958,0.007458,0.656709,631,8107257,69044,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18225,16.746416,16.645326,8.021000,0.000000,8.991208,8.885361,0.105722,0.032709,0.013208,0.960875,632,8107411,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18226,16.589917,16.483712,7.996961,0.000000,8.873709,8.719819,0.153806,0.033000,0.024458,0.302083,637,8106966,65027,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18227,16.597583,16.491282,9.045707,0.000000,8.655832,8.649527,0.006264,0.032417,0.015333,0.970001,631,8107299,68958,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18228,16.722459,16.616177,8.059538,0.000000,8.875751,8.798903,0.076764,0.027250,0.008750,1.288499,628,8107398,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18229,16.865041,16.759323,8.103793,0.000000,9.023834,8.899694,0.124056,0.035750,0.008542,0.608167,637,8106991,64939,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18230,16.524750,16.411738,8.201906,0.000000,8.642042,8.539195,0.102764,0.030834,0.010333,1.085125,631,8107393,69055,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18231,17.089125,16.981138,8.350635,0.000000,9.014542,8.897778,0.116514,0.050375,0.011500,0.298458,631,8107218,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18232,16.512542,16.408196,8.295075,0.000000,8.579207,8.418235,0.160889,0.038625,0.010083,0.751834,639,8107182,64944,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18233,16.540292,16.432409,8.354962,0.000000,8.531543,8.424486,0.106973,0.037250,0.032750,0.288959,629,8107234,69050,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18234,16.549708,16.445172,8.461655,0.000000,8.761625,8.754278,0.007264,0.035583,0.026875,0.760042,630,8107249,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18235,16.851500,16.744286,8.105034,0.000000,8.991417,8.846069,0.145306,0.038375,0.010167,0.406042,638,8107144,64951,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18236,16.715250,16.608845,8.439465,0.000000,8.615876,8.517070,0.098764,0.040375,0.021167,1.036959,632,8107246,69138,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18237,16.733625,16.627963,8.279088,0.000000,8.764250,8.645861,0.118306,0.041875,0.010333,1.267416,629,8107378,66864,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18238,16.531958,16.430282,8.122290,0.000000,8.714041,8.585652,0.128306,0.028542,0.011625,0.609209,637,8107016,64946,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18239,16.883625,16.771936,8.901048,0.000000,8.664250,8.624236,0.036973,0.056792,0.013208,0.947417,631,8107258,69046,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18240,16.801500,16.758622,8.689635,0.000000,8.569751,8.471945,0.097722,0.060542,0.062917,0.592000,632,8122759,67572,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18241,16.440500,16.268819,8.189935,0.000000,8.481042,8.363569,0.117389,0.032625,0.012542,0.981041,637,8091636,64333,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18242,16.826834,16.723612,8.596965,0.000000,8.504958,8.397569,0.107306,0.040291,0.010584,0.498250,631,8107261,69043,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18243,16.464416,16.340058,8.855570,0.000000,8.507625,8.498944,0.008556,0.035959,0.008958,0.764042,629,8107278,66965,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18244,16.656375,16.551558,7.950068,0.000000,9.000501,8.869611,0.130806,0.027750,0.007875,0.780416,641,8107053,64947,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18245,16.866959,16.762832,8.409233,0.000000,8.762333,8.664611,0.097639,0.031958,0.007167,0.461500,632,8107289,69045,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18246,16.600625,16.482919,8.203432,0.000000,8.725333,8.579278,0.146013,0.034125,0.009250,0.932291,654,8107308,67038,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18247,16.622416,16.506955,8.044166,0.000000,8.856541,8.711485,0.144973,0.028334,0.006916,0.634541,638,8107068,65809,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18248,16.753750,16.660040,8.137914,0.000000,8.896542,8.790903,0.105556,0.071000,0.017125,1.257750,632,8107402,68106,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18249,16.617292,16.504696,8.102669,0.000000,8.817458,8.700112,0.117305,0.042250,0.037292,0.291375,632,8107243,66962,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18250,16.746583,16.637413,8.281752,0.000000,8.732874,8.634652,0.098139,0.031000,0.010917,0.947458,638,8107044,67028,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18251,16.573125,16.464347,7.992392,0.000000,8.826876,8.725861,0.100931,0.039834,0.009875,0.820666,633,8107344,66966,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18252,16.906000,16.799709,8.208601,0.000000,8.985626,8.841195,0.144347,0.042084,0.011125,0.656166,630,8107237,66956,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18253,16.443792,16.337346,8.192461,0.000000,8.563458,8.457903,0.105472,0.032667,0.019333,1.258251,638,8107183,67038,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18254,16.649333,16.540402,7.926858,0.000000,8.953083,8.856611,0.096389,0.026167,0.007458,0.617208,632,8107214,66955,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18255,16.746959,16.651043,7.927292,0.000000,9.057458,8.928320,0.129055,0.035041,0.016459,0.924042,638,8107287,66117,0,2,0,2,0,0,0,0,0,0,7004,0,4536,2468,0
foreground_1,18256,16.721583,16.619856,8.870524,0.000000,8.668585,8.668278,0.000265,0.031750,0.007375,0.620167,631,8108044,68013,0,2,0,2,0,0,0,0,0,0,5610,0,3654,1956,0
foreground_1,18257,16.485083,16.362258,8.755840,0.000000,8.813668,8.812903,0.000723,0.030667,0.007417,0.942917,631,8106337,66820,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18258,16.987459,16.919406,8.062947,0.000000,9.207417,9.071612,0.135722,0.071333,0.022167,0.364292,638,8107114,64938,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
foreground_1,18259,17.112500,16.962661,9.201241,0.000000,8.186291,8.128152,0.057972,0.055916,0.017500,0.607166,628,8107268,69051,0,2,0,2,0,0,0,0,0,0,5406,0,3510,1896,0
foreground_1,18260,16.896708,16.837127,9.692820,0.000000,7.458960,7.450570,0.008181,0.115750,0.014625,0.618167,653,8122410,68222,0,2,0,2,0,0,0,0,0,0,7441,0,3510,3931,0
foreground_1,18261,16.285708,16.136582,8.797623,0.000000,7.749792,7.642278,0.107430,0.054500,0.028084,0.315667,638,8097017,64561,0,2,0,2,0,0,0,0,0,0,7208,0,4680,2528,0
