frame,present_frame,present_count,present_reason,emulated_timestamp,intended_offset_ms,output_start_offset_ms,sync_gpu_ms,enqueue_offset_ms,queue_delay_ms,actual_offset_ms,cpu_slices,cpu_throttle_calls,last_throttle_target_offset_ms,last_throttle_end_offset_ms,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other,cache_controls,cache_control_dcbst,cache_control_dcbf,cache_control_dcbi,cache_control_icbi
1618,1617,3333,1,15369559920,-0.806417,-0.054959,0.000042,-0.054917,0.054917,0.022666,600,2,-2.268195,-2.244584,12.914000,12.770585,7.185350,0.000000,6.313166,6.289249,0.023834,0.022500,0.006375,0.292541,619,7952369,32941,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1619,1618,3335,1,15377668020,-4.301500,-0.038833,0.000125,-0.038708,0.038708,0.032375,623,0,-22.446611,-22.423000,20.178416,20.100744,20.111905,0.000000,0.000249,0.000000,0.000000,0.032167,0.013083,0.759874,654,8226424,41843,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
1620,1619,3337,1,15385776120,-0.929875,-0.053667,0.000042,-0.053625,0.053625,0.029500,604,2,-2.391653,-2.295709,13.311709,13.166483,7.255910,0.000000,6.637916,6.541833,0.096041,0.029333,0.007458,0.294291,623,7983426,33024,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1621,1620,3339,1,15393884220,-4.483292,-0.056667,0.000000,-0.056667,0.056667,0.030625,630,0,-22.628403,-22.532459,20.236750,20.162508,20.158422,0.000000,0.000417,0.000000,0.000000,0.030541,0.019125,0.585000,654,8257410,42153,0,272,0,272,0,0,0,0,0,0,20830,14400,3510,2920,0
1622,1621,3341,1,15401992320,-0.782167,-0.035875,0.000000,-0.035875,0.035875,0.022167,611,2,-2.243945,-2.212708,12.982208,12.837457,7.303542,0.000000,6.352126,6.320583,0.031459,0.022042,0.021458,0.583083,638,7952233,33119,0,22,0,22,0,0,0,0,0,0,8232,0,4680,3552,0
1623,1622,3343,1,15410100420,-4.226583,-0.059417,0.000000,-0.059417,0.059417,0.028000,626,0,-22.371695,-22.340458,20.127750,20.043994,20.034999,0.000000,0.000167,0.000000,0.000000,0.027833,0.011042,0.295584,650,8257337,42159,0,282,0,282,0,0,0,0,0,0,21574,14400,3510,3664,0
1624,1623,3345,1,15418208520,-1.059625,-0.039958,0.000041,-0.039917,0.039917,0.024167,600,2,-2.521403,-2.400667,13.516375,13.391890,7.539355,0.000000,6.792125,6.671249,0.120792,0.024000,0.009125,0.583083,620,7952346,32841,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1625,1624,3347,1,15426316620,-4.963084,-0.036959,0.000167,-0.036792,0.036792,0.040833,626,0,-23.108195,-22.987459,20.586792,20.516909,20.509615,0.000000,0.000459,0.000000,0.000000,0.040541,0.025542,0.586084,657,8272718,42116,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
1626,1625,3349,1,15434424720,-0.829333,-0.045542,0.000000,-0.045542,0.045542,0.024167,598,2,-2.291111,-2.183750,12.549583,12.380692,6.783663,0.000000,6.079708,5.972083,0.107542,0.024083,0.008084,0.291000,618,7937075,32744,0,22,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1627,1626,3351,1,15442532820,-4.595167,-0.052542,0.000042,-0.052500,0.052500,0.034541,625,0,-22.740278,-22.632917,20.449167,20.382654,20.304854,0.000000,0.000416,0.000000,0.000000,0.034333,0.016333,0.594791,650,8272880,42031,0,282,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
1628,1627,3353,1,15450640920,-0.979334,-0.052584,0.000042,-0.052542,0.052542,0.024125,600,2,-2.441112,-2.306334,13.067500,12.921341,7.196295,0.000000,6.510541,6.375583,0.134875,0.023958,0.012417,0.292042,627,7936842,32883,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1629,1628,3355,1,15458749020,-4.263708,-0.034292,0.000042,-0.034250,0.034250,0.031833,620,0,-22.408820,-22.274042,19.967708,19.898913,19.902936,0.000000,0.000166,0.000000,0.000000,0.031667,0.023208,0.592999,645,8226480,41794,0,272,0,272,0,0,0,0,0,0,19806,14400,3510,1896,0
1630,1629,3357,1,15466857120,-1.182958,-0.066875,0.000084,-0.066791,0.066791,0.050667,602,2,-2.644736,-2.551625,13.602583,13.493878,7.507647,0.000000,6.674708,6.581374,0.093292,0.050500,0.017375,0.291041,622,7998716,33199,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1631,1630,3359,1,15474965220,-4.805500,-0.052375,0.000125,-0.052250,0.052250,0.036709,632,0,-22.950611,-22.857500,20.305875,20.231080,20.233805,0.000000,0.000209,0.000000,0.000000,0.036542,0.056292,0.585000,663,8334825,42153,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
1632,1631,3361,1,15483073320,-0.979041,-0.044875,0.000042,-0.044833,0.044833,0.028625,596,2,-2.440819,-2.383333,12.856875,12.686658,7.133066,0.000000,5.954792,5.896958,0.057750,0.028542,0.008375,0.303667,616,7859432,32680,0,32,0,32,0,0,0,0,0,0,7236,0,3510,3726,0
1633,1632,3363,1,15491181420,-4.647000,-0.036917,0.000042,-0.036875,0.036875,0.039250,624,0,-22.792111,-22.734625,20.351292,20.251324,20.236707,0.000000,0.000166,0.000000,0.000000,0.039042,0.013375,0.601291,649,8211214,41778,0,272,0,272,0,0,0,0,0,0,21641,14400,3510,3731,0
1634,1633,3365,1,15499289520,-1.010209,-0.054334,0.000167,-0.054167,0.054167,0.040291,609,2,-2.471987,-2.369334,13.046542,12.929402,7.273478,0.000000,6.037291,5.921416,0.115833,0.040125,0.010166,0.289583,636,8014077,33284,0,32,0,32,0,0,0,0,0,0,9045,0,4680,4365,0
1635,1634,3367,1,15507397620,-4.476750,-0.035084,0.000000,-0.035084,0.035084,0.033375,625,0,-22.621862,-22.519209,20.149875,20.030496,20.017498,0.000000,0.000209,0.000000,0.000000,0.033208,0.013708,0.582542,650,8211154,41853,0,272,0,272,0,0,0,0,0,0,21665,14400,3510,3755,0
1636,1635,3369,1,15515505720,-0.930458,-0.051208,0.000042,-0.051166,0.051166,0.024584,606,2,-2.392236,-2.279000,13.137041,12.984604,7.149240,0.000000,6.475375,6.361875,0.113459,0.024417,0.007542,0.605541,626,7983196,33109,0,32,0,32,0,0,0,0,0,0,7266,0,3510,3756,0
1637,1636,3371,1,15523613820,-4.281334,-0.048334,0.000042,-0.048292,0.048292,0.035000,632,0,-22.426445,-22.313209,20.034209,20.008129,20.012179,0.000000,0.000292,0.000000,0.000000,0.034833,0.054917,0.290792,662,8325489,42259,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
1638,1637,3373,1,15531721920,-0.779708,-0.043292,0.000042,-0.043250,0.043250,0.025792,599,2,-2.241486,-2.241333,13.181708,13.016956,7.428578,0.000000,6.523293,6.512125,0.011084,0.025583,0.012417,0.583000,619,7889157,32753,0,32,0,32,0,0,0,0,0,0,7295,0,3510,3785,0
1639,1638,3375,1,15539830020,-4.050750,-0.040917,0.000042,-0.040875,0.040875,0.028417,625,0,-22.195861,-22.195708,19.954375,19.859589,19.852276,0.000000,0.000251,0.000000,0.000000,0.028333,0.024084,0.290458,649,8221651,41856,0,272,0,272,0,0,0,0,0,0,21657,14400,3510,3747,0
1640,1639,3377,1,15547938120,-0.910000,-0.042416,0.000041,-0.042375,0.042375,0.026917,609,2,-2.371778,-2.272000,13.542583,13.394339,7.335460,0.000000,6.803833,6.703792,0.099958,0.026709,0.015333,0.580833,635,7983149,33117,0,22,0,32,0,0,0,0,0,0,9040,0,4680,4360,0
1641,1640,3379,1,15556046220,-4.321791,-0.036000,0.000000,-0.036000,0.036000,0.027292,624,0,-22.466903,-22.367125,20.095125,20.020035,19.997202,0.000000,0.000168,0.000000,0.000000,0.027167,0.018708,0.582542,649,8226444,41934,0,282,0,272,0,0,0,0,0,0,21621,14400,3510,3711,0
1642,1641,3381,1,15564154320,-0.848083,-0.051750,0.000000,-0.051750,0.051750,0.024917,611,2,-2.309861,-2.309708,13.209625,13.092245,7.677172,0.000000,6.446709,6.446375,0.000251,0.024792,0.008625,0.300208,630,7998819,33238,0,32,0,32,0,0,0,0,0,0,7306,0,3510,3796,0
1643,1642,3383,1,15572262420,-4.353209,-0.053167,0.000125,-0.053042,0.053042,0.045125,625,0,-22.498320,-22.498167,20.188459,20.095930,20.090746,0.000000,0.000500,0.000000,0.000000,0.044958,0.017375,0.583125,655,8242809,41864,0,272,0,272,0,0,0,0,0,0,21608,14400,4680,2528,0
1644,1643,3385,1,15580370520,-0.992000,-0.055709,0.000000,-0.055709,0.055709,0.030166,603,2,-2.453778,-2.376375,13.322125,13.201339,7.602793,0.000000,6.459917,6.382375,0.077500,0.030000,0.008250,0.290584,623,7966789,33120,0,32,0,32,0,0,0,0,0,0,7237,0,3510,3727,0
1645,1644,3387,1,15588478620,-4.719458,-0.043458,0.000042,-0.043416,0.043416,0.036084,623,0,-22.864569,-22.787166,20.410791,20.301114,20.279516,0.000000,0.000208,0.000000,0.000000,0.035917,0.030667,0.582750,649,8211335,41709,0,272,0,272,0,0,0,0,0,0,21612,14400,3510,3702,0
1646,1645,3389,1,15596586720,-0.970042,-0.040667,0.000042,-0.040625,0.040625,0.026208,609,2,-2.431820,-2.356042,12.933917,12.786534,7.144704,0.000000,5.901125,5.808333,0.092708,0.026000,0.036542,0.292625,635,7982948,33225,0,32,0,32,0,0,0,0,0,0,9102,0,4680,4422,0
1647,1646,3391,1,15604694820,-4.039458,-0.036250,0.000042,-0.036208,0.036208,0.025917,627,0,-22.184570,-22.108792,19.752750,19.659961,19.660428,0.000000,0.000124,0.000000,0.000000,0.025750,0.010292,0.582376,652,8213043,41811,0,272,0,272,0,0,0,0,0,0,21616,14400,3510,3706,0
1648,1647,3393,1,15612802920,-1.056208,-0.040291,0.000041,-0.040250,0.040250,0.023625,607,2,-2.517986,-2.397041,13.700083,13.573188,7.287905,0.000000,6.958917,6.837749,0.121084,0.023459,0.006750,0.324333,627,7996677,33252,0,32,0,32,0,0,0,0,0,0,7198,0,3510,3688,0
1649,1648,3395,1,15620911020,-4.790167,-0.030167,0.000167,-0.030000,0.030000,0.028875,628,0,-22.935278,-22.814333,20.417292,20.326835,20.342118,0.000000,0.000209,0.000000,0.000000,0.028750,0.012458,0.599333,660,8211191,41845,0,272,0,272,0,0,0,0,0,0,23447,14400,4680,4367,0
1650,1649,3397,1,15629019120,-1.192625,-0.035084,0.000042,-0.035042,0.035042,0.022166,605,2,-2.654403,-2.551792,13.085792,12.953949,7.256874,0.000000,6.217501,6.114750,0.102667,0.022000,0.006375,0.292042,625,7998529,33173,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1651,1650,3399,1,15637127220,-4.785375,-0.036250,0.000000,-0.036250,0.036250,0.027208,632,0,-22.930486,-22.827875,20.276083,20.181383,20.186283,0.000000,0.000250,0.000000,0.000000,0.027042,0.010208,0.592334,657,8195833,41853,0,272,0,272,0,0,0,0,0,0,23878,14400,3510,5968,0
1652,1651,3401,1,15645235320,-1.109167,-0.040333,0.000041,-0.040292,0.040292,0.023042,607,2,-2.570945,-2.448250,13.007125,12.879413,7.193725,0.000000,6.251666,6.128708,0.122875,0.022833,0.007417,0.583166,633,8013959,33291,0,32,0,32,0,0,0,0,0,0,6729,0,4680,2049,0
1653,1652,3403,1,15653343420,-5.171958,-0.037208,0.000125,-0.037083,0.037083,0.045208,628,0,-23.317070,-23.194375,20.746125,20.680171,20.540333,0.000000,0.000291,0.000000,0.000000,0.044708,0.023959,0.289458,653,8272927,42091,0,272,0,272,0,0,0,0,0,0,21623,14400,3510,3713,0
1654,1653,3405,1,15661451520,-1.299583,-0.041000,0.000125,-0.040875,0.040875,0.032750,606,2,-2.761361,-2.638208,12.810958,12.709916,7.055299,0.000000,5.716959,5.593583,0.123292,0.032500,0.054709,0.611917,626,7952466,33141,0,32,0,32,0,0,0,0,0,0,7208,0,3510,3698,0
1655,1654,3407,1,15669559620,-4.974334,-0.054834,0.000000,-0.054834,0.054834,0.048291,631,0,-23.119445,-22.996292,20.358084,20.238726,20.239208,0.000000,0.000250,0.000000,0.000000,0.048083,0.025875,0.592458,663,8288169,42148,0,272,0,272,0,0,0,0,0,0,23424,14400,4680,4344,0
1656,1655,3409,1,15677667720,-1.279083,-0.051000,0.000042,-0.050958,0.050958,0.062500,597,2,-2.740861,-2.701917,12.988083,12.874801,7.576964,0.000000,5.650583,5.611417,0.039000,0.062292,0.014750,0.315042,617,7921256,32927,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1657,1656,3411,1,15685775820,-4.973708,-0.053250,0.000084,-0.053166,0.053166,0.048417,619,0,-23.118819,-23.079875,20.377958,20.228170,20.209635,0.000000,0.000166,0.000000,0.000000,0.048209,0.014916,0.596041,649,8103165,41445,0,272,0,272,0,0,0,0,0,0,23212,14400,4536,4276,0
1658,1657,3413,1,15693883920,-1.242625,-0.036333,0.000167,-0.036166,0.036166,0.061959,609,2,-2.704403,-2.704333,12.952250,12.886718,7.449959,0.000000,5.763417,5.761791,0.001459,0.061709,0.013083,0.292000,630,8103777,33628,0,32,0,32,0,0,0,0,0,0,5610,0,3654,1956,0
1659,1658,3415,1,15701992020,-5.294958,-0.033708,0.000166,-0.033542,0.033542,0.055542,627,0,-23.440070,-23.440000,20.735667,20.618153,20.574273,0.000000,0.000625,0.000000,0.000000,0.055250,0.018500,0.587167,652,8244905,41968,0,272,0,272,0,0,0,0,0,0,21488,14400,3510,3578,0
1660,1659,3417,1,15710100120,-1.237875,-0.037917,0.000292,-0.037625,0.037625,0.061583,600,1,-2.699653,-2.640458,12.626250,12.518675,7.152400,0.000000,5.371334,5.311722,0.059195,0.061333,0.012209,0.295791,627,7967586,33036,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1661,1660,3419,1,15718208220,-6.240459,-0.032042,0.000125,-0.031917,0.031917,0.052875,628,0,-24.385570,-24.326375,21.685917,21.557964,21.072833,0.000000,0.000542,0.000000,0.000000,0.052583,0.028208,0.598251,652,8242070,42035,0,272,0,272,0,0,0,0,0,0,21507,14400,3510,3597,0
1662,1661,3421,1,15726316320,-1.179083,-0.034458,0.000166,-0.034292,0.034292,0.162042,600,1,-2.640861,-2.640750,11.621958,11.615968,7.457422,0.000000,4.242375,4.241972,0.000111,0.161833,0.023542,0.293000,620,7967989,33035,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1663,1662,3423,1,15734424420,-5.734792,-0.031709,0.000209,-0.031500,0.031500,0.048916,626,0,-23.879903,-23.879792,21.239042,21.026196,20.874346,0.000000,0.000791,0.000000,0.000000,0.048708,0.032292,0.583500,658,8272822,42025,0,272,0,272,0,0,0,0,0,0,23399,14400,4680,4319,0
1664,1663,3425,1,15742532520,-1.001459,-0.038042,0.000125,-0.037917,0.037917,0.027791,600,1,-2.463237,-2.453667,11.950000,11.777555,6.660431,0.000000,5.125750,5.116013,0.009570,0.027583,0.032958,0.292792,619,7921450,32847,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1665,1664,3427,1,15750640620,-4.733750,-0.054584,0.000042,-0.054542,0.054542,0.044625,628,0,-22.878862,-22.869292,20.415625,20.340169,20.325705,0.000000,0.000207,0.000000,0.000000,0.044458,0.016667,0.581751,653,8272945,41954,0,272,0,272,0,0,0,0,0,0,21512,14400,3510,3602,0
1666,1665,3429,1,15758748720,-1.161083,-0.039458,0.000083,-0.039375,0.039375,0.030667,602,2,-2.622861,-2.508208,13.110666,12.981268,6.958132,0.000000,6.236334,6.114916,0.121334,0.030542,0.009875,0.290750,629,7936782,32921,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1667,1666,3431,1,15766856820,-5.404584,-0.062334,0.000125,-0.062209,0.062209,0.043625,630,0,-23.549695,-23.435042,20.926834,20.845260,20.823406,0.000000,0.000209,0.000000,0.000000,0.043458,0.028917,0.584042,655,8288343,42092,0,272,0,272,0,0,0,0,0,0,21451,14400,3510,3541,0
1668,1667,3433,1,15774964920,-1.101291,-0.037708,0.000083,-0.037625,0.037625,0.032084,597,1,-2.563069,-2.562916,12.380041,12.214957,7.935200,0.000000,5.188042,5.187764,0.000153,0.031917,0.009125,0.584041,617,7921385,32836,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1669,1668,3435,1,15783073020,-4.680875,-0.052708,0.000041,-0.052667,0.052667,0.029167,627,0,-22.825986,-22.825833,20.262917,20.172172,20.172087,0.000000,0.000207,0.000000,0.000000,0.029042,0.011541,0.294500,658,8241921,41870,0,272,0,272,0,0,0,0,0,0,23235,14400,4680,4155,0
1670,1669,3437,1,15791181120,-1.118334,-0.039584,0.000042,-0.039542,0.039542,0.026791,604,2,-2.580112,-2.472959,13.120792,13.044637,7.431314,0.000000,6.412125,6.304749,0.107292,0.026583,0.031917,0.583541,623,7983158,33104,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1671,1670,3439,1,15799289220,-5.646791,-0.032666,0.000250,-0.032416,0.032416,0.049334,624,0,-23.791903,-23.684750,21.211791,21.089376,21.046515,0.000000,0.000249,0.000000,0.000000,0.049167,0.019083,0.584083,649,8226853,41710,0,272,0,272,0,0,0,0,0,0,21344,14400,3510,3434,0
1672,1671,3441,1,15807397320,-1.794375,-0.036542,0.000209,-0.036333,0.036333,0.081625,602,1,-3.256153,-3.252417,12.830917,12.746286,7.546331,0.000000,4.984208,4.980139,0.003736,0.081417,0.017208,0.293583,629,7982830,33119,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1673,1672,3443,1,15815505420,-6.317084,-0.032459,0.000042,-0.032417,0.032417,0.048333,625,0,-24.462195,-24.458459,21.206042,21.066787,21.018128,0.000000,0.000708,0.000000,0.000000,0.048125,0.016291,0.583209,650,8242302,41840,0,272,0,272,0,0,0,0,0,0,21237,14400,3510,3327,0
1674,1673,3445,1,15823613520,-1.096500,-0.039125,0.000166,-0.038959,0.038959,0.042500,603,1,-2.558278,-2.558167,11.462750,11.346163,7.222003,0.000000,4.306542,4.306097,0.000111,0.042250,0.011500,0.293084,623,7967866,33054,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1675,1674,3447,1,15831721620,-5.042958,-0.033291,0.000083,-0.033208,0.033208,0.049250,624,0,-23.188069,-23.187958,20.629791,20.519258,20.529027,0.000000,0.000209,0.000000,0.000000,0.049084,0.019041,0.581000,655,8241849,41805,0,272,0,272,0,0,0,0,0,0,22973,14400,4680,3893,0
1676,1675,3449,1,15839829720,-1.078625,-0.037875,0.000042,-0.037833,0.037833,0.023042,603,2,-2.540403,-2.463250,12.719000,12.559246,7.095546,0.000000,5.821707,5.744291,0.077333,0.022875,0.008167,0.295166,623,7952290,32946,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1677,1676,3451,1,15847937820,-4.887083,-0.051375,0.000042,-0.051333,0.051333,0.030375,627,0,-23.032195,-22.955042,20.491792,20.414954,20.426419,0.000000,0.000167,0.000000,0.000000,0.030208,0.041334,0.583876,652,8272990,41848,0,272,0,272,0,0,0,0,0,0,21255,14400,3510,3345,0
1678,1677,3453,1,15856045920,-1.004000,-0.043833,0.000041,-0.043792,0.043792,0.021292,599,2,-2.465778,-2.331458,12.800250,12.668957,6.880573,0.000000,6.183916,6.049499,0.134334,0.021125,0.005250,0.292000,626,7936673,32912,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1679,1678,3455,1,15864154020,-5.216459,-0.035792,0.000000,-0.035792,0.035792,0.021958,625,0,-23.361570,-23.227250,20.895792,20.789175,20.804677,0.000000,0.000208,0.000000,0.000000,0.021833,0.017208,0.584624,649,8211144,41710,0,272,0,272,0,0,0,0,0,0,21268,14400,3510,3358,0
1680,1679,3457,1,15872262120,-1.235125,-0.039500,0.000125,-0.039375,0.039375,0.025833,603,2,-2.696903,-2.601875,12.702000,12.568854,7.025686,0.000000,5.757708,5.661333,0.096334,0.025666,0.032375,0.290209,623,7998651,33135,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1681,1680,3459,1,15880370220,-5.262250,-0.037208,0.000000,-0.037208,0.037208,0.023167,628,0,-23.407361,-23.312333,20.710458,20.632004,20.647614,0.000000,0.000209,0.000000,0.000000,0.023000,0.049000,0.581833,658,8242092,41777,0,272,0,272,0,0,0,0,0,0,23064,14400,4680,3984,0
1682,1681,3461,1,15888478320,-1.011792,-0.039750,0.000042,-0.039708,0.039708,0.027958,602,2,-2.473570,-2.386083,12.432875,12.289580,6.705393,0.000000,5.617417,5.529708,0.087626,0.027792,0.025875,0.292041,622,7967765,33002,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1683,1682,3463,1,15896586420,-5.048041,-0.036250,0.000084,-0.036166,0.036166,0.029667,624,0,-23.193153,-23.105666,20.719583,20.620999,20.636081,0.000000,0.000165,0.000000,0.000000,0.029500,0.011667,0.584542,648,8211238,41652,0,272,0,272,0,0,0,0,0,0,21441,14400,3510,3531,0
1684,1683,3465,1,15904694520,-1.033625,-0.038708,0.000041,-0.038667,0.038667,0.025417,604,2,-2.495403,-2.495208,12.668917,12.559607,7.349871,0.000000,5.765209,5.748749,0.016376,0.025208,0.009000,0.589417,631,7998493,33151,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1685,1684,3467,1,15912802620,-5.563709,-0.046209,0.000167,-0.046042,0.046042,0.044750,628,0,-23.708820,-23.708625,21.213417,21.111948,21.091576,0.000000,0.000167,0.000000,0.000000,0.044375,0.014291,0.583875,653,8257420,41869,0,272,0,272,0,0,0,0,0,0,21293,14400,3510,3383,0
1686,1685,3469,1,15920910720,-1.031291,-0.037208,0.000167,-0.037041,0.037041,0.028792,599,1,-2.493069,-2.440875,12.150916,12.007823,6.678453,0.000000,5.338416,5.286056,0.052194,0.028584,0.008375,0.291667,619,7952347,32955,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1687,1686,3471,1,15929018820,-5.318833,-0.050083,0.000042,-0.050041,0.050041,0.046292,630,0,-23.463944,-23.411750,20.970875,20.895439,20.851751,0.000000,0.000166,0.000000,0.000000,0.046000,0.016584,0.584208,661,8272744,41935,0,272,0,272,0,0,0,0,0,0,22931,14400,4680,3851,0
1688,1687,3473,1,15937126920,-0.852750,-0.055750,0.000042,-0.055708,0.055708,0.024834,598,2,-2.314528,-2.305125,12.217250,12.090433,7.091155,0.000000,5.493583,5.484041,0.009500,0.024667,0.013833,0.290292,618,7952594,32945,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1689,1688,3475,1,15945235020,-4.601958,-0.043292,0.000042,-0.043250,0.043250,0.030208,623,0,-22.747070,-22.737667,20.432542,20.317891,20.306045,0.000000,0.000208,0.000000,0.000000,0.030000,0.011542,0.579042,648,8211030,41632,0,272,0,272,0,0,0,0,0,0,21139,14400,3510,3229,0
1690,1689,3477,1,15953343120,-0.887042,-0.056000,0.000041,-0.055959,0.055959,0.022833,604,2,-2.348820,-2.229459,12.968417,12.832666,7.026089,0.000000,6.336958,6.217416,0.119500,0.022625,0.021916,0.289667,631,7983246,33039,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1691,1690,3479,1,15961451220,-4.610417,-0.042375,0.000000,-0.042375,0.042375,0.025833,626,0,-22.755528,-22.636167,20.406708,20.320897,20.323533,0.000000,0.000209,0.000000,0.000000,0.025667,0.010916,0.593167,650,8226466,41840,0,272,0,272,0,0,0,0,0,0,21098,14400,3510,3188,0
1692,1691,3481,1,15969559320,-0.961708,-0.043583,0.000083,-0.043500,0.043500,0.023917,605,2,-2.423486,-2.302667,13.034625,12.892959,7.056456,0.000000,6.340582,6.219583,0.120958,0.023750,0.022083,0.291958,624,7983301,33046,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1693,1692,3483,1,15977667420,-4.670375,-0.056917,0.000042,-0.056875,0.056875,0.027333,628,0,-22.815486,-22.694667,20.392000,20.320999,20.313779,0.000000,0.000252,0.000000,0.000000,0.027208,0.026542,0.584209,659,8257376,41951,0,272,0,272,0,0,0,0,0,0,23020,14400,4680,3940,0
1694,1693,3485,1,15985775520,-1.010417,-0.053125,0.000000,-0.053125,0.053125,0.027708,598,2,-2.472195,-2.392292,13.023375,12.866772,7.204230,0.000000,6.187916,6.104666,0.083167,0.027625,0.015333,0.290417,618,7952320,32913,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1695,1694,3487,1,15993883620,-4.681333,-0.039583,0.000041,-0.039542,0.039542,0.031500,625,0,-22.826445,-22.746542,20.354250,20.277291,20.269749,0.000000,0.000210,0.000000,0.000000,0.031333,0.011709,0.581625,650,8226563,41785,0,272,0,272,0,0,0,0,0,0,21248,14400,3510,3338,0
1696,1695,3489,1,16001991720,-0.887333,-0.051375,0.000000,-0.051375,0.051375,0.023042,603,2,-2.349111,-2.225458,12.889333,12.752020,6.924244,0.000000,6.273332,6.147457,0.125792,0.022875,0.011209,0.292959,630,7983240,33030,0,32,0,32,0,0,0,0,0,0,7208,0,4680,2528,0
1697,1696,3491,1,16010099820,-4.606250,-0.055583,0.000000,-0.055583,0.055583,0.027792,630,0,-22.751361,-22.627708,20.402250,20.328546,20.327462,0.000000,0.000208,0.000000,0.000000,0.027584,0.026000,0.582792,655,8257332,41958,0,272,0,272,0,0,0,0,0,0,21326,14400,3510,3416,0
1698,1697,3493,1,16018207920,-0.991000,-0.037250,0.000083,-0.037167,0.037167,0.025416,601,2,-2.452778,-2.318042,13.068084,12.923692,6.984318,0.000000,6.367000,6.232125,0.134792,0.025250,0.014791,0.297792,621,7952456,32920,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1699,1698,3495,1,16026316020,-4.678833,-0.038625,0.000042,-0.038583,0.038583,0.027875,625,0,-22.823944,-22.689208,20.371166,20.278928,20.273149,0.000000,0.000208,0.000000,0.000000,0.027667,0.018583,0.591166,656,8210956,41767,0,272,0,272,0,0,0,0,0,0,23114,14400,4680,4034,0
1700,1699,3497,1,16034424120,-0.853000,-0.058666,0.000041,-0.058625,0.058625,0.021625,604,2,-2.314778,-2.314708,12.857500,12.746100,7.721266,0.000000,6.164833,6.164624,0.000167,0.021459,0.024208,0.583376,624,8014209,33161,0,32,0,32,0,0,0,0,0,0,5406,0,3510,1896,0
1701,1700,3499,1,16042532220,-4.564416,-0.056958,0.000042,-0.056916,0.056916,0.029542,624,0,-22.709528,-22.709458,20.394750,20.304506,20.305508,0.000000,0.000166,0.000000,0.000000,0.029375,0.032417,0.580417,649,8226529,41787,0,272,0,272,0,0,0,0,0,0,21939,14400,3808,3731,0
1702,1701,3501,1,16050640320,-0.962958,-0.058166,0.000041,-0.058125,0.058125,0.020625,603,2,-2.424736,-2.289916,13.081875,12.930990,7.058872,0.000000,6.456418,6.321416,0.134918,0.020542,0.005542,0.297917,629,7967776,32997,0,32,0,32,0,0,0,0,0,0,6398,0,4382,2016,0
1703,1702,3503,1,16058748420,-4.523250,-0.033541,0.000041,-0.033500,0.033500,0.022500,621,0,-22.668361,-22.533541,20.243625,20.150732,20.141936,0.000000,0.000126,0.000000,0.000000,0.022375,0.017667,0.599791,646,8195799,41706,0,272,0,272,0,0,0,0,0,0,20840,14400,3510,2930,0
