frame,presented_time_s
1167,538122.034119167
1168,538122.050785750
1169,538122.067452333
1170,538122.084118833
1171,538122.100785375
1172,538122.117451958
1173,538122.134118583
1174,538122.150785125
1175,538122.167451625
1176,538122.184118250
1177,538122.200784750
1178,538122.217451292
1179,538122.234117958
1180,538122.250784500
1181,538122.267451042
1182,538122.284117583
1183,538122.300784167
1184,538122.317450708
1185,538122.334117208
1186,538122.350783833
1187,538122.367450417
1188,538122.384116917
1189,538122.400783500
1190,538122.417450083
1191,538122.434116625
1192,538122.450783208
1193,538122.467449750
1194,538122.484116292
1195,538122.500782917
1196,538122.517449417
1197,538122.534116042
1198,538122.550782625
1199,538122.567449167
1200,538122.584115667
1201,538122.600782292
1202,538122.617448833
1203,538122.634115375
1204,538122.650781958
1205,538122.667448500
1206,538122.684115042
1207,538122.700781625
1208,538122.717448083
1209,538122.734114667
1210,538122.750781250
1211,538122.767447833
1212,538122.784114375
1213,538122.800780958
1214,538122.817447542
1215,538122.834114042
1216,538122.850780667
1217,538122.867447167
1218,538122.884113708
1219,538122.900780333
1220,538122.917446917
1221,538122.934113458
1222,538122.950780000
1223,538122.967446583
1224,538122.984113125
1225,538123.000779750
1226,538123.017446208
1227,538123.034112792
1228,538123.050779333
1229,538123.067445958
1230,538123.084112500
1231,538123.100779083
1232,538123.117445625
1233,538123.134112125
1234,538123.150778750
1235,538123.167445333
1236,538123.184111833
1237,538123.200778375
1238,538123.217444958
1239,538123.234111500
1240,538123.250778083
1241,538123.267444583
1242,538123.284111208
1243,538123.300777750
1244,538123.317444333
1245,538123.334110875
1246,538123.350777458
1247,538123.367444000
1248,538123.384110583
1249,538123.400777125
1250,538123.417443667
1251,538123.434110250
1252,538123.450776792
1253,538123.467443292
1254,538123.484109917
1255,538123.500776500
1256,538123.517443000
1257,538123.534109583
1258,538123.550776167
1259,538123.567442667
1260,538123.584109208
1261,538123.600775792
1262,538123.617442333
1263,538123.634108917
1264,538123.650775583
1265,538123.667442042
1266,538123.684108542
1267,538123.700775125
1268,538123.717441667
1269,538123.734108292
1270,538123.750774792
1271,538123.767441292
1272,538123.784107958
1273,538123.800774542
1274,538123.817441000
1275,538123.834107625
1276,538123.850774167
1277,538123.867440708
1278,538123.884107250
1279,538123.900773875
1280,538123.917440417
1281,538123.934106917
1282,538123.950773583
1283,538123.967440084
1284,538123.984106625
1285,538124.000773208
1286,538124.017439708
1287,538124.034106292
1288,538124.050772833
1289,538124.067439375
1290,538124.084105958
1291,538124.100772500
1292,538124.117439042
1293,538124.134105542
1294,538124.150772167
1295,538124.167438750
1296,538124.184105250
1297,538124.200771875
1298,538124.217438375
1299,538124.234104958
1300,538124.250771500
1301,538124.267438042
1302,538124.284104625
1303,538124.300771167
1304,538124.317437667
1305,538124.334104292
1306,538124.350770833
1307,538124.367437417
1308,538124.384103958
1309,538124.400770500
1310,538124.417437042
1311,538124.434103583
1312,538124.450770167
1313,538124.467436708
1314,538124.484103208
1315,538124.500769833
1316,538124.517436333
1317,538124.534102958
1318,538124.550769500
1319,538124.567436042
1320,538124.584102583
1321,538124.600769167
1322,538124.617435667
1323,538124.634102250
1324,538124.650768792
1325,538124.667435375
1326,538124.684101958
1327,538124.700768458
1328,538124.717435083
1329,538124.734101625
1330,538124.750768167
1331,538124.767434708
1332,538124.784101292
1333,538124.800767833
1334,538124.817434375
1335,538124.834100958
1336,538124.850767417
1337,538124.867434042
1338,538124.884100583
1339,538124.900767125
1340,538124.917433708
1341,538124.934100250
1342,538124.950766833
1343,538124.967433375
1344,538124.984099917
1345,538125.000766500
1346,538125.017433000
1347,538125.034099583
1348,538125.050766167
1349,538125.067432667
1350,538125.084099208
1351,538125.100765792
1352,538125.117432375
1353,538125.134098875
1354,538125.150765542
1355,538125.167432000
1356,538125.184098583
1357,538125.200765167
1358,538125.217431708
1359,538125.234098292
1360,538125.250764792
1361,538125.267431333
1362,538125.284097958
1363,538125.300764458
1364,538125.317431042
1365,538125.334097583
1366,538125.350764125
1367,538125.367430708
1368,538125.384097250
1369,538125.400763833
1370,538125.417430375
1371,538125.434096958
1372,538125.450763459
1373,538125.467430083
1374,538125.484096583
1375,538125.500763167
1376,538125.517429709
1377,538125.534096292
1378,538125.550762833
1379,538125.567429375
1380,538125.584095959
1381,538125.600762500
1382,538125.617429042
1383,538125.634095625
1384,538125.650762209
1385,538125.667428750
1386,538125.684095250
1387,538125.700761792
1388,538125.717428375
1389,538125.734094917
1390,538125.750761458
1391,538125.767428000
1392,538125.784094583
1393,538125.800761167
1394,538125.817427708
1395,538125.834094292
1396,538125.850760833
1397,538125.867427375
1398,538125.884093958
1399,538125.900760542
1400,538125.917427042
1401,538125.934093667
1402,538125.950760167
1403,538125.967426750
1404,538125.984093292
1405,538126.000759875
1406,538126.017426417
1407,538126.034092958
1408,538126.050759500
1409,538126.067426042
1410,538126.084092625
1411,538126.100759167
1412,538126.117425750
1413,538126.134092292
1414,538126.150758834
1415,538126.167425375
1416,538126.184091958
1417,538126.200758500
1418,538126.217425042
1419,538126.234091625
1420,538126.250758167
1421,538126.267424750
1422,538126.284091250
1423,538126.300757833
1424,538126.317424333
1425,538126.334090958
1426,538126.350757458
1427,538126.367424042
1428,538126.384090625
1429,538126.400757167
1430,538126.417423792
1431,538126.434090292
1432,538126.450756833
1433,538126.467423375
1434,538126.484089875
1435,538126.500756500
1436,538126.517423000
1437,538126.534089542
1438,538126.550756125
1439,538126.567422750
1440,538126.584089250
1441,538126.600755792
1442,538126.617422333
1443,538126.634088875
1444,538126.650755458
1445,538126.667422000
1446,538126.684088542
1447,538126.700755125
1448,538126.717421667
1449,538126.734088167
1450,538126.750754792
1451,538126.767421333
1452,538126.784087875
1453,538126.800754417
1454,538126.817420958
1455,538126.834087542
1456,538126.850754042
1457,538126.867420625
1458,538126.884087208
1459,538126.900753708
1460,538126.917420333
1461,538126.934086833
1462,538126.950753375
1463,538126.967419875
1464,538126.984086458
1465,538127.000753042
1466,538127.017419583
1467,538127.034086125
1468,538127.050752625
1469,538127.067419208
1470,538127.084085792
1471,538127.100752333
1472,538127.117418875
1473,538127.134085458
1474,538127.150752000
1475,538127.167418542
1476,538127.184085083
1477,538127.200751667
1478,538127.217418208
1479,538127.234084750
1480,538127.250751292
1481,538127.267417875
1482,538127.284084417
1483,538127.300750959
1484,538127.317417500
1485,538127.334084042
1486,538127.350750583
1487,538127.367417083
1488,538127.384083667
1489,538127.400750250
1490,538127.417416750
1491,538127.434083292
1492,538127.450749917
1493,538127.467416458
1494,538127.484082958
1495,538127.500749583
1496,538127.517416042
1497,538127.534082625
