frame,presented_time_s
1498,538127.550749208
1499,538127.567415750
1500,538127.584082333
1501,538127.600748875
1502,538127.617415375
1503,538127.634081958
1504,538127.650748500
1505,538127.667415042
1506,538127.684081625
1507,538127.700748125
1508,538127.717414667
1509,538127.734081250
1510,538127.750747792
1511,538127.767414375
1512,538127.784080792
1513,538127.800747375
1514,538127.817413875
1515,538127.834080500
1516,538127.850747000
1517,538127.867413542
1518,538127.884080167
1519,538127.900746667
1520,538127.917413250
1521,538127.934079833
1522,538127.950746375
1523,538127.967412959
1524,538127.984079458
1525,538128.000745958
1526,538128.017412542
1527,538128.034079083
1528,538128.050745625
1529,538128.067412208
1530,538128.084078750
1531,538128.100745292
1532,538128.117411792
1533,538128.134078417
1534,538128.150744917
1535,538128.167411375
1536,538128.184078042
1537,538128.200744500
1538,538128.217411042
1539,538128.234077625
1540,538128.250744208
1541,538128.267410750
1542,538128.284077292
1543,538128.300743833
1544,538128.317410375
1545,538128.334076958
1546,538128.350743458
1547,538128.367409917
1548,538128.384076542
1549,538128.400743083
1550,538128.417409667
1551,538128.434076167
1552,538128.450742750
1553,538128.467409250
1554,538128.484075833
1555,538128.500742417
1556,538128.517409000
1557,538128.534075417
1558,538128.550742000
1559,538128.567408583
1560,538128.584075125
1561,538128.600741625
1562,538128.617408208
1563,538128.634074792
1564,538128.650741250
1565,538128.667407750
1566,538128.684074375
1567,538128.700740958
1568,538128.717407458
1569,538128.734074000
1570,538128.750740625
1571,538128.767407083
1572,538128.784073583
1573,538128.800740167
1574,538128.817406708
1575,538128.834073250
1576,538128.850739792
1577,538128.867406333
1578,538128.884072875
1579,538128.900739459
1580,538128.917406000
1581,538128.934072625
1582,538128.950739083
1583,538128.967405625
1584,538128.984072167
1585,538129.000738792
1586,538129.017405292
1587,538129.034071792
1588,538129.050738375
1589,538129.067404875
1590,538129.084071417
1591,538129.100737958
1592,538129.117404542
1593,538129.134071084
1594,538129.150737583
1595,538129.167404167
1596,538129.184070708
1597,538129.200737250
1598,538129.217403833
1599,538129.234070375
1600,538129.250736875
1601,538129.267403417
1602,538129.284069958
1603,538129.300736583
1604,538129.317403042
1605,538129.334069625
1606,538129.350736208
1607,538129.367402667
1608,538129.384069292
1609,538129.400735833
1610,538129.417402333
1611,538129.434068917
1612,538129.450735458
1613,538129.467402042
1614,538129.484068542
1615,538129.500735083
1616,538129.517401625
1617,538129.534068208
1618,538129.550734708
1619,538129.567401292
1620,538129.584067792
1621,538129.600734375
1622,538129.617400917
1623,538129.634067417
1624,538129.650734000
1625,538129.667400542
1626,538129.684067167
1627,538129.700733667
1628,538129.717400250
1629,538129.734066792
1630,538129.750733292
1631,538129.767399833
1632,538129.784066375
1633,538129.800732917
1634,538129.817399500
1635,538129.834066042
1636,538129.850732542
1637,538129.867399042
1638,538129.884065667
1639,538129.900732167
1640,538129.917398708
1641,538129.934065250
1642,538129.950731833
1643,538129.967398333
1644,538129.984064917
1645,538130.000731417
1646,538130.017398000
1647,538130.034064542
1648,538130.050731083
1649,538130.067397667
1650,538130.084064208
1651,538130.100730750
1652,538130.134063792
1653,538130.150730375
1654,538130.167396917
1655,538130.184063500
1656,538130.200730042
1657,538130.217396583
1658,538130.234063083
1659,538130.250729625
1660,538130.267396208
1661,538130.284062708
1662,538130.300729292
1663,538130.317395833
1664,538130.334062333
1665,538130.350728917
1666,538130.367395458
1667,538130.384062000
1668,538130.400728542
1669,538130.417395125
1670,538130.434061625
1671,538130.450728250
1672,538130.467394708
1673,538130.484061292
1674,538130.500727833
1675,538130.517394417
1676,538130.534060917
1677,538130.550727458
1678,538130.567394042
1679,538130.584060542
1680,538130.600727125
1681,538130.617393667
1682,538130.634060208
1683,538130.650726750
1684,538130.667393292
1685,538130.684059833
1686,538130.700726333
1687,538130.717392958
1688,538130.734059458
1689,538130.750725958
1690,538130.767392542
1691,538130.784059083
1692,538130.800725625
1693,538130.817392167
1694,538130.834058708
1695,538130.850725250
1696,538130.867391792
1697,538130.884058292
1698,538130.900724875
1699,538130.917391417
1700,538130.934057958
1701,538130.950724458
1702,538130.967391083
1703,538130.984057625
1704,538131.000724125
1705,538131.017390708
1706,538131.034057250
1707,538131.050723792
1708,538131.067390292
1709,538131.084056792
1710,538131.100723417
1711,538131.117389875
1712,538131.134056417
1713,538131.150723000
1714,538131.167389500
1715,538131.184056000
1716,538131.200722583
1717,538131.217389208
1718,538131.234055667
1719,538131.250722167
1720,538131.267388708
1721,538131.284055333
1722,538131.300721792
1723,538131.317388375
1724,538131.334054917
1725,538131.350721458
1726,538131.367387917
1727,538131.384054458
1728,538131.400721083
1729,538131.417387583
1730,538131.434054167
1731,538131.450720625
1732,538131.467387250
1733,538131.484053708
1734,538131.500720292
1735,538131.517386750
1736,538131.534053333
1737,538131.550719792
1738,538131.567386333
1739,538131.584052917
1740,538131.600719458
1741,538131.617385958
1742,538131.634052500
1743,538131.650719083
1744,538131.667385625
1745,538131.684052167
1746,538131.700718667
1747,538131.717385250
1748,538131.734051750
1749,538131.750718292
1750,538131.767384792
1751,538131.784051375
1752,538131.800717833
1753,538131.817384417
1754,538131.834050958
1755,538131.850717542
1756,538131.867384042
1757,538131.884050500
1758,538131.900717125
1759,538131.917383625
1760,538131.934050125
1761,538131.950716667
1762,538131.967383208
1763,538131.984049750
1764,538132.000716250
1765,538132.017382792
1766,538132.034049333
1767,538132.050715833
1768,538132.067382417
1769,538132.084048917
1770,538132.100715459
1771,538132.117382000
1772,538132.134048458
1773,538132.150715042
1774,538132.167381583
1775,538132.184048125
1776,538132.200714584
1777,538132.217381167
1778,538132.234047708
1779,538132.250714250
1780,538132.267380792
1781,538132.284047333
1782,538132.300713833
1783,538132.317380375
1784,538132.334046875
1785,538132.350713458
1786,538132.367379875
1787,538132.384046417
1788,538132.400713042
1789,538132.417379667
1790,538132.434046042
1791,538132.450712625
1792,538132.467379125
1793,538132.484045667
1794,538132.500712167
1795,538132.517378750
1796,538132.534045208
1797,538132.550711750
1798,538132.567378292
1799,538132.584044833
1800,538132.600711375
1801,538132.617377875
1802,538132.634044459
1803,538132.650710958
1804,538132.667377500
1805,538132.684044000
1806,538132.700710583
1807,538132.717377125
1808,538132.734043708
1809,538132.750710167
1810,538132.767376667
1811,538132.784043250
1812,538132.800709708
1813,538132.817376292
1814,538132.834042833
1815,538132.850709333
1816,538132.867375875
1817,538132.884042375
1818,538132.900709000
1819,538132.917375500
1820,538132.934042000
1821,538132.950708542
1822,538132.967375042
1823,538132.984041625
1824,538133.000708125
1825,538133.017374708
1826,538133.034041208
1827,538133.050707667
1828,538133.067374250
1829,538133.084040833
1830,538133.100707333
1831,538133.117373833
1832,538133.134040375
1833,538133.150706958
1834,538133.167373500
1835,538133.184040000
1836,538133.200706542
1837,538133.217373042
1838,538133.234039583
1839,538133.250706083
1840,538133.267372708
1841,538133.284039208
1842,538133.300705667
1843,538133.317372250
1844,538133.334044208
1845,538133.350705292
1846,538133.367371833
1847,538133.384038333
1848,538133.400704917
1849,538133.417371458
1850,538133.434037959
1851,538133.450704500
1852,538133.467371000
1853,538133.484037583
1854,538133.500704083
1855,538133.517370667
1856,538133.534037125
1857,538133.550703708
1858,538133.567370250
1859,538133.584036750
1860,538133.600703250
1861,538133.617369875
1862,538133.634036333
1863,538133.650702875
1864,538133.667369417
1865,538133.684035875
1866,538133.700702459
1867,538133.717369000
1868,538133.734035500
1869,538133.750702042
1870,538133.767368625
1871,538133.784035125
1872,538133.800701667
1873,538133.817368208
1874,538133.834034667
1875,538133.850701250
1876,538133.867367792
1877,538133.884034333
1878,538133.900700875
1879,538133.917367375
1880,538133.934033875
1881,538133.950700458
1882,538133.967367000
1883,538133.984033458
1884,538134.000700000
1885,538134.017366583
1886,538134.034033083
1887,538134.050699625
1888,538134.067366167
1889,538134.084032667
1890,538134.100699167
1891,538134.117365750
1892,538134.134032292
1893,538134.150698833
1894,538134.167365375
1895,538134.184031833
1896,538134.200698458
1897,538134.217364875
1898,538134.234031459
1899,538134.250698000
1900,538134.267364500
1901,538134.284031042
1902,538134.300697583
1903,538134.317364167
1904,538134.334030667
1905,538134.350697167
1906,538134.367363750
1907,538134.384030250
1908,538134.400696750
1909,538134.417363292
1910,538134.434029792
1911,538134.450696292
1912,538134.467362875
1913,538134.484029375
1914,538134.500695959
1915,538134.517362458
1916,538134.534029000
1917,538134.550695500
1918,538134.567362083
1919,538134.584028625
1920,538134.600695083
1921,538134.617361667
1922,538134.634028167
1923,538134.650694708
1924,538134.667361250
1925,538134.684027708
1926,538134.700694292
1927,538134.717360875
1928,538134.734027333
1929,538134.750693917
1930,538134.767360417
1931,538134.784026917
1932,538134.800693417
1933,538134.817360042
1934,538134.834026542
1935,538134.850693083
1936,538134.867359542
1937,538134.884026083
1938,538134.900692583
1939,538134.917359125
1940,538134.934025625
1941,538134.950692208
1942,538134.967358708
1943,538134.984025250
1944,538135.000691792
1945,538135.017358292
1946,538135.034024875
1947,538135.050691375
1948,538135.067357917
1949,538135.084024458
1950,538135.100690958
1951,538135.117357500
1952,538135.134024000
1953,538135.150690542
1954,538135.167357083
1955,538135.184023583
1956,538135.200690167
1957,538135.217356708
1958,538135.234023125
1959,538135.250689792
1960,538135.267356208
1961,538135.284022750
1962,538135.300689292
1963,538135.317355792
1964,538135.334022333
1965,538135.350688833
1966,538135.367355375
1967,538135.384021917
1968,538135.400688417
1969,538135.417355000
1970,538135.434021458
1971,538135.450688042
1972,538135.467354542
1973,538135.484021042
1974,538135.500687583
1975,538135.517354083
1976,538135.534020667
1977,538135.550687250
1978,538135.567353750
1979,538135.584020250
1980,538135.600686708
1981,538135.617353292
1982,538135.634019833
1983,538135.650686333
1984,538135.667352917
1985,538135.684019417
1986,538135.700685917
1987,538135.717352417
1988,538135.734018917
1989,538135.750685500
1990,538135.767352000
1991,538135.784018500
1992,538135.800685042
1993,538135.817351542
1994,538135.834018083
1995,538135.850684625
1996,538135.867351167
1997,538135.884017667
1998,538135.900684208
1999,538135.917350709
2000,538135.934017250
2001,538135.950683708
2002,538135.967350292
2003,538135.984016833
2004,538136.000683375
2005,538136.017349834
2006,538136.034016333
2007,538136.050682917
2008,538136.067349458
2009,538136.084016000
2010,538136.100682500
2011,538136.117349083
2012,538136.134015542
2013,538136.150682000
2014,538136.167348667
2015,538136.184015125
2016,538136.200681583
2017,538136.217348084
2018,538136.234014667
2019,538136.250681208
2020,538136.267347708
2021,538136.284014208
2022,538136.300680792
2023,538136.317347250
2024,538136.334013792
2025,538136.350680292
2026,538136.367346875
2027,538136.384013375
2028,538136.400679917
2029,538136.417346417
2030,538136.434013000
2031,538136.450679500
2032,538136.467346042
2033,538136.484012542
2034,538136.500679083
2035,538136.517345542
2036,538136.534012125
2037,538136.550678625
2038,538136.567345083
2039,538136.584011667
2040,538136.600678208
2041,538136.617344750
2042,538136.634011250
2043,538136.650677792
2044,538136.667344375
2045,538136.684010834
2046,538136.700677333
2047,538136.717343875
2048,538136.734010458
2049,538136.750676875
2050,538136.767343417
2051,538136.784009959
2052,538136.800676458
2053,538136.817343042
2054,538136.834009583
2055,538136.850676083
2056,538136.867342625
2057,538136.884009125
2058,538136.900675667
2059,538136.917342208
2060,538136.934008750
2061,538136.950675208
2062,538136.967341750
2063,538136.984008250
2064,538137.000674792
2065,538137.017341333
2066,538137.034007833
2067,538137.050674458
2068,538137.067340833
2069,538137.084007417
2070,538137.100673958
2071,538137.117340458
2072,538137.134006958
2073,538137.150673500
2074,538137.167340083
2075,538137.184006583
2076,538137.200673042
2077,538137.217339625
2078,538137.234006167
2079,538137.250672708
2080,538137.267339208
2081,538137.284005708
2082,538137.300672292
2083,538137.317338792
2084,538137.334005375
2085,538137.350671875
2086,538137.367338333
2087,538137.384004833
2088,538137.400671417
2089,538137.417337875
2090,538137.434004458
2091,538137.450671000
2092,538137.467337500
2093,538137.484004042
2094,538137.500670500
2095,538137.517337083
2096,538137.534003583
2097,538137.550670125
2098,538137.567336667
2099,538137.584003208
2100,538137.600669708
2101,538137.617336208
2102,538137.634002708
2103,538137.650669250
2104,538137.667335833
2105,538137.684002333
2106,538137.700668833
2107,538137.717335375
2108,538137.734001917
2109,538137.750668375
2110,538137.767334917
2111,538137.784001417
2112,538137.800667917
2113,538137.817334500
2114,538137.834001042
2115,538137.850667542
2116,538137.867334042
2117,538137.884000625
2118,538137.900667125
2119,538137.917333667
2120,538137.934000125
2121,538137.950666667
2122,538137.967333167
2123,538137.983999708
2124,538138.000666250
2125,538138.017332792
2126,538138.033999292
2127,538138.050665833
2128,538138.067332375
2129,538138.083998958
2130,538138.100665417
2131,538138.117331875
2132,538138.133998500
2133,538138.150665000
2134,538138.167331500
2135,538138.183998042
2136,538138.200664542
2137,538138.217331083
2138,538138.233997542
2139,538138.250664083
2140,538138.267330583
2141,538138.283997125
2142,538138.300663667
2143,538138.317330167
2144,538138.333996750
2145,538138.350663250
2146,538138.367329750
2147,538138.383996292
2148,538138.400662750
2149,538138.417329292
2150,538138.433995834
2151,538138.450662375
2152,538138.467328917
2153,538138.483995417
2154,538138.500661917
2155,538138.517328458
2156,538138.533994959
2157,538138.550661500
2158,538138.567328042
2159,538138.583994583
2160,538138.600661125
2161,538138.617327583
2162,538138.633994125
2163,538138.650660625
2164,538138.667327167
2165,538138.683993625
2166,538138.700660167
2167,538138.717326708
2168,538138.733993250
2169,538138.750659750
2170,538138.767326292
2171,538138.783992750
2172,538138.800659292
2173,538138.817325833
2174,538138.833992375
2175,538138.850658875
2176,538138.867325417
2177,538138.883992000
2178,538138.900658458
2179,538138.917324958
2180,538138.933991500
2181,538138.950658000
2182,538138.967324542
2183,538138.983991083
2184,538139.000657542
2185,538139.017324042
2186,538139.033990583
2187,538139.050657125
2188,538139.067323667
2189,538139.083990208
2190,538139.100656667
2191,538139.117323208
2192,538139.133989750
2193,538139.150656250
2194,538139.167322792
2195,538139.183989375
2196,538139.200655792
2197,538139.217322375
2198,538139.233988875
2199,538139.250655375
2200,538139.267321917
2201,538139.283988417
2202,538139.300654917
2203,538139.317321500
2204,538139.333988083
2205,538139.350654500
2206,538139.367321000
2207,538139.383987583
2208,538139.400654083
2209,538139.417320625
2210,538139.433987083
2211,538139.450653625
2212,538139.467320167
2213,538139.483986625
2214,538139.500653167
2215,538139.517319708
2216,538139.533986250
2217,538139.550652750
2218,538139.567319250
2219,538139.583985833
2220,538139.600652333
2221,538139.617318833
2222,538139.633985333
2223,538139.650651875
2224,538139.667318417
2225,538139.683984917
2226,538139.700651458
2227,538139.717317917
2228,538139.733984458
2229,538139.750651000
2230,538139.767317542
2231,538139.783984042
2232,538139.800650583
2233,538139.817317083
2234,538139.833983625
2235,538139.850650167
2236,538139.867316667
2237,538139.883983167
2238,538139.900649667
2239,538139.917316208
2240,538139.933982750
2241,538139.950649292
2242,538139.967315750
2243,538139.983982333
2244,538140.000648750
2245,538140.017315333
2246,538140.033981833
2247,538140.050648375
2248,538140.067314875
2249,538140.083981417
2250,538140.100647958
2251,538140.117314458
2252,538140.133981000
2253,538140.150647542
2254,538140.167314042
2255,538140.183980583
2256,538140.200647042
2257,538140.217313583
2258,538140.233980125
2259,538140.250646667
2260,538140.267313208
2261,538140.283979667
2262,538140.300646208
2263,538140.317312708
2264,538140.333979250
2265,538140.350645750
2266,538140.367312292
2267,538140.383978833
2268,538140.400645292
2269,538140.417311875
2270,538140.433978458
2271,538140.450644917
2272,538140.467311458
2273,538140.483978000
2274,538140.500644458
2275,538140.517311042
2276,538140.533977542
2277,538140.550644042
2278,538140.567310583
2279,538140.583977083
2280,538140.600643583
2281,538140.617310125
2282,538140.633976708
2283,538140.650643208
2284,538140.667309708
2285,538140.683976333
2286,538140.700642750
2287,538140.717309292
2288,538140.733975792
2289,538140.750642292
2290,538140.767308875
2291,538140.783975375
2292,538140.800641875
2293,538140.817308375
2294,538140.833974917
2295,538140.850641458
2296,538140.867308000
2297,538140.883974542
2298,538140.900641042
2299,538140.917307542
2300,538140.933974083
2301,538140.950640625
2302,538140.967307125
2303,538140.983973667
2304,538141.000640208
2305,538141.017306667
2306,538141.033973208
2307,538141.050639750
2308,538141.067306250
2309,538141.083972792
2310,538141.100639250
2311,538141.117305875
2312,538141.133972375
2313,538141.150638833
2314,538141.167305333
2315,538141.183971917
2316,538141.200638417
2317,538141.217304917
2318,538141.233971500
2319,538141.250638000
2320,538141.267304542
2321,538141.283971042
2322,538141.300637542
2323,538141.317304083
2324,538141.333970583
2325,538141.350637125
2326,538141.367303667
2327,538141.383970125
2328,538141.400636708
2329,538141.417303208
2330,538141.433969750
2331,538141.450636292
2332,538141.467302708
2333,538141.483969333
2334,538141.500635833
2335,538141.517302333
2336,538141.533968875
2337,538141.550635333
2338,538141.567301875
2339,538141.583968375
2340,538141.600634917
2341,538141.617301458
2342,538141.633967917
2343,538141.650634500
2344,538141.667300917
2345,538141.683967542
2346,538141.700634042
2347,538141.717300542
2348,538141.733967084
2349,538141.750633542
2350,538141.767300083
2351,538141.783966667
2352,538141.800633167
2353,538141.817299708
2354,538141.833966209
2355,538141.850632750
2356,538141.867299208
2357,538141.883965708
2358,538141.900632250
2359,538141.917298792
2360,538141.933965334
2361,538141.950631833
2362,538141.967298333
2363,538141.983964875
2364,538142.000631375
2365,538142.017297958
2366,538142.033964417
2367,538142.050630917
2368,538142.067297458
2369,538142.083963917
2370,538142.100630458
2371,538142.117296958
2372,538142.133963584
2373,538142.150630042
2374,538142.167296542
2375,538142.183963042
2376,538142.200629583
2377,538142.217296083
2378,538142.233962667
2379,538142.250629167
2380,538142.267295667
2381,538142.283962167
2382,538142.300628667
2383,538142.317295250
2384,538142.333961750
2385,538142.350628208
2386,538142.367294792
2387,538142.383961333
2388,538142.400627792
2389,538142.417294333
2390,538142.433960875
2391,538142.450627375
2392,538142.467293875
2393,538142.483960458
2394,538142.500626917
2395,538142.517293417
2396,538142.533959958
2397,538142.550626458
2398,538142.567293042
2399,538142.583959500
2400,538142.600626042
2401,538142.617292583
2402,538142.633959083
2403,538142.650625583
2404,538142.667292125
2405,538142.683958625
2406,538142.700625167
2407,538142.717291667
2408,538142.733958208
2409,538142.750624708
2410,538142.767291167
2411,538142.783957750
2412,538142.800624250
2413,538142.817290708
2414,538142.833957292
2415,538142.850623750
2416,538142.867290292
2417,538142.883956750
2418,538142.900623333
2419,538142.917289875
2420,538142.933956375
2421,538142.950622917
2422,538142.967289417
2423,538142.983955959
2424,538143.000622458
2425,538143.017288958
2426,538143.033955500
2427,538143.050622000
2428,538143.067288542
2429,538143.083955042
2430,538143.100621542
2431,538143.117288042
2432,538143.133954625
2433,538143.150621083
2434,538143.167287625
2435,538143.183954167
2436,538143.200620667
2437,538143.217287167
2438,538143.233953750
2439,538143.250620208
2440,538143.267286708
2441,538143.283953250
2442,538143.300619708
2443,538143.317286209
2444,538143.333952792
2445,538143.350619250
2446,538143.367285792
2447,538143.383952333
2448,538143.400618792
2449,538143.417285417
2450,538143.433951875
2451,538143.450618375
2452,538143.467284917
2453,538143.483951417
2454,538143.500617958
2455,538143.517284500
2456,538143.533951042
2457,538143.550617542
2458,538143.567284000
2459,538143.583950542
2460,538143.600617042
2461,538143.617283584
2462,538143.633950125
2463,538143.650616667
2464,538143.667283167
2465,538143.683949667
2466,538143.700616167
2467,538143.717282667
2468,538143.733949250
2469,538143.750615750
2470,538143.767282292
2471,538143.783948750
2472,538143.800615250
2473,538143.817281792
2474,538143.833948375
2475,538143.850614875
2476,538143.867281417
2477,538143.883947958
2478,538143.900614417
2479,538143.917280917
2480,538143.933947417
2481,538143.950613958
2482,538143.967280500
2483,538143.983947042
2484,538144.000613500
2485,538144.017280083
2486,538144.033946625
2487,538144.050613125
2488,538144.067279625
2489,538144.083946125
2490,538144.100612667
2491,538144.117279125
2492,538144.133945625
2493,538144.150612167
2494,538144.167278750
2495,538144.183945250
2496,538144.200611750
2497,538144.217278250
2498,538144.233944792
2499,538144.250611333
2500,538144.267277792
2501,538144.283944375
2502,538144.300610917
2503,538144.317277417
2504,538144.333943958
2505,538144.350610458
2506,538144.367276958
2507,538144.383943500
2508,538144.400610042
2509,538144.417276583
2510,538144.433943083
2511,538144.450609583
2512,538144.467276083
2513,538144.483942583
2514,538144.500609125
2515,538144.517275625
2516,538144.533942167
2517,538144.550614833
2518,538144.567275167
2519,538144.583941750
2520,538144.600608208
2521,538144.617274750
2522,538144.633941334
2523,538144.650607750
2524,538144.667274333
2525,538144.683940833
2526,538144.700607375
2527,538144.717273875
2528,538144.733940417
2529,538144.750606958
2530,538144.767273458
2531,538144.783939917
2532,538144.800606458
2533,538144.817273042
2534,538144.833939500
2535,538144.850606042
2536,538144.867272542
2537,538144.883939125
2538,538144.900605583
2539,538144.917272083
2540,538144.933938583
2541,538144.950605083
2542,538144.967271625
2543,538144.983938167
2544,538145.000604667
2545,538145.017271208
2546,538145.033937750
2547,538145.050604250
2548,538145.067270750
2549,538145.083937292
2550,538145.100603792
2551,538145.117270292
2552,538145.133936875
2553,538145.150603333
2554,538145.167269917
2555,538145.183936375
2556,538145.200602875
2557,538145.217269417
2558,538145.233935917
2559,538145.250602500
2560,538145.267269000
2561,538145.283935500
2562,538145.300602000
2563,538145.317268542
2564,538145.333935042
2565,538145.350601542
2566,538145.367268000
2567,538145.383934583
2568,538145.400601083
2569,538145.417267625
2570,538145.433934167
2571,538145.450600583
2572,538145.467267125
2573,538145.483933667
2574,538145.500600250
2575,538145.517266708
2576,538145.533933250
2577,538145.550599750
2578,538145.567266292
2579,538145.583932833
2580,538145.600599333
2581,538145.617265833
2582,538145.633932375
2583,538145.650598875
2584,538145.667265333
2585,538145.683931917
2586,538145.700598458
2587,538145.717264958
2588,538145.733931458
2589,538145.750597958
2590,538145.767264458
2591,538145.783931000
2592,538145.800597500
2593,538145.817264000
2594,538145.833930542
2595,538145.850597042
2596,538145.867263542
2597,538145.883930125
2598,538145.900596583
2599,538145.917263125
2600,538145.933929667
2601,538145.950596125
2602,538145.967262625
2603,538145.983929167
2604,538146.000595708
2605,538146.017262167
2606,538146.033928750
2607,538146.050595292
2608,538146.067261750
2609,538146.083928292
2610,538146.100594792
2611,538146.117261334
2612,538146.133927875
2613,538146.150594417
2614,538146.167260833
2615,538146.183927375
2616,538146.200593833
2617,538146.217260375
2618,538146.233926875
2619,538146.250593458
2620,538146.267259875
2621,538146.283926458
2622,538146.300593000
2623,538146.317259500
2624,538146.333926042
2625,538146.350592542
2626,538146.367259000
2627,538146.383925542
2628,538146.400592042
2629,538146.417258542
2630,538146.433925083
2631,538146.450591625
2632,538146.467258125
2633,538146.483924625
2634,538146.500591208
2635,538146.517257667
2636,538146.533924167
2637,538146.550590709
2638,538146.567257208
2639,538146.583923750
2640,538146.600590208
2641,538146.617256708
2642,538146.633923250
2643,538146.650589792
2644,538146.667256250
2645,538146.683922792
2646,538146.700589292
2647,538146.717255833
2648,538146.733922333
2649,538146.750588875
2650,538146.767255333
2651,538146.783921833
2652,538146.800588417
2653,538146.817254917
2654,538146.833921417
2655,538146.850587917
2656,538146.867254417
2657,538146.883920958
2658,538146.900587458
2659,538146.917253917
2660,538146.933920458
2661,538146.950587000
2662,538146.967253500
2663,538146.983920000
2664,538147.000586500
2665,538147.017253042
2666,538147.033919542
2667,538147.050586083
2668,538147.067252583
2669,538147.083919083
2670,538147.100585625
2671,538147.117252042
2672,538147.133918625
2673,538147.150585167
2674,538147.167251583
2675,538147.183918167
2676,538147.200584583
2677,538147.217251167
2678,538147.233917709
2679,538147.250584208
2680,538147.267250708
2681,538147.283917208
2682,538147.300583750
2683,538147.317250250
2684,538147.333916792
2685,538147.350583292
2686,538147.367249792
2687,538147.383916333
2688,538147.400582833
2689,538147.417249333
2690,538147.433915833
2691,538147.450582292
2692,538147.467248834
2693,538147.483915375
2694,538147.500581833
2695,538147.517248375
2696,538147.533914875
2697,538147.550581417
2698,538147.567247917
2699,538147.583914375
2700,538147.600580958
2701,538147.617247458
2702,538147.633914000
2703,538147.650580458
2704,538147.667247000
2705,538147.683913542
2706,538147.700580000
2707,538147.717246542
2708,538147.733913042
2709,538147.750579583
2710,538147.767246125
2711,538147.783912625
2712,538147.800579125
2713,538147.817245667
2714,538147.833912083
2715,538147.850578625
2716,538147.867245167
2717,538147.883911625
2718,538147.900578167
2719,538147.917244667
2720,538147.933911167
2721,538147.950577667
2722,538147.967244208
2723,538147.983910708
2724,538148.000577250
2725,538148.017243750
2726,538148.033910250
2727,538148.050576833
2728,538148.067243292
2729,538148.083909833
2730,538148.100576333
2731,538148.117242875
2732,538148.133909375
2733,538148.150575833
2734,538148.167242375
2735,538148.183908875
2736,538148.200575417
2737,538148.217241917
2738,538148.233908458
2739,538148.250574917
2740,538148.267241417
2741,538148.283907917
2742,538148.300574500
2743,538148.317241000
2744,538148.333907500
2745,538148.350574042
2746,538148.367240542
2747,538148.383907042
2748,538148.400573542
2749,538148.417240042
2750,538148.433906583
2751,538148.450573125
2752,538148.467239625
2753,538148.483906125
2754,538148.500572667
2755,538148.517239167
2756,538148.533905667
2757,538148.550572250
2758,538148.567238667
2759,538148.583905167
2760,538148.600571750
2761,538148.617238250
2762,538148.633904708
2763,538148.650571292
2764,538148.667237792
2765,538148.683904292
2766,538148.700570792
2767,538148.717237417
2768,538148.733903792
2769,538148.750570292
2770,538148.767236833
2771,538148.783903333
2772,538148.800569875
2773,538148.817236375
2774,538148.833902833
2775,538148.850569417
2776,538148.867235875
2777,538148.883902375
2778,538148.900568958
2779,538148.917235459
2780,538148.933902042
2781,538148.950568542
2782,538148.967235000
2783,538148.983901542
2784,538149.000568000
2785,538149.017234542
2786,538149.033901083
2787,538149.050567583
2788,538149.067234083
2789,538149.083900500
2790,538149.100567083
2791,538149.117233583
2792,538149.133900083
2793,538149.150566583
2794,538149.167233125
2795,538149.183899625
2796,538149.200566125
2797,538149.217232625
2798,538149.233899208
2799,538149.250565667
2800,538149.267232208
2801,538149.283898750
2802,538149.300565208
2803,538149.317231708
2804,538149.333898208
2805,538149.350564750
2806,538149.367231292
2807,538149.383897750
2808,538149.400564250
2809,538149.417230792
2810,538149.433897250
2811,538149.450563833
2812,538149.467230333
2813,538149.483896792
2814,538149.500563292
2815,538149.517229792
2816,538149.533896375
2817,538149.550562792
2818,538149.567229375
2819,538149.583895875
2820,538149.600562375
2821,538149.617228958
2822,538149.633895417
2823,538149.650562000
2824,538149.667228417
2825,538149.683894917
2826,538149.700561500
2827,538149.717227958
2828,538149.733894500
2829,538149.750560958
2830,538149.767227458
2831,538149.783894000
2832,538149.800560500
2833,538149.817227000
2834,538149.833893584
2835,538149.850560083
2836,538149.867226583
2837,538149.883893083
2838,538149.900559625
2839,538149.917226083
2840,538149.933892542
2841,538149.950559083
2842,538149.967225584
2843,538149.983892125
2844,538150.000558625
2845,538150.017225167
2846,538150.033891667
2847,538150.050558125
2848,538150.067224667
2849,538150.083891167
2850,538150.100557667
2851,538150.117224208
2852,538150.133890708
2853,538150.150557250
2854,538150.167223750
2855,538150.183890250
2856,538150.200556750
2857,538150.217223292
2858,538150.233889792
2859,538150.250556292
2860,538150.267222792
2861,538150.283889333
2862,538150.300555792
2863,538150.317222292
2864,538150.333888833
2865,538150.350555292
2866,538150.367221833
2867,538150.383888292
2868,538150.400554833
2869,538150.417221292
2870,538150.433887833
2871,538150.450554375
2872,538150.467220833
2873,538150.483887417
2874,538150.500553958
2875,538150.517220375
2876,538150.533886958
2877,538150.550553375
2878,538150.567219917
2879,538150.583886458
2880,538150.600552958
2881,538150.617219458
2882,538150.633886000
2883,538150.650552500
2884,538150.667219000
2885,538150.683885459
2886,538150.700552000
2887,538150.717218500
2888,538150.733885042
2889,538150.750551542
2890,538150.767218042
2891,538150.783884542
2892,538150.800551000
2893,538150.817217542
2894,538150.833884000
2895,538150.850550583
2896,538150.867217042
