frame,acquire_begin_time_s,acquire_end_time_s,registered_time_s,presented_time_s
208,541715.754281125,541715.757182625,541715.757210917,541715.805482458
209,541715.771725917,541715.773630833,541715.773660125,541715.822149167
210,541715.788455792,541715.790580833,541715.790620792,541715.838815792
211,541715.804264000,541715.807116792,541715.807149292,541715.855482333
212,541715.823353083,541715.823921917,541715.823957042,541715.872148959
213,541715.838637459,541715.840581167,541715.840619625,541715.888815542
214,541715.857316833,541715.857348333,541715.857380542,541715.905482167
215,541715.872179125,541715.873777333,541715.873812500,541715.922148833
216,541715.888233917,541715.890492458,541715.890529250,541715.938815417
217,541715.905506250,541715.907263708,541715.907296167,541715.955482042
218,541715.921820667,541715.923895125,541715.923927750,541715.972148625
219,541715.940293083,541715.940560000,541715.940592500,541715.988815292
220,541715.955262708,541715.957213875,541715.957250750,541716.005481875
221,541715.973834542,541715.973860584,541715.973898958,541716.022148542
222,541715.989283209,541715.990522167,541715.990562417,541716.038815208
223,541716.005590583,541716.007281125,541716.007322167,541716.055481792
224,541716.021799375,541716.023961917,541716.023999708,541716.072148417
225,541716.039088583,541716.040572958,541716.040609250,541716.088815000
226,541716.055906958,541716.057158625,541716.057191417,541716.105481708
227,541716.072034792,541716.073926125,541716.073959250,541716.122148292
228,541716.088538375,541716.090565917,541716.090600750,541716.138814917
229,541716.104986958,541716.107230792,541716.107270333,541716.155481583
230,541716.122251667,541716.123947792,541716.123986458,541716.172148167
231,541716.138475292,541716.140460917,541716.140493917,541716.188814792
232,541716.155053833,541716.157201708,541716.157247500,541716.205481375
233,541716.171897833,541716.173942875,541716.173976792,541716.222147958
234,541716.188532000,541716.190586542,541716.190620917,541716.238814625
235,541716.204956500,541716.207316917,541716.207348208,541716.255481292
236,541716.222234875,541716.223814875,541716.223849459,541716.272147833
237,541716.238273750,541716.240540000,541716.240575792,541716.288814500
238,541716.255080958,541716.257309875,541716.257353667,541716.305481125
239,541716.272561250,541716.274018250,541716.274053625,541716.322147709
240,541716.289176875,541716.290510958,541716.290544750,541716.338814375
241,541716.304463875,541716.307148625,541716.307173583,541716.355481000
242,541716.323927875,541716.323960208,541716.323990167,541716.372147583
243,541716.338804959,541716.340554083,541716.340590917,541716.388814208
244,541716.355194792,541716.357160625,541716.357195167,541716.405480875
245,541716.372229125,541716.373882792,541716.373918458,541716.422147458
246,541716.388623583,541716.390434250,541716.390462125,541716.438814083
247,541716.407427667,541716.407462584,541716.407510583,541716.455480667
248,541716.422378667,541716.423786500,541716.423818917,541716.472147292
249,541716.440189500,541716.440530083,541716.440574125,541716.488813917
250,541716.455746875,541716.457274708,541716.457319750,541716.505480542
251,541716.472912333,541716.473512042,541716.473559708,541716.522147167
252,541716.489326208,541716.490439000,541716.490477375,541716.538813875
253,541716.504539917,541716.507223708,541716.507259583,541716.555480458
254,541716.523884542,541716.523914625,541716.523958833,541716.572147083
255,541716.538832625,541716.540578500,541716.540616125,541716.588813750
256,541716.555948917,541716.557289875,541716.557325208,541716.605480292
257,541716.572912417,541716.573768917,541716.573801583,541716.622146958
258,541716.588766042,541716.590616083,541716.590654959,541716.638813583
259,541716.605466958,541716.607240917,541716.607273208,541716.655480208
260,541716.622958000,541716.623817333,541716.623847583,541716.672146834
261,541716.638915875,541716.640460167,541716.640495583,541716.688813375
262,541716.655672750,541716.657074708,541716.657112708,541716.705480042
263,541716.672631292,541716.673981708,541716.674031583,541716.722146625
264,541716.689083459,541716.690561083,541716.690596875,541716.738813292
265,541716.705811667,541716.707190750,541716.707222709,541716.755479917
266,541716.722593792,541716.723915833,541716.723953458,541716.772146500
267,541716.739172458,541716.740481333,541716.740518833,541716.788813083
268,541716.755389042,541716.757246167,541716.757284542,541716.805479708
269,541716.773103292,541716.773874292,541716.773911083,541716.822146333
270,541716.788476125,541716.790592958,541716.790626084,541716.838813000
271,541716.806966333,541716.807171500,541716.807203083,541716.855479583
272,541716.822426000,541716.823874708,541716.823907292,541716.872146208
273,541716.839158708,541716.840510292,541716.840544250,541716.888812833
274,541716.855674375,541716.857188167,541716.857219208,541716.905479500
275,541716.871918417,541716.873842917,541716.873880667,541716.922146083
276,541716.888812958,541716.890584333,541716.890621958,541716.938812750
277,541716.905496667,541716.907146750,541716.907179667,541716.955479292
278,541716.921728208,541716.923958792,541716.923997458,541716.972146000
279,541716.939596167,541716.940600458,541716.940634500,541716.988812583
280,541716.955415375,541716.957167500,541716.957202833,541717.005479167
281,541716.971437625,541716.973848000,541716.973881667,541717.022145833
282,541716.988604792,541716.990606583,541716.990647875,541717.038812458
283,541717.005368042,541717.006954750,541717.006985833,541717.055479083
284,541717.022887958,541717.023889333,541717.023927458,541717.072145708
285,541717.038820208,541717.040549500,541717.040587083,541717.088812292
286,541717.056402542,541717.057284083,541717.057326458,541717.105479000
287,541717.072171042,541717.073818208,541717.073854625,541717.122145500
288,541717.088675542,541717.090197125,541717.090241000,541717.138812125
289,541717.105481125,541717.107190875,541717.107230417,541717.155478750
290,541717.122145084,541717.123878458,541717.123910875,541717.172145375
291,541717.138729917,541717.140517583,541717.140546583,541717.188812042
292,541717.155679833,541717.157175583,541717.157208250,541717.205478583
293,541717.171924708,541717.173986083,541717.174020208,541717.222145250
294,541717.188992292,541717.190541250,541717.190576875,541717.238811833
295,541717.205760333,541717.207227292,541717.207256750,541717.255478458
296,541717.222073792,541717.223964833,541717.224004750,541717.272145042
297,541717.238742917,541717.240508625,541717.240539625,541717.288811750
298,541717.255692708,541717.257202042,541717.257237833,541717.305478333
299,541717.272278542,541717.273833875,541717.273864375,541717.322145000
300,541717.288675500,541717.290573334,541717.290604625,541717.338811583
301,541717.305244958,541717.307273375,541717.307301875,541717.355478250
302,541717.323887292,541717.323910792,541717.323937792,541717.372144833
303,541717.339061042,541717.340675375,541717.340718292,541717.388811417
304,541717.356314875,541717.357080083,541717.357112833,541717.405478042
305,541717.373656750,541717.373873917,541717.373914167,541717.422144667
306,541717.389617750,541717.390597042,541717.390637000,541717.438811292
307,541717.407716625,541717.407750208,541717.407790917,541717.455477875
308,541717.422819250,541717.423811333,541717.423849167,541717.472144500
309,541717.438393292,541717.440587458,541717.440624333,541717.488811167
310,541717.455498583,541717.457161833,541717.457199458,541717.505477833
311,541717.471745250,541717.473953125,541717.473988792,541717.522144333
312,541717.488304417,541717.490609292,541717.490644583,541717.538811000
313,541717.505633000,541717.507131500,541717.507173583,541717.555477625
314,541717.521644250,541717.523813167,541717.523846542,541717.572144250
315,541717.539477000,541717.540477917,541717.540512708,541717.588810833
316,541717.555499375,541717.557280833,541717.557316583,541717.605477458
317,541717.572934500,541717.573373875,541717.573413792,541717.622144083
318,541717.588853417,541717.590685375,541717.590721000,541717.638810708
319,541717.606249625,541717.607079500,541717.607119750,541717.655477333
320,541717.622545417,541717.623949958,541717.623980750,541717.672143917
321,541717.638741042,541717.640417792,541717.640448125,541717.688810542
322,541717.655145125,541717.657100542,541717.657130333,541717.705477167
323,541717.673035542,541717.674036958,541717.674069833,541717.722143750
324,541717.689791583,541717.690563292,541717.690600625,541717.738810417
325,541717.706068292,541717.707275417,541717.707319625,541717.755477000
326,541717.723019750,541717.723949709,541717.723983584,541717.772143667
327,541717.738357708,541717.740544667,541717.740575250,541717.788810292
328,541717.756278417,541717.757097292,541717.757129250,541717.805476917
329,541717.771769625,541717.773885042,541717.773912709,541717.822143500
330,541717.790570333,541717.790603458,541717.790633583,541717.838810167
331,541717.805390292,541717.807086250,541717.807118709,541717.855476750
332,541717.821873792,541717.823857958,541717.823891125,541717.872143375
333,541717.838441167,541717.840415167,541717.840451583,541717.888809958
334,541717.855246583,541717.857254167,541717.857285125,541717.905476625
335,541717.871734833,541717.873767792,541717.873800333,541717.922143167
336,541717.888520000,541717.890536375,541717.890568167,541717.938809833
337,541717.904980458,541717.907250458,541717.907282125,541717.955476375
338,541717.921436584,541717.923903875,541717.923942833,541717.972143000
339,541717.940670458,541717.940702042,541717.940735917,541717.988809625
340,541717.956117167,541717.957151458,541717.957183500,541718.005476208
341,541717.971766458,541717.973943458,541717.973974333,541718.022142875
342,541717.989348333,541717.990437792,541717.990468500,541718.038809500
343,541718.005256042,541718.007234083,541718.007267708,541718.055476125
344,541718.022768500,541718.023888583,541718.023919959,541718.072142750
345,541718.047044083,541718.047087250,541718.047121417,541718.088809334
346,541718.064692500,541718.064727417,541718.064764417,541718.105475958
347,541718.081591708,541718.081639167,541718.081685458,541718.122142583
348,541718.098546500,541718.098585792,541718.098622542,541718.138809167
349,541718.114767250,541718.114807208,541718.114848167,541718.155475833
350,541718.130706292,541718.130746958,541718.130787333,541718.172142458
351,541718.146528167,541718.146563292,541718.146594750,541718.188809083
352,541718.161726792,541718.161762625,541718.161795417,541718.205475667
353,541718.176844667,541718.176881667,541718.176907833,541718.222142292
354,541718.192615459,541718.192647625,541718.192676042,541718.238808875
355,541718.207819083,541718.207850125,541718.207881375,541718.255475458
356,541718.222162125,541718.223893375,541718.223922792,541718.272142125
357,541718.240602292,541718.240629583,541718.240658792,541718.288808792
358,541718.257788917,541718.257816958,541718.257843000,541718.305475375
359,541718.275905917,541718.275942042,541718.275973208,541718.322141958
360,541718.292252792,541718.292286583,541718.292318458,541718.338808542
361,541718.307759625,541718.307791208,541718.307825917,541718.355475292
362,541718.324922167,541718.324954458,541718.324998250,541718.372141750
363,541718.341747125,541718.341779833,541718.341808250,541718.388808375
364,541718.357643875,541718.357675833,541718.357709833,541718.405475042
365,541718.373331875,541718.373840292,541718.373868042,541718.422141667
366,541718.389709833,541718.390462000,541718.390494458,541718.438808250
367,541718.407171958,541718.407204292,541718.407239417,541718.455474875
368,541718.423079417,541718.423824000,541718.423860167,541718.472141417
369,541718.440215375,541718.440245167,541718.440283583,541718.488808083
370,541718.456468667,541718.457171583,541718.457205417,541718.505474709
371,541718.473100000,541718.473415167,541718.473471500,541718.522141333
372,541718.489831125,541718.490079250,541718.490128833,541718.538807917
373,541718.504823167,541718.507120125,541718.507152292,541718.555474542
374,541718.522380542,541718.523887792,541718.523918333,541718.572141167
375,541718.539103750,541718.540501917,541718.540529875,541718.588807750
376,541718.557622792,541718.557654209,541718.557753208,541718.605474458
377,541718.573249458,541718.573437417,541718.573478667,541718.622141083
378,541718.588853542,541718.590521208,541718.590555917,541718.638807625
379,541718.605278209,541718.607193125,541718.607226125,541718.655474292
380,541718.621815750,541718.623812042,541718.623854209,541718.672140875
381,541718.638829500,541718.640501333,541718.640533292,541718.688807500
382,541718.655376167,541718.657152667,541718.657183917,541718.705474083
383,541718.671554125,541718.673765000,541718.673792667,541718.722140708
384,541718.688454125,541718.690519333,541718.690552292,541718.738807333
385,541718.705016250,541718.707205333,541718.707235000,541718.755474000
386,541718.722130083,541718.723862625,541718.723892917,541718.772140542
387,541718.738736625,541718.740429792,541718.740458583,541718.788807125
388,541718.755275875,541718.757190000,541718.757225000,541718.805473750
389,541718.772098667,541718.773830417,541718.773862000,541718.822140333
390,541718.789526208,541718.790101292,541718.790135000,541718.838806958
391,541718.805129958,541718.807199292,541718.807228167,541718.855473625
392,541718.823605375,541718.823800542,541718.823829667,541718.872140208
393,541718.837760708,541718.840500667,541718.840538000,541718.888806792
394,541718.855021875,541718.857170250,541718.857211208,541718.905473458
395,541718.871975458,541718.873861500,541718.873896500,541718.922140042
396,541718.887873750,541718.890505167,541718.890538750,541718.938806708
397,541718.905112250,541718.907171584,541718.907205000,541718.955473292
398,541718.922098167,541718.923840292,541718.923873000,541718.972139875
399,541718.938027375,541718.940498083,541718.940532458,541718.988806458
400,541718.954621083,541718.957159750,541718.957197625,541719.005473125
401,541718.972060875,541718.973832583,541718.973864375,541719.022139750
402,541718.987434167,541718.990414667,541718.990439583,541719.038806333
403,541719.005900083,541719.007172500,541719.007203375,541719.055472958
404,541719.022086125,541719.023654458,541719.023684875,541719.072139583
405,541719.038079250,541719.040502667,541719.040543875,541719.088806208
406,541719.055462750,541719.057197625,541719.057232250,541719.105472834
407,541719.072529625,541719.073725958,541719.073757833,541719.122139417
408,541719.088371792,541719.090445917,541719.090482333,541719.138806042
409,541719.104884708,541719.107229792,541719.107263000,541719.155472667
410,541719.122067125,541719.123913708,541719.123948667,541719.172139208
411,541719.139061958,541719.140477042,541719.140511167,541719.188805875
412,541719.154855583,541719.157170083,541719.157207292,541719.205472459
413,541719.172240750,541719.173927333,541719.173960500,541719.222139042
414,541719.188953542,541719.190501584,541719.190540417,541719.238805667
415,541719.204872625,541719.207156000,541719.207193500,541719.255472250
416,541719.222325250,541719.223954500,541719.223991750,541719.272138875
417,541719.238514750,541719.240588375,541719.240632708,541719.288805458
418,541719.255266042,541719.257071000,541719.257103125,541719.305472125
419,541719.272426125,541719.273849375,541719.273886333,541719.322138667
420,541719.288339833,541719.290594625,541719.290627500,541719.338805292
421,541719.305057083,541719.307099333,541719.307137000,541719.355471917
422,541719.322222417,541719.323817833,541719.323853333,541719.372138583
423,541719.338297417,541719.340468833,541719.340505834,541719.388805167
424,541719.355011875,541719.357245792,541719.357287125,541719.405471792
425,541719.372207500,541719.373886208,541719.373928667,541719.422138417
426,541719.388653875,541719.390552375,541719.390593458,541719.438805000
427,541719.406003875,541719.407289042,541719.407328125,541719.455471667
428,541719.422678750,541719.423787292,541719.423826917,541719.472138167
429,541719.438731959,541719.440435500,541719.440476500,541719.488804875
430,541719.454860500,541719.457265292,541719.457300375,541719.505471417
431,541719.472530042,541719.473878708,541719.473912875,541719.522138042
432,541719.488656458,541719.490529083,541719.490569083,541719.538804625
433,541719.505184167,541719.507128333,541719.507162583,541719.555471292
434,541719.523047792,541719.523826708,541719.523859292,541719.572137917
435,541719.539608708,541719.540468667,541719.540512583,541719.588804459
436,541719.556433083,541719.557109208,541719.557143792,541719.605471125
437,541719.572837083,541719.573817292,541719.573852459,541719.622137667
438,541719.589739708,541719.590301750,541719.590339375,541719.638804292
439,541719.607203042,541719.607235083,541719.607280000,541719.655470917
440,541719.622642792,541719.623841625,541719.623880875,541719.672137542
441,541719.638985750,541719.640449459,541719.640483917,541719.688804125
442,541719.655839875,541719.657127250,541719.657161667,541719.705470708
443,541719.672268500,541719.673928292,541719.673967292,541719.722137375
444,541719.689177542,541719.690456333,541719.690493917,541719.738804000
445,541719.705564500,541719.707191042,541719.707226083,541719.755470583
446,541719.722407083,541719.723774875,541719.723807917,541719.772137167
447,541719.738479792,541719.740471792,541719.740503417,541719.788803833
448,541719.755775375,541719.757130417,541719.757160833,541719.805470417
449,541719.772757042,541719.773740458,541719.773774125,541719.822137000
450,541719.787989834,541719.790384583,541719.790434292,541719.838803667
451,541719.805647375,541719.807160542,541719.807200583,541719.855470250
452,541719.821689000,541719.823839000,541719.823872000,541719.872136833
453,541719.837966833,541719.840412542,541719.840449833,541719.888803417
454,541719.855123958,541719.857100042,541719.857134958,541719.905470083
455,541719.871355583,541719.873731625,541719.873764875,541719.922136708
456,541719.887891792,541719.890368667,541719.890408167,541719.938803292
457,541719.905185583,541719.907237833,541719.907275167,541719.955469875
458,541719.921881500,541719.923727167,541719.923762750,541719.972136500
459,541719.937653042,541719.940410833,541719.940445625,541719.988803167
460,541719.956933542,541719.957133500,541719.957164208,541720.005469708
461,541719.971056417,541719.973836833,541719.973870500,541720.022136333
462,541719.988032542,541719.990520875,541719.990551958,541720.038802875
463,541720.005467417,541720.007171292,541720.007207458,541720.055469542
