frame,acquire_begin_time_s,acquire_end_time_s,registered_time_s,presented_time_s
105,541937.772377417,541937.772402167,541937.772447083,541937.776955875
106,541937.788807584,541937.788831458,541937.788869625,541937.792854458
107,541937.806196833,541937.806224208,541937.806289250,541937.809982792
108,541937.822516583,541937.822544792,541937.822594292,541937.826239583
109,541937.838922875,541937.838944625,541937.838984292,541937.842616708
110,541937.855873083,541937.855894792,541937.855937167,541937.860894208
111,541937.872533458,541937.872553875,541937.872605167,541937.876915250
112,541937.888934542,541937.888954750,541937.888996000,541937.892641917
113,541937.905809167,541937.905837792,541937.905880250,541937.909564792
114,541937.922657500,541937.922688583,541937.922739500,541937.926364667
115,541937.939654042,541937.939670375,541937.939705333,541937.943170875
116,541937.959799292,541937.959830083,541937.959885125,541937.964560333
117,541937.978590292,541937.978618000,541937.978672250,541937.992453958
118,541937.994685292,541937.994708250,541937.994755458,541938.000491792
119,541938.010656042,541938.010686500,541938.010749667,541938.014568167
120,541938.026036375,541938.026059125,541938.026109333,541938.031333083
121,541938.041956917,541938.041981292,541938.042018958,541938.046008584
122,541938.057682708,541938.057706750,541938.057741792,541938.061423459
123,541938.072904792,541938.072928125,541938.072959542,541938.077060458
124,541938.089335667,541938.089358500,541938.089388750,541938.100015542
125,541938.106188375,541938.106208250,541938.106252417,541938.109879833
126,541938.122834583,541938.122857417,541938.122887958,541938.126516542
127,541938.139431417,541938.139460958,541938.139490542,541938.144398083
128,541938.156108834,541938.156134208,541938.156175083,541938.160595125
129,541938.172581667,541938.172608958,541938.172641375,541938.176560333
130,541938.189547708,541938.189573458,541938.189605042,541938.193213333
131,541938.209553917,541938.209585042,541938.209621292,541938.213504208
132,541938.224633958,541938.224660750,541938.224695833,541938.228361792
133,541938.240371875,541938.240398000,541938.240431542,541938.244211167
134,541938.256313458,541938.256341917,541938.256380625,541938.260703209
135,541938.271990084,541938.272011750,541938.272035958,541938.275848875
136,541938.289617542,541938.289642167,541938.289682750,541938.293450375
137,541938.306221584,541938.306246125,541938.306273250,541938.309883542
138,541938.322818250,541938.322843625,541938.322878958,541938.327564875
139,541938.339631875,541938.339657084,541938.339688208,541938.343898542
140,541938.356299500,541938.356325125,541938.356353500,541938.360086417
141,541938.372850708,541938.372880917,541938.372910375,541938.376510750
142,541938.388773125,541938.388802542,541938.388829333,541938.392821500
143,541938.406343292,541938.406365042,541938.406392250,541938.417643667
144,541938.422747375,541938.422773667,541938.422803208,541938.426606042
145,541938.439601208,541938.439623167,541938.439655083,541938.443635000
146,541938.456408792,541938.456437833,541938.456471917,541938.460100833
147,541938.472865375,541938.472887208,541938.472924958,541938.476554083
148,541938.489780750,541938.489802292,541938.489833750,541938.493463875
149,541938.506501417,541938.506524500,541938.506557958,541938.511321542
150,541938.522961458,541938.522984167,541938.523014208,541938.526999458
151,541938.539817208,541938.539840125,541938.539868875,541938.543637750
152,541938.556459125,541938.556482958,541938.556510375,541938.560064333
153,541938.572929083,541938.572947875,541938.572975583,541938.576580333
154,541938.589010833,541938.589033667,541938.589071292,541938.593962083
155,541938.606236083,541938.606261875,541938.606290375,541938.611070917
156,541938.623515917,541938.623551583,541938.623582750,541938.628250750
157,541938.640342959,541938.640378708,541938.640409125,541938.644727833
158,541938.656560708,541938.656581208,541938.656610667,541938.660324458
159,541938.673086000,541938.673107292,541938.673136417,541938.676712417
160,541938.690136750,541938.690163750,541938.690196583,541938.693718833
161,541938.706599584,541938.706623583,541938.706650417,541938.711190750
162,541938.723037625,541938.723056292,541938.723084000,541938.726814083
163,541938.740112000,541938.740133958,541938.740162625,541938.743819375
164,541938.756947792,541938.756972292,541938.757015542,541938.760758750
165,541938.773230583,541938.773253750,541938.773296958,541938.777042167
166,541938.790098917,541938.790124167,541938.790159750,541938.795108292
167,541938.806819250,541938.806845042,541938.806875917,541938.811257708
168,541938.823026500,541938.823045000,541938.823071333,541938.826661042
169,541938.839903333,541938.839924125,541938.839955334,541938.843583083
170,541938.856596917,541938.856620042,541938.856646042,541938.860324458
171,541938.873190750,541938.873210417,541938.873236792,541938.877990250
172,541938.890213625,541938.890244000,541938.890280042,541938.895027250
173,541938.906038667,541938.906063458,541938.906086792,541938.909681875
174,541938.923286917,541938.923308042,541938.923332750,541938.926931875
175,541938.939978209,541938.939995375,541938.940019792,541938.943602458
176,541938.956754375,541938.956774958,541938.956800458,541938.960361250
177,541938.973394417,541938.973411542,541938.973444042,541938.978442000
178,541938.990198792,541938.990218083,541938.990243334,541938.994916458
179,541939.007003042,541939.007026792,541939.007067375,541939.011353917
180,541939.022658209,541939.022674458,541939.022696750,541939.026263375
181,541939.039995000,541939.040013917,541939.040042667,541939.043067750
182,541939.056590250,541939.056607292,541939.056636792,541939.060257584
183,541939.073496375,541939.073517167,541939.073542833,541939.078320334
184,541939.090269875,541939.090288792,541939.090316000,541939.094793250
185,541939.106766667,541939.106785583,541939.106811625,541939.110668500
186,541939.123589667,541939.123610583,541939.123635625,541939.127195917
187,541939.140157333,541939.140176250,541939.140201167,541939.143896833
188,541939.156837917,541939.156857458,541939.156884000,541939.165437458
189,541939.173588209,541939.173606792,541939.173634917,541939.177806625
190,541939.190302875,541939.190322750,541939.190348750,541939.194448500
191,541939.206994417,541939.207015000,541939.207043208,541939.210741125
192,541939.223590459,541939.223609833,541939.223635459,541939.227317000
193,541939.240109958,541939.240125875,541939.240151167,541939.243700792
194,541939.256740750,541939.256759167,541939.256784583,541939.260400417
195,541939.273685958,541939.273704375,541939.273730000,541939.278369083
196,541939.290376792,541939.290395250,541939.290420917,541939.294465417
197,541939.306824750,541939.306843417,541939.306869333,541939.310448250
198,541939.323902458,541939.323924792,541939.323956042,541939.327588667
199,541939.340762958,541939.340792875,541939.340831625,541939.344508958
200,541939.357213375,541939.357235625,541939.357273917,541939.360956583
201,541939.374059708,541939.374091250,541939.374120625,541939.379074625
202,541939.391535917,541939.391558709,541939.391596542,541939.396381333
203,541939.407128250,541939.407163458,541939.407202375,541939.410333958
204,541939.424064167,541939.424086667,541939.424116542,541939.427755000
205,541939.440705375,541939.440727583,541939.440758708,541939.444348667
206,541939.457285958,541939.457314709,541939.457347833,541939.462390375
207,541939.474128292,541939.474149250,541939.474178167,541939.478532417
208,541939.490792834,541939.490816042,541939.490846500,541939.495086125
209,541939.507062750,541939.507083625,541939.507111125,541939.510849583
210,541939.524175167,541939.524198958,541939.524226417,541939.527923375
211,541939.539957167,541939.539985333,541939.540014667,541939.544059958
212,541939.557311542,541939.557333458,541939.557374500,541939.562352458
213,541939.573831625,541939.573860750,541939.573890625,541939.577976083
214,541939.591205959,541939.591232750,541939.591264292,541939.595302542
215,541939.607846167,541939.607873125,541939.607903708,541939.611502500
216,541939.624327375,541939.624359292,541939.624407417,541939.628040000
217,541939.640878583,541939.640901917,541939.640930833,541939.644515958
218,541939.656748833,541939.656778042,541939.656811667,541939.661056333
219,541939.674212958,541939.674241625,541939.674270333,541939.678421625
220,541939.690702292,541939.690725500,541939.690755625,541939.694371708
221,541939.707747917,541939.707769542,541939.707798667,541939.711452750
222,541939.724811125,541939.724835709,541939.724864333,541939.728510833
223,541939.741447042,541939.741469625,541939.741501583,541939.745141250
224,541939.757690583,541939.757715458,541939.757744917,541939.762149875
225,541939.774259750,541939.774283167,541939.774315833,541939.777879833
226,541939.791154625,541939.791185458,541939.791215417,541939.794890375
227,541939.807874125,541939.807903542,541939.807942000,541939.811563000
228,541939.824620375,541939.824651125,541939.824687458,541939.828312958
229,541939.841032458,541939.841063584,541939.841100833,541939.845658542
230,541939.857867375,541939.857902083,541939.857931000,541939.862386792
231,541939.874524667,541939.874548125,541939.874575500,541939.878487333
232,541939.891076250,541939.891106667,541939.891135792,541939.894745583
233,541939.907821208,541939.907842250,541939.907869625,541939.911500750
234,541939.924600750,541939.924628500,541939.924658125,541939.928289959
235,541939.941081708,541939.941107958,541939.941140042,541939.946017083
236,541939.957948333,541939.957976208,541939.958007958,541939.961573125
237,541939.974617958,541939.974640375,541939.974678583,541939.979288708
238,541939.991052834,541939.991075083,541939.991109167,541939.994827958
239,541940.008163750,541940.008187625,541940.008218792,541940.012025375
240,541940.024636000,541940.024657125,541940.024686167,541940.028292917
241,541940.040385375,541940.040411000,541940.040436625,541940.045308833
242,541940.058087083,541940.058114292,541940.058144958,541940.063248375
243,541940.074834708,541940.074866375,541940.074902333,541940.079285792
244,541940.091233875,541940.091263417,541940.091293458,541940.095031708
245,541940.108021292,541940.108044917,541940.108077542,541940.124534625
246,541940.124746792,541940.124765333,541940.124794708,541940.130627583
247,541940.141451958,541940.141496792,541940.141529583,541940.145204917
248,541940.157983042,541940.158007250,541940.158040042,541940.162012958
249,541940.174874833,541940.174898500,541940.174940542,541940.178917833
250,541940.191246500,541940.191275125,541940.191314917,541940.195060959
251,541940.208013333,541940.208052375,541940.208109542,541940.215365333
252,541940.224873208,541940.224896333,541940.224926333,541940.228532917
253,541940.240733250,541940.240757708,541940.240788375,541940.244748792
254,541940.258088583,541940.258113000,541940.258148625,541940.262282458
255,541940.274588333,541940.274609917,541940.274646083,541940.278320250
256,541940.291304292,541940.291325917,541940.291356583,541940.295097583
257,541940.308003583,541940.308029917,541940.308059417,541940.311723833
258,541940.324844042,541940.324866167,541940.324899917,541940.328482958
259,541940.341385833,541940.341413917,541940.341456958,541940.346316583
260,541940.358337542,541940.358357583,541940.358387500,541940.362644083
261,541940.374765250,541940.374785125,541940.374821167,541940.378503667
262,541940.391992208,541940.392012417,541940.392050833,541940.409362667
263,541940.408162833,541940.408197000,541940.408258125,541940.415879167
264,541940.424978833,541940.424996958,541940.425025417,541940.428597042
265,541940.441528042,541940.441562042,541940.441592917,541940.445706792
266,541940.458276667,541940.458300000,541940.458333667,541940.462471708
267,541940.475012750,541940.475043042,541940.475074917,541940.478656583
268,541940.491521375,541940.491550958,541940.491580833,541940.495235750
269,541940.508192708,541940.508212000,541940.508241000,541940.511827292
270,541940.524410417,541940.524433500,541940.524487125,541940.528920792
271,541940.541705167,541940.541727833,541940.541757750,541940.545371625
272,541940.558324083,541940.558355417,541940.558387625,541940.562155375
273,541940.575072750,541940.575099125,541940.575136000,541940.578768667
274,541940.591645000,541940.591672417,541940.591704542,541940.595421292
275,541940.608384250,541940.608412792,541940.608444500,541940.613333292
276,541940.625080625,541940.625101708,541940.625133208,541940.629679750
277,541940.641788125,541940.641825625,541940.641869792,541940.645864417
278,541940.657798708,541940.657827667,541940.657867250,541940.661582458
279,541940.675050167,541940.675084208,541940.675118583,541940.678807500
280,541940.691896417,541940.691923542,541940.691965083,541940.695599750
281,541940.708495500,541940.708519583,541940.708552333,541940.713484250
282,541940.725096583,541940.725116667,541940.725149875,541940.729366125
283,541940.741811500,541940.741834792,541940.741869958,541940.745538792
284,541940.758620042,541940.758649583,541940.758685375,541940.762314333
285,541940.775095042,541940.775116750,541940.775154042,541940.778766542
286,541940.791938750,541940.791960459,541940.791988625,541940.797023625
287,541940.808558667,541940.808590917,541940.808620875,541940.812876917
288,541940.825090167,541940.825109375,541940.825135292,541940.828725292
289,541940.842006750,541940.842035833,541940.842072167,541940.845716750
290,541940.858605583,541940.858626625,541940.858656542,541940.862273375
291,541940.875154167,541940.875176459,541940.875201583,541940.878786500
292,541940.891917875,541940.891938750,541940.891968958,541940.896534208
293,541940.908640583,541940.908673292,541940.908704667,541940.912802292
294,541940.925213084,541940.925235334,541940.925262875,541940.928896417
295,541940.941949958,541940.941980000,541940.942008583,541940.945693500
296,541940.958747083,541940.958768917,541940.958797167,541940.962422333
297,541940.975468250,541940.975502708,541940.975531459,541940.979196667
298,541940.992086167,541940.992119625,541940.992155958,541940.996293000
299,541941.009110583,541941.009135208,541941.009180542,541941.013174042
300,541941.025301208,541941.025331083,541941.025359792,541941.029107792
301,541941.041579917,541941.041606500,541941.041632458,541941.045327625
302,541941.059373708,541941.059394958,541941.059425042,541941.063064250
303,541941.075509208,541941.075542125,541941.075580917,541941.079978542
304,541941.091946542,541941.091973167,541941.092005958,541941.095657875
305,541941.108985542,541941.109010917,541941.109052917,541941.112713625
306,541941.125619250,541941.125642208,541941.125678833,541941.129359417
307,541941.142350583,541941.142382208,541941.142419792,541941.146120792
308,541941.159035417,541941.159064500,541941.159098375,541941.163579042
309,541941.175657167,541941.175677167,541941.175708833,541941.191531583
310,541941.192678417,541941.192699167,541941.192731583,541941.197976792
311,541941.209023708,541941.209053667,541941.209096542,541941.212814583
312,541941.225419875,541941.225445458,541941.225476333,541941.229869625
313,541941.242298958,541941.242331583,541941.242362333,541941.247020292
314,541941.258593709,541941.258622417,541941.258655208,541941.262469917
315,541941.275520000,541941.275543417,541941.275574458,541941.279474458
316,541941.292168708,541941.292188792,541941.292216458,541941.295838708
317,541941.308877042,541941.308900833,541941.308938750,541941.312591833
318,541941.325548375,541941.325569833,541941.325605625,541941.329214083
319,541941.342254167,541941.342274750,541941.342302375,541941.346797167
320,541941.358884875,541941.358913917,541941.358941500,541941.362791583
321,541941.375591833,541941.375611833,541941.375638125,541941.379240417
322,541941.392520125,541941.392542958,541941.392581625,541941.410924625
323,541941.409186375,541941.409205167,541941.409236792,541941.417762000
324,541941.425756167,541941.425777458,541941.425817417,541941.430186167
325,541941.442569625,541941.442592125,541941.442624833,541941.446624875
326,541941.459358375,541941.459386125,541941.459418292,541941.463437000
327,541941.475707209,541941.475729667,541941.475757333,541941.479364708
328,541941.492602125,541941.492625417,541941.492658250,541941.496318667
329,541941.508611833,541941.508655042,541941.508687583,541941.513387458
330,541941.526022250,541941.526045500,541941.526075583,541941.529502833
331,541941.542910125,541941.542939542,541941.542980875,541941.546920458
332,541941.559449292,541941.559472875,541941.559502917,541941.563182167
333,541941.576028958,541941.576055833,541941.576086500,541941.579660250
334,541941.592803167,541941.592829167,541941.592859458,541941.596367167
335,541941.609482042,541941.609507042,541941.609540000,541941.614479417
336,541941.626220167,541941.626251458,541941.626280375,541941.630754125
337,541941.642770542,541941.642790667,541941.642818292,541941.646398083
338,541941.658973708,541941.658991667,541941.659019292,541941.662551167
339,541941.676139167,541941.676171417,541941.676212292,541941.679940542
340,541941.692989625,541941.693012708,541941.693049167,541941.697314292
341,541941.709503167,541941.709535500,541941.709572792,541941.713650667
342,541941.726243333,541941.726274833,541941.726305625,541941.729976167
343,541941.742748917,541941.742772208,541941.742800458,541941.746546417
344,541941.759270917,541941.759293250,541941.759329917,541941.763009042
345,541941.782865125,541941.782892500,541941.782927042,541941.786957542
346,541941.800803042,541941.800840792,541941.800886292,541941.804582750
347,541941.817646667,541941.817669583,541941.817705667,541941.821391375
348,541941.834435292,541941.834470667,541941.834512667,541941.838217292
349,541941.851060000,541941.851087458,541941.851122500,541941.854727833
350,541941.866998208,541941.867027459,541941.867056125,541941.871298583
351,541941.882752125,541941.882779833,541941.882812583,541941.886373750
352,541941.897958458,541941.897988250,541941.898026458,541941.902813000
353,541941.913587458,541941.913610542,541941.913639417,541941.917344625
354,541941.929028750,541941.929054583,541941.929084292,541941.933798000
355,541941.944214292,541941.944238208,541941.944264250,541941.947918125
356,541941.959041750,541941.959067125,541941.959098250,541941.963606459
357,541941.976293625,541941.976317875,541941.976344833,541941.979976333
358,541941.993578583,541941.993606083,541941.993644042,541941.998536917
359,541942.011378750,541942.011402083,541942.011432500,541942.014961917
360,541942.027015625,541942.027051375,541942.027086667,541942.030706083
361,541942.043175333,541942.043206750,541942.043243667,541942.046980667
362,541942.059958750,541942.059987458,541942.060024167,541942.063758375
363,541942.076687875,541942.076711208,541942.076748792,541942.080264792
364,541942.093317750,541942.093346167,541942.093375875,541942.097473083
365,541942.109785208,541942.109810959,541942.109846458,541942.113617542
366,541942.126736083,541942.126760542,541942.126789375,541942.130532667
367,541942.143417917,541942.143447083,541942.143475875,541942.147164000
368,541942.159861875,541942.159889583,541942.159920125,541942.164977583
369,541942.176698959,541942.176719375,541942.176753292,541942.181294750
370,541942.193465375,541942.193487958,541942.193521250,541942.197494000
371,541942.209918584,541942.209939500,541942.209968333,541942.213696333
372,541942.226791458,541942.226813833,541942.226842667,541942.230547042
373,541942.243676792,541942.243704875,541942.243760917,541942.257668875
374,541942.260370208,541942.260392250,541942.260444833,541942.264204833
375,541942.276879042,541942.276894417,541942.276921417,541942.281177167
376,541942.294197542,541942.294223125,541942.294325792,541942.298247333
377,541942.309831417,541942.309849833,541942.309885292,541942.313450583
378,541942.326761542,541942.326786625,541942.326817417,541942.330507000
379,541942.343354458,541942.343373792,541942.343400083,541942.347767750
380,541942.359986083,541942.360003250,541942.360028958,541942.363920542
381,541942.376999042,541942.377019625,541942.377049458,541942.380706167
382,541942.394463500,541942.394486125,541942.394523250,541942.410685833
383,541942.410737625,541942.410760792,541942.410792250,541942.416630417
384,541942.427203959,541942.427222375,541942.427254000,541942.431976500
385,541942.443690083,541942.443714667,541942.443741792,541942.447807625
386,541942.460392833,541942.460413000,541942.460445208,541942.464085958
387,541942.477101042,541942.477127625,541942.477162667,541942.480892375
388,541942.493699208,541942.493719042,541942.493746583,541942.497334208
389,541942.509762208,541942.509781458,541942.509806625,541942.514509000
390,541942.526620167,541942.526645542,541942.526681167,541942.530873542
391,541942.543024208,541942.543044000,541942.543067875,541942.546768333
392,541942.560378375,541942.560403000,541942.560433625,541942.564096375
393,541942.576911292,541942.576932667,541942.576960834,541942.580550125
394,541942.593485083,541942.593505125,541942.593532542,541942.597116125
395,541942.610398792,541942.610422250,541942.610448750,541942.615083167
396,541942.626938334,541942.626960042,541942.626986042,541942.631030083
397,541942.643645459,541942.643668875,541942.643700792,541942.647363042
398,541942.660376750,541942.660398458,541942.660424500,541942.663985333
399,541942.677046292,541942.677065833,541942.677090875,541942.680776792
400,541942.693573792,541942.693591667,541942.693617458,541942.698258458
401,541942.710454667,541942.710470542,541942.710498917,541942.714606625
402,541942.726546250,541942.726561375,541942.726582584,541942.730218417
403,541942.743723000,541942.743743750,541942.743771083,541942.747442292
404,541942.760441583,541942.760460083,541942.760487417,541942.764029167
405,541942.777013167,541942.777032042,541942.777058000,541942.781400583
406,541942.793658458,541942.793675417,541942.793701083,541942.797354208
407,541942.810858125,541942.810883333,541942.810913167,541942.815565417
408,541942.827552417,541942.827582875,541942.827614708,541942.831700917
409,541942.844006708,541942.844026458,541942.844055875,541942.847685625
410,541942.860529542,541942.860559792,541942.860588542,541942.864218167
411,541942.877589875,541942.877616167,541942.877649375,541942.881232500
412,541942.894060167,541942.894081542,541942.894115875,541942.898686792
413,541942.910856167,541942.910892333,541942.910927167,541942.915186792
414,541942.927686375,541942.927707125,541942.927734083,541942.931750625
415,541942.944147958,541942.944172250,541942.944207167,541942.947859708
416,541942.961047458,541942.961069500,541942.961099750,541942.964704542
417,541942.977605167,541942.977637667,541942.977677583,541942.982678125
418,541942.994140125,541942.994162542,541942.994201167,541942.998561833
419,541943.011128792,541943.011171250,541943.011211208,541943.014765583
420,541943.027764083,541943.027795000,541943.027837750,541943.031434375
421,541943.044279292,541943.044300583,541943.044333417,541943.047935125
422,541943.061181000,541943.061203667,541943.061236375,541943.064863958
423,541943.077788958,541943.077818042,541943.077853667,541943.082860375
424,541943.094361583,541943.094386708,541943.094420958,541943.098847542
425,541943.111156833,541943.111184042,541943.111214667,541943.115308292
426,541943.127989000,541943.128017375,541943.128050083,541943.131696292
427,541943.144277125,541943.144300917,541943.144334958,541943.147894917
428,541943.161300167,541943.161325625,541943.161359875,541943.165018125
429,541943.178032625,541943.178061708,541943.178092208,541943.183018250
430,541943.194242250,541943.194261750,541943.194290750,541943.198426000
431,541943.211223375,541943.211245625,541943.211275708,541943.215004750
432,541943.227967583,541943.227988750,541943.228017958,541943.231576167
433,541943.244459292,541943.244483375,541943.244511792,541943.248066667
434,541943.261458167,541943.261483792,541943.261516792,541943.265145333
435,541943.278088292,541943.278109750,541943.278153000,541943.282804000
436,541943.294785792,541943.294809458,541943.294840458,541943.299011625
437,541943.311312458,541943.311333500,541943.311363375,541943.325716000
438,541943.328126875,541943.328147708,541943.328176583,541943.331696042
439,541943.344787292,541943.344813083,541943.344845792,541943.348393833
440,541943.361521625,541943.361543208,541943.361584875,541943.375926750
441,541943.378197500,541943.378216958,541943.378248208,541943.383516542
442,541943.395088625,541943.395116208,541943.395149792,541943.410285458
443,541943.412014625,541943.412036417,541943.412077875,541943.417241458
444,541943.428131333,541943.428158542,541943.428189375,541943.431911333
445,541943.444864250,541943.444895417,541943.444924042,541943.449021708
446,541943.461667958,541943.461690083,541943.461721542,541943.465564125
447,541943.478074458,541943.478110292,541943.478159875,541943.481970167
448,541943.494903750,541943.494927083,541943.494958375,541943.498628292
449,541943.511605542,541943.511633833,541943.511671542,541943.515217084
450,541943.527937500,541943.527957958,541943.527986417,541943.531604333
451,541943.545013542,541943.545037083,541943.545078833,541943.548687833
452,541943.561746125,541943.561772875,541943.561808000,541943.566709333
453,541943.578167458,541943.578187083,541943.578218958,541943.582399083
454,541943.595047167,541943.595077667,541943.595109083,541943.598719042
455,541943.611722000,541943.611743542,541943.611775833,541943.615376208
456,541943.628177583,541943.628198250,541943.628230625,541943.631763250
457,541943.645083625,541943.645111917,541943.645149417,541943.650390042
458,541943.661781292,541943.661804375,541943.661839375,541943.666289958
459,541943.678034167,541943.678054083,541943.678085292,541943.681738250
460,541943.695067458,541943.695091417,541943.695122375,541943.698710417
461,541943.711480959,541943.711499292,541943.711527875,541943.715117292
