frame,acquire_begin_time_s,acquire_end_time_s,registered_time_s,presented_time_s
101,541641.522739833,541641.523926208,541641.523972042,541641.572246667
102,541641.539093000,541641.540581625,541641.540623250,541641.588913250
103,541641.555468250,541641.557244208,541641.557291084,541641.605579958
104,541641.572762125,541641.573954625,541641.573998708,541641.622246500
105,541641.589049417,541641.590616000,541641.590655459,541641.638913167
106,541641.605774542,541641.607334875,541641.607382667,541641.655579792
107,541641.622813958,541641.623939792,541641.623989042,541641.672246500
108,541641.638983292,541641.640585125,541641.640631333,541641.688913125
109,541641.655445917,541641.657261083,541641.657301542,541641.705579667
110,541641.672931250,541641.673937583,541641.673980750,541641.722246375
111,541641.688870750,541641.690542750,541641.690585708,541641.738912958
112,541641.705370000,541641.707159583,541641.707204625,541641.755579625
113,541641.722426375,541641.723959167,541641.724008750,541641.772246209
114,541641.739805458,541641.740648750,541641.740693333,541641.788912792
115,541641.756283750,541641.757201417,541641.757228792,541641.805579500
116,541641.778466792,541641.778499875,541641.778548125,541641.822246125
117,541641.797489250,541641.797524583,541641.797561375,541641.838912667
118,541641.813473875,541641.813512125,541641.813543917,541641.855579417
119,541641.829308042,541641.829352208,541641.829415083,541641.872245958
120,541641.845007458,541641.845044833,541641.845079958,541641.888912583
121,541641.861312000,541641.861351167,541641.861394708,541641.905579208
122,541641.877199208,541641.877234625,541641.877274958,541641.922245875
123,541641.893207167,541641.893247750,541641.893288375,541641.938912458
124,541641.908683458,541641.908721208,541641.908750375,541641.955579042
125,541641.923826000,541641.924006000,541641.924039625,541641.972245750
126,541641.939369875,541641.940613167,541641.940646458,541641.988912334
127,541641.955733708,541641.957337708,541641.957367625,541642.005578958
128,541641.972415583,541641.974059000,541641.974090333,541642.022245625
129,541641.988946458,541641.990635833,541641.990667833,541642.038912208
130,541642.006575292,541642.007399042,541642.007443167,541642.055578875
131,541642.026122458,541642.026152542,541642.026186875,541642.072245500
132,541642.041481917,541642.041510708,541642.041542375,541642.088912125
133,541642.057685333,541642.057716333,541642.057756125,541642.105578750
134,541642.073686417,541642.073949333,541642.073986042,541642.122245334
135,541642.088618625,541642.090545500,541642.090574458,541642.138912000
136,541642.107978333,541642.108010625,541642.108045583,541642.155578667
137,541642.123242958,541642.123898625,541642.123931083,541642.172245208
138,541642.138885083,541642.140533167,541642.140577083,541642.188911833
139,541642.155591708,541642.157385042,541642.157420750,541642.205578500
140,541642.172210625,541642.174007833,541642.174043000,541642.222245167
141,541642.188675958,541642.190530833,541642.190565833,541642.238911750
142,541642.204765917,541642.207337459,541642.207365667,541642.255578333
143,541642.223596292,541642.223912125,541642.223942208,541642.272245000
144,541642.238707917,541642.240637208,541642.240669542,541642.288911583
145,541642.256214208,541642.257239625,541642.257270875,541642.305578250
146,541642.272540708,541642.273981500,541642.274016833,541642.322244875
147,541642.288733750,541642.290676959,541642.290711375,541642.338911459
148,541642.306230167,541642.307238042,541642.307271958,541642.355578083
149,541642.322191875,541642.324016375,541642.324051000,541642.372244750
150,541642.338825375,541642.340587750,541642.340623792,541642.388911333
151,541642.355963458,541642.357184417,541642.357220292,541642.405578000
152,541642.372214292,541642.373467292,541642.373506375,541642.422244667
153,541642.388306958,541642.390641458,541642.390679000,541642.438911292
154,541642.406231834,541642.407311042,541642.407339458,541642.455577875
155,541642.423613250,541642.423930208,541642.423964750,541642.472244500
156,541642.440751958,541642.440783417,541642.440812667,541642.488911125
157,541642.456290958,541642.457390625,541642.457427500,541642.505577750
158,541642.472329250,541642.473966875,541642.473999084,541642.522244333
159,541642.489668750,541642.490580292,541642.490610042,541642.538911000
160,541642.506688792,541642.507189583,541642.507222833,541642.555577625
161,541642.522684958,541642.523877417,541642.523906958,541642.572244250
162,541642.539113500,541642.540576458,541642.540611125,541642.588910875
163,541642.556635458,541642.557313792,541642.557353625,541642.605577500
164,541642.572723458,541642.573996250,541642.574030292,541642.622244125
165,541642.588934709,541642.590611167,541642.590641333,541642.638910750
166,541642.606055208,541642.607331084,541642.607372500,541642.655577417
167,541642.622494375,541642.623946417,541642.623978083,541642.672244000
168,541642.638763792,541642.640583333,541642.640611500,541642.688910625
169,541642.656163042,541642.657222833,541642.657253208,541642.705577208
170,541642.672914167,541642.673959875,541642.673991250,541642.722243875
171,541642.689145208,541642.690578625,541642.690607000,541642.738910417
172,541642.705999667,541642.707350750,541642.707384208,541642.755577125
173,541642.721810000,541642.723942583,541642.723970958,541642.772243750
174,541642.740628042,541642.740663000,541642.740696417,541642.788910417
175,541642.755587417,541642.757259834,541642.757293000,541642.805576958
176,541642.772587667,541642.773533750,541642.773570083,541642.822243584
177,541642.788651750,541642.790628417,541642.790658833,541642.838910208
178,541642.805822375,541642.807253833,541642.807284375,541642.855576875
179,541642.822232375,541642.823941583,541642.823970750,541642.872243417
180,541642.838088375,541642.840539083,541642.840565250,541642.888910000
181,541642.856982000,541642.857234167,541642.857272583,541642.905576750
182,541642.872422083,541642.873428250,541642.873478333,541642.922243333
183,541642.889774417,541642.890604083,541642.890646458,541642.938910042
184,541642.906187167,541642.907131792,541642.907165375,541642.955576625
185,541642.922037167,541642.923738542,541642.923773583,541642.972243208
186,541642.939432167,541642.940531958,541642.940567708,541642.988909875
187,541642.955585458,541642.957235750,541642.957267667,541643.005576417
188,541642.971936958,541642.973891667,541642.973938125,541643.022243125
189,541642.988973000,541642.990668250,541642.990699875,541643.038909750
190,541643.005832959,541643.007288375,541643.007322167,541643.055576375
191,541643.022537375,541643.023897125,541643.023935167,541643.072242958
192,541643.039366583,541643.040510333,541643.040543000,541643.088909583
193,541643.055344958,541643.057228833,541643.057266583,541643.105576125
194,541643.072407875,541643.073938833,541643.073971875,541643.122242750
195,541643.089604833,541643.090567667,541643.090602708,541643.138909417
196,541643.105436542,541643.107246000,541643.107280375,541643.155576042
197,541643.121934167,541643.124006042,541643.124047333,541643.172242709
198,541643.139594833,541643.140589833,541643.140621333,541643.188909292
199,541643.155689292,541643.157241875,541643.157271958,541643.205575917
200,541643.171840333,541643.174031958,541643.174070000,541643.222242500
201,541643.189468708,541643.190525000,541643.190559292,541643.238909125
202,541643.205624917,541643.207315958,541643.207351125,541643.255575792
203,541643.222052875,541643.224016875,541643.224048208,541643.272242417
204,541643.239417792,541643.240594417,541643.240624792,541643.288909042
205,541643.255459667,541643.257269458,541643.257302000,541643.305575667
206,541643.272230792,541643.273829292,541643.273866667,541643.322242292
207,541643.289404417,541643.290552542,541643.290584292,541643.338908833
208,541643.305437625,541643.307236208,541643.307269625,541643.355575500
209,541643.322024292,541643.323967333,541643.323998292,541643.372242125
210,541643.339381625,541643.340533833,541643.340564000,541643.388908750
211,541643.354661708,541643.357286208,541643.357312500,541643.405575417
212,541643.373782667,541643.373902708,541643.373936875,541643.422242042
213,541643.389417667,541643.390615208,541643.390735667,541643.438908625
214,541643.408582583,541643.408617917,541643.408657833,541643.455575250
215,541643.424088958,541643.424119667,541643.424153458,541643.472241875
216,541643.439344208,541643.440659042,541643.440690958,541643.488908542
217,541643.456286292,541643.457217958,541643.457247417,541643.505575125
218,541643.472296125,541643.473882417,541643.473909375,541643.522241750
219,541643.491066208,541643.491104458,541643.491137833,541643.538908292
220,541643.506552125,541643.507256417,541643.507293250,541643.555574958
221,541643.524520334,541643.524553167,541643.524586167,541643.572241583
222,541643.540446500,541643.540628708,541643.540661750,541643.588908167
223,541643.556240958,541643.557238917,541643.557272375,541643.605574833
224,541643.572264875,541643.574086708,541643.574122917,541643.622241417
225,541643.589661667,541643.590620458,541643.590654917,541643.638908042
226,541643.606483333,541643.607352000,541643.607384834,541643.655574667
227,541643.622905667,541643.623912625,541643.623947833,541643.672241292
228,541643.639191625,541643.640672875,541643.640706167,541643.688907917
229,541643.655733667,541643.657300500,541643.657330583,541643.705574542
230,541643.672986042,541643.673942917,541643.673979042,541643.722241167
231,541643.689037875,541643.690566625,541643.690599125,541643.738907792
232,541643.705756625,541643.707306792,541643.707337750,541643.755574417
233,541643.722451917,541643.724000333,541643.724032792,541643.772241042
234,541643.739174958,541643.740668917,541643.740698208,541643.788907667
235,541643.755631375,541643.757260542,541643.757287625,541643.805574333
236,541643.772923292,541643.773942917,541643.773974833,541643.822240917
237,541643.789006333,541643.790545042,541643.790577000,541643.838907500
238,541643.805507042,541643.807347250,541643.807384417,541643.855574167
239,541643.823023750,541643.823925667,541643.823958625,541643.872240750
240,541643.839090583,541643.840486083,541643.840520583,541643.888907375
241,541643.854691250,541643.857168875,541643.857197375,541643.905574042
242,541643.874295958,541643.874328750,541643.874359583,541643.922240625
243,541643.889822000,541643.890597208,541643.890642083,541643.938907250
244,541643.905639167,541643.906770167,541643.906818792,541643.955573792
245,541643.922232625,541643.923937750,541643.923973542,541643.972240458
246,541643.938613125,541643.940663958,541643.940691542,541643.988907042
247,541643.957043584,541643.957266792,541643.957304417,541644.005573667
248,541643.972672208,541643.973885083,541643.973918583,541644.022240333
249,541643.991221000,541643.991248500,541643.991279667,541644.038906917
250,541644.007296417,541644.007329333,541644.007377708,541644.055573583
251,541644.023144167,541644.024070208,541644.024104542,541644.072240167
252,541644.040538250,541644.040570875,541644.040603125,541644.088906708
253,541644.055298250,541644.057331542,541644.057364458,541644.105573417
254,541644.073950833,541644.073982250,541644.074017833,541644.122240042
255,541644.089481542,541644.090634208,541644.090668542,541644.138906625
256,541644.105965667,541644.107331667,541644.107361500,541644.155573250
257,541644.123180000,541644.123900167,541644.123932417,541644.172239875
258,541644.139372917,541644.140621834,541644.140656958,541644.188906500
259,541644.155649292,541644.157343375,541644.157374375,541644.205573167
260,541644.172837000,541644.173675500,541644.173728917,541644.222239750
261,541644.189668208,541644.190193000,541644.190245417,541644.238906417
262,541644.205992167,541644.207294917,541644.207332375,541644.255572959
263,541644.222506625,541644.223925792,541644.223963333,541644.272239625
264,541644.238542792,541644.240491958,541644.240519792,541644.288906208
265,541644.255096875,541644.257170500,541644.257196292,541644.305572833
266,541644.271953500,541644.273835875,541644.273864167,541644.322239458
267,541644.288157250,541644.290537000,541644.290566208,541644.338906000
268,541644.304864750,541644.307246917,541644.307278792,541644.355572708
269,541644.321926083,541644.323866250,541644.323901542,541644.372239292
270,541644.337960333,541644.340527625,541644.340551500,541644.388905875
271,541644.357104167,541644.357132208,541644.357158542,541644.405572542
272,541644.371567542,541644.373949708,541644.373978250,541644.422239125
273,541644.388402542,541644.390476042,541644.390512000,541644.438905750
274,541644.405537458,541644.407196500,541644.407227292,541644.455572417
275,541644.421829375,541644.423903208,541644.423943542,541644.472239042
276,541644.438437042,541644.440568167,541644.440596292,541644.488905667
277,541644.454773125,541644.457137375,541644.457162833,541644.505572167
278,541644.471239917,541644.473899042,541644.473923375,541644.522238875
279,541644.489736458,541644.490545042,541644.490572208,541644.538905458
280,541644.505110792,541644.507204792,541644.507230708,541644.555572083
281,541644.521536667,541644.523924583,541644.523948125,541644.572238708
282,541644.538635250,541644.540488125,541644.540515209,541644.588905250
283,541644.555354792,541644.557177708,541644.557203167,541644.605571958
284,541644.571587750,541644.573884375,541644.573910584,541644.622238542
285,541644.588340417,541644.590176375,541644.590225708,541644.638905125
286,541644.605553333,541644.607232375,541644.607263250,541644.655571792
287,541644.621383542,541644.623866292,541644.623892917,541644.672238417
288,541644.638216375,541644.640538125,541644.640564292,541644.688905042
289,541644.655234083,541644.657148834,541644.657174042,541644.705571625
290,541644.671657208,541644.673935250,541644.673962292,541644.722238292
291,541644.688318917,541644.690491833,541644.690520750,541644.738904833
292,541644.705367042,541644.707264417,541644.707292459,541644.755571458
293,541644.721292458,541644.723963542,541644.723989292,541644.772238083
294,541644.738463792,541644.740139500,541644.740166667,541644.788904625
295,541644.755204250,541644.757346583,541644.757380542,541644.805571292
296,541644.772782208,541644.773876083,541644.773909417,541644.822237875
297,541644.788719500,541644.790353917,541644.790585083,541644.838904500
298,541644.806784250,541644.807281000,541644.807313625,541644.855571167
299,541644.822926083,541644.823934125,541644.823967125,541644.872237750
300,541644.839368167,541644.840716625,541644.840758000,541644.888904333
301,541644.855976208,541644.857189792,541644.857218833,541644.905571042
302,541644.875000500,541644.875033750,541644.875066417,541644.922237625
303,541644.890942792,541644.890981208,541644.891017792,541644.938904250
304,541644.906843167,541644.907221125,541644.907253833,541644.955570875
305,541644.923804333,541644.923930458,541644.923971292,541644.972237458
306,541644.939392417,541644.940719208,541644.940759333,541644.988904042
307,541644.956927875,541644.957327625,541644.957361500,541645.005570625
308,541644.972919917,541644.973920625,541644.973951083,541645.022237333
309,541644.989006500,541644.990622750,541644.990649875,541645.038903875
310,541645.006340708,541645.007340917,541645.007373417,541645.055570500
311,541645.022546583,541645.023950333,541645.023987917,541645.072237167
312,541645.038577833,541645.040683875,541645.040712792,541645.088903750
313,541645.056138167,541645.056827375,541645.056862167,541645.105570417
314,541645.071486875,541645.073664167,541645.073695458,541645.122236958
315,541645.090468833,541645.090506167,541645.090541333,541645.138903583
316,541645.106424583,541645.107341792,541645.107375292,541645.155570250
317,541645.122942542,541645.123903875,541645.123947500,541645.172236833
318,541645.139732667,541645.140724583,541645.140761167,541645.188903458
319,541645.156253500,541645.157262458,541645.157297458,541645.205570000
320,541645.172537292,541645.173954125,541645.173986417,541645.222236667
321,541645.188963500,541645.190698000,541645.190729000,541645.238903292
322,541645.205716833,541645.207222167,541645.207254792,541645.255569833
323,541645.224058208,541645.224090542,541645.224120708,541645.272236500
324,541645.240276292,541645.240656292,541645.240687458,541645.288903125
325,541645.257058125,541645.257304875,541645.257342875,541645.305569750
326,541645.273856750,541645.273974667,541645.274007208,541645.322236334
327,541645.289246375,541645.290555375,541645.290583125,541645.338902958
328,541645.306872583,541645.307277250,541645.307311458,541645.355569583
329,541645.322143458,541645.323912583,541645.323937625,541645.372236208
330,541645.341192167,541645.341229375,541645.341259500,541645.388902792
331,541645.356578917,541645.356752375,541645.356789458,541645.405569417
332,541645.372164375,541645.373930917,541645.373959375,541645.422236042
333,541645.389061833,541645.390553875,541645.390601583,541645.438902625
334,541645.407110833,541645.407257208,541645.407292917,541645.455569250
335,541645.422574083,541645.423901459,541645.423934167,541645.472235917
336,541645.439374667,541645.440554834,541645.440593500,541645.488902500
337,541645.455916042,541645.457362167,541645.457397167,541645.505569125
338,541645.472315083,541645.473776750,541645.473806208,541645.522235792
339,541645.490805542,541645.490838417,541645.490873292,541645.538902292
340,541645.506968292,541645.507200875,541645.507237750,541645.555569000
341,541645.522851417,541645.523910583,541645.523949959,541645.572235542
342,541645.540174333,541645.540572458,541645.540602417,541645.588902167
343,541645.555751750,541645.557208167,541645.557241125,541645.605568833
344,541645.572669917,541645.573909875,541645.573938625,541645.622235417
345,541645.597572417,541645.597614208,541645.597658917,541645.638901958
346,541645.615396667,541645.615450417,541645.615505833,541645.655568667
347,541645.632361042,541645.632400583,541645.632435167,541645.672235208
348,541645.649535625,541645.649579333,541645.649619792,541645.688901792
349,541645.666217792,541645.666270458,541645.666309833,541645.705568500
350,541645.682356083,541645.682403458,541645.682435458,541645.722235125
351,541645.698493167,541645.698535958,541645.698565208,541645.738901709
352,541645.713975667,541645.714020875,541645.714050000,541645.755568250
353,541645.729295333,541645.729330792,541645.729361292,541645.772234917
354,541645.745336625,541645.745377167,541645.745410708,541645.788901542
355,541645.760978375,541645.761012833,541645.761046708,541645.805568167
356,541645.775648167,541645.775681792,541645.775708792,541645.822234750
357,541645.792202542,541645.792234375,541645.792261292,541645.838901375
358,541645.809340292,541645.809377250,541645.809404583,541645.855568000
359,541645.827531042,541645.827572958,541645.827607208,541645.872234625
360,541645.843818292,541645.843857917,541645.843887083,541645.888901167
361,541645.858855125,541645.858890000,541645.858919125,541645.905567875
362,541645.875399083,541645.875436542,541645.875465500,541645.922234500
363,541645.892377667,541645.892419583,541645.892448500,541645.938901042
364,541645.908521083,541645.908556667,541645.908598167,541645.955567625
365,541645.924831042,541645.924867875,541645.924896875,541645.972234333
366,541645.940962667,541645.940995250,541645.941026417,541645.988900917
367,541645.956702708,541645.957238167,541645.957270083,541646.005567542
368,541645.973177000,541645.973896833,541645.973930042,541646.022234167
369,541645.990400250,541645.990429875,541645.990464250,541646.038900708
370,541646.007022333,541646.007306750,541646.007341250,541646.055567333
371,541646.022999125,541646.023952458,541646.023981583,541646.072233917
372,541646.040006208,541646.040613583,541646.040644792,541646.088900583
373,541646.056055875,541646.057292917,541646.057323500,541646.105567208
374,541646.073865292,541646.073896417,541646.073927042,541646.122233792
375,541646.090776417,541646.090804833,541646.090844667,541646.138900375
376,541646.109902458,541646.109943208,541646.110062208,541646.155567042
377,541646.126708208,541646.126757208,541646.126795250,541646.172233583
378,541646.143263125,541646.143305542,541646.143334833,541646.188900208
379,541646.159316083,541646.159353417,541646.159381375,541646.205566833
380,541646.175240125,541646.175278208,541646.175308125,541646.222233458
381,541646.191274583,541646.191311000,541646.191344292,541646.238900083
382,541646.207286708,541646.207319208,541646.207350625,541646.255566708
383,541646.223426375,541646.224015667,541646.224046792,541646.272233333
384,541646.239859333,541646.240597375,541646.240625542,541646.288899917
385,541646.256260792,541646.257240833,541646.257269250,541646.305566542
386,541646.273218542,541646.273971833,541646.273999750,541646.322233167
387,541646.289871583,541646.290619500,541646.290653833,541646.338899750
388,541646.306701417,541646.307245833,541646.307276042,541646.355566333
389,541646.322532875,541646.323928083,541646.323955333,541646.372233000
390,541646.340414375,541646.340559458,541646.340589625,541646.388899542
391,541646.356667208,541646.357166083,541646.357194625,541646.405566250
392,541646.375047542,541646.375088208,541646.375123500,541646.422232833
393,541646.391624250,541646.391660667,541646.391727792,541646.438899375
394,541646.408072333,541646.408108459,541646.408150042,541646.455566000
395,541646.424286458,541646.424323042,541646.424353125,541646.472232667
396,541646.439344708,541646.440700417,541646.440733417,541646.488899208
397,541646.456253292,541646.457298667,541646.457334042,541646.505565833
398,541646.473181875,541646.473934750,541646.473969625,541646.522232500
399,541646.489287333,541646.490574917,541646.490608500,541646.538899084
400,541646.505859000,541646.507238917,541646.507271958,541646.555565667
401,541646.522942875,541646.523914667,541646.523949417,541646.572232292
402,541646.538823500,541646.540602417,541646.540631625,541646.588898875
403,541646.557174750,541646.557207667,541646.557238208,541646.605565542
404,541646.572924000,541646.573945125,541646.573982917,541646.622232125
405,541646.589182125,541646.590651125,541646.590686458,541646.638898667
406,541646.606044375,541646.607305958,541646.607339875,541646.655565375
407,541646.622976667,541646.623826125,541646.623855833,541646.672231958
408,541646.638980958,541646.640595750,541646.640626209,541646.688898542
409,541646.655584000,541646.657264708,541646.657296375,541646.705565208
410,541646.672643333,541646.673902208,541646.673932292,541646.722231833
411,541646.689247417,541646.690673959,541646.690704958,541646.738898458
412,541646.705753292,541646.707225125,541646.707266333,541646.755565000
413,541646.722899667,541646.723944083,541646.723973292,541646.772231625
414,541646.739663375,541646.740573750,541646.740605208,541646.788898292
415,541646.755715750,541646.757260833,541646.757293958,541646.805564792
416,541646.772969292,541646.773539667,541646.773573042,541646.822231459
417,541646.788725167,541646.790628875,541646.790659042,541646.838898042
418,541646.805689333,541646.807267667,541646.807300417,541646.855564667
419,541646.822937792,541646.823985792,541646.824016708,541646.872231208
420,541646.839222292,541646.840627875,541646.840657458,541646.888897833
421,541646.855772500,541646.857270000,541646.857301042,541646.905564458
422,541646.872952375,541646.873904292,541646.873937083,541646.922231084
423,541646.889424000,541646.890648208,541646.890683792,541646.938897667
424,541646.905969333,541646.907276667,541646.907308042,541646.955564292
425,541646.922748167,541646.923892333,541646.923921875,541646.972230958
426,541646.939267042,541646.940477834,541646.940513250,541646.988897542
427,541646.955149208,541646.957057208,541646.957092292,541647.005564125
428,541646.972804250,541646.974047333,541646.974078542,541647.022230750
429,541646.989397333,541646.990557625,541646.990590000,541647.038897375
430,541647.005398292,541647.007309708,541647.007343208,541647.055563917
431,541647.023885125,541647.024065750,541647.024100917,541647.072230542
432,541647.040125125,541647.040784458,541647.040821042,541647.088897167
433,541647.056523625,541647.057304500,541647.057336417,541647.105563792
434,541647.074291875,541647.074327958,541647.074361000,541647.122230417
435,541647.090626292,541647.090660583,541647.090699000,541647.138897000
436,541647.106456209,541647.107229667,541647.107267000,541647.155563583
437,541647.123214333,541647.123478333,541647.123535875,541647.172230208
438,541647.139792250,541647.140612458,541647.140645458,541647.188896833
439,541647.156692667,541647.157216208,541647.157250958,541647.205563458
440,541647.172660792,541647.174051667,541647.174085167,541647.222230042
441,541647.189979375,541647.190570000,541647.190605208,541647.238896625
442,541647.206507583,541647.207256917,541647.207288833,541647.255563250
443,541647.222785583,541647.223945917,541647.223981125,541647.272229917
444,541647.239481208,541647.240576250,541647.240605959,541647.288896458
445,541647.256168833,541647.257349542,541647.257381375,541647.305563042
446,541647.273036292,541647.273864958,541647.273893667,541647.322229625
447,541647.289228625,541647.290543667,541647.290581958,541647.338896250
448,541647.306532708,541647.307273250,541647.307303625,541647.355562875
449,541647.322942958,541647.323921709,541647.323950542,541647.372229500
450,541647.338599917,541647.340599250,541647.340627583,541647.388896042
451,541647.356042833,541647.357265083,541647.357298625,541647.405562667
452,541647.372432500,541647.373930709,541647.373964542,541647.422229292
453,541647.388478167,541647.390728875,541647.390777417,541647.438895917
454,541647.407180167,541647.407297458,541647.407330333,541647.455562542
455,541647.422122500,541647.423834708,541647.423865917,541647.472229083
456,541647.438687917,541647.440638333,541647.440673375,541647.488895708
457,541647.455858708,541647.457277375,541647.457308667,541647.505562334
458,541647.472351250,541647.473910083,541647.473940375,541647.522229000
459,541647.488425083,541647.490609583,541647.490643625,541647.538895542
460,541647.507744459,541647.507779292,541647.507811250,541647.555562167
461,541647.522553583,541647.523887208,541647.523920667,541647.572228792
462,541647.538765875,541647.540591875,541647.540625042,541647.588895375
463,541647.556694208,541647.556826208,541647.556871792,541647.605562000
