frame,presented_time_s
118,537971.817951667
119,537971.834618208
120,537971.851284750
121,537971.867951333
122,537971.884617875
123,537971.901284500
124,537971.917951084
125,537971.934617667
126,537971.951284292
127,537971.967950792
128,537971.984617375
129,537972.001284042
130,537972.017950625
131,537972.034617167
132,537972.051283750
133,537972.067950375
134,537972.084616917
135,537972.101283542
136,537972.117950125
137,537972.134616708
138,537972.151283250
139,537972.167949833
140,537972.184616417
141,537972.201283083
142,537972.217949583
143,537972.234616167
144,537972.251282708
145,537972.267949333
146,537972.284615875
147,537972.301282500
148,537972.317949083
149,537972.334615708
150,537972.351282250
151,537972.367948834
152,537972.384615417
153,537972.401282042
154,537972.417948583
155,537972.434615167
156,537972.451281792
157,537972.467948375
158,537972.484614958
159,537972.501281542
160,537972.517948083
161,537972.534614709
162,537972.551281292
163,537972.567947875
164,537972.584614458
165,537972.601281083
166,537972.617947625
167,537972.634614167
168,537972.651280833
169,537972.667947417
170,537972.684613917
171,537972.701280500
172,537972.717947083
173,537972.734613625
174,537972.751280250
175,537972.767946833
176,537972.784613417
177,537972.801280000
178,537972.817946625
179,537972.834613208
180,537972.851279792
181,537972.867946417
182,537972.884612917
183,537972.901279583
184,537972.917946125
185,537972.934612708
186,537972.951279333
187,537972.967945833
188,537972.984612417
189,537973.001279083
190,537973.017945625
191,537973.034612208
192,537973.051278833
193,537973.067945417
194,537973.084612000
195,537973.101278500
196,537973.117945125
197,537973.134611667
198,537973.151278334
199,537973.167944875
200,537973.184611458
201,537973.201278083
202,537973.217944584
203,537973.234611167
204,537973.251277792
205,537973.284610958
206,537973.301277542
207,537973.317944125
208,537973.334610708
209,537973.351277292
210,537973.367943875
211,537973.384610458
212,537973.401277083
213,537973.417943625
214,537973.434610250
215,537973.451276875
216,537973.467943375
217,537973.484610042
218,537973.501276583
219,537973.517943125
220,537973.534609708
221,537973.551276333
222,537973.567942875
223,537973.584609500
224,537973.601276084
225,537973.617942667
226,537973.634609208
227,537973.651275833
228,537973.667942375
229,537973.684608958
230,537973.701275625
231,537973.717942167
232,537973.734608750
233,537973.751275333
234,537973.767941917
235,537973.784608542
236,537973.801275083
237,537973.817941667
238,537973.834608250
239,537973.851274833
240,537973.867941458
241,537973.884608083
242,537973.901274625
243,537973.917941208
244,537973.934607708
245,537973.951274333
246,537973.967940875
247,537973.984607500
248,537974.001274125
249,537974.017940708
250,537974.034607292
251,537974.051273833
252,537974.067940458
253,537974.084607000
254,537974.101273583
255,537974.117940208
256,537974.134606792
257,537974.151273375
258,537974.167939917
259,537974.184606500
260,537974.201273125
261,537974.217939708
262,537974.234606292
263,537974.251272875
264,537974.267939458
265,537974.284606000
266,537974.301272625
267,537974.317939208
268,537974.334605792
269,537974.351272375
270,537974.367938917
271,537974.384605500
272,537974.401272042
273,537974.417938708
274,537974.434605250
275,537974.451271834
276,537974.467938458
277,537974.484605042
278,537974.501271625
279,537974.517938208
280,537974.534604792
281,537974.551271333
282,537974.567937917
283,537974.584604583
284,537974.601271125
285,537974.617937709
286,537974.634604333
287,537974.651270833
288,537974.667937458
289,537974.684604042
290,537974.701270625
291,537974.717937208
292,537974.734603750
293,537974.751270333
294,537974.767936958
295,537974.784603458
296,537974.801270083
297,537974.817936708
298,537974.834603292
299,537974.851269833
300,537974.867936458
301,537974.884603042
302,537974.901269583
303,537974.917936250
304,537974.934602750
305,537974.951269333
306,537974.967935917
307,537974.984602500
308,537975.001269167
309,537975.017935667
310,537975.034602292
311,537975.051268875
312,537975.067935500
313,537975.084602083
314,537975.101268625
315,537975.117935250
316,537975.134601833
317,537975.151268375
318,537975.167934917
319,537975.184601500
320,537975.201268083
321,537975.217934625
322,537975.234601250
323,537975.251267833
324,537975.267934458
325,537975.284601042
326,537975.301267625
327,537975.317934167
328,537975.334600792
329,537975.351267333
330,537975.367933958
331,537975.384600500
332,537975.401267083
333,537975.417933708
334,537975.434600250
335,537975.451266833
336,537975.467933459
337,537975.484600042
338,537975.501266625
339,537975.517933208
340,537975.534599750
341,537975.551266375
342,537975.567933000
343,537975.584599583
344,537975.601266083
345,537975.617932667
346,537975.634599208
347,537975.651265792
348,537975.667932458
349,537975.684598958
350,537975.701265625
351,537975.717932125
352,537975.734598750
353,537975.751265333
354,537975.767931917
355,537975.784598458
356,537975.801265042
357,537975.817931625
358,537975.834598292
359,537975.851264833
360,537975.867931458
361,537975.884598042
362,537975.901264542
363,537975.917931209
364,537975.934597792
365,537975.951264375
366,537975.967930958
367,537975.984597500
368,537976.001264125
369,537976.017930667
370,537976.034597250
371,537976.051263792
372,537976.067930375
373,537976.084597000
374,537976.101263583
375,537976.117930125
376,537976.134596750
377,537976.151263334
378,537976.167929958
379,537976.184596458
380,537976.201263083
381,537976.217929667
382,537976.234596250
383,537976.251262875
384,537976.267929458
385,537976.284596000
386,537976.301262625
387,537976.317929167
388,537976.334595792
389,537976.351262333
390,537976.367929000
391,537976.384595542
392,537976.401262042
393,537976.417928708
394,537976.434595250
395,537976.451261833
396,537976.467928375
397,537976.484594958
398,537976.501261625
399,537976.517928167
400,537976.534594750
401,537976.551261292
402,537976.567927917
403,537976.584594500
404,537976.601261084
405,537976.617927667
406,537976.634594292
407,537976.651260833
408,537976.667927500
409,537976.684594042
410,537976.701260583
411,537976.717927167
412,537976.734593792
413,537976.751260417
414,537976.767926959
415,537976.784593625
416,537976.801260125
417,537976.817926792
418,537976.834593333
419,537976.851259875
420,537976.867926500
421,537976.884593042
422,537976.901259583
423,537976.917926208
424,537976.934592792
425,537976.951259375
426,537976.967926000
427,537976.984592542
428,537977.001259167
429,537977.017925708
430,537977.034592333
431,537977.051258875
432,537977.067925542
433,537977.084592083
434,537977.101258667
435,537977.117925292
436,537977.134591875
437,537977.151258458
438,537977.167925000
439,537977.184591583
440,537977.201258167
441,537977.217924792
442,537977.234591417
443,537977.251257917
444,537977.267924542
445,537977.284591083
446,537977.301257708
447,537977.317924250
448,537977.334590875
449,537977.351257500
450,537977.367924083
451,537977.384590625
452,537977.401257167
453,537977.417923750
454,537977.434590375
455,537977.451256958
456,537977.467923583
457,537977.484590125
458,537977.501256750
459,537977.517923292
460,537977.534589917
461,537977.551256500
462,537977.567923042
463,537977.584589708
464,537977.601256250
465,537977.617922875
466,537977.634589458
467,537977.651255958
468,537977.667922583
469,537977.684589208
470,537977.701255750
471,537977.717922333
472,537977.734588833
473,537977.751255500
474,537977.767922083
475,537977.784588625
476,537977.801255292
477,537977.817921875
478,537977.834588417
479,537977.851255000
480,537977.867921583
481,537977.884588208
482,537977.901254750
483,537977.917921375
484,537977.934587959
485,537977.951254542
486,537977.967921083
487,537977.984587625
488,537978.001254250
489,537978.017920875
490,537978.034587458
491,537978.051254000
492,537978.067920625
493,537978.084587208
494,537978.101253708
495,537978.117920375
496,537978.134586917
497,537978.151253417
498,537978.167920084
499,537978.184586625
500,537978.201253250
501,537978.217919875
502,537978.234586375
503,537978.251253000
504,537978.267919583
505,537978.284586167
506,537978.301252708
507,537978.317919292
508,537978.334585917
509,537978.351252500
510,537978.367919042
511,537978.384585625
512,537978.401252208
513,537978.417918875
514,537978.434585458
515,537978.451251958
516,537978.467918583
517,537978.484585167
518,537978.501251750
519,537978.517918292
520,537978.534584833
521,537978.551251500
522,537978.567918083
523,537978.584584667
524,537978.601251250
525,537978.617917750
526,537978.634584417
527,537978.651251000
528,537978.667917542
529,537978.684584167
530,537978.701250708
531,537978.717917333
532,537978.734583917
533,537978.751250458
534,537978.767917083
535,537978.784583625
536,537978.801250250
537,537978.817916750
538,537978.834583458
539,537978.851250000
540,537978.867916542
541,537978.884583167
542,537978.901249708
543,537978.917916333
544,537978.934582875
545,537978.951249417
546,537978.967916042
547,537978.984582583
548,537979.001249167
549,537979.017915708
550,537979.034582333
551,537979.051248958
552,537979.067915458
553,537979.084582125
554,537979.101248667
555,537979.117915208
556,537979.134581875
557,537979.151248417
558,537979.167915042
559,537979.184581583
560,537979.201248125
561,537979.217914792
562,537979.234581333
563,537979.251247917
564,537979.267914458
565,537979.284581042
566,537979.301247667
567,537979.317914250
568,537979.334580833
569,537979.351247375
570,537979.367913959
571,537979.384580542
572,537979.401247125
573,537979.417913708
574,537979.434580292
575,537979.451246833
576,537979.467913458
577,537979.484580042
578,537979.501246542
579,537979.517913208
580,537979.534579750
581,537979.551246292
582,537979.567912917
583,537979.584579542
584,537979.601246084
585,537979.617912625
586,537979.634579208
587,537979.651245792
588,537979.667912417
589,537979.684579000
590,537979.701245542
591,537979.717912167
592,537979.734578667
593,537979.751245292
594,537979.767911917
595,537979.784578375
596,537979.801245042
597,537979.817911542
598,537979.834578167
599,537979.851244750
600,537979.867911333
601,537979.884577917
602,537979.901244458
603,537979.917911042
604,537979.934577667
605,537979.951244208
606,537979.967910833
607,537979.984577458
608,537980.001243917
609,537980.017910500
610,537980.034577125
611,537980.051243708
612,537980.067910292
613,537980.084576833
614,537980.101243417
615,537980.117910000
616,537980.134576625
617,537980.151243167
618,537980.167909750
619,537980.184576292
620,537980.201242833
621,537980.217909500
622,537980.234576000
623,537980.251242708
624,537980.267909250
625,537980.284575750
626,537980.301242333
627,537980.317908958
628,537980.334575542
629,537980.351242125
630,537980.367908625
631,537980.384575292
632,537980.401241833
633,537980.417908459
634,537980.434574958
635,537980.451241583
636,537980.467908208
637,537980.484574709
638,537980.501241375
639,537980.517907917
640,537980.534574458
641,537980.551241083
642,537980.567907625
643,537980.584574292
644,537980.601240833
645,537980.617907333
646,537980.634573958
647,537980.651240458
648,537980.667907083
649,537980.684573625
650,537980.701240250
651,537980.717906792
652,537980.734573375
653,537980.751239958
654,537980.767906583
655,537980.784573125
656,537980.801239708
657,537980.817906250
658,537980.834572875
659,537980.851239500
660,537980.867906042
661,537980.884572667
662,537980.901239167
663,537980.917905792
664,537980.934572333
665,537980.951238917
666,537980.967905500
667,537980.984572083
668,537981.001238625
669,537981.017905292
670,537981.034571792
671,537981.051238375
672,537981.067904917
673,537981.084571542
674,537981.101238125
675,537981.117904667
676,537981.134571292
677,537981.151237875
678,537981.167904375
679,537981.184571000
680,537981.201237542
681,537981.217904208
682,537981.234570750
683,537981.251237333
684,537981.267903875
685,537981.284570500
686,537981.301237042
687,537981.317903583
688,537981.334570208
689,537981.351236792
690,537981.367903334
691,537981.384569958
692,537981.401236500
693,537981.417903083
694,537981.434569667
695,537981.451236208
696,537981.467902750
697,537981.484569417
698,537981.501236083
699,537981.517902500
700,537981.534569042
701,537981.551235625
702,537981.567902250
703,537981.584568833
704,537981.601235375
705,537981.617901958
706,537981.634568625
707,537981.651235125
708,537981.667901708
709,537981.684568292
710,537981.701234833
711,537981.717901458
712,537981.734568000
713,537981.751234583
714,537981.767901167
715,537981.784567708
716,537981.801234292
717,537981.817900917
718,537981.834567500
719,537981.851234042
720,537981.867900583
721,537981.884567208
722,537981.901233708
723,537981.917900292
724,537981.934566917
725,537981.951233417
726,537981.967900042
727,537981.984566625
728,537982.001233125
729,537982.017899750
730,537982.034566292
731,537982.051232917
732,537982.067899500
733,537982.084566042
734,537982.101232583
735,537982.117899167
736,537982.134565792
737,537982.151232334
738,537982.167898958
739,537982.184565500
740,537982.201232083
741,537982.217898667
742,537982.234565208
743,537982.284564917
744,537982.384564333
745,537982.417897500
746,537982.434564125
747,537982.451230667
748,537982.467897250
749,537982.484563792
750,537982.501230458
751,537982.517896958
752,537982.534563542
753,537982.551230083
754,537982.567896708
755,537982.584563250
756,537982.601229792
757,537982.617896333
758,537982.634563000
759,537982.651229542
760,537982.667896125
761,537982.684562667
762,537982.701229292
763,537982.717895833
764,537982.734562375
765,537982.751228917
766,537982.767895500
767,537982.784562083
768,537982.801228667
769,537982.817895250
770,537982.834561792
771,537982.851228375
772,537982.867894958
773,537982.884561500
774,537982.901228167
775,537982.917894625
776,537982.934561250
777,537982.951227750
778,537982.967894458
779,537982.984561000
780,537983.001227542
781,537983.017894125
782,537983.034560708
783,537983.051227250
784,537983.067893834
785,537983.084560417
786,537983.101226958
787,537983.117893500
788,537983.134560125
789,537983.151226667
790,537983.167893208
791,537983.184559833
792,537983.201226334
793,537983.217892917
794,537983.234559542
795,537983.251226042
796,537983.267892708
797,537983.284559208
798,537983.301225792
799,537983.317892333
800,537983.334558958
801,537983.351225458
802,537983.367892083
803,537983.384558667
804,537983.401225250
805,537983.417891792
806,537983.434558417
807,537983.451224958
808,537983.467891542
809,537983.484558125
810,537983.501224667
811,537983.517891208
812,537983.534557833
813,537983.551224292
814,537983.567890917
815,537983.584557417
816,537983.601224083
817,537983.617890625
818,537983.634557167
819,537983.651223708
820,537983.667890292
821,537983.684556875
822,537983.701223417
823,537983.717890042
824,537983.734556625
825,537983.751223167
826,537983.767889750
827,537983.784556375
828,537983.801222875
829,537983.817889500
830,537983.834556000
831,537983.851222542
832,537983.867889167
833,537983.884555750
834,537983.901222292
835,537983.917888833
836,537983.934555458
837,537983.951222000
838,537983.967888583
839,537983.984555167
840,537984.001221708
841,537984.017888292
842,537984.034554875
843,537984.051221417
844,537984.067887958
845,537984.084554583
846,537984.101221125
847,537984.117887708
848,537984.134554250
849,537984.151220833
850,537984.167887417
851,537984.184554000
852,537984.201220583
853,537984.217887125
854,537984.234553708
855,537984.251220250
856,537984.267886875
857,537984.284553375
858,537984.301219958
859,537984.317886542
860,537984.334553083
861,537984.351219667
862,537984.367886208
863,537984.384552750
864,537984.401219375
865,537984.417885917
866,537984.434552500
867,537984.451219042
868,537984.467885583
869,537984.484552208
870,537984.501218750
871,537984.517885334
872,537984.534551917
873,537984.551218417
874,537984.567885000
875,537984.584551583
876,537984.601218167
877,537984.617884708
878,537984.634551292
879,537984.651217833
880,537984.667884417
881,537984.684551042
882,537984.701217583
883,537984.717884125
884,537984.734550708
885,537984.751217250
886,537984.767883792
887,537984.784550375
888,537984.801216958
889,537984.817883500
890,537984.834550042
891,537984.851216583
892,537984.867883208
893,537984.884549750
894,537984.901216333
895,537984.917882833
896,537984.934549458
897,537984.951216083
898,537984.967882583
899,537984.984549167
900,537985.001215750
901,537985.017882208
902,537985.034548834
903,537985.051215375
904,537985.067881958
905,537985.084548500
906,537985.101215084
907,537985.117881667
908,537985.134548167
909,537985.151214708
910,537985.167881334
911,537985.184547875
912,537985.201214458
913,537985.217881000
914,537985.234547625
915,537985.251214125
916,537985.267880667
917,537985.284547250
918,537985.301213792
919,537985.317880375
920,537985.334546917
921,537985.351213458
922,537985.367880042
923,537985.384546625
924,537985.401213083
925,537985.417879708
926,537985.434546250
927,537985.451212875
928,537985.467879417
929,537985.484546000
930,537985.501212542
931,537985.517879083
932,537985.534545667
933,537985.551212208
934,537985.567878792
935,537985.584545333
936,537985.601211917
937,537985.617878500
938,537985.634545042
939,537985.651211542
940,537985.667878042
941,537985.684544708
942,537985.701211167
943,537985.717877792
944,537985.734544375
945,537985.751210917
946,537985.767877458
947,537985.784544000
948,537985.801210583
949,537985.817877167
950,537985.834543667
951,537985.851210208
952,537985.867876833
953,537985.884543333
954,537985.901209917
955,537985.917876500
956,537985.934543083
957,537985.951209625
958,537985.967876167
959,537985.984542750
960,537986.001209250
961,537986.017875792
962,537986.034542417
963,537986.051208958
964,537986.067875500
965,537986.084542042
966,537986.101208542
967,537986.117875167
968,537986.134541708
969,537986.151208250
970,537986.167874875
971,537986.184541417
972,537986.201207958
973,537986.217874500
974,537986.234541083
975,537986.251207625
976,537986.267874208
977,537986.284540792
978,537986.301207333
979,537986.317873917
980,537986.334540375
981,537986.351207000
982,537986.367873583
983,537986.384540083
984,537986.401206667
985,537986.417873250
986,537986.434539833
987,537986.451206375
988,537986.467872875
989,537986.484539417
990,537986.501205958
991,537986.517872500
992,537986.534539125
993,537986.551205625
994,537986.567872250
995,537986.584538792
996,537986.601205333
997,537986.617871917
998,537986.634538458
999,537986.651204958
1000,537986.667871542
1001,537986.684538125
1002,537986.701204667
1003,537986.717871208
1004,537986.734537833
1005,537986.751204375
1006,537986.767870958
1007,537986.784537458
1008,537986.801204000
1009,537986.817870625
1010,537986.834537167
1011,537986.851203667
1012,537986.867870292
1013,537986.884536834
1014,537986.901203292
1015,537986.917869958
1016,537986.934536458
1017,537986.951203042
1018,537986.967869583
1019,537986.984536167
1020,537987.001202708
1021,537987.017869250
1022,537987.034535875
1023,537987.051202375
1024,537987.067868958
1025,537987.084535500
1026,537987.101202000
1027,537987.117868667
1028,537987.134535167
1029,537987.151201667
1030,537987.167868250
1031,537987.184534792
1032,537987.201201375
1033,537987.217867958
1034,537987.234534500
1035,537987.251201083
1036,537987.267867625
1037,537987.284534167
1038,537987.301200750
1039,537987.317867250
1040,537987.334533792
1041,537987.351200375
1042,537987.367866917
1043,537987.384533500
1044,537987.401200000
1045,537987.417866583
1046,537987.434533167
1047,537987.451199750
1048,537987.467866208
1049,537987.484532833
1050,537987.501199417
1051,537987.517865917
1052,537987.534532542
1053,537987.551199125
1054,537987.567865542
1055,537987.584532209
1056,537987.601198667
1057,537987.617865250
1058,537987.634531833
1059,537987.651198417
1060,537987.667864917
1061,537987.684531500
1062,537987.701198000
1063,537987.717864625
1064,537987.734531167
1065,537987.751197708
1066,537987.767864250
1067,537987.784530833
1068,537987.801197417
1069,537987.817863917
1070,537987.834530500
1071,537987.851197000
1072,537987.867863583
1073,537987.884530125
1074,537987.901196667
1075,537987.917863208
1076,537987.934529792
1077,537987.951196375
1078,537987.967862875
1079,537987.984529500
1080,537988.001196000
1081,537988.017862583
1082,537988.034529125
1083,537988.051195708
1084,537988.067862208
1085,537988.084528792
1086,537988.101195333
1087,537988.117861875
1088,537988.134528417
1089,537988.151194958
1090,537988.167861500
1091,537988.184528083
1092,537988.201194667
1093,537988.217861208
1094,537988.234527750
1095,537988.251194292
1096,537988.267860792
1097,537988.284527417
1098,537988.301193958
1099,537988.317860500
1100,537988.334527083
1101,537988.351193583
1102,537988.367860167
1103,537988.384526708
1104,537988.401193250
1105,537988.417859833
1106,537988.434526417
1107,537988.451192958
1108,537988.467859500
1109,537988.484526000
1110,537988.501192625
1111,537988.517859083
1112,537988.534525708
1113,537988.551192167
1114,537988.567858750
1115,537988.584525375
1116,537988.601191875
1117,537988.617858375
1118,537988.634525000
1119,537988.651191500
1120,537988.667858042
1121,537988.684524667
1122,537988.701191208
1123,537988.717857750
1124,537988.734524292
1125,537988.751190833
1126,537988.767857375
1127,537988.784523958
1128,537988.801190542
1129,537988.817857083
1130,537988.834523625
1131,537988.851190125
1132,537988.867856708
1133,537988.884523208
1134,537988.901189792
1135,537988.917856417
1136,537988.934522917
1137,537988.951189458
1138,537988.967856042
1139,537988.984522542
1140,537989.001189083
1141,537989.017855625
1142,537989.034522209
1143,537989.051188708
1144,537989.067855250
1145,537989.084521875
1146,537989.101188417
1147,537989.117854917
1148,537989.134521542
1149,537989.151188000
1150,537989.167854583
1151,537989.184521083
1152,537989.201187708
1153,537989.217854250
1154,537989.234520792
1155,537989.251187375
1156,537989.267853875
1157,537989.284520458
1158,537989.301187000
1159,537989.317853542
1160,537989.334520125
1161,537989.351186583
1162,537989.367853167
1163,537989.384519750
1164,537989.401186208
1165,537989.417852833
1166,537989.434519333
1167,537989.451185917
1168,537989.467852458
1169,537989.484519000
1170,537989.501185542
1171,537989.517852125
1172,537989.534518625
1173,537989.551185208
1174,537989.567851750
1175,537989.584518333
1176,537989.601184875
1177,537989.617851417
1178,537989.634517959
1179,537989.651184500
1180,537989.667851083
1181,537989.684517583
1182,537989.701184125
1183,537989.717850667
1184,537989.734517250
1185,537989.751183833
1186,537989.767850375
1187,537989.784516875
1188,537989.801183417
1189,537989.817849958
1190,537989.834516542
1191,537989.851183083
1192,537989.867849584
1193,537989.884516125
1194,537989.901182708
1195,537989.917849208
1196,537989.934515792
1197,537989.951182333
1198,537989.967848917
1199,537989.984515417
1200,537990.001182042
1201,537990.017848583
1202,537990.034515083
1203,537990.051181625
1204,537990.067848208
1205,537990.084514750
1206,537990.101181292
1207,537990.117847833
1208,537990.134514417
1209,537990.151181000
1210,537990.167847500
1211,537990.184514042
1212,537990.201180583
1213,537990.217847208
1214,537990.234513667
1215,537990.251180167
1216,537990.267846708
1217,537990.284513250
1218,537990.301179792
1219,537990.317846375
1220,537990.334512958
1221,537990.351179500
1222,537990.367845958
1223,537990.384512583
1224,537990.401179125
1225,537990.417845667
1226,537990.434512250
1227,537990.451178750
1228,537990.467845334
1229,537990.484511833
1230,537990.501178417
1231,537990.517844958
1232,537990.534511500
1233,537990.551178042
1234,537990.567844583
1235,537990.584511167
1236,537990.601177708
1237,537990.617844250
1238,537990.634510792
1239,537990.651177292
1240,537990.667843833
1241,537990.684510417
1242,537990.701177000
1243,537990.717843458
1244,537990.734510042
1245,537990.751176625
1246,537990.767843167
1247,537990.784509708
1248,537990.801176292
1249,537990.817842792
1250,537990.834509333
1251,537990.851175875
1252,537990.867842417
1253,537990.884509000
1254,537990.901175500
1255,537990.917842083
1256,537990.934508625
1257,537990.951175208
1258,537990.967841708
1259,537990.984508250
1260,537991.001174792
1261,537991.017841333
1262,537991.034507875
1263,537991.051174458
1264,537991.067840958
1265,537991.084507500
1266,537991.101174042
1267,537991.117840500
1268,537991.134507125
1269,537991.151173667
1270,537991.167840167
1271,537991.184506750
1272,537991.201173333
1273,537991.217839833
1274,537991.234506375
1275,537991.251172958
1276,537991.267839542
1277,537991.284505958
1278,537991.301172583
1279,537991.317839125
1280,537991.334505625
1281,537991.351172167
1282,537991.367838750
1283,537991.384505250
1284,537991.401171834
1285,537991.417838375
1286,537991.434504958
1287,537991.451171458
1288,537991.467838000
1289,537991.484504583
1290,537991.501171125
1291,537991.517837625
1292,537991.534504167
1293,537991.551170708
1294,537991.567837209
1295,537991.584503833
1296,537991.601170292
1297,537991.617836833
1298,537991.634503458
1299,537991.651169958
1300,537991.667836500
1301,537991.684503125
1302,537991.701169625
1303,537991.717836167
1304,537991.734502708
1305,537991.751169250
1306,537991.767835750
1307,537991.784502333
1308,537991.801168875
1309,537991.817835375
1310,537991.834501958
1311,537991.851168500
1312,537991.867835042
1313,537991.884501625
1314,537991.901168167
1315,537991.917834583
1316,537991.934501208
1317,537991.951167708
1318,537991.967834292
1319,537991.984500833
1320,537992.001167417
1321,537992.017833958
1322,537992.034500458
1323,537992.051167042
1324,537992.067833583
1325,537992.084500083
1326,537992.101166667
1327,537992.117833250
1328,537992.134499750
1329,537992.151166292
1330,537992.167832792
1331,537992.184499417
1332,537992.201165958
1333,537992.217832417
1334,537992.234498958
1335,537992.251165583
1336,537992.267832083
1337,537992.284498667
1338,537992.301165208
1339,537992.317831792
1340,537992.334498208
1341,537992.351164792
1342,537992.367831292
1343,537992.384497917
1344,537992.401164417
1345,537992.417830958
1346,537992.434497542
1347,537992.451164083
1348,537992.467830625
1349,537992.484497208
1350,537992.501163750
1351,537992.517830292
1352,537992.534496833
1353,537992.551163417
1354,537992.567829917
1355,537992.584496417
1356,537992.601163042
1357,537992.617829500
1358,537992.634496083
1359,537992.651162625
1360,537992.667829167
1361,537992.684495708
1362,537992.701162292
1363,537992.717828833
1364,537992.734495333
1365,537992.751161875
1366,537992.767828417
1367,537992.784494958
1368,537992.801161458
1369,537992.817828042
1370,537992.834494583
1371,537992.851161125
1372,537992.867827708
1373,537992.884494208
1374,537992.901160792
1375,537992.917827292
1376,537992.934493875
1377,537992.951160375
1378,537992.967826875
1379,537992.984493500
1380,537993.001160083
1381,537993.017826583
1382,537993.034493125
1383,537993.051159667
1384,537993.067826208
1385,537993.084492708
1386,537993.101159250
1387,537993.117825792
1388,537993.134492333
1389,537993.151158875
1390,537993.167825417
1391,537993.184491958
1392,537993.201158500
1393,537993.217825042
1394,537993.234491625
1395,537993.251158167
1396,537993.267824708
1397,537993.284491208
1398,537993.301157792
1399,537993.317824333
1400,537993.334490792
1401,537993.351157417
1402,537993.367823917
1403,537993.384490458
1404,537993.401156958
1405,537993.417823542
1406,537993.434490125
1407,537993.451156625
1408,537993.467823167
1409,537993.484489708
1410,537993.501156250
1411,537993.517822750
