frame,acquire_begin_time_s,acquire_end_time_s,registered_time_s,presented_time_s
169,540157.904811667,540157.910798250,540157.910843000,540157.959098750
170,540157.922524042,540157.927392167,540157.927428250,540157.975765250
171,540157.938857834,540157.944138000,540157.944168500,540157.992431792
172,540157.955432542,540157.960858792,540157.960896667,540158.009098333
173,540157.971610250,540157.977490750,540157.977526667,540158.025764875
174,540157.989162458,540157.994186625,540157.994226417,540158.042431417
175,540158.004800458,540158.010809583,540158.010852125,540158.059097917
176,540158.021796042,540158.027474083,540158.027507250,540158.075764500
177,540158.038117208,540158.043863292,540158.043907667,540158.092430958
178,540158.054845208,540158.060943208,540158.060992167,540158.109097500
179,540158.071587667,540158.077455083,540158.077490583,540158.125764042
180,540158.087304083,540158.093819042,540158.093874833,540158.142430583
181,540158.105820667,540158.110759167,540158.110801750,540158.159097208
182,540158.121323208,540158.127447542,540158.127486583,540158.175763667
183,540158.138160958,540158.144182417,540158.144217583,540158.192430208
184,540158.154548750,540158.160829875,540158.160866708,540158.209096750
185,540158.171223917,540158.177445250,540158.177477667,540158.225763250
186,540158.188083583,540158.194175417,540158.194213292,540158.242429750
187,540158.204479083,540158.210736625,540158.210772458,540158.259096250
188,540158.221269834,540158.227533208,540158.227569167,540158.275762875
189,540158.238294458,540158.244105667,540158.244136125,540158.292429417
190,540158.254889042,540158.260734792,540158.260765125,540158.309095917
191,540158.271455292,540158.277323000,540158.277352209,540158.325762417
192,540158.288136167,540158.294191042,540158.294228083,540158.342428959
193,540158.304637333,540158.310765000,540158.310797917,540158.359095500
194,540158.321326917,540158.327220125,540158.327254667,540158.375762042
195,540158.338242417,540158.344072542,540158.344102417,540158.392428583
196,540158.354702875,540158.360736042,540158.360767250,540158.409095125
197,540158.371151792,540158.377381542,540158.377412875,540158.425761667
198,540158.388344917,540158.393926667,540158.393962708,540158.442428125
199,540158.406274625,540158.410721708,540158.410778333,540158.459094750
200,540158.422064125,540158.427077875,540158.427148667,540158.475761208
201,540158.443684792,540158.443823417,540158.443880958,540158.492427750
202,540158.467932542,540158.467988167,540158.468068250,540158.509094292
203,540158.488557375,540158.488609667,540158.488674792,540158.525760875
204,540158.509273250,540158.509396583,540158.509509333,540158.542427375
205,540158.526049667,540158.526098542,540158.526163208,540158.559093917
206,540158.541197042,540158.541253167,540158.541346667,540158.575760458
207,540158.554827042,540158.554873875,540158.554924167,540158.592427000
208,540158.567017125,540158.567064042,540158.567113042,540158.609093500
209,540158.579105250,540158.579161125,540158.579218625,540158.625760083
210,540158.591843833,540158.593732000,540158.593790208,540158.642426542
211,540158.606573667,540158.610406583,540158.610566292,540158.659093083
212,540158.625988083,540158.627110583,540158.627179500,540158.675759667
213,540158.639570875,540158.644243875,540158.644305917,540158.692426167
214,540158.660604750,540158.660637917,540158.660688167,540158.709092708
215,540158.674758042,540158.677701042,540158.677763583,540158.725759208
216,540158.689369458,540158.694279458,540158.694348000,540158.742425750
217,540158.706719875,540158.710862792,540158.710917917,540158.759092292
218,540158.722627500,540158.727068458,540158.727108000,540158.775758917
219,540158.740029000,540158.744146292,540158.744180833,540158.792425417
220,540158.755591042,540158.760334333,540158.760387542,540158.809091917
221,540158.773522500,540158.777622417,540158.777666000,540158.825758500
222,540158.789924375,540158.794233625,540158.794279542,540158.842424958
223,540158.805918000,540158.810380250,540158.810422042,540158.859091542
224,540158.821569042,540158.827035667,540158.827082250,540158.875758083
225,540158.838636042,540158.844112417,540158.844155500,540158.892424625
226,540158.855414875,540158.860913917,540158.860955625,540158.909091167
227,540158.871833917,540158.877539417,540158.877576333,540158.925757625
228,540158.888296625,540158.894172000,540158.894207625,540158.942424209
229,540158.904903583,540158.910772083,540158.910812333,540158.959090750
230,540158.921802792,540158.927156917,540158.927195709,540158.975757292
231,540158.938103875,540158.944105709,540158.944157917,540158.992423792
232,540158.954901042,540158.960738875,540158.960771000,540159.009090375
233,540158.971611792,540158.977471833,540158.977504208,540159.025756875
234,540158.988393500,540158.994054708,540158.994083208,540159.042423375
235,540159.005101667,540159.010773167,540159.010808042,540159.059089917
236,540159.022151583,540159.027381125,540159.027422208,540159.075756500
237,540159.038137583,540159.044019625,540159.044050667,540159.092423000
238,540159.054758292,540159.060713042,540159.060742458,540159.109089500
239,540159.071688167,540159.077543000,540159.077576125,540159.125756083
240,540159.088081500,540159.093869542,540159.093929875,540159.142422542
241,540159.104385667,540159.110760958,540159.110797709,540159.159089125
242,540159.126335708,540159.127074375,540159.127132667,540159.175755667
243,540159.142881542,540159.143745583,540159.143780250,540159.192422167
244,540159.154373167,540159.160896917,540159.160927042,540159.209088750
245,540159.171562625,540159.177437458,540159.177466667,540159.225755333
246,540159.187894083,540159.194350583,540159.194385708,540159.242421750
247,540159.206275750,540159.210956500,540159.210991833,540159.259088333
248,540159.221910250,540159.227400334,540159.227442583,540159.275754917
249,540159.239421083,540159.244119833,540159.244171917,540159.292421458
250,540159.255904792,540159.260896667,540159.260922583,540159.309087875
251,540159.271753334,540159.277511625,540159.277540667,540159.325754500
252,540159.288830250,540159.294159625,540159.294190125,540159.342421000
253,540159.304634292,540159.310740583,540159.310762250,540159.359087542
254,540159.322450458,540159.327418792,540159.327448250,540159.375754084
255,540159.338310208,540159.344183042,540159.344212042,540159.392420583
256,540159.354973708,540159.360872458,540159.360900708,540159.409087125
257,540159.371853500,540159.377546459,540159.377572000,540159.425753708
258,540159.388528417,540159.393708042,540159.393742250,540159.442420208
259,540159.404973792,540159.410773208,540159.410800208,540159.459086667
260,540159.421785958,540159.427522125,540159.427550708,540159.475753167
261,540159.438532959,540159.444134250,540159.444160875,540159.492419750
262,540159.454932958,540159.460715917,540159.460743917,540159.509086292
263,540159.471927708,540159.477535000,540159.477569750,540159.525752833
264,540159.488513625,540159.493956417,540159.493984459,540159.542419333
265,540159.504838917,540159.510785833,540159.510810417,540159.559085875
266,540159.522004083,540159.527463833,540159.527490125,540159.575752458
267,540159.538167167,540159.543728625,540159.543773042,540159.592419000
268,540159.555412458,540159.560854625,540159.560882417,540159.609085417
269,540159.571736167,540159.577381750,540159.577405625,540159.625752042
270,540159.587847792,540159.594132750,540159.594155250,540159.642418500
271,540159.605895667,540159.610391333,540159.610424458,540159.659085000
272,540159.621985334,540159.627643000,540159.627672458,540159.675751542
273,540159.639227459,540159.644213417,540159.644243958,540159.692418125
274,540159.655559417,540159.660848417,540159.660874875,540159.709084667
275,540159.671693792,540159.677376833,540159.677404708,540159.725751167
276,540159.687777125,540159.694064375,540159.694089000,540159.742417667
277,540159.704698333,540159.710826208,540159.710853000,540159.759084208
278,540159.721306125,540159.727377250,540159.727406042,540159.775750750
279,540159.738795208,540159.744031583,540159.744070542,540159.792417292
280,540159.755574000,540159.760396958,540159.760427209,540159.809083833
281,540159.771138833,540159.777055667,540159.777083542,540159.825750375
282,540159.787888083,540159.794196625,540159.794223000,540159.842416875
283,540159.805020583,540159.810776625,540159.810806417,540159.859083375
284,540159.821570584,540159.827424542,540159.827451125,540159.875749917
285,540159.837980250,540159.844090542,540159.844123708,540159.892416458
286,540159.854997083,540159.860711458,540159.860739458,540159.909082958
287,540159.871027333,540159.877500792,540159.877526542,540159.925749500
288,540159.887995292,540159.894106542,540159.894133250,540159.942415959
289,540159.904742375,540159.910910250,540159.910935000,540159.959082542
290,540159.921446833,540159.927403625,540159.927429667,540159.975749042
291,540159.937923875,540159.944168917,540159.944192708,540159.992415583
292,540159.955224125,540159.960784208,540159.960812667,540160.009082125
293,540159.971367000,540159.977414250,540159.977439417,540160.025748667
294,540159.988273708,540159.994031833,540159.994058084,540160.042415167
295,540160.005196667,540160.010778042,540160.010805834,540160.059081667
296,540160.021520917,540160.027423583,540160.027448917,540160.075748250
297,540160.038149750,540160.044127417,540160.044153250,540160.092414750
298,540160.055114708,540160.060775542,540160.060801667,540160.109081208
299,540160.071641083,540160.077431417,540160.077453709,540160.125747833
300,540160.088273250,540160.094082292,540160.094134917,540160.142414292
301,540160.105269375,540160.110853458,540160.110887917,540160.159080875
302,540160.123583167,540160.127611667,540160.127644458,540160.175747417
303,540160.139057167,540160.144116667,540160.144144000,540160.192413833
304,540160.154807667,540160.160922833,540160.160956125,540160.209080500
305,540160.172924250,540160.177633667,540160.177665417,540160.225746958
306,540160.189244209,540160.194334583,540160.194367250,540160.242413500
307,540160.205813042,540160.211031083,540160.211058708,540160.259080083
308,540160.222205000,540160.227562458,540160.227593417,540160.275746500
309,540160.238259625,540160.244172667,540160.244209250,540160.292413042
310,540160.255010250,540160.260817083,540160.260855167,540160.309079542
311,540160.271539958,540160.277365708,540160.277397625,540160.325746083
312,540160.287936458,540160.294155875,540160.294180708,540160.342412583
313,540160.305119292,540160.310741292,540160.310772250,540160.359079125
314,540160.321956917,540160.327034417,540160.327093459,540160.375745667
315,540160.338965458,540160.344138292,540160.344191750,540160.392412125
316,540160.355804042,540160.360752167,540160.360788375,540160.409078667
317,540160.372460083,540160.377511250,540160.377538709,540160.425745250
318,540160.389262958,540160.393869333,540160.393911125,540160.442411708
319,540160.405108708,540160.410786875,540160.410814292,540160.459078292
320,540160.421882917,540160.427446625,540160.427472458,540160.475744792
321,540160.438779125,540160.444105125,540160.444130750,540160.492411292
322,540160.455504875,540160.460750208,540160.460784167,540160.509077875
323,540160.473916875,540160.477489042,540160.477521667,540160.525744375
324,540160.489034417,540160.494177667,540160.494206833,540160.542410917
325,540160.505842833,540160.510487083,540160.510517208,540160.559077417
326,540160.522726708,540160.527499958,540160.527561583,540160.575743917
327,540160.539607083,540160.544123875,540160.544186667,540160.592410458
328,540160.557342333,540160.560832208,540160.560896500,540160.609076958
329,540160.572624833,540160.577527958,540160.577594875,540160.625743542
330,540160.590620208,540160.594124750,540160.594152625,540160.642410042
331,540160.605017500,540160.610840667,540160.610866833,540160.659076583
332,540160.621989667,540160.627433750,540160.627466000,540160.675743083
333,540160.639015417,540160.644105333,540160.644133083,540160.692409583
334,540160.655391042,540160.660766708,540160.660800750,540160.709076125
335,540160.672172583,540160.677481208,540160.677508583,540160.725742625
336,540160.688705750,540160.694095542,540160.694120792,540160.742409167
337,540160.705149292,540160.710775958,540160.710802833,540160.759075625
338,540160.722135625,540160.727569875,540160.727598792,540160.775742208
339,540160.740539708,540160.744169208,540160.744198583,540160.792408708
340,540160.755718125,540160.760801750,540160.760830125,540160.809075250
341,540160.772071125,540160.777428209,540160.777459292,540160.825741708
342,540160.789071708,540160.794106417,540160.794134583,540160.842408292
343,540160.805191083,540160.810771542,540160.810797125,540160.859074792
344,540160.822661875,540160.827393792,540160.827420292,540160.875741375
345,540160.845495625,540160.845523458,540160.845547500,540160.892407833
346,540160.856920875,540160.860425417,540160.860452125,540160.909074375
347,540160.872000250,540160.877404958,540160.877453792,540160.925740875
348,540160.889382958,540160.894084792,540160.894119292,540160.942407417
349,540160.906085958,540160.910909917,540160.910945542,540160.959073875
350,540160.922768833,540160.927189458,540160.927230458,540160.975740458
351,540160.939136583,540160.943712042,540160.943763500,540160.992407000
352,540160.955796833,540160.960761542,540160.960793583,540161.009073542
353,540160.971527708,540160.977487375,540160.977522083,540161.025740042
354,540160.988642958,540160.994157208,540160.994188750,540161.042406542
355,540161.005332708,540161.010793292,540161.010825792,540161.059073042
356,540161.021203500,540161.027480292,540161.027512625,540161.075739667
357,540161.039680375,540161.043986000,540161.044016709,540161.092406167
358,540161.056559625,540161.060695833,540161.060726292,540161.109072625
359,540161.073053417,540161.077549125,540161.077587334,540161.125739208
360,540161.088866583,540161.093686292,540161.093744250,540161.142405708
361,540161.104960625,540161.110944708,540161.110989833,540161.159072208
362,540161.122745542,540161.127397834,540161.127428708,540161.175738708
363,540161.138639625,540161.144119625,540161.144151125,540161.192405250
364,540161.155359417,540161.160759792,540161.160816000,540161.209071708
365,540161.172632125,540161.177394417,540161.177449875,540161.225738292
366,540161.189531667,540161.194102417,540161.194151875,540161.242404792
367,540161.206072834,540161.210736917,540161.210798500,540161.259071292
368,540161.223433375,540161.227143417,540161.227195542,540161.275737833
369,540161.240333250,540161.244256000,540161.244322750,540161.292404375
370,540161.257342667,540161.260820083,540161.260880042,540161.309070917
371,540161.273076083,540161.277448208,540161.277511500,540161.325737375
372,540161.379268125,540161.379318125,540161.379376625,540161.409070042
373,540161.391291083,540161.391370500,540161.391426125,540161.425736542
374,540161.428775084,540161.428819708,540161.428886958,540161.459069583
375,540161.449659792,540161.449694333,540161.449736250,540161.475736125
376,540161.465306250,540161.465355875,540161.465477417,540161.492402667
377,540161.493024875,540161.493058708,540161.493135250,540161.525735667
378,540161.512507458,540161.512545583,540161.512576000,540161.542402250
379,540161.524058042,540161.524096250,540161.524130625,540161.559068750
380,540161.535641833,540161.535689917,540161.535728792,540161.575735292
381,540161.547229542,540161.547263542,540161.547290542,540161.592401792
382,540161.558496292,540161.560699500,540161.560730875,540161.609068333
383,540161.571575083,540161.577384750,540161.577419042,540161.625734875
384,540161.588490375,540161.594147750,540161.594180958,540161.642401333
385,540161.605356958,540161.610761125,540161.610799750,540161.659067833
386,540161.622315083,540161.627510417,540161.627548750,540161.675734417
387,540161.639113208,540161.644122792,540161.644156167,540161.692400917
388,540161.655903750,540161.660690583,540161.660724083,540161.709067417
389,540161.671742250,540161.677415583,540161.677447833,540161.725734000
390,540161.689046083,540161.694037083,540161.694065375,540161.742400500
391,540161.705677625,540161.710688042,540161.710728750,540161.759067000
392,540161.724261583,540161.727716542,540161.727750750,540161.775733500
393,540161.738996042,540161.743999583,540161.744032917,540161.792400042
394,540161.755305583,540161.760802250,540161.760836083,540161.809066583
395,540161.772411375,540161.777435458,540161.777467333,540161.825733083
396,540161.788378584,540161.794065000,540161.794103333,540161.842399625
397,540161.805506417,540161.810745958,540161.810794458,540161.859066208
398,540161.822061292,540161.827156625,540161.827193458,540161.875732708
399,540161.838055459,540161.844096667,540161.844155417,540161.892399209
400,540161.855435000,540161.860794083,540161.860825292,540161.909065750
401,540161.872214083,540161.877460708,540161.877497208,540161.925732292
402,540161.887975667,540161.894089542,540161.894123042,540161.942398792
403,540161.905698625,540161.910809417,540161.910854625,540161.959065250
404,540161.921958167,540161.927382583,540161.927420417,540161.975731792
405,540161.938084917,540161.944155458,540161.944191958,540161.992398292
406,540161.955132750,540161.960697708,540161.960727500,540162.009064833
407,540161.971619208,540161.977442167,540161.977476875,540162.025731417
408,540161.988320667,540161.994016958,540161.994045083,540162.042397833
409,540162.005028958,540162.010359333,540162.010415542,540162.059064417
410,540162.021694333,540162.027435042,540162.027468208,540162.075730958
411,540162.038151625,540162.044145125,540162.044178583,540162.092397459
412,540162.054659917,540162.060770583,540162.060807333,540162.109064000
413,540162.071736708,540162.077424167,540162.077456833,540162.125730500
414,540162.088588250,540162.093588250,540162.093644792,540162.142397000
415,540162.104379792,540162.110792208,540162.110829625,540162.159063542
416,540162.121928125,540162.127245250,540162.127289167,540162.175730083
417,540162.139686625,540162.143935959,540162.144008542,540162.192396542
418,540162.155925917,540162.160713458,540162.160777458,540162.209063125
419,540162.174686042,540162.177055000,540162.177122792,540162.225729667
420,540162.189925000,540162.193705000,540162.193765125,540162.242396167
421,540162.205738167,540162.210984042,540162.211044917,540162.259062625
422,540162.222632250,540162.227474292,540162.227513375,540162.275729208
423,540162.238228125,540162.244036958,540162.244069375,540162.292395709
424,540162.255099583,540162.260795250,540162.260835833,540162.309062250
425,540162.271834458,540162.277396750,540162.277428750,540162.325728708
426,540162.288246375,540162.294126542,540162.294166917,540162.342395292
427,540162.305046042,540162.310733375,540162.310766083,540162.359061750
428,540162.321926667,540162.327404792,540162.327435958,540162.375728333
429,540162.338324833,540162.344097708,540162.344139625,540162.392394833
430,540162.354968250,540162.360759375,540162.360804542,540162.409061333
431,540162.372383667,540162.377439250,540162.377473667,540162.425727958
432,540162.388341917,540162.393689333,540162.393734167,540162.442394375
433,540162.404502125,540162.410810042,540162.410841625,540162.459060833
434,540162.422539417,540162.427472125,540162.427507958,540162.475727417
435,540162.439081208,540162.444158875,540162.444200167,540162.492393958
436,540162.455450792,540162.460777917,540162.460810000,540162.509060458
437,540162.471769250,540162.477373250,540162.477400417,540162.525726958
438,540162.488802292,540162.494128625,540162.494161292,540162.542393458
439,540162.505292792,540162.510850667,540162.510886125,540162.559060000
440,540162.521944125,540162.527381417,540162.527417792,540162.575726542
441,540162.538651583,540162.544030458,540162.544066833,540162.592393042
442,540162.555368459,540162.560686625,540162.560717042,540162.609059583
443,540162.571819583,540162.577349125,540162.577379542,540162.625726083
444,540162.588274458,540162.594101042,540162.594138917,540162.642392625
445,540162.605159917,540162.610733208,540162.610771167,540162.659059125
446,540162.621998250,540162.627351250,540162.627382042,540162.675725625
447,540162.638577458,540162.644048708,540162.644085417,540162.692392208
448,540162.655221458,540162.660706250,540162.660744750,540162.709058667
449,540162.671807125,540162.677421125,540162.677454750,540162.725725208
450,540162.687656458,540162.694119708,540162.694151958,540162.742391708
451,540162.704661542,540162.710786000,540162.710819875,540162.759058208
452,540162.721504292,540162.727419125,540162.727449375,540162.775724792
453,540162.737953042,540162.744086167,540162.744118292,540162.792391292
454,540162.754592792,540162.760837042,540162.760871167,540162.809057792
455,540162.771122042,540162.777465125,540162.777500875,540162.825724208
456,540162.787780542,540162.794122875,540162.794163583,540162.842390792
457,540162.804594292,540162.810776958,540162.810808875,540162.859057292
458,540162.821151167,540162.827375083,540162.827405208,540162.875723792
459,540162.837779583,540162.844070708,540162.844107750,540162.892390333
460,540162.856099875,540162.860857167,540162.860893542,540162.909056833
461,540162.871391917,540162.877317625,540162.877359667,540162.925723333
462,540162.888056042,540162.894028042,540162.894069417,540162.942389875
463,540162.904936500,540162.910675417,540162.910712167,540162.959056375
