frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
11544,16.623042,16.661217,0.000000,6.575541,6.570374,0.005167,0.064125,0.012125,0.967333,642,8086407,131621,0,7210
11545,16.781250,16.825798,0.000000,5.950375,5.942959,0.007416,0.068542,0.074833,0.645917,632,8095679,140609,0,5408
11546,16.641458,16.595259,0.000000,6.114624,6.114290,0.000334,0.065792,0.017000,1.286542,631,8080231,134247,0,5408
11547,16.663209,16.618585,0.000000,6.330916,6.313457,0.017459,0.056958,0.021417,0.300708,639,8055633,134275,0,7210
11548,16.560458,16.573171,0.000000,6.159626,6.157126,0.002500,0.050542,0.043666,1.222208,635,8095595,134818,0,5408
11549,16.779708,16.731670,0.000000,6.491832,6.486082,0.005750,0.049917,0.019917,0.309792,631,8080372,132879,0,5408
11550,16.425417,16.417670,0.000000,6.448876,6.415708,0.033168,0.057833,0.018875,0.931459,648,8146596,136239,0,7487
11551,17.014458,16.990329,0.000000,6.026626,6.020584,0.006042,0.049625,0.026750,0.904417,625,7987578,141042,0,5408
11552,16.656459,16.629003,0.000000,6.543626,6.543250,0.000376,0.046666,0.035375,0.639459,631,8080197,134159,0,5408
11553,16.693125,16.668612,0.000000,6.567792,6.564166,0.003626,0.053041,0.017917,0.981208,638,8055571,133732,0,7210
11554,16.749666,16.755831,0.000000,6.387749,6.377083,0.010666,0.058334,0.041166,0.632125,634,8095697,136204,0,5408
11555,16.745709,16.727741,0.000000,6.564335,6.559375,0.004960,0.053541,0.015292,1.237166,630,8077174,131426,0,5408
11556,16.502791,16.514175,0.000000,6.448166,6.447416,0.000750,0.054584,0.035916,0.292084,644,8104950,131004,0,7210
11557,16.796334,16.815547,0.000000,6.233374,6.232875,0.000499,0.055500,0.073875,1.252375,631,8064819,137669,0,5408
11558,16.646250,16.602868,0.000000,6.355916,6.347208,0.008708,0.050000,0.072333,0.291000,633,8080159,132592,0,5408
11559,16.639666,16.590165,0.000000,6.456291,6.450207,0.006084,0.062125,0.071459,0.798917,638,8055562,131984,0,7210
11560,16.742917,16.721326,0.000000,6.374208,6.373833,0.000375,0.063458,0.018500,0.900917,629,8064785,134866,0,5408
11561,16.748125,16.736583,0.000000,6.426957,6.426665,0.000292,0.051042,0.013083,0.638708,632,8095671,132470,0,5408
11562,16.588542,16.550404,0.000000,6.493791,6.493416,0.000375,0.043625,0.018125,0.913333,638,8055558,130671,0,7210
11563,16.857791,16.869413,0.000000,6.410167,6.384042,0.026125,0.053834,0.023166,0.653792,634,8095696,133066,0,5408
11564,16.619167,16.601449,0.000000,6.404291,6.403874,0.000417,0.070958,0.034250,0.951168,629,8080346,130579,0,5408
11565,16.535708,16.504223,0.000000,6.452667,6.452374,0.000293,0.055459,0.011166,0.425083,639,8055424,130464,0,7210
11566,16.865792,16.862778,0.000000,6.522709,6.522459,0.000250,0.049667,0.040041,0.967125,634,8095669,133140,0,5408
11567,16.621500,16.596169,0.000000,6.524708,6.514249,0.010459,0.056042,0.025708,1.270708,631,8080235,130422,0,5408
11568,16.580500,16.557217,0.000000,6.554417,6.525291,0.029126,0.051375,0.026000,0.300042,640,8071003,129880,0,7210
11569,16.864333,16.895840,0.000000,6.366958,6.352208,0.014750,0.063584,0.061125,1.069584,635,8095685,134050,0,5408
11570,16.708042,16.682588,0.000000,6.548126,6.547667,0.000459,0.058208,0.075417,0.291833,630,8080216,130009,0,5408
11571,16.501958,16.499416,0.000000,6.524833,6.520125,0.004708,0.052417,0.084083,0.900251,638,8055558,129039,0,7210
11572,16.278959,16.267799,0.000000,6.513709,6.513334,0.000375,0.047750,0.090500,0.437542,637,8109395,132067,0,5730
11573,17.201375,17.104918,0.000000,6.025750,6.019416,0.006334,0.049958,0.034042,0.581791,629,8049341,141056,0,5408
11574,16.552083,16.569257,0.000000,6.540376,6.540125,0.000251,0.058167,0.020916,0.902125,640,8071015,131689,0,7210
11575,16.870833,16.847575,0.000000,6.520624,6.511958,0.008666,0.062625,0.026459,0.610583,632,8080243,133741,0,5408
11576,16.541292,16.483670,0.000000,6.322125,6.305249,0.016876,0.051958,0.048125,0.581542,631,8064858,130258,0,5408
11577,16.638792,16.632375,0.000000,6.494084,6.493666,0.000418,0.061708,0.018958,0.300083,641,8070944,132704,0,7210
11578,16.755333,16.762756,0.000000,6.504583,6.499375,0.005208,0.044083,0.034334,1.283792,633,8095636,133607,0,5408
11579,16.237083,16.259628,0.000000,6.600541,6.600207,0.000334,0.039542,0.065792,0.303209,636,8141122,134687,0,5576
11580,17.005875,16.993636,0.000000,5.790625,5.790180,0.000237,0.053375,0.069042,0.953582,660,8029532,143910,0,9251
11581,16.788334,16.797123,0.000000,6.459624,6.459333,0.000291,0.099708,0.031792,0.607667,627,8049486,134719,0,5408
11582,16.678583,16.568369,0.000000,6.473250,6.472624,0.000626,0.053250,0.044333,0.610457,630,8064708,131460,0,5408
11583,16.673833,16.729757,0.000000,6.467792,6.459499,0.008293,0.058125,0.071375,0.690250,642,8101883,135127,0,7210
11584,16.629000,16.571669,0.000000,6.568084,6.567209,0.000875,0.053459,0.019750,0.611583,629,8063152,131080,0,5408
11585,16.784834,16.760453,0.000000,6.532126,6.521583,0.010543,0.052125,0.026666,1.218333,633,8081844,133236,0,5408
11586,16.724583,16.695540,0.000000,6.558709,6.554625,0.004084,0.055083,0.014542,0.289417,641,8071070,132747,0,7210
11587,16.701958,16.707626,0.000000,6.578999,6.566833,0.012166,0.069375,0.028792,1.221375,631,8080226,131169,0,5408
11588,16.532667,16.506748,0.000000,6.436750,6.431874,0.004876,0.050333,0.018750,0.360583,636,8067028,131504,0,7006
11589,16.391667,16.358211,0.000000,6.608834,6.608417,0.000417,0.048333,0.012667,0.915792,637,8086338,131708,0,5741
11590,16.676541,16.666085,0.000000,6.526500,6.525375,0.001125,0.046792,0.032708,0.910208,631,8077425,134511,0,5408
11591,16.931792,16.908504,0.000000,6.506041,6.493291,0.012750,0.047917,0.018583,0.610250,641,8086409,136261,0,7210
11592,16.698125,16.733808,0.000000,6.563999,6.563541,0.000458,0.052833,0.071459,0.582793,632,8095962,133452,0,5408
11593,16.718208,16.617967,0.000000,6.518291,6.513500,0.004791,0.048584,0.010625,0.607916,630,8049118,131522,0,5408
11594,16.555125,16.555380,0.000000,6.579666,6.579291,0.000375,0.042917,0.012750,0.917792,636,8055615,130902,0,7210
11595,16.502625,16.525206,0.000000,6.716751,6.668333,0.048418,0.050542,0.028958,0.290708,641,8156486,136537,0,5578
11596,17.033917,17.070828,0.000000,5.855293,5.844793,0.010500,0.090958,0.033000,0.902084,630,8064954,145484,0,5408
11597,16.753708,16.736348,0.000000,6.176916,6.146749,0.030167,0.098875,0.043625,0.639500,636,8024503,132622,0,7210
11598,16.527875,16.439252,0.000000,5.960333,5.959916,0.000417,0.058834,0.038833,1.131542,632,8080222,135180,0,5408
11599,16.708542,16.706583,0.000000,6.624084,6.618125,0.005959,0.052250,0.066208,0.582417,634,8095719,131756,0,5408
11600,16.622542,16.622756,0.000000,6.528750,6.526624,0.002126,0.061125,0.043625,0.299959,638,8071036,131213,0,7210
