frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms
13584,16.798792,16.744076,0.000000,6.101334,5.933027,0.168223,0.042500,0.015458,0.788375
13585,16.176583,16.191078,0.000000,6.092084,5.891986,0.200056,0.050250,0.010459,0.289916
13586,16.770959,16.770742,0.000000,5.576042,5.473070,0.102680,0.047208,0.013917,0.946459
13587,16.889291,16.874915,0.000000,5.238125,5.210250,0.027708,0.051084,0.018958,0.661584
13588,16.669209,16.565248,0.000000,5.687584,5.564069,0.123223,0.052541,0.011625,0.972709
13589,16.608958,16.644079,0.000000,5.463791,5.383361,0.080139,0.048083,0.014500,1.013958
13590,16.954542,16.967336,0.000000,5.710375,5.580694,0.129472,0.054125,0.044250,0.716042
13591,16.576916,16.638409,0.000000,5.701834,5.574444,0.124639,0.071917,0.049125,1.442125
13592,16.615000,16.494490,0.000000,5.484459,5.466918,0.017249,0.057584,0.031166,0.442042
13593,16.739417,16.769412,0.000000,5.826000,5.672986,0.152681,0.044000,0.020208,0.984084
13594,16.677333,16.657344,0.000000,5.907958,5.741861,0.165681,0.064084,0.056083,0.633417
13595,16.541417,16.529562,0.000000,4.986125,4.963903,0.021889,0.055292,0.049208,0.978333
13596,16.758583,16.732463,0.000000,5.618875,5.504750,0.113875,0.048584,0.012666,0.630917
13597,16.844459,16.824663,0.000000,5.864583,5.706402,0.157848,0.058416,0.025750,1.318375
13598,16.521666,16.501468,0.000000,5.575458,5.475903,0.099055,0.052042,0.017792,1.255916
13599,16.483875,16.477947,0.000000,5.708916,5.582569,0.126139,0.049125,0.018667,0.659708
13600,17.032792,16.979751,0.000000,4.025418,4.010708,0.014418,0.055042,0.019833,0.991042
13601,16.577667,16.572881,0.000000,4.375417,4.374625,0.000375,0.063625,0.018666,0.607375
13602,16.756500,16.822623,0.000000,3.168584,3.157834,0.010375,0.073250,0.068500,1.063542
13603,16.607416,16.568262,0.000000,4.064334,4.059625,0.004376,0.049084,0.027375,0.662709
13604,16.639250,16.589763,0.000000,4.300667,4.299959,0.000333,0.058667,0.027417,1.162375
13605,16.723334,16.718080,0.000000,4.323709,4.307167,0.016208,0.050166,0.019250,0.596208
13606,16.672541,16.692332,0.000000,4.340167,4.339374,0.000376,0.063375,0.023042,0.290958
13607,16.625000,16.584873,0.000000,4.147125,4.146751,0.000166,0.058042,0.017875,0.581667
13608,16.704917,16.691597,0.000000,4.750501,4.750042,0.000292,0.050750,0.038208,0.618916
13609,16.630667,16.635905,0.000000,4.251959,4.251416,0.000251,0.045625,0.027000,0.903708
13610,16.786625,16.747957,0.000000,4.085125,4.084751,0.000166,0.053750,0.040791,0.447542
13611,16.566125,16.553170,0.000000,4.482375,4.481792,0.000208,0.039708,0.013833,0.745209
13612,16.657458,16.663126,0.000000,4.549250,4.548833,0.000251,0.045542,0.033041,1.233499
13613,16.734625,16.699357,0.000000,4.441042,4.440543,0.000166,0.054333,0.027292,0.609167
13614,16.698250,16.682500,0.000000,4.993708,4.993083,0.000417,0.042292,0.016291,1.053791
13615,16.616208,16.632916,0.000000,4.635333,4.634833,0.000292,0.035542,0.032542,0.447917
13616,16.769959,16.719014,0.000000,4.492042,4.491709,0.000166,0.034958,0.033250,0.763792
13617,16.656291,16.641834,0.000000,4.796166,4.795625,0.000333,0.037625,0.029084,0.608000
13618,16.686209,16.653606,0.000000,4.667875,4.667625,0.000167,0.039916,0.025792,0.766418
13619,16.616333,16.601661,0.000000,4.745209,4.744626,0.000291,0.031875,0.009500,0.606500
13620,16.746708,16.759629,0.000000,4.605083,4.604791,0.000084,0.050042,0.019875,1.039999
13621,16.656084,16.652546,0.000000,4.560334,4.559833,0.000334,0.039250,0.028166,1.212792
13622,16.651583,16.598790,0.000000,4.694833,4.694417,0.000166,0.037250,0.013333,0.609500
13623,16.691375,16.692375,0.000000,4.732668,4.732167,0.000292,0.031667,0.032916,1.242709
13624,16.761583,16.784953,0.000000,4.507999,4.507249,0.000292,0.052334,0.013708,0.610041
13625,16.654875,16.595866,0.000000,4.391624,4.391125,0.000291,0.038167,0.030458,0.915208
13626,16.689625,16.682215,0.000000,4.787917,4.787625,0.000167,0.038709,0.017166,0.625375
13627,16.777709,16.802833,0.000000,5.023375,5.022916,0.000209,0.056791,0.014834,0.744166
13628,16.610500,16.567488,0.000000,5.114250,5.100001,0.014124,0.048833,0.030833,1.230833
13629,16.668333,16.655920,0.000000,5.211667,5.191167,0.020333,0.037458,0.029334,0.452417
13630,16.671250,16.633285,0.000000,5.183001,5.182458,0.000251,0.037875,0.014000,1.218751
13631,16.214917,16.454532,0.000000,4.435500,4.435070,0.000180,0.057000,0.215833,0.291875
13632,16.743625,16.670659,0.000000,5.015583,5.015000,0.000208,0.041083,0.172583,0.913916
13633,17.069291,16.859776,0.000000,4.745167,4.744750,0.000167,0.050959,0.030125,0.611584
13634,16.921292,16.952001,0.000000,5.057666,5.056986,0.000222,0.056208,0.030625,0.897000
13635,16.516292,16.449250,0.000000,5.587792,5.478361,0.109056,0.031916,0.009709,0.608000
13636,16.689166,16.691167,0.000000,4.595501,4.595000,0.000376,0.057000,0.020917,1.235584
13637,16.808709,16.820580,0.000000,4.958333,4.957917,0.000166,0.045000,0.026958,1.225583
13638,16.604250,16.547847,0.000000,5.027000,5.026459,0.000250,0.037458,0.010958,0.611542
13639,16.125958,16.301365,0.000000,4.897541,4.897082,0.000126,0.049375,0.208750,0.805125
13640,16.719542,16.669869,0.000000,4.312750,4.312168,0.000166,0.052375,0.179041,0.662917
13641,17.165125,17.040587,0.000000,4.299916,4.299458,0.000250,0.048250,0.016250,1.083958
13642,16.187291,16.354836,0.000000,4.594958,4.584374,0.010459,0.052542,0.205958,0.610125
13643,17.183125,17.027757,0.000000,4.274209,4.266834,0.007041,0.064375,0.024459,0.951875
13644,16.656709,16.591543,0.000000,4.640874,4.640291,0.000250,0.063916,0.014084,0.933417
13645,16.374083,16.411586,0.000000,5.367668,5.318833,0.048626,0.039000,0.056250,0.622417
13646,16.510458,16.554756,0.000000,4.809084,4.794459,0.014458,0.049250,0.187417,0.933958
13647,17.079209,16.952207,0.000000,5.119625,5.110208,0.009125,0.055166,0.012459,0.623542
13648,16.684166,16.700999,0.000000,5.061041,5.060583,0.000292,0.058084,0.017250,1.252874
13649,16.693959,16.663461,0.000000,5.222876,5.222418,0.000333,0.051041,0.011375,0.328625
13650,16.689666,16.707135,0.000000,5.413459,5.352834,0.060417,0.063125,0.032917,0.936667
13651,16.732792,16.723372,0.000000,5.261792,5.212707,0.048793,0.080292,0.013250,0.915166
13652,16.600333,16.526580,0.000000,5.103334,5.102918,0.000208,0.045125,0.011750,0.638334
13653,16.622750,16.603090,0.000000,5.457124,5.382916,0.073625,0.040125,0.008834,1.241083
13654,16.693625,16.687506,0.000000,5.140582,5.131832,0.008625,0.047125,0.011750,0.608417
13655,16.794709,16.810040,0.000000,5.200250,5.112209,0.087791,0.055875,0.047750,0.919833
13656,16.594166,16.616456,0.000000,5.213750,5.149000,0.064625,0.057125,0.031334,0.611334
13657,16.852000,16.835167,0.000000,4.512541,4.507124,0.005209,0.085375,0.041834,0.926375
13658,16.322334,16.281326,0.000000,4.896959,4.865084,0.031583,0.054166,0.021167,0.609250
13659,16.949458,16.918491,0.000000,4.892583,4.892041,0.000250,0.057333,0.019542,1.107458
13660,16.713500,16.684653,0.000000,5.278875,5.257708,0.020709,0.061667,0.012833,1.179750
13661,16.804875,16.823839,0.000000,5.347583,5.292236,0.055055,0.076083,0.017292,0.635458
13662,16.638833,16.631967,0.000000,4.724460,4.724028,0.000056,0.056834,0.052166,0.940501
13663,16.589667,16.571288,0.000000,4.938500,4.938041,0.000292,0.066333,0.013834,0.616583
13664,16.799792,16.783375,0.000000,4.994375,4.989584,0.004291,0.058750,0.016125,0.907707
13665,16.626833,16.583922,0.000000,4.913918,4.913209,0.000334,0.056917,0.012791,0.607375
13666,16.650667,16.634167,0.000000,5.261375,5.238291,0.022709,0.056541,0.021459,0.782166
13667,16.871958,16.885113,0.000000,5.579541,5.458070,0.121055,0.070000,0.019417,1.265167
13668,16.838750,16.978746,0.000000,2.351208,2.350278,0.000139,0.137875,0.176000,0.291291
13669,16.963125,16.984791,0.000000,0.049208,0.048277,0.000223,0.259292,0.034166,0.667292
13670,16.347208,16.170539,0.000000,1.501667,1.500861,0.000264,0.082875,0.044042,0.296791
13671,16.488709,16.422135,0.000000,3.528375,3.511903,0.015722,0.062208,0.013375,0.634458
13672,16.623916,16.578286,0.000000,4.581625,4.570444,0.010723,0.072667,0.027167,0.332708
13673,16.875084,16.877780,0.000000,4.499917,4.499195,0.000264,0.083041,0.014959,0.640542
13674,16.691625,16.737962,0.000000,4.319833,4.314111,0.005014,0.085083,0.014792,0.658375
13675,16.753375,16.671341,0.000000,3.969417,3.968277,0.000556,0.101125,0.018750,0.319667
13676,16.613291,16.554372,0.000000,4.370834,4.370403,0.000180,0.056500,0.033375,0.619792
13677,16.610292,16.686400,0.000000,4.852625,4.843986,0.008264,0.052917,0.014541,0.642333
13678,16.740000,16.748376,0.000000,4.777334,4.742819,0.033973,0.069250,0.013750,0.928708
13679,16.530583,16.429165,0.000000,4.910957,4.908084,0.002082,0.071292,0.014708,0.322500
13680,16.660000,16.730994,0.000000,5.051709,5.047042,0.004542,0.066417,0.018583,0.673291
13681,16.808042,16.797861,0.000000,4.766125,4.765444,0.000223,0.072208,0.014834,0.387083
13682,16.631792,16.562094,0.000000,5.035500,5.031292,0.003833,0.063833,0.039375,0.870334
13683,16.573833,16.577287,0.000000,5.244249,5.208444,0.035472,0.059958,0.031042,1.069750
13684,16.781333,16.775506,0.000000,5.127792,5.117027,0.010473,0.049250,0.012375,0.477875
13685,16.617125,16.623921,0.000000,5.478167,5.393000,0.084958,0.049500,0.044667,0.770126
13686,16.171167,16.350385,0.000000,5.313667,5.255208,0.058125,0.040667,0.226250,0.465500
13687,16.968042,16.743044,0.000000,4.781417,4.780694,0.000098,0.054083,0.015625,0.777875
13688,17.008625,16.990998,0.000000,4.604000,4.598501,0.005249,0.055375,0.014333,0.304083
13689,16.569250,16.534458,0.000000,5.556667,5.460778,0.095514,0.055416,0.012542,1.193375
13690,16.273250,16.404746,0.000000,5.187376,5.185874,0.001168,0.043041,0.143375,0.913750
13691,17.216208,17.073002,0.000000,4.891750,4.885445,0.005889,0.063458,0.017834,0.470458
13692,16.529917,16.562407,0.000000,5.087875,5.056917,0.030625,0.063541,0.040125,1.237834
13693,16.836958,16.778836,0.000000,5.060917,5.060208,0.000459,0.054167,0.016750,0.292250
13694,16.663542,16.702582,0.000000,5.467709,5.392376,0.075125,0.093791,0.013875,0.927083
13695,16.653333,16.565496,0.000000,5.603541,5.498361,0.104889,0.063292,0.017708,0.446583
13696,16.907417,16.952710,0.000000,5.411667,5.340611,0.070681,0.075375,0.020541,0.748708
13697,16.513750,16.480458,0.000000,4.815833,4.805417,0.010250,0.062250,0.023291,0.918834
13698,16.563750,16.554322,0.000000,5.338875,5.270042,0.068583,0.057625,0.035333,0.458167
13699,16.751708,16.692717,0.000000,5.299292,5.253458,0.045542,0.060167,0.014625,1.132959
13700,16.717792,16.689473,0.000000,5.330042,5.288209,0.041541,0.048375,0.022958,0.616417
13701,16.622041,16.645615,0.000000,5.698333,5.553278,0.144722,0.044334,0.012291,1.121375
13702,16.801875,16.808916,0.000000,5.327292,5.256444,0.070556,0.079875,0.018584,0.611792
13703,16.567459,16.494700,0.000000,4.739958,4.739320,0.000180,0.062250,0.022041,0.763708
13704,16.612708,16.637753,0.000000,5.416917,5.407625,0.009125,0.057042,0.015916,0.449958
13705,16.726500,16.757753,0.000000,5.491166,5.411291,0.079542,0.059625,0.048167,0.750125
13706,16.806042,16.757967,0.000000,5.465000,5.384361,0.080389,0.053416,0.014750,1.224625
13707,16.026791,16.207580,0.000000,5.432167,5.424833,0.007167,0.050834,0.211666,0.468583
13708,17.232959,17.022798,0.000000,5.024209,5.023375,0.000667,0.048333,0.031375,1.072333
13709,16.681250,16.660124,0.000000,5.519499,5.518834,0.000499,0.048333,0.009708,0.632542
13710,16.723625,16.713509,0.000000,5.410291,5.331208,0.079000,0.056166,0.015209,0.716709
13711,16.613750,16.599675,0.000000,5.505208,5.412694,0.092264,0.050875,0.025166,0.608000
13712,16.755125,16.750495,0.000000,5.379583,5.329043,0.050332,0.047958,0.013583,0.931583
13713,16.647166,16.635957,0.000000,5.592250,5.488666,0.103292,0.044834,0.049500,1.245834
13714,16.578459,16.512173,0.000000,5.599834,5.599499,0.000126,0.048333,0.012542,0.644875
13715,16.611916,16.653085,0.000000,5.615666,5.508195,0.107180,0.050834,0.018833,1.081666
13716,16.808084,16.776828,0.000000,5.482250,5.401819,0.080181,0.059000,0.050458,0.462541
13717,16.680833,16.663755,0.000000,5.346083,5.341666,0.004250,0.053042,0.013208,0.933626
13718,16.207583,16.392418,0.000000,5.495458,5.406251,0.088999,0.069000,0.169000,0.662416
13719,17.045584,16.869749,0.000000,4.535250,4.512167,0.022833,0.057166,0.031875,1.113250
13720,16.769458,16.710961,0.000000,5.163001,5.123861,0.038598,0.050333,0.010334,0.613875
13721,16.624583,16.653337,0.000000,4.844041,4.839084,0.004582,0.059334,0.038583,0.701834
13722,16.405084,16.465998,0.000000,5.426167,5.356111,0.069806,0.046875,0.105708,0.929000
13723,16.985166,16.861883,0.000000,4.913000,4.908166,0.004668,0.046709,0.018458,0.632000
13724,16.450834,16.441912,0.000000,5.338792,5.286695,0.051555,0.041916,0.008792,0.948001
13725,16.871833,16.865837,0.000000,4.561334,4.557834,0.002958,0.062167,0.028375,0.447833
13726,16.686792,16.646625,0.000000,5.252293,5.216569,0.035431,0.052625,0.013625,0.935458
13727,16.719375,16.699661,0.000000,5.078290,5.077250,0.000624,0.049000,0.034666,0.445125
13728,16.672708,16.709297,0.000000,5.035416,4.973167,0.061916,0.061875,0.021417,0.966250
13729,16.728333,16.693239,0.000000,5.574000,5.473819,0.099848,0.051042,0.028208,1.158625
13730,16.497792,16.471872,0.000000,5.411000,5.410417,0.000208,0.049792,0.011833,0.474916
13731,16.748083,16.759153,0.000000,5.500167,5.414861,0.084847,0.046209,0.019000,0.999792
13732,16.815459,16.787346,0.000000,5.584501,5.582000,0.002251,0.061083,0.020667,0.661542
13733,16.319250,16.351253,0.000000,5.448709,5.374278,0.074222,0.048750,0.116958,1.146834
13734,16.960833,16.851256,0.000000,5.261167,5.224625,0.036250,0.047167,0.013708,0.597417
13735,16.765375,16.811038,0.000000,5.314917,5.256611,0.057973,0.059958,0.020042,0.805291
13736,16.558917,16.552701,0.000000,4.594916,4.587459,0.007041,0.058166,0.019292,0.402334
13737,16.780250,16.737170,0.000000,5.265542,5.215667,0.049667,0.044958,0.015208,0.793042
13738,16.574541,16.563797,0.000000,5.486916,5.416499,0.070042,0.046667,0.012375,1.298958
13739,16.755042,16.760251,0.000000,5.598917,5.492070,0.106514,0.045958,0.010959,0.485083
13740,16.597583,16.531475,0.000000,5.156415,5.139333,0.016791,0.048250,0.015542,1.220625
13741,16.793250,16.805204,0.000000,5.338333,5.297166,0.040917,0.043834,0.011666,0.608292
13742,16.666209,16.637928,0.000000,5.564210,5.439501,0.124500,0.053166,0.027125,1.253625
13743,16.802166,16.856049,0.000000,5.266333,5.220819,0.045139,0.070959,0.050833,0.612291
13744,16.582084,16.531969,0.000000,4.883875,4.867957,0.015709,0.058625,0.019250,0.973666
13745,16.595083,16.567339,0.000000,5.512750,5.425153,0.087430,0.045292,0.011625,1.254126
13746,16.570500,16.568221,0.000000,5.644833,5.526528,0.118014,0.039583,0.008334,0.658584
13747,16.950792,16.925679,0.000000,4.572458,4.571861,0.000181,0.059750,0.024166,1.303792
13748,16.562166,16.580040,0.000000,5.168417,5.167793,0.000416,0.055084,0.018125,0.635000
13749,16.701542,16.620291,0.000000,5.234417,5.218750,0.015375,0.045250,0.017792,0.990083
13750,16.230625,16.545057,0.000000,5.139709,5.138999,0.000501,0.045417,0.282375,0.350625
13751,17.201292,16.967306,0.000000,3.288292,3.286778,0.001222,0.064833,0.044625,0.597250
13752,16.759291,16.690166,0.000000,4.805417,4.798903,0.006139,0.050542,0.020708,0.289334
13753,16.872459,16.866807,0.000000,5.032043,5.022194,0.009348,0.054541,0.041834,0.953750
13754,16.455208,16.370744,0.000000,5.073292,5.072918,0.000249,0.053583,0.011334,1.249875
13755,16.646875,16.740999,0.000000,4.919958,4.919083,0.000625,0.095625,0.019250,0.606625
13756,16.698250,16.605025,0.000000,4.948376,4.947833,0.000334,0.077792,0.033750,0.975083
13757,16.460042,16.496628,0.000000,4.208042,4.206876,0.000291,0.064375,0.014166,0.651208
13758,16.868250,16.880867,0.000000,4.183417,4.179042,0.004042,0.049541,0.048334,0.974084
13759,16.670625,16.586130,0.000000,4.673334,4.671041,0.002043,0.044000,0.010750,0.650292
13760,16.711458,16.745593,0.000000,4.819083,4.788793,0.029999,0.059292,0.019958,1.019834
13761,16.674708,16.593433,0.000000,4.479541,4.479167,0.000208,0.046584,0.020458,0.726250
13762,16.756084,16.763140,0.000000,4.857417,4.848583,0.008584,0.057750,0.018583,0.663000
13763,16.589833,16.600297,0.000000,4.915875,4.904959,0.010499,0.048500,0.020750,1.140500
13764,16.716333,16.659911,0.000000,4.642665,4.636291,0.005958,0.060750,0.051250,0.291000
13765,16.730625,16.784592,0.000000,5.011625,5.000624,0.010792,0.058500,0.041500,0.623709
13766,16.447834,16.409629,0.000000,4.785292,4.784417,0.000625,0.054208,0.018417,0.328958
13767,16.781000,16.753298,0.000000,4.572709,4.572000,0.000334,0.046500,0.012291,0.764875
13768,16.759958,16.743633,0.000000,4.893958,4.881374,0.012459,0.041500,0.038292,0.754458
13769,16.713167,16.685111,0.000000,4.944999,4.931584,0.013207,0.047416,0.049250,0.477542
13770,16.702791,16.769667,0.000000,4.780875,4.772125,0.008250,0.069125,0.050125,0.873209
13771,16.654792,16.572006,0.000000,4.930875,4.927833,0.002709,0.054333,0.016792,0.477584
13772,16.396667,16.421367,0.000000,5.070167,5.069084,0.000791,0.044083,0.049083,0.962709
13773,16.905958,16.861289,0.000000,4.495750,4.484333,0.011167,0.054542,0.015250,0.608875
13774,16.695417,16.661807,0.000000,5.094543,5.077958,0.016293,0.050333,0.012375,0.952499
13775,16.664750,16.623346,0.000000,5.017625,5.016501,0.000666,0.052125,0.012291,0.609167
13776,16.677083,16.713302,0.000000,4.923042,4.876292,0.046583,0.053167,0.016541,0.954333
13777,16.697500,16.664252,0.000000,5.137875,5.137207,0.000376,0.051708,0.011334,1.164292
13778,16.636167,16.637363,0.000000,4.989418,4.961876,0.027375,0.042375,0.016958,0.608292
13779,16.702250,16.684825,0.000000,5.202583,5.167694,0.034556,0.036666,0.014000,1.260250
13780,16.676625,16.638237,0.000000,5.096709,5.096250,0.000209,0.050041,0.008709,0.608417
13781,16.761666,16.770754,0.000000,5.485001,5.399293,0.085541,0.045417,0.009542,1.124334
13782,16.599500,16.606289,0.000000,5.310876,5.263417,0.047125,0.045584,0.053125,0.609375
13783,16.669084,16.619825,0.000000,5.425791,5.337624,0.088001,0.040625,0.016958,0.768083
13784,16.498375,16.564832,0.000000,5.198708,5.172611,0.025889,0.046500,0.069083,1.079167
13785,16.995708,16.909872,0.000000,4.233583,4.219333,0.014000,0.049042,0.020041,0.659375
13786,16.635083,16.641918,0.000000,5.369625,5.314750,0.054667,0.052667,0.018375,1.270166
13787,16.678542,16.627581,0.000000,5.238668,5.206528,0.031847,0.043583,0.014417,0.488459
13788,16.779458,16.826755,0.000000,4.850582,4.844541,0.005583,0.071250,0.021792,0.632750
13789,16.617000,16.581046,0.000000,4.656209,4.621319,0.034348,0.059667,0.040375,0.292500
13790,16.689125,16.654540,0.000000,4.931708,4.923292,0.008124,0.054292,0.040833,1.101834
13791,16.712334,16.710494,0.000000,5.376167,5.315819,0.060056,0.081250,0.015666,0.610041
13792,16.607375,16.580748,0.000000,5.065625,5.034583,0.030792,0.047416,0.013042,1.272958
13793,16.675500,16.672538,0.000000,5.427167,5.350292,0.076458,0.049458,0.012458,1.308874
13794,16.714791,16.693292,0.000000,5.572292,5.471736,0.100264,0.044125,0.010417,0.642375
13795,16.720417,16.695431,0.000000,5.415334,5.344569,0.070431,0.047833,0.020750,1.267792
13796,16.647333,16.642915,0.000000,5.090916,5.063626,0.027082,0.042750,0.010334,0.458500
13797,16.644584,16.625624,0.000000,5.462583,5.384944,0.077139,0.037625,0.010458,0.770499
13798,16.768583,16.806964,0.000000,5.625625,5.515027,0.110348,0.077667,0.024750,0.652209
13799,16.609625,16.528153,0.000000,4.945958,4.929709,0.016083,0.046208,0.013375,0.828500
13800,16.744833,16.746334,0.000000,5.534250,5.443153,0.090764,0.049625,0.012625,1.117084
13801,16.615000,16.616536,0.000000,5.348875,5.290957,0.057751,0.050334,0.012708,0.485917
13802,16.301459,16.471493,0.000000,5.204084,5.177778,0.026014,0.043791,0.216125,1.134126
13803,16.999375,16.773837,0.000000,4.993208,4.984416,0.008375,0.046875,0.011791,0.613375
13804,16.901875,16.905711,0.000000,5.538084,5.435944,0.101598,0.072333,0.014500,0.907500
13805,16.573458,16.578010,0.000000,4.870500,4.869778,0.000472,0.064375,0.014292,0.289083
13806,16.654292,16.671201,0.000000,4.852791,4.852250,0.000250,0.051708,0.049333,0.758166
13807,16.776125,16.736796,0.000000,4.945333,4.944986,0.000139,0.055208,0.030542,1.237416
13808,16.617666,16.575373,0.000000,4.749167,4.748918,0.000166,0.043709,0.027291,0.451250
13809,16.898709,16.927054,0.000000,4.708458,4.708042,0.000208,0.089041,0.015167,1.054750
13810,16.433333,16.377700,0.000000,4.604000,4.603666,0.000126,0.041750,0.012000,0.295542
13811,16.846208,16.818710,0.000000,4.895791,4.895236,0.000139,0.052792,0.026625,0.930041
13812,16.592292,16.617924,0.000000,5.275834,5.246167,0.029167,0.041833,0.031167,0.610125
13813,16.218958,16.302687,0.000000,4.772207,4.771749,0.000292,0.031334,0.205625,0.645333
13814,17.024084,16.867129,0.000000,4.728500,4.727917,0.000250,0.041875,0.017833,0.446125
13815,16.653875,16.653883,0.000000,4.953874,4.953361,0.000097,0.031958,0.010083,0.832417
13816,16.817708,16.814165,0.000000,4.775751,4.775111,0.000223,0.050667,0.029000,1.064251
13817,16.733292,16.675211,0.000000,5.052292,5.051486,0.000430,0.041500,0.026166,0.626000
13818,16.551625,16.591346,0.000000,4.827292,4.826541,0.000459,0.036791,0.028625,0.918167
13819,16.794750,16.805927,0.000000,5.101500,5.094208,0.007126,0.067083,0.030917,0.458042
13820,16.626000,16.570991,0.000000,4.903625,4.903167,0.000208,0.044125,0.026666,1.077875
13821,16.603416,16.595465,0.000000,5.336459,5.283500,0.052834,0.037000,0.027834,0.609209
13822,16.618542,16.589169,0.000000,5.040917,5.040707,0.000126,0.035625,0.013125,0.750501
13823,16.776333,16.759304,0.000000,4.835498,4.835000,0.000082,0.039417,0.027125,1.072209
13824,16.687000,16.692163,0.000000,4.984543,4.984084,0.000250,0.038542,0.025417,0.448625
13825,16.697459,16.651512,0.000000,5.100207,5.091541,0.008375,0.044375,0.012875,1.065666
13826,16.696333,16.677411,0.000000,5.047541,5.047042,0.000333,0.045250,0.029125,0.608084
13827,16.486667,16.521981,0.000000,5.111082,5.101861,0.008972,0.052625,0.015166,0.947166
13828,16.875583,16.825207,0.000000,4.499291,4.498833,0.000250,0.044750,0.011708,0.445875
13829,16.698083,16.690464,0.000000,4.960583,4.960126,0.000249,0.040334,0.012166,0.758999
13830,16.717000,16.747721,0.000000,5.097001,5.096208,0.000709,0.063292,0.021000,0.608916
13831,16.767334,16.689992,0.000000,5.098459,5.084944,0.013223,0.043416,0.042375,1.062167
13832,16.574000,16.584588,0.000000,5.314916,5.279792,0.034916,0.041333,0.026542,1.051792
13833,16.640500,16.639743,0.000000,5.206666,5.159361,0.046972,0.033541,0.035834,0.603375
13834,16.493250,16.475923,0.000000,5.044791,5.044332,0.000251,0.033083,0.025000,1.097833
13835,16.627000,16.612625,0.000000,4.710167,4.706959,0.000416,0.040916,0.074209,0.446500
13836,16.929000,16.889358,0.000000,4.624458,4.623916,0.000250,0.043375,0.018000,0.762167
13837,16.704083,16.717597,0.000000,4.995293,4.994708,0.000418,0.037917,0.035500,0.445291
13838,16.778792,16.780134,0.000000,4.865083,4.864501,0.000416,0.063375,0.026750,0.618292
13839,16.587000,16.512126,0.000000,4.677209,4.664333,0.012584,0.050333,0.028083,0.910833
13840,16.732000,16.768376,0.000000,4.347875,4.322624,0.024959,0.065541,0.018250,0.303709
13841,16.676291,16.687944,0.000000,4.823043,4.798668,0.024083,0.052750,0.035959,1.242999
13842,16.635834,16.589050,0.000000,4.818208,4.817792,0.000208,0.049291,0.014500,0.666958
13843,16.747041,16.740082,0.000000,5.069291,5.067124,0.001751,0.055334,0.012208,0.778625
13844,16.813917,16.855538,0.000000,5.394084,5.332376,0.061374,0.127250,0.021417,0.607834
13845,16.576208,16.513089,0.000000,4.957458,4.940875,0.016333,0.060917,0.014292,0.585541
13846,16.665917,16.595090,0.000000,5.146957,5.143624,0.003042,0.052667,0.012916,0.589834
13847,16.607583,16.633641,0.000000,5.356458,5.291709,0.064249,0.045209,0.010583,0.640166
13848,16.529417,16.510333,0.000000,5.371501,5.323625,0.047667,0.042125,0.017792,1.306001
13849,16.839792,16.804205,0.000000,4.873458,4.872666,0.000334,0.046958,0.012875,0.629292
13850,16.685791,16.672692,0.000000,5.344875,5.317876,0.026666,0.052459,0.012541,1.329417
13851,16.652500,16.682460,0.000000,5.114791,5.110375,0.004250,0.047209,0.046916,0.303708
13852,16.744625,16.696328,0.000000,5.462917,5.388124,0.074543,0.039917,0.012708,1.285125
13853,16.607875,16.607289,0.000000,5.402250,5.353209,0.048916,0.045250,0.011417,0.610042
13854,16.752625,16.774035,0.000000,5.505418,5.419028,0.086056,0.057542,0.054417,0.953000
13855,16.495250,16.461964,0.000000,5.380874,5.265541,0.115042,0.048000,0.015084,1.156874
13856,16.832584,16.798958,0.000000,5.108375,5.092626,0.015499,0.052791,0.015209,0.628708
13857,16.907791,16.935077,0.000000,5.668417,5.529319,0.138681,0.079250,0.023375,0.929125
13858,16.588875,16.554171,0.000000,4.629333,4.624124,0.005084,0.066750,0.024042,0.449875
13859,16.599417,16.575278,0.000000,5.441750,5.372918,0.068541,0.050000,0.010917,1.046500
13860,16.660583,16.682036,0.000000,5.552375,5.456403,0.095639,0.062584,0.033916,0.646333
13861,16.702792,16.619865,0.000000,5.299208,5.298791,0.000292,0.050792,0.013041,0.944041
13862,16.720250,16.720959,0.000000,5.364209,5.309209,0.054833,0.058333,0.046917,1.283958
13863,16.808625,16.844305,0.000000,5.383251,5.322236,0.060806,0.070708,0.017209,0.637875
13864,16.593625,16.590074,0.000000,4.565708,4.559874,0.005459,0.069042,0.027291,0.951084
13865,16.697458,16.640734,0.000000,5.285375,5.260042,0.025124,0.057459,0.012666,0.613542
13866,16.344209,16.363336,0.000000,5.133667,5.123875,0.009542,0.064416,0.024000,0.943542
13867,17.100625,17.070833,0.000000,3.777042,3.776111,0.000306,0.080416,0.016000,0.290791
13868,16.674000,16.693643,0.000000,3.539875,3.529278,0.010180,0.065083,0.036250,0.581041
13869,16.604208,16.488673,0.000000,4.789667,4.774750,0.010834,0.061917,0.020291,0.651458
13870,16.657917,16.715074,0.000000,5.221208,5.205499,0.015501,0.051541,0.019750,0.606875
13871,16.794333,16.779094,0.000000,4.313709,4.313153,0.000139,0.072208,0.016000,0.625501
13872,16.603292,16.524753,0.000000,4.523293,4.522709,0.000292,0.060250,0.015000,0.291208
