frame,total_ms,cpu_wall_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms
12511,16.779917,16.711672,0.000000,7.044166,6.843986,0.200097,0.047416,0.012584,1.259043
12512,16.756916,16.790460,0.000000,6.766542,6.575403,0.191055,0.047417,0.056458,0.631875
12513,16.570459,16.543455,0.000000,6.674958,6.668458,0.006500,0.042708,0.011000,0.918416
12514,16.553000,16.509693,0.000000,6.795959,6.794167,0.001792,0.047750,0.036166,0.291625
12515,16.871333,16.873004,0.000000,6.624708,6.624236,0.000388,0.053500,0.022125,1.272209
12516,16.597625,16.636213,0.000000,6.694333,6.685125,0.009208,0.055833,0.049250,0.289250
12517,16.798000,16.722262,0.000000,6.981250,6.756528,0.224639,0.044208,0.011334,0.932000
12518,16.951792,16.965037,0.000000,6.755208,6.569486,0.185597,0.064250,0.013416,0.533417
12519,16.457541,16.418297,0.000000,6.475334,6.301028,0.174181,0.051959,0.012208,1.233666
12520,16.523125,16.520413,0.000000,6.908500,6.710528,0.197889,0.043417,0.010875,1.260000
12521,16.982959,17.044239,0.000000,6.749291,6.741111,0.008055,0.094083,0.035042,0.638375
12522,16.687458,16.679624,0.000000,6.449666,6.291860,0.157681,0.069167,0.066583,0.943958
12523,16.578458,16.480876,0.000000,6.504583,6.313028,0.191472,0.059959,0.018875,0.300250
12524,16.706542,16.724296,0.000000,6.796332,6.571361,0.224888,0.060375,0.013625,1.243417
12525,16.794042,16.787661,0.000000,6.656541,6.480069,0.176347,0.062458,0.013875,0.290791
12526,16.612833,16.585666,0.000000,6.656333,6.449236,0.207014,0.055708,0.054959,0.591834
12527,16.566875,16.548168,0.000000,6.678458,6.492611,0.185763,0.051292,0.043750,1.252709
12528,16.730500,16.711207,0.000000,6.888083,6.687111,0.200889,0.052708,0.030209,0.634166
12529,16.568792,16.536987,0.000000,6.995751,6.785819,0.209848,0.050125,0.011541,1.257416
12530,16.587208,16.587421,0.000000,6.649626,6.474070,0.175514,0.040125,0.008000,0.608958
12531,16.817750,16.815957,0.000000,6.287376,6.087069,0.200223,0.056333,0.012750,0.942667
12532,16.650917,16.681790,0.000000,7.174083,6.973486,0.200431,0.064291,0.046917,0.301500
12533,16.850458,16.788789,0.000000,6.939042,6.735361,0.203639,0.053208,0.035250,0.937334
12534,16.429250,16.415010,0.000000,6.855208,6.842944,0.011972,0.047417,0.017041,0.583417
12535,16.830708,16.814958,0.000000,7.299000,7.095861,0.203056,0.041792,0.017125,1.197334
12536,16.694667,16.688005,0.000000,6.961208,6.786611,0.174472,0.051292,0.011291,1.251959
12537,16.520833,16.507529,0.000000,6.899958,6.891583,0.008375,0.049875,0.027667,0.289167
12538,16.839292,16.834455,0.000000,7.303874,7.106944,0.196847,0.058000,0.013625,1.278125
12539,16.850042,16.826161,0.000000,6.694125,6.511820,0.182222,0.057875,0.015708,0.290292
12540,16.677541,16.701122,0.000000,6.052916,5.860819,0.192014,0.063125,0.054167,0.902417
12541,16.669334,16.595276,0.000000,6.424876,6.277736,0.147056,0.042916,0.018792,0.446666
12542,16.439416,16.406795,0.000000,6.082666,5.947944,0.134639,0.034959,0.010500,1.117542
12543,16.781750,16.766046,0.000000,6.426624,6.278652,0.147847,0.041292,0.011958,1.214917
12544,16.694042,16.714605,0.000000,6.396667,6.261653,0.134889,0.035292,0.020125,0.617875
12545,16.293375,16.253705,0.000000,6.439416,6.309486,0.129805,0.030583,0.010084,1.241416
12546,16.676667,16.707202,0.000000,3.637959,3.637417,0.000292,0.038750,0.039958,0.611041
12547,16.989166,16.945014,0.000000,6.040500,5.865444,0.175014,0.045667,0.014000,0.920708
12548,16.701709,16.710918,0.000000,5.462874,5.380403,0.082055,0.078166,0.019750,0.629625
12549,16.480625,16.438710,0.000000,5.297042,5.248778,0.048056,0.042875,0.030833,0.919084
12550,16.739375,16.714394,0.000000,5.821790,5.671944,0.149639,0.036166,0.012250,1.066541
12551,16.633291,16.620952,0.000000,5.701709,5.575236,0.126180,0.035084,0.009958,0.459000
12552,17.063959,17.078539,0.000000,5.717832,5.589069,0.128222,0.063000,0.012208,1.067332
12553,16.351916,16.313752,0.000000,5.294874,5.252582,0.041834,0.050834,0.014333,0.608042
12554,16.726959,16.706875,0.000000,5.537291,5.440736,0.096347,0.058166,0.030125,1.098000
12555,16.618708,16.638122,0.000000,5.904292,5.735736,0.168222,0.037250,0.032250,0.608375
12556,16.730125,16.660372,0.000000,5.810500,5.658486,0.151931,0.035250,0.029542,1.059834
12557,16.695417,16.713758,0.000000,5.728543,5.596237,0.132222,0.051125,0.020500,0.608917
12558,16.709166,16.696641,0.000000,5.213083,5.212542,0.000166,0.056750,0.015167,0.999708
12559,16.666750,16.637241,0.000000,5.489251,5.403444,0.085639,0.041125,0.027375,1.217542
12560,16.634959,16.598883,0.000000,5.790667,5.648028,0.142555,0.034458,0.012042,0.637875
12561,16.579000,16.604451,0.000000,5.587957,5.489083,0.098666,0.039625,0.019791,0.907749
12562,16.917833,16.892461,0.000000,5.614791,5.506236,0.108306,0.041292,0.019666,0.457667
12563,16.418458,16.393669,0.000000,5.587667,5.587251,0.000249,0.034500,0.010667,0.750083
12564,16.833250,16.840237,0.000000,5.818125,5.670361,0.147681,0.040542,0.012917,0.610375
12565,16.629292,16.626614,0.000000,4.832625,4.832332,0.000126,0.056083,0.023459,1.051375
12566,16.758042,16.715589,0.000000,5.818666,5.669195,0.149222,0.040000,0.015958,1.214625
12567,16.599416,16.599656,0.000000,5.269792,5.269584,0.000125,0.052417,0.019875,0.613583
12568,16.654209,16.649515,0.000000,5.329917,5.288208,0.041584,0.046125,0.027166,1.222333
12569,16.643000,16.593493,0.000000,5.353458,5.298292,0.054874,0.036500,0.010125,0.610958
12570,16.687833,16.698224,0.000000,5.213333,5.197500,0.015708,0.036792,0.032500,0.916875
12571,16.726417,16.703785,0.000000,5.300542,5.271999,0.028376,0.040666,0.010542,0.609125
12572,16.838375,16.809287,0.000000,5.055416,5.052292,0.002874,0.055958,0.022250,0.587666
12573,16.597625,16.600150,0.000000,4.668126,4.667417,0.000292,0.045416,0.025125,0.608000
12574,16.695791,16.694036,0.000000,4.919707,4.916957,0.002500,0.050709,0.013458,1.131375
12575,16.794167,16.783277,0.000000,4.925916,4.885667,0.040041,0.055333,0.012084,1.181875
12576,16.543708,16.539045,0.000000,4.855125,4.854500,0.000333,0.052625,0.019667,0.608792
12577,16.708250,16.659332,0.000000,5.617207,5.616707,0.000250,0.054542,0.014708,1.288334
12578,16.780042,16.770489,0.000000,5.793042,5.786751,0.006083,0.070958,0.014750,0.608625
12579,16.535750,16.520620,0.000000,5.109625,5.096000,0.013208,0.067250,0.018792,0.748166
12580,16.783875,16.768702,0.000000,5.652583,5.534152,0.118098,0.048250,0.012833,0.641083
12581,16.613792,16.584189,0.000000,5.726125,5.595653,0.130180,0.041333,0.009792,0.922332
12582,16.652958,16.697082,0.000000,5.795291,5.786291,0.008708,0.052083,0.037500,0.922667
12583,16.720125,16.655513,0.000000,5.523958,5.412444,0.111264,0.061208,0.047209,0.467125
12584,16.678958,16.662870,0.000000,5.589125,5.484820,0.103930,0.050292,0.013750,1.065917
12585,16.725250,16.766247,0.000000,5.835666,5.676403,0.158972,0.088667,0.013250,0.444667
12586,16.692750,16.663296,0.000000,4.250875,4.248986,0.001389,0.062042,0.048083,0.680416
12587,16.640459,16.601575,0.000000,5.573625,5.573001,0.000249,0.060375,0.048541,0.653209
12588,16.677708,16.688214,0.000000,5.596125,5.491736,0.104097,0.059750,0.019125,0.956583
12589,16.636083,16.582787,0.000000,5.438417,5.437916,0.000376,0.055750,0.019959,0.965833
12590,16.796542,16.787516,0.000000,5.939583,5.748236,0.190972,0.070625,0.016917,0.613542
12591,16.632958,16.604631,0.000000,5.899083,5.732278,0.166472,0.049667,0.010542,1.086792
12592,16.666750,16.632455,0.000000,5.736375,5.593736,0.142139,0.046500,0.010042,0.612875
12593,16.649459,16.663208,0.000000,5.761917,5.621111,0.140514,0.042333,0.020458,1.119750
12594,16.769500,16.826139,0.000000,5.751374,5.616319,0.134722,0.057250,0.047916,0.625125
12595,16.549541,16.490499,0.000000,5.525833,5.427832,0.097626,0.085000,0.013959,1.057750
12596,16.754000,16.717075,0.000000,5.737083,5.604486,0.132222,0.049250,0.020625,0.668541
12597,16.671834,16.649990,0.000000,5.778791,5.636111,0.142222,0.049541,0.013084,0.800667
12598,16.721125,16.713041,0.000000,5.987585,5.790820,0.196681,0.046541,0.018250,1.209208
12599,16.716583,16.740430,0.000000,5.927708,5.755695,0.171680,0.052542,0.012666,0.646583
12600,16.668333,16.630867,0.000000,5.730582,5.596444,0.133764,0.043875,0.010834,1.262542
12601,16.616292,16.607204,0.000000,5.796458,5.652611,0.143681,0.047208,0.011375,0.610708
12602,16.737000,16.709833,0.000000,5.710458,5.564361,0.145639,0.059708,0.013167,0.908458
12603,16.667625,16.651246,0.000000,5.729417,5.597611,0.131389,0.049542,0.019250,0.609542
12604,16.683542,16.739455,0.000000,5.822375,5.672986,0.149056,0.050708,0.051125,0.747500
12605,16.449333,16.389912,0.000000,5.856209,5.697861,0.158014,0.047250,0.011125,0.610125
12606,16.840958,16.807142,0.000000,5.559625,5.469541,0.089959,0.055834,0.013125,1.070583
12607,16.525125,16.556629,0.000000,6.102917,5.908361,0.194472,0.040500,0.045292,1.246834
12608,16.773000,16.774113,0.000000,5.670292,5.567695,0.102472,0.071084,0.016166,0.608542
12609,16.727000,16.708959,0.000000,5.333876,5.322125,0.011459,0.064292,0.019292,1.076416
12610,16.555667,16.517290,0.000000,5.939875,5.767069,0.172473,0.053500,0.011542,0.612500
12611,16.821708,16.765373,0.000000,5.718459,5.588195,0.130014,0.060000,0.016584,0.765625
12612,16.942500,16.994250,0.000000,5.886334,5.859611,0.026556,0.064834,0.021416,0.915709
12613,16.666334,16.667742,0.000000,5.335832,5.282777,0.052556,0.055000,0.044750,0.290292
12614,16.576583,16.512000,0.000000,6.019584,5.828028,0.191180,0.047833,0.014542,1.304666
12615,16.699208,16.695329,0.000000,6.137125,5.962861,0.174139,0.056125,0.013709,0.645625
12616,16.673000,16.630054,0.000000,6.085749,5.905277,0.180389,0.051459,0.010666,1.314375
12617,16.293709,16.332497,0.000000,6.024584,6.024126,0.000458,0.049125,0.053041,0.641875
12618,17.068333,17.000413,0.000000,5.473708,5.392778,0.080639,0.060292,0.016625,1.287874
12619,16.190500,16.377288,0.000000,6.074834,5.904653,0.170139,0.047542,0.178083,0.610250
12620,17.171375,17.008579,0.000000,5.397625,5.396986,0.000305,0.069833,0.032209,0.934376
12621,16.272208,16.329744,0.000000,5.394417,5.335125,0.058959,0.044209,0.115041,1.250874
12622,17.049000,16.958466,0.000000,5.605666,5.481624,0.123917,0.058167,0.026875,0.464541
12623,16.614875,16.601797,0.000000,6.232124,6.231792,0.000332,0.056459,0.024041,0.710708
12624,16.845792,16.817808,0.000000,6.245626,6.061361,0.184181,0.047500,0.010417,0.461166
12625,16.666042,16.655990,0.000000,6.227749,6.051361,0.176305,0.051041,0.012125,0.859458
12626,16.748000,16.706245,0.000000,6.215833,6.013153,0.202555,0.058708,0.012875,0.374875
12627,16.636250,16.651334,0.000000,5.626293,5.514528,0.111389,0.046541,0.016292,1.121834
12628,16.623000,16.525620,0.000000,5.881959,5.865708,0.016251,0.049250,0.018708,0.327791
12629,16.200041,16.398241,0.000000,5.928375,5.885667,0.042708,0.042917,0.162042,0.947959
12630,17.090042,16.948131,0.000000,5.625750,5.519833,0.105625,0.045708,0.012542,0.951750
12631,16.891167,16.791554,0.000000,5.960958,5.956986,0.000680,0.067541,0.012834,0.634833
12632,16.517791,16.528917,0.000000,5.244793,5.197418,0.047083,0.051792,0.015583,0.962792
12633,16.799750,16.867677,0.000000,5.879208,5.876666,0.002250,0.088875,0.019375,0.647291
12634,16.684917,16.661839,0.000000,6.098792,5.976736,0.121973,0.047375,0.041708,0.949750
12635,16.649542,16.598755,0.000000,6.239874,6.024736,0.215055,0.049791,0.011834,0.644792
12636,16.786958,16.797202,0.000000,6.110333,5.932819,0.177389,0.053125,0.013167,1.125458
12637,16.664875,16.660742,0.000000,6.131792,5.938194,0.193556,0.053500,0.011292,1.295042
12638,16.632333,16.560041,0.000000,6.122083,5.909445,0.212555,0.058334,0.020791,0.304167
12639,16.674750,16.720030,0.000000,5.875833,5.875208,0.000417,0.044875,0.034084,1.316500
12640,16.718292,16.698708,0.000000,6.228917,6.032486,0.196348,0.046292,0.011041,0.301209
12641,16.546500,16.522378,0.000000,6.047416,6.037750,0.009666,0.052125,0.012750,0.953291
12642,16.837875,16.842866,0.000000,6.032459,5.833069,0.199348,0.050167,0.013083,0.580625
12643,16.615208,16.567000,0.000000,5.985626,5.952250,0.033376,0.048500,0.012084,0.932375
12644,16.575875,16.529856,0.000000,6.147082,5.956069,0.190930,0.042042,0.009708,1.254375
12645,16.860709,16.914304,0.000000,6.099208,5.921527,0.177598,0.055750,0.011375,0.643750
12646,16.697250,16.652376,0.000000,5.873499,5.710444,0.162639,0.049416,0.016959,0.961750
12647,16.632833,16.641297,0.000000,6.250500,6.049986,0.200431,0.047208,0.011375,0.290750
12648,16.783792,16.784823,0.000000,6.209791,6.032944,0.176764,0.060500,0.027333,1.276334
12649,16.721333,16.701210,0.000000,6.006083,5.801111,0.204556,0.094667,0.022000,0.290583
12650,16.614708,16.600176,0.000000,6.015417,5.803278,0.212056,0.061042,0.010167,0.920333
12651,16.609125,16.589842,0.000000,5.995334,5.975458,0.019876,0.053542,0.020958,0.744959
12652,17.026167,17.038209,0.000000,6.078791,5.855527,0.222973,0.075667,0.020625,0.641250
12653,16.402750,16.326254,0.000000,4.479709,4.478959,0.000541,0.054000,0.024500,0.609668
12654,16.604833,16.594206,0.000000,5.965792,5.791736,0.173973,0.048209,0.012291,0.645083
12655,16.814334,16.843919,0.000000,6.139207,5.942652,0.196430,0.057833,0.012208,1.027250
12656,16.273708,16.211754,0.000000,6.032251,5.852903,0.179264,0.048917,0.010583,0.616250
12657,16.709417,16.738841,0.000000,6.002333,5.819944,0.182306,0.046000,0.050958,1.287209
12658,16.824000,16.800421,0.000000,5.953291,5.775694,0.177264,0.057833,0.015583,0.609709
12659,16.744666,16.711125,0.000000,5.885083,5.722320,0.162430,0.055625,0.017625,0.928874
12660,16.665500,16.626415,0.000000,5.969250,5.788861,0.180139,0.048667,0.043000,1.078542
12661,16.775584,16.818531,0.000000,6.183416,5.969319,0.214014,0.048208,0.017583,0.646208
12662,16.572458,16.502207,0.000000,5.904499,5.738403,0.165805,0.041792,0.010833,1.300791
12663,16.742583,16.784043,0.000000,6.037377,5.866278,0.171015,0.053625,0.012334,0.447541
12664,16.418959,16.386592,0.000000,5.797001,5.650236,0.146348,0.051041,0.012792,0.768542
12665,16.893750,16.849574,0.000000,5.951792,5.776320,0.175180,0.041708,0.016542,0.638000
12666,16.745708,16.782445,0.000000,6.147500,5.970652,0.176806,0.052167,0.012166,0.768917
12667,16.559333,16.504453,0.000000,5.958541,5.779152,0.179139,0.043500,0.012542,0.612375
12668,17.000375,17.008672,0.000000,5.992958,5.806945,0.185930,0.069500,0.029542,1.115375
12669,16.443792,16.447208,0.000000,5.770292,5.631153,0.138556,0.056375,0.052125,1.079875
12670,16.655500,16.690866,0.000000,6.003085,5.794986,0.207806,0.088250,0.035833,0.622334
12671,16.625958,16.531344,0.000000,5.962043,5.766111,0.195639,0.045167,0.016500,1.078167
12672,16.868084,16.899715,0.000000,5.902042,5.732278,0.169306,0.064875,0.012583,0.361708
12673,16.414916,16.380917,0.000000,5.659875,5.540444,0.119223,0.050209,0.013041,0.971917
12674,16.863125,16.818333,0.000000,5.930833,5.762694,0.168056,0.050667,0.012958,0.475333
12675,16.614750,16.641075,0.000000,5.900416,5.731194,0.168889,0.051292,0.012792,0.877543
12676,16.672875,16.614203,0.000000,6.121291,5.915652,0.205514,0.057750,0.012417,1.113750
12677,16.352334,16.468838,0.000000,5.200667,5.199528,0.000514,0.044375,0.104958,0.477917
12678,17.098500,16.970450,0.000000,5.528209,5.437944,0.089889,0.053833,0.015833,1.197875
12679,16.647166,16.749003,0.000000,6.018958,6.018458,0.000500,0.079917,0.068458,0.310542
12680,16.785000,16.668986,0.000000,5.367875,5.309320,0.058097,0.067125,0.053209,0.944333
12681,16.695792,16.698711,0.000000,5.766584,5.627361,0.138931,0.047458,0.018584,0.609042
12682,16.327000,16.297673,0.000000,6.038250,5.844277,0.193598,0.052500,0.013917,0.950250
12683,16.835583,16.842836,0.000000,5.391750,5.328459,0.062749,0.056834,0.020125,1.251291
12684,16.781000,16.763321,0.000000,5.986500,5.804403,0.181806,0.054334,0.012750,0.644833
12685,16.690625,16.655228,0.000000,6.004125,5.815152,0.188556,0.044875,0.021417,0.782125
12686,16.929667,16.963458,0.000000,5.689250,5.565986,0.122930,0.080542,0.014458,0.444667
12687,16.375583,16.261126,0.000000,5.778458,5.777916,0.000292,0.053250,0.013542,1.110958
12688,16.692625,16.737766,0.000000,6.043124,5.852819,0.190222,0.049959,0.012791,0.608708
12689,16.436459,16.392076,0.000000,5.635749,5.522736,0.112597,0.051750,0.018875,0.800209
12690,16.859750,16.909126,0.000000,5.303500,5.262750,0.040333,0.053708,0.029375,0.609917
12691,16.659708,16.645751,0.000000,6.037500,6.037166,0.000334,0.060917,0.039375,1.193875
12692,16.763250,16.715466,0.000000,5.643250,5.642251,0.000374,0.066250,0.016583,0.590124
12693,16.297542,16.368000,0.000000,5.792417,5.641861,0.150222,0.043666,0.155042,0.609291
12694,16.979666,16.875248,0.000000,5.489167,5.488583,0.000334,0.052667,0.032458,0.967167
12695,16.731000,16.752506,0.000000,5.884250,5.880126,0.004124,0.056667,0.046333,0.668333
12696,16.777417,16.761699,0.000000,5.766458,5.624611,0.141347,0.051250,0.020292,1.011042
12697,16.585667,16.533790,0.000000,5.813917,5.649902,0.163806,0.050583,0.012250,0.349375
12698,16.714708,16.724538,0.000000,5.873667,5.712111,0.161305,0.051125,0.013000,0.944959
12699,16.880875,16.905473,0.000000,6.018584,5.835486,0.182931,0.079708,0.063292,1.281625
12700,16.529708,16.470802,0.000000,5.645833,5.527444,0.117931,0.046709,0.018208,0.491584
12701,16.649834,16.625245,0.000000,5.876792,5.773611,0.103139,0.058625,0.013875,1.307000
12702,16.664250,16.655322,0.000000,5.947668,5.771278,0.176139,0.043000,0.018416,0.650375
12703,16.766291,16.737006,0.000000,5.960250,5.778111,0.182055,0.051500,0.012792,0.989625
12704,16.604334,16.612332,0.000000,5.878124,5.859709,0.018207,0.044083,0.009792,0.655958
12705,16.639041,16.601466,0.000000,5.961584,5.959208,0.002376,0.040334,0.008291,0.941500
12706,16.678875,16.700533,0.000000,5.535666,5.446208,0.089250,0.052959,0.043916,0.580833
12707,16.799042,16.759418,0.000000,6.012375,5.852278,0.160014,0.051458,0.016250,0.465666
12708,16.391000,16.372484,0.000000,6.067084,5.871028,0.195931,0.040250,0.020583,1.244667
12709,16.790750,16.760903,0.000000,5.518500,5.401583,0.116709,0.045458,0.011125,0.607875
12710,16.774375,16.789718,0.000000,6.282168,6.108362,0.173681,0.044708,0.024084,1.252375
12711,16.747250,16.749627,0.000000,6.142209,5.950944,0.191181,0.055375,0.013667,0.289500
12712,16.547333,16.538005,0.000000,5.677709,5.554736,0.122681,0.054625,0.018875,0.658416
12713,16.786084,16.746243,0.000000,5.989000,5.811570,0.177388,0.050750,0.012458,0.445792
12714,16.739333,16.721704,0.000000,6.107833,5.889444,0.218306,0.074625,0.022625,1.006875
12715,16.545000,16.510001,0.000000,5.536333,5.443944,0.091889,0.053667,0.012708,0.957042
12716,16.816958,16.845764,0.000000,6.157417,5.977361,0.179972,0.045750,0.052292,0.619167
12717,16.736542,16.682667,0.000000,5.925833,5.749778,0.175847,0.055583,0.024125,1.255458
12718,16.709583,16.739754,0.000000,5.902417,5.717527,0.184473,0.058250,0.011917,0.614000
12719,16.173667,16.294710,0.000000,6.024750,5.848111,0.176555,0.048583,0.153750,1.247708
12720,16.934333,16.788791,0.000000,5.445834,5.350903,0.094639,0.066375,0.013167,0.644542
12721,16.839875,16.845778,0.000000,5.468333,5.389611,0.078389,0.049917,0.054333,0.932958
12722,16.618792,16.544640,0.000000,6.038418,5.855695,0.182639,0.044958,0.011125,0.638917
12723,16.625958,16.630239,0.000000,5.646249,5.527486,0.118514,0.046000,0.046167,1.249125
12724,16.429959,16.517837,0.000000,5.653209,5.652749,0.000126,0.050125,0.111916,0.589708
12725,17.105833,17.012253,0.000000,5.478792,5.396945,0.081680,0.047708,0.029542,0.465625
12726,16.708500,16.671335,0.000000,6.023417,5.811278,0.211764,0.049417,0.018916,1.138292
12727,16.616125,16.588578,0.000000,5.908750,5.738486,0.170056,0.043458,0.017000,0.658500
12728,16.900583,16.876299,0.000000,5.902791,5.732278,0.170097,0.057417,0.029542,1.316083
12729,16.306625,16.284621,0.000000,5.352125,5.301708,0.050250,0.056375,0.036542,0.341458
12730,16.874125,16.892114,0.000000,5.963960,5.788278,0.175598,0.050542,0.018750,0.652792
12731,16.589542,16.590549,0.000000,5.918126,5.886168,0.031958,0.051125,0.017583,0.958834
12732,16.616458,16.587953,0.000000,5.887582,5.724153,0.162972,0.060375,0.016875,0.568917
12733,16.721834,16.712868,0.000000,5.207584,5.170416,0.036918,0.051291,0.026709,1.304708
12734,16.766791,16.753507,0.000000,5.881583,5.719028,0.162222,0.044917,0.012167,0.652292
12735,16.593750,16.589469,0.000000,5.864250,5.706778,0.157014,0.046834,0.019750,0.968208
12736,16.705250,16.707868,0.000000,5.700458,5.576236,0.123931,0.056125,0.019167,0.608958
12737,16.770667,16.720798,0.000000,6.008999,5.820111,0.188555,0.046458,0.013125,0.928792
12738,16.450708,16.455464,0.000000,5.987583,5.803236,0.183931,0.042000,0.016917,1.241583
12739,16.721917,16.704966,0.000000,5.551792,5.435486,0.116098,0.055208,0.010292,0.630083
12740,16.797625,16.780035,0.000000,5.969750,5.952376,0.017374,0.066292,0.022333,1.170791
12741,16.737958,16.721430,0.000000,6.106625,5.913194,0.193306,0.044334,0.020166,0.610375
12742,16.740959,16.725631,0.000000,5.832001,5.659694,0.172056,0.048750,0.018916,1.280500
12743,16.713166,16.719864,0.000000,6.011583,5.802111,0.209014,0.050542,0.053542,0.508250
12744,16.560500,16.547497,0.000000,5.985041,5.823653,0.161097,0.045917,0.029333,0.761457
12745,16.613875,16.581598,0.000000,6.086166,5.903527,0.182556,0.047584,0.027041,0.607459
12746,16.892250,16.876092,0.000000,6.097458,5.909278,0.188097,0.065792,0.027333,0.947792
12747,16.542209,16.493423,0.000000,5.803999,5.655153,0.148597,0.044666,0.012459,1.077958
12748,16.758625,16.757782,0.000000,5.883708,5.718611,0.165014,0.050125,0.020583,0.476041
12749,16.223250,16.384708,0.000000,5.989584,5.794153,0.195097,0.046791,0.187084,0.967000
12750,16.989291,16.798963,0.000000,5.586459,5.584792,0.001500,0.064959,0.014291,0.645000
12751,16.472875,16.467276,0.000000,5.525458,5.409986,0.115139,0.044125,0.058792,0.967000
12752,16.948625,16.921840,0.000000,5.648208,5.534278,0.113555,0.050459,0.012166,0.655917
12753,16.775250,16.801574,0.000000,5.987208,5.804278,0.182639,0.048375,0.024500,1.005417
12754,16.636625,16.614688,0.000000,5.525999,5.417027,0.108431,0.060000,0.037667,0.949833
12755,16.745417,16.714873,0.000000,5.957918,5.779820,0.178014,0.052708,0.027125,0.647709
12756,16.627208,16.634579,0.000000,5.833707,5.683194,0.150097,0.051375,0.012042,1.145458
12757,16.582167,16.548701,0.000000,5.970917,5.966625,0.004292,0.057625,0.012583,0.295250
12758,16.713875,16.710157,0.000000,5.618458,5.509986,0.108055,0.052167,0.020291,0.937375
12759,16.725583,16.725155,0.000000,6.037166,5.851902,0.185139,0.050667,0.027667,0.547750
12760,16.583875,16.564623,0.000000,5.922500,5.922208,0.000292,0.052709,0.012583,0.926625
12761,16.901250,16.842832,0.000000,5.984875,5.805153,0.179597,0.057750,0.014250,0.929708
12762,16.514792,16.539073,0.000000,5.827250,5.677486,0.149347,0.048083,0.018459,0.629250
12763,16.708042,16.709377,0.000000,6.007708,6.003875,0.003833,0.050541,0.011917,0.639834
12764,16.454625,16.466331,0.000000,6.014457,6.012708,0.001749,0.040541,0.061875,0.645375
12765,16.952833,16.910709,0.000000,5.169000,5.149236,0.019306,0.046750,0.020083,0.931333
12766,16.661167,16.671418,0.000000,5.342751,5.287611,0.054639,0.068041,0.014834,0.292791
12767,16.686583,16.667051,0.000000,5.464374,5.386195,0.077805,0.071000,0.034458,0.586292
12768,16.547667,16.509493,0.000000,5.713791,5.579569,0.133847,0.043666,0.012417,0.292167
12769,16.742833,16.731719,0.000000,3.954625,3.954291,0.000209,0.045042,0.020166,0.954251
12770,16.644583,16.608043,0.000000,5.223167,5.192861,0.030014,0.035917,0.010875,1.215166
12771,16.775084,16.778215,0.000000,4.945249,4.944944,0.000056,0.041958,0.019750,0.299792
12772,16.562166,16.539708,0.000000,5.095875,5.095416,0.000084,0.043167,0.010750,1.232833
12773,16.702417,16.705831,0.000000,5.189042,5.168459,0.020333,0.036583,0.031042,0.607625
12774,16.730208,16.706117,0.000000,5.320793,5.266361,0.054181,0.059584,0.015166,0.905917
12775,16.689167,16.663076,0.000000,5.989917,5.989667,0.000250,0.038958,0.011667,0.605792
12776,16.713458,16.707407,0.000000,5.621334,5.512903,0.108264,0.035959,0.010750,0.934792
12777,16.574917,16.557013,0.000000,5.303625,5.252111,0.051139,0.038875,0.028917,1.213709
12778,16.920250,16.924917,0.000000,5.306374,5.260402,0.045681,0.046583,0.031834,0.617666
12779,16.474208,16.417756,0.000000,5.378166,5.329751,0.048207,0.036834,0.010375,1.238750
12780,16.683542,16.705212,0.000000,5.476375,5.377778,0.098389,0.042167,0.026250,0.608917
12781,16.709542,16.716856,0.000000,5.515208,5.514666,0.000334,0.059041,0.020292,1.228334
12782,16.789083,16.729701,0.000000,5.169666,5.147778,0.021555,0.048792,0.013458,0.445500
12783,16.542250,16.556530,0.000000,5.170708,5.159917,0.010500,0.033125,0.030667,0.753917
12784,16.697667,16.669239,0.000000,5.628291,5.627791,0.000292,0.030916,0.030167,0.610750
12785,16.751208,16.725917,0.000000,5.641459,5.531834,0.109333,0.036542,0.010125,1.027333
12786,16.398292,16.493664,0.000000,5.360582,5.360166,0.000208,0.036916,0.116917,1.064083
12787,16.918625,16.807743,0.000000,4.765875,4.765291,0.000334,0.037916,0.030667,0.446834
12788,16.786875,16.761126,0.000000,5.430834,5.430320,0.000097,0.052208,0.030500,1.055541
12789,16.676250,16.631915,0.000000,5.470001,5.387028,0.082597,0.044333,0.012708,0.610459
12790,16.641541,16.626017,0.000000,5.459459,5.381944,0.077098,0.033542,0.009042,1.071416
12791,16.729542,16.740124,0.000000,5.323584,5.271653,0.051597,0.048167,0.019791,0.457875
12792,16.728708,16.741598,0.000000,4.981666,4.981111,0.000097,0.055209,0.012125,0.753125
12793,16.632000,16.615830,0.000000,5.476333,5.393819,0.082181,0.039125,0.034584,0.896708
12794,16.566250,16.519971,0.000000,5.298833,5.298209,0.000249,0.042792,0.028458,0.466000
12795,16.767125,16.782171,0.000000,5.251124,5.213861,0.037097,0.048167,0.020625,0.901250
12796,16.727042,16.679760,0.000000,5.112207,5.103402,0.008514,0.046125,0.011875,0.445959
12797,16.572083,16.575019,0.000000,5.218167,5.217668,0.000332,0.049500,0.015042,0.775543
12798,16.725125,16.696396,0.000000,5.209292,5.208750,0.000292,0.040167,0.012542,0.608541
12799,16.755500,16.793300,0.000000,5.334500,5.334083,0.000251,0.077250,0.017334,0.808042
