frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
71248,16.764958,16.670333,10.698917,0.000000,6.029500,5.844612,0.184805,0.045000,0.018333,0.313333,643,8099808,139224,0,7210
71249,16.659500,16.501999,10.643552,0.000000,5.897791,5.734695,0.163013,0.043583,0.012084,1.278083,630,8051426,139670,0,5408
71250,16.652125,16.557358,10.622694,0.000000,6.151499,5.987154,0.164262,0.044458,0.010792,0.290791,633,8086410,137207,0,5408
71251,16.613708,16.460174,10.577749,0.000000,5.893415,5.726403,0.166638,0.046750,0.012875,0.901708,640,8080240,138665,0,7210
71252,16.766750,16.714619,10.829860,0.000000,5.941333,5.776529,0.164721,0.045834,0.049958,0.611875,631,8080244,140969,0,5408
71253,16.682584,16.522380,10.667844,0.000000,6.000959,5.855238,0.145596,0.046125,0.024000,0.949334,632,8080217,137620,0,5408
71254,16.692375,16.548170,10.683079,0.000000,5.954083,5.798362,0.155638,0.050750,0.013416,1.261042,662,8075937,140761,0,9251
71255,16.684250,16.587042,10.764329,0.000000,5.902542,5.790738,0.111721,0.047375,0.011541,0.656500,630,8064768,138905,0,5408
71256,16.583250,16.480551,11.235530,0.000000,5.470958,5.470085,0.000623,0.054625,0.019791,1.081542,632,8080275,143803,0,5408
71257,16.993958,16.868613,10.963496,0.000000,5.910708,5.701070,0.209138,0.080125,0.014833,0.630250,641,8086372,141456,0,7210
71258,16.414000,16.280086,11.323096,0.000000,5.031458,5.030667,0.000416,0.074083,0.022834,0.581542,630,8049417,142653,0,5408
71259,16.698375,16.600919,11.220533,0.000000,5.375666,5.314154,0.061221,0.054083,0.033417,0.297834,633,8080217,140513,0,5408
71260,16.611792,16.465751,11.840469,0.000000,4.797459,4.797002,0.000332,0.050166,0.011917,0.902749,644,8101827,141742,0,7210
71261,16.726333,16.579970,11.645036,0.000000,4.970458,4.969084,0.001208,0.039208,0.012125,0.610166,628,8049359,142305,0,5408
71262,16.623250,16.489762,12.185304,0.000000,5.082249,5.081793,0.000331,0.044958,0.021375,1.231417,632,8080212,139279,0,5408
71263,16.658792,16.554762,11.281442,0.000000,5.348001,5.308127,0.039749,0.042083,0.029125,1.214959,640,8101894,142368,0,7210
71264,16.657583,16.522413,11.646707,0.000000,5.284793,5.284501,0.000250,0.041500,0.030792,0.621000,633,8080243,141108,0,5408
71265,16.746042,16.593401,11.689971,0.000000,4.855833,4.855418,0.000207,0.045458,0.013583,0.915292,631,8068805,139082,0,5408
71266,16.653458,16.542663,11.328705,0.000000,5.222625,5.190070,0.032388,0.039375,0.016167,0.619875,639,8066985,140793,0,7210
71267,16.642625,16.476488,11.527030,0.000000,4.979583,4.979167,0.000332,0.039917,0.027375,0.913959,632,8064773,143028,0,5408
71268,16.732333,16.658967,11.325073,0.000000,5.358583,5.297320,0.061096,0.057292,0.022250,0.605625,634,8095673,140595,0,5408
71269,16.729792,16.587323,11.586952,0.000000,5.054209,5.054001,0.000124,0.040000,0.031208,0.957416,643,8086448,140235,0,7210
71270,16.743625,16.612133,11.703375,0.000000,4.957958,4.957611,0.000097,0.060208,0.015834,1.230709,630,8064788,141995,0,5408
71271,16.620083,16.455500,11.060391,0.000000,5.407667,5.338279,0.069180,0.041834,0.028708,0.616084,631,8080278,138586,0,5408
71272,16.446042,16.365442,11.227597,0.000000,5.167458,5.144668,0.022540,0.038125,0.035125,1.084791,640,8071048,138501,0,7210
71273,16.786000,16.608323,11.775407,0.000000,4.918043,4.917543,0.000208,0.036458,0.029500,0.524459,634,8080127,145149,0,5408
71274,16.738792,16.603519,11.257416,0.000000,5.399000,5.340585,0.058165,0.037333,0.020667,0.759417,631,8080247,139613,0,5408
71275,16.668083,16.575792,11.441666,0.000000,5.151750,5.134195,0.017388,0.039167,0.019416,0.446792,640,8070990,140531,0,7210
71276,16.659083,16.522118,11.425779,0.000000,5.137958,5.122126,0.015707,0.036875,0.032542,0.739958,633,8095672,142632,0,5408
71277,16.740792,16.601710,11.347961,0.000000,5.275458,5.230487,0.044763,0.037250,0.020167,0.891500,631,8064834,139501,0,5408
71278,16.666875,16.510098,11.515458,0.000000,5.023041,5.022653,0.000097,0.035500,0.011375,0.461500,640,8055565,140348,0,7210
71279,16.447167,16.339167,11.197090,0.000000,5.176541,5.156542,0.019874,0.039708,0.011792,0.896542,639,8141483,147742,0,5537
71280,16.896208,16.742781,11.837251,0.000000,4.959083,4.958544,0.000289,0.036417,0.032833,0.458500,628,8033702,140498,0,5408
71281,16.596458,16.517008,10.856512,0.000000,5.690208,5.558445,0.131513,0.041667,0.030167,1.097750,642,8085670,137791,0,7339
71282,16.512792,16.325828,11.762493,0.000000,4.739667,4.739293,0.000291,0.036500,0.011125,0.608333,633,8064173,145874,0,5562
71283,17.009333,16.920622,11.591318,0.000000,5.351291,5.288070,0.062971,0.040042,0.018125,0.745709,632,8079998,140163,0,5408
71284,16.525542,16.401238,11.025919,0.000000,5.394834,5.329112,0.065555,0.033208,0.030209,0.612166,641,8071000,137566,0,7210
71285,16.714375,16.565971,11.051093,0.000000,5.549375,5.444778,0.104305,0.033000,0.008208,0.877708,631,8080255,138252,0,5408
71286,16.627708,16.494862,10.819814,0.000000,5.713167,5.584029,0.128930,0.030042,0.017083,0.900625,633,8080230,134357,0,5408
71287,16.755375,16.616875,11.327753,0.000000,5.314041,5.263653,0.050180,0.044167,0.011292,0.450000,640,8086449,138230,0,7210
71288,16.753500,16.624750,11.136705,0.000000,5.511376,5.420445,0.090347,0.039500,0.021875,0.803833,632,8064766,137059,0,5408
71289,16.553875,16.439622,10.980797,0.000000,5.518708,5.438377,0.080206,0.031709,0.033375,0.622375,632,8095883,134840,0,5408
71290,16.613167,16.446810,10.713591,0.000000,5.872958,5.736320,0.136555,0.028375,0.009458,0.903917,636,8039940,133803,0,7210
71291,17.225750,17.124176,12.165267,0.000000,4.933666,4.930153,0.003139,0.059583,0.013667,0.292000,633,8095696,137080,0,5408
71292,16.402625,16.273486,11.943762,0.000000,4.433251,4.427127,0.005915,0.048875,0.021875,0.918876,639,8080429,135558,0,5408
71293,16.377083,16.246233,11.093717,0.000000,5.157124,5.140487,0.016388,0.054917,0.032792,1.148042,640,8054642,142807,0,7343
71294,16.900334,16.785582,12.036336,0.000000,4.849958,4.818126,0.031541,0.057666,0.034375,0.487708,634,8101064,141473,0,5408
71295,16.535958,16.381129,11.429311,0.000000,5.061708,5.022002,0.039539,0.044625,0.015833,0.773916,637,8104725,142581,0,5602
71296,16.796333,16.662838,11.101034,0.000000,5.571332,5.468070,0.103013,0.050250,0.020625,0.450875,637,8040059,142648,0,7210
71297,16.864125,16.797542,10.841212,0.000000,6.153043,5.980904,0.171930,0.071000,0.023584,0.743083,634,8095675,137924,0,5408
71298,16.532834,16.387860,10.650928,0.000000,5.737583,5.605279,0.132096,0.049458,0.012875,0.622167,636,8058626,136118,0,7006
71299,16.597000,16.487081,10.562838,0.000000,6.032417,5.870737,0.161596,0.053250,0.012458,1.218251,640,8122731,139016,0,5753
71300,16.746666,16.596298,11.632299,0.000000,4.990500,4.989959,0.000333,0.046959,0.020125,0.608791,631,8048153,152735,0,5630
71301,16.742125,16.674047,11.559245,0.000000,5.830125,5.792003,0.038122,0.085542,0.038125,0.955708,642,8102122,136507,0,7210
71302,16.713875,16.542705,10.835831,0.000000,5.692626,5.568987,0.123222,0.055834,0.014250,1.296208,628,8018216,139656,0,5408
71303,16.510959,16.407350,10.517707,0.000000,6.067002,5.909863,0.157055,0.043833,0.022500,0.647791,636,8094908,141027,0,5561
71304,16.712958,16.577756,11.149958,0.000000,5.364333,5.300070,0.064055,0.043625,0.015208,0.984417,646,8132228,147199,0,7339
71305,16.588792,16.479996,11.249340,0.000000,5.510376,5.504252,0.005999,0.057541,0.014750,0.669292,628,8033684,144853,0,5408
71306,16.767250,16.639332,11.066814,0.000000,5.560334,5.463278,0.096639,0.047125,0.012958,0.904084,631,8080278,144816,0,5408
71307,16.824916,16.690460,10.726033,0.000000,6.208250,6.031154,0.176971,0.041959,0.009375,0.607208,642,8070915,137886,0,7210
71308,16.740542,16.612387,10.736843,0.000000,5.904668,5.740821,0.163805,0.040750,0.009000,0.889083,630,8064785,139716,0,5408
71309,16.442750,16.327755,10.747706,0.000000,5.518374,5.427736,0.090305,0.040458,0.015125,0.941833,633,8094590,140539,0,5629
71310,17.029917,16.874737,11.216368,0.000000,5.627125,5.515320,0.111430,0.053708,0.029083,0.290333,640,8070951,143194,0,7210
71311,16.677916,16.597610,10.745880,0.000000,5.856291,5.687987,0.167972,0.058417,0.012000,1.101500,632,8064787,139032,0,5408
71312,16.580750,16.472087,10.524542,0.000000,6.012875,5.856154,0.156638,0.046167,0.012292,0.291792,630,8064781,135394,0,5408
71313,16.627250,16.474041,10.495194,0.000000,6.175042,6.000488,0.174470,0.049792,0.010500,0.765917,641,8086437,134936,0,7210
71314,16.795750,16.721290,10.838755,0.000000,6.044501,5.883529,0.160888,0.050875,0.038250,0.493875,631,8080224,138799,0,5408
71315,16.573875,16.383679,10.607718,0.000000,5.914000,5.901543,0.012457,0.041417,0.009375,0.903625,630,8064754,135958,0,5408
71316,16.814459,16.708036,10.717419,0.000000,6.377542,6.203780,0.173679,0.054833,0.021333,1.263166,642,8102152,134883,0,7210
71317,16.626208,16.549245,10.668710,0.000000,6.040999,5.891070,0.149888,0.058542,0.019000,0.474667,630,8049164,135562,0,5408
71318,16.665125,16.542765,10.598529,0.000000,6.104625,5.941820,0.162680,0.049625,0.037875,1.252834,633,8097975,134895,0,5408
71319,16.640625,16.516251,10.499204,0.000000,6.271083,6.094446,0.176554,0.052917,0.011875,0.309208,639,8068667,132491,0,7210
71320,16.684000,16.564806,10.976514,0.000000,6.201832,6.201376,0.000456,0.050417,0.028666,1.189793,634,8080209,135683,0,5408
71321,16.854042,16.734750,10.799873,0.000000,6.220750,6.056529,0.164096,0.052041,0.021209,0.310125,632,8080217,135811,0,5408
71322,16.597958,16.452377,10.443167,0.000000,6.211459,6.029696,0.181679,0.054083,0.018625,0.906500,641,8071235,133655,0,7210
71323,16.354250,16.254830,10.307105,0.000000,6.003291,5.840570,0.162638,0.042833,0.011917,0.608417,635,8109934,136897,0,5585
71324,16.794833,16.661074,11.396075,0.000000,5.306959,5.267751,0.039083,0.046625,0.049167,0.950625,628,8034073,148192,0,5408
71325,16.869959,16.759820,11.162389,0.000000,5.515917,5.424570,0.091013,0.050583,0.012750,0.926834,643,8101706,139378,0,7210
71326,16.646583,16.507329,10.645251,0.000000,5.887959,5.720321,0.167555,0.053833,0.024125,0.620791,628,8049337,139187,0,5408
71327,17.038000,16.956661,11.034328,0.000000,6.038667,5.865737,0.172721,0.070333,0.014667,0.903541,634,8095681,137913,0,5408
71328,16.293417,16.135172,10.771457,0.000000,5.664875,5.655710,0.008998,0.046916,0.022875,0.608542,640,8086464,135012,0,7210
71329,16.767250,16.611904,10.819462,0.000000,5.911708,5.771112,0.140513,0.042166,0.010917,0.836041,629,8049341,138183,0,5408
71330,16.918416,16.801224,10.864998,0.000000,6.088750,5.918738,0.169846,0.058709,0.014791,0.291375,631,8080200,135957,0,5408
71331,16.417834,16.353626,10.693663,0.000000,5.617500,5.509112,0.108138,0.053291,0.060959,0.945876,642,8101887,138340,0,7210
71332,16.644583,16.513365,10.648663,0.000000,5.863460,5.700279,0.163097,0.046250,0.047167,0.940375,630,8055313,138809,0,5408
71333,16.767542,16.653175,10.672382,0.000000,5.975876,5.795986,0.179514,0.052291,0.041209,0.626291,634,8089699,139317,0,5408
71334,16.459000,16.324296,10.868742,0.000000,6.000375,5.996169,0.004206,0.055125,0.013708,1.030334,640,8086451,133916,0,7210
71335,17.016125,16.873584,10.912783,0.000000,6.234834,6.065821,0.168971,0.044583,0.009500,0.606542,632,8049343,137367,0,5408
71336,16.015208,16.072412,10.141456,0.000000,5.921333,5.752570,0.168472,0.042875,0.172167,0.947916,635,8126695,136186,0,5408
71337,16.851875,16.537018,11.194899,0.000000,5.655875,5.652585,0.002998,0.045750,0.014042,0.607875,641,8039078,143732,0,7377
71338,17.146250,17.067525,11.210268,0.000000,5.952499,5.794778,0.157638,0.052500,0.031542,0.959083,632,8080228,142293,0,5408
71339,16.808042,16.664746,10.692333,0.000000,6.123791,5.946904,0.176762,0.050416,0.013334,1.263083,632,8064763,133354,0,5408
71340,16.554166,16.440205,10.434809,0.000000,6.129959,5.950196,0.179679,0.049959,0.011416,0.607167,641,8086452,132395,0,7210
71341,16.339042,16.223427,10.335665,0.000000,5.951874,5.792820,0.158971,0.050542,0.013708,1.247291,634,8078692,135083,0,5689
71342,16.930875,16.823090,10.924412,0.000000,5.915542,5.744028,0.171139,0.048875,0.019000,0.619750,632,8064835,141314,0,5408
71343,16.580708,16.440276,10.823410,0.000000,5.960333,5.952836,0.007497,0.060000,0.057084,0.944083,639,8086584,135685,0,7210
71344,16.750709,16.647964,10.703738,0.000000,6.040625,5.883362,0.157221,0.051166,0.030209,0.585959,632,8064670,137487,0,5408
71345,16.763750,16.641401,10.659084,0.000000,6.104708,5.926529,0.177971,0.052458,0.017625,0.949042,639,8095639,136953,0,5408
71346,16.643583,16.492549,10.490243,0.000000,6.298292,6.120696,0.177512,0.043500,0.010042,0.608083,639,8055603,134162,0,7210
71347,16.661958,16.583041,10.673837,0.000000,6.131208,5.967737,0.163430,0.039459,0.017083,0.948375,631,8095664,137526,0,5408
71348,16.587459,16.515975,10.972628,0.000000,6.137208,6.136377,0.000831,0.110666,0.014584,0.915417,633,8080243,132393,0,5408
71349,16.859750,16.694171,10.720537,0.000000,6.141542,5.978196,0.163263,0.049291,0.013167,0.610708,638,8071086,134497,0,7210
71350,16.421750,16.315543,10.363819,0.000000,6.332584,6.170904,0.161555,0.044500,0.034500,1.267833,635,8095616,129267,0,5408
71351,16.875375,16.669338,11.372040,0.000000,5.322583,5.316417,0.005749,0.050291,0.010250,0.302375,629,8048487,136671,0,5569
71352,16.811375,16.746999,10.807135,0.000000,6.085332,5.925654,0.159595,0.056666,0.014334,0.958584,641,8087370,135788,0,7049
71353,16.610458,16.489352,10.550550,0.000000,6.027583,5.867279,0.160221,0.050583,0.012792,0.527084,631,8080264,134918,0,5408
71354,16.639000,16.475700,11.190305,0.000000,6.077084,6.074544,0.002540,0.068708,0.023959,0.950625,641,8071001,134196,0,7210
71355,16.679833,16.556449,10.735536,0.000000,6.034793,5.889613,0.145138,0.041250,0.010000,0.941209,632,8064760,135308,0,5408
71356,16.672750,16.573205,11.046242,0.000000,6.203126,6.200294,0.002832,0.042125,0.017500,0.611667,632,8095669,134423,0,5408
71357,16.613292,16.465815,10.410732,0.000000,6.172751,5.993363,0.179305,0.048500,0.012000,1.290125,640,8055561,134169,0,7210
71358,16.856958,16.785557,10.788080,0.000000,6.268749,6.105237,0.163387,0.057167,0.019875,0.288666,633,8095668,136314,0,5408
71359,16.881125,16.776889,11.001031,0.000000,5.782459,5.657821,0.124555,0.062292,0.016625,0.977667,633,8080241,133204,0,5408
71360,16.447042,16.268716,11.098464,0.000000,5.185501,5.184570,0.000430,0.084875,0.024542,0.301666,640,8055552,131042,0,7210
71361,16.739625,16.708539,11.871762,0.000000,4.961958,4.961654,0.000055,0.077833,0.047667,0.594583,656,8100574,137991,0,7449
71362,16.810625,16.646150,10.795514,0.000000,5.866458,5.724445,0.141888,0.063125,0.015917,0.293875,630,8064794,131798,0,5408
71363,16.449542,16.276286,12.986672,0.000000,3.398041,3.391209,0.006374,0.070791,0.021459,0.876957,640,8055575,133833,0,7210
71364,16.838666,16.730877,10.825590,0.000000,6.105334,5.946821,0.158429,0.042084,0.042500,1.013166,634,8095660,135626,0,5408
71365,16.582250,16.480604,10.693512,0.000000,6.044417,5.962085,0.082332,0.046625,0.016917,0.640584,633,8080232,134764,0,5408
71366,16.683542,16.536698,10.508173,0.000000,6.346750,6.155446,0.191221,0.044750,0.015875,0.941792,640,8071161,133014,0,7210
71367,17.029250,16.956358,10.954773,0.000000,6.000208,5.834821,0.165221,0.069042,0.020625,0.296000,632,8080063,136134,0,5408
71368,15.932458,15.723615,10.004951,0.000000,5.710250,5.580903,0.128972,0.040459,0.009208,0.924458,634,8094478,131655,0,5630
71369,16.971292,16.914784,10.963714,0.000000,6.091459,5.922946,0.168430,0.047708,0.031042,0.524666,639,8055581,140479,0,7210
71370,16.761750,16.664662,10.808168,0.000000,6.143791,5.992488,0.151220,0.048292,0.049833,0.770334,633,8080214,134156,0,5408
71371,16.694083,16.551361,10.645381,0.000000,6.007167,5.857404,0.149638,0.079000,0.034875,0.954749,631,8081006,133769,0,5408
71372,16.556667,16.389543,11.064835,0.000000,6.106958,6.106169,0.000789,0.044417,0.021500,0.293125,637,8070280,132329,0,7210
71373,16.829125,16.750283,10.859245,0.000000,6.144084,5.984488,0.159513,0.048917,0.012958,1.261416,630,8080170,136937,0,5408
71374,16.634125,16.526926,10.600912,0.000000,6.223791,6.059362,0.164304,0.044333,0.014584,0.399458,633,8080238,134917,0,5408
71375,16.710375,16.551076,10.582539,0.000000,6.155041,5.982279,0.172679,0.049833,0.019334,0.985375,638,8055585,134404,0,7210
71376,16.584750,16.489765,10.588585,0.000000,6.065250,5.908780,0.156387,0.045167,0.009375,0.325583,632,8080211,135745,0,5408
71377,16.733542,16.627791,11.644180,0.000000,5.963917,5.959502,0.004415,0.052791,0.010084,0.945125,633,8095659,137434,0,5408
71378,16.658583,16.528408,10.489075,0.000000,6.386166,6.209195,0.176888,0.039292,0.014458,0.608083,639,8071015,134281,0,7210
71379,16.751833,16.648784,10.798038,0.000000,5.974166,5.824237,0.149845,0.049209,0.013708,1.218500,633,8080271,137236,0,5408
71380,16.531375,16.403891,10.435907,0.000000,6.322834,6.163946,0.158805,0.043709,0.010375,1.264458,633,8064765,131522,0,5408
71381,16.606000,16.492666,10.598061,0.000000,6.281125,6.230918,0.050207,0.042500,0.009334,0.300083,639,8086417,134997,0,7210
71382,16.899167,16.778230,10.824302,0.000000,6.400124,6.234737,0.165346,0.048583,0.012792,0.909333,633,8080233,134435,0,5408
71383,16.632042,16.514419,10.466739,0.000000,6.388792,6.211029,0.177680,0.046958,0.035292,0.289334,631,8080226,133894,0,5408
71384,16.736250,16.551714,10.510870,0.000000,6.417250,6.238154,0.179013,0.048041,0.011542,0.949251,641,8071133,133887,0,7210
71385,16.825416,16.767950,10.883918,0.000000,5.791583,5.648404,0.142846,0.050542,0.020042,0.295000,634,8080092,136960,0,5408
71386,16.574542,16.439000,10.493348,0.000000,6.017542,5.868862,0.148597,0.044250,0.013917,1.071708,630,8064815,134106,0,5408
71387,16.538042,16.448165,10.881702,0.000000,6.118625,6.118085,0.000540,0.053125,0.021166,0.959250,639,8086451,135330,0,7210
71388,16.720208,16.606503,11.258748,0.000000,6.194667,6.185503,0.009164,0.056167,0.019125,0.646583,633,8080200,134817,0,5408
71389,16.812375,16.687085,10.660325,0.000000,6.399709,6.223195,0.176430,0.048875,0.015292,1.262834,634,8080252,135801,0,5408
71390,16.753458,16.601026,10.580299,0.000000,6.315250,6.132362,0.182638,0.067084,0.053375,0.301459,640,8071154,133559,0,7210
71391,16.352167,16.261708,10.347407,0.000000,6.028168,5.871946,0.156138,0.044000,0.045125,1.300333,633,8109920,134085,0,5602
71392,16.509208,16.399538,10.944674,0.000000,5.461374,5.380903,0.080180,0.048125,0.018292,0.626167,637,8093453,145831,0,5865
71393,17.020500,16.891923,11.057905,0.000000,5.841751,5.686820,0.154639,0.043459,0.048333,0.947042,639,8040002,144747,0,7210
71394,16.620042,16.513492,10.673167,0.000000,5.822541,5.664863,0.157595,0.043333,0.044917,0.982667,631,8064641,140112,0,5408
71395,16.584667,16.421024,10.588273,0.000000,5.851291,5.693362,0.157680,0.044333,0.012250,0.650625,635,8094977,141167,0,5562
71396,16.789166,16.665059,11.606353,0.000000,5.630417,5.620209,0.010083,0.042500,0.019834,0.906875,640,8071006,146161,0,7210
71397,16.344000,16.253421,10.564330,0.000000,5.780542,5.777571,0.002846,0.052917,0.044750,0.607750,640,8124995,140580,0,5687
71398,17.084209,16.895878,11.163880,0.000000,5.725749,5.594945,0.130680,0.046250,0.010625,0.953000,630,8002907,145047,0,5408
71399,16.575375,16.461418,10.789655,0.000000,5.862167,5.861544,0.000623,0.054541,0.014625,0.291334,640,8071049,138820,0,7210
71400,16.674708,16.585745,10.706690,0.000000,6.112416,5.954571,0.157762,0.044917,0.012958,1.015125,639,8141449,137881,0,5537
71401,16.505333,16.408421,10.977208,0.000000,5.378291,5.314362,0.063638,0.043417,0.061750,0.610958,630,8062464,145840,0,5827
71402,16.857875,16.715162,10.936716,0.000000,5.906751,5.853669,0.053082,0.041292,0.009583,0.948625,639,8057713,143168,0,6791
71403,16.751959,16.686393,11.057714,0.000000,6.162709,6.157795,0.004914,0.065166,0.044167,0.910375,632,8095670,137383,0,5408
71404,16.748958,16.578490,10.588956,0.000000,6.065999,5.885320,0.180596,0.045583,0.017750,0.288459,639,8056799,137137,0,7006
71405,16.693833,16.528382,10.644400,0.000000,5.929793,5.760696,0.169013,0.053959,0.041541,1.267708,632,8048195,139435,0,5612
71406,16.443042,16.353246,10.427504,0.000000,6.096708,5.932362,0.164263,0.048083,0.016625,0.476458,632,8079379,138131,0,5541
71407,16.813125,16.706706,11.092665,0.000000,5.630417,5.517335,0.112915,0.046292,0.015708,0.949667,642,8117385,143335,0,7210
71408,16.732458,16.612327,11.132163,0.000000,6.170166,6.169334,0.000832,0.041042,0.022292,0.570625,631,8049292,137681,0,5408
71409,16.815042,16.743300,10.859248,0.000000,5.985542,5.820654,0.164804,0.058500,0.046958,0.941125,631,8080235,139749,0,5408
71410,16.617667,16.439259,10.456331,0.000000,6.004458,5.824987,0.179388,0.047875,0.011750,1.278541,640,8071002,136234,0,7210
71411,16.600375,16.499739,11.359750,0.000000,5.100375,5.098959,0.001041,0.051500,0.027166,0.291083,632,8080244,138769,0,5408
71412,16.751541,16.605144,10.728028,0.000000,6.146209,5.976946,0.169179,0.050334,0.016916,1.285917,632,8080250,136165,0,5408
71413,16.587834,16.489456,11.086538,0.000000,6.006542,5.972960,0.033582,0.053208,0.019208,0.291833,639,8070973,136515,0,7210
71414,16.818458,16.710841,10.793190,0.000000,6.050666,5.888154,0.162429,0.049250,0.013958,0.969666,633,8095672,137771,0,5408
71415,16.632958,16.518842,10.583577,0.000000,6.107707,5.932654,0.174970,0.051750,0.012792,0.318417,633,8095691,134709,0,5408
71416,16.623750,16.499449,10.501350,0.000000,6.032792,5.845696,0.186971,0.044709,0.046625,0.942500,638,8055570,135614,0,7210
71417,16.671292,16.554919,10.621209,0.000000,6.051584,5.884071,0.167429,0.045500,0.018417,0.638042,633,8064748,139008,0,5408
71418,16.735042,16.609903,10.627173,0.000000,6.319334,6.157655,0.161554,0.050375,0.012500,1.300125,633,8095752,133902,0,5408
71419,16.672333,16.553749,10.560662,0.000000,6.175833,5.983404,0.192346,0.044917,0.013500,0.961458,639,8071046,136980,0,7210
71420,16.808583,16.684684,10.790054,0.000000,6.149708,5.984862,0.164721,0.045792,0.012042,0.658125,633,8084560,136869,0,5408
71421,16.652250,16.526623,10.585766,0.000000,6.170292,6.005988,0.164221,0.039667,0.009750,1.291707,632,8060333,134789,0,5408
71422,16.725584,16.627328,10.641097,0.000000,6.217125,6.044945,0.172096,0.044875,0.013208,0.289750,642,8101921,135522,0,7210
71423,16.547958,16.430920,10.480879,0.000000,6.088251,5.924196,0.163971,0.047542,0.010458,1.279667,632,8049330,133837,0,5408
71424,16.365125,16.214257,10.288864,0.000000,6.251708,6.088696,0.162929,0.049875,0.012000,0.610000,639,8125005,136963,0,5685
71425,16.973667,16.867071,10.891157,0.000000,6.109958,5.926279,0.183596,0.053791,0.018750,0.971042,634,8009269,141676,0,7210
71426,16.873875,16.775376,10.816820,0.000000,6.384500,6.218196,0.166221,0.055000,0.012583,1.111250,633,8095685,137042,0,5408
71427,16.649708,16.525201,10.590594,0.000000,6.232292,6.070238,0.162012,0.051417,0.010250,0.607583,634,8080277,134740,0,5408
71428,16.668542,16.534256,10.515505,0.000000,6.429041,6.251029,0.177929,0.051125,0.013083,1.288250,638,8055501,132647,0,7210
71429,16.780541,16.682404,10.755992,0.000000,6.130667,5.973279,0.157304,0.053709,0.032625,0.613333,636,8101033,137113,0,5408
71430,16.630625,16.467122,10.465905,0.000000,6.361959,6.195654,0.166221,0.049417,0.013083,0.943251,629,8059447,132439,0,5408
71431,16.647667,16.527872,10.521280,0.000000,6.351418,6.176612,0.174722,0.042292,0.018541,0.405417,639,8070986,134023,0,7210
71432,16.612958,16.494919,10.648873,0.000000,6.141875,6.090987,0.050679,0.048000,0.010709,0.952958,633,8080383,135858,0,5410
71433,16.825292,16.715791,10.723669,0.000000,6.484875,6.321488,0.163304,0.054250,0.026125,1.255457,631,8080177,134017,0,5408
71434,16.593417,16.483250,10.484917,0.000000,6.194584,6.022196,0.172263,0.047375,0.011000,0.609791,640,8070863,134610,0,7210
71435,16.786416,16.663577,10.763167,0.000000,5.835874,5.683778,0.151847,0.051334,0.026791,1.265750,631,8095654,141323,0,5408
71436,16.268792,16.153628,10.165881,0.000000,6.099376,5.920404,0.178888,0.045292,0.015333,0.295792,636,8094768,138167,0,5559
71437,16.912042,16.784442,11.166469,0.000000,5.589250,5.484737,0.104180,0.053666,0.017959,1.261875,640,8040048,145965,0,7210
71438,16.909416,16.808198,10.895258,0.000000,6.000125,5.834529,0.165429,0.051167,0.020292,0.290709,633,8095698,140169,0,5408
71439,16.256542,16.095772,10.093094,0.000000,6.224834,6.045821,0.178929,0.043458,0.011084,0.952417,634,8078992,132000,0,5650
71440,16.887958,16.770004,11.824167,0.000000,6.024833,6.019960,0.004873,0.054875,0.040209,0.632458,639,8055489,141329,0,7210
71441,16.837334,16.761375,10.850005,0.000000,6.232916,6.058862,0.173971,0.057916,0.013500,0.955792,633,8095750,135849,0,5408
71442,16.781083,16.613513,10.598624,0.000000,6.340166,6.161988,0.178095,0.043875,0.019792,0.947875,633,8064723,132981,0,5408
71443,16.452833,16.379173,10.427162,0.000000,6.217208,6.045320,0.171805,0.042625,0.044292,0.317375,639,8078289,133569,0,7210
71444,16.764709,16.606350,10.767595,0.000000,6.042542,5.897404,0.145054,0.060458,0.012458,1.299833,632,8072954,134777,0,5408
71445,16.883458,16.902668,11.043740,0.000000,5.614959,5.504987,0.109638,0.132750,0.046750,0.296250,635,8126738,135240,0,5408
71446,16.486042,16.198671,10.362748,0.000000,5.814918,5.665320,0.149222,0.053416,0.014625,0.634125,637,8024494,130629,0,7210
71447,16.727666,16.627499,10.804345,0.000000,5.839916,5.686653,0.152930,0.040834,0.010625,0.294208,631,8080221,139677,0,5408
71448,16.646292,16.567917,11.373010,0.000000,6.031666,6.022460,0.009206,0.051625,0.045000,0.954417,633,8095663,138067,0,5408
71449,16.592417,16.432114,10.465829,0.000000,6.095583,5.921695,0.173805,0.053625,0.018583,1.267501,639,8055604,137234,0,7210
71450,16.852291,16.797663,10.892410,0.000000,6.309500,6.133112,0.176221,0.074834,0.046500,0.661750,632,8080222,133880,0,5408
71451,16.509834,16.350253,10.468944,0.000000,5.876791,5.716070,0.160430,0.046583,0.018458,1.265791,635,8080221,133547,0,5408
71452,16.748333,16.625356,10.656275,0.000000,6.038084,5.846612,0.191430,0.056375,0.019625,0.297875,639,8071045,138693,0,7210
71453,16.443083,16.314142,10.403964,0.000000,5.990291,5.826404,0.163804,0.038209,0.010041,1.308749,636,8125619,137145,0,5602
