frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks
72400,16.680959,16.520039,9.901739,0.000000,7.324292,7.138612,0.185596,0.040958,0.014958,0.623417,638,8055554,113925,0,7210
72401,16.646041,16.509943,9.915465,0.000000,7.396917,7.232696,0.164138,0.058375,0.018375,1.298459,631,8080480,115975,0,5408
72402,16.164625,16.035914,9.413160,0.000000,7.352375,7.186946,0.165346,0.044792,0.016667,0.311625,656,8123904,113062,0,5865
72403,17.239167,17.125744,12.230124,0.000000,4.882041,4.866528,0.015180,0.055375,0.017917,1.171208,636,8024740,173648,0,7210
72404,16.616917,16.492363,10.461848,0.000000,6.438000,6.270654,0.167263,0.058458,0.018500,0.529750,631,8080165,128908,0,5408
72405,16.612625,16.464830,10.393380,0.000000,6.696918,6.534113,0.162721,0.043750,0.014458,1.009584,630,8064802,126728,0,5408
72406,16.740166,16.650325,10.582127,0.000000,6.658749,6.501945,0.156721,0.043209,0.011666,0.299625,641,8071025,129446,0,7210
72407,16.659334,16.503696,10.538571,0.000000,6.505083,6.362820,0.142138,0.048833,0.012125,0.965416,632,8080252,127545,0,5408
72408,16.829625,16.749124,10.632598,0.000000,6.807125,6.604279,0.202762,0.061208,0.016500,1.178291,634,8093436,128569,0,5843
72409,16.838125,16.698623,10.798091,0.000000,6.411250,6.254029,0.157138,0.073291,0.018709,0.671084,638,8057930,128223,0,6775
72410,16.420958,16.309160,10.436963,0.000000,6.066959,5.924863,0.142054,0.047208,0.046709,0.955291,632,8095601,128590,0,5408
72411,16.738375,16.613536,10.504181,0.000000,6.366125,6.195571,0.170471,0.055833,0.015542,0.609625,641,8086452,128282,0,7210
72412,16.674083,16.554836,10.541668,0.000000,6.343918,6.185612,0.158222,0.049875,0.010584,0.928751,630,8064848,129425,0,5408
72413,16.337542,16.191625,10.220575,0.000000,6.740166,6.578237,0.161846,0.041250,0.010042,0.291458,635,8080424,127005,0,5541
72414,16.945625,16.832436,10.805853,0.000000,6.384375,6.206779,0.177512,0.044250,0.054167,0.738500,638,8054579,135379,0,7210
72415,16.678458,16.572627,11.135078,0.000000,6.364959,6.364627,0.000332,0.050959,0.026541,0.475042,633,8095680,131639,0,5408
72416,16.691000,16.580813,10.612063,0.000000,6.511834,6.364571,0.147138,0.053542,0.013083,0.971126,634,8080244,129184,0,5408
72417,16.628917,16.445028,10.369344,0.000000,6.708501,6.526738,0.181638,0.049833,0.012292,1.062333,637,8055601,127587,0,7210
72418,16.803333,16.756709,10.746309,0.000000,6.543459,6.383778,0.159597,0.052334,0.021666,0.644250,632,8101061,132350,0,5408
72419,16.640250,16.474841,10.511503,0.000000,6.687875,6.525696,0.162054,0.043250,0.011667,1.254000,632,8059389,127266,0,5408
72420,16.716250,16.623635,10.593497,0.000000,6.716874,6.530237,0.186554,0.051625,0.012792,0.304333,638,8071156,128288,0,7210
72421,16.622625,16.476694,10.460304,0.000000,6.464708,6.300570,0.164055,0.046250,0.010542,1.261709,630,8080124,129987,0,5408
72422,16.902250,16.812174,10.827528,0.000000,6.822083,6.654154,0.167846,0.063209,0.024333,0.292042,633,8095665,128845,0,5408
72423,16.514209,16.393060,10.690633,0.000000,5.726208,5.573445,0.152305,0.073208,0.031833,0.581584,639,8055551,136325,0,7210
72424,16.905208,16.793010,10.999289,0.000000,5.807791,5.656028,0.151138,0.052292,0.029625,0.898624,634,8095691,139324,0,5408
72425,16.386750,16.210496,11.140756,0.000000,5.079875,5.056403,0.023347,0.040458,0.010584,0.615709,633,8064767,135865,0,5408
72426,16.604000,16.512881,11.175706,0.000000,5.375542,5.321294,0.053998,0.041458,0.012417,1.240125,641,8086454,137707,0,7210
72427,16.782083,16.632733,11.204708,0.000000,5.427417,5.355903,0.071347,0.034542,0.019208,0.607167,631,8069351,137859,0,5408
72428,16.748250,16.597891,11.202510,0.000000,5.413458,5.342195,0.071097,0.036000,0.010542,1.015458,632,8075655,136755,0,5408
72429,16.480709,16.364079,10.897714,0.000000,5.471292,5.391279,0.079805,0.029041,0.007625,0.609250,640,8071008,136305,0,7210
72430,16.823708,16.710073,11.986979,0.000000,4.784666,4.784251,0.000165,0.044708,0.011375,0.907709,655,8082510,141851,0,7449
72431,16.753667,16.608039,11.193360,0.000000,5.423249,5.351278,0.071680,0.038000,0.010958,0.611333,632,8072030,136466,0,5408
72432,16.557208,16.447724,11.135273,0.000000,5.312333,5.263987,0.048180,0.047333,0.012250,1.074208,641,8075375,136617,0,7212
72433,16.788292,16.643745,11.025091,0.000000,5.626750,5.514278,0.112097,0.043125,0.013083,1.217125,631,8071187,137856,0,5408
72434,16.611500,16.460177,10.881703,0.000000,5.587041,5.482486,0.104347,0.036625,0.010125,0.611792,633,8080244,136426,0,5408
72435,16.592125,16.476562,10.744190,0.000000,5.774541,5.631363,0.143095,0.038083,0.025542,1.263541,640,8070953,135992,0,7210
72436,16.771666,16.627171,11.165038,0.000000,5.488333,5.401153,0.086930,0.037542,0.017083,0.466000,630,8080146,138808,0,5408
72437,16.706875,16.584208,11.187158,0.000000,5.413834,5.346070,0.067639,0.033584,0.011750,0.943666,631,8080292,136122,0,5408
72438,16.617709,16.491947,10.907372,0.000000,5.609084,5.494154,0.114763,0.062333,0.013375,0.624250,640,8070955,136117,0,7210
72439,16.818875,16.677385,11.243643,0.000000,5.433249,5.360070,0.072888,0.036958,0.011500,0.756416,632,8080223,138594,0,5408
72440,16.693333,16.563553,11.117748,0.000000,5.450626,5.371403,0.079139,0.043667,0.019333,1.222291,633,8080227,136344,0,5408
72441,16.612125,16.492667,11.035863,0.000000,5.479334,5.395779,0.083346,0.042167,0.013250,0.619041,640,8071006,136463,0,7210
72442,16.564125,16.417824,11.016750,0.000000,5.461792,5.394626,0.067041,0.036667,0.012583,1.233500,631,8080244,138520,0,5408
72443,16.825292,16.701453,10.957206,0.000000,5.745833,5.598861,0.146805,0.034750,0.008791,0.623834,631,8080206,136503,0,5408
72444,16.647083,16.525175,10.885020,0.000000,5.655834,5.534904,0.120763,0.038333,0.019917,1.243917,642,8071011,136062,0,7210
72445,16.752917,16.651881,11.484494,0.000000,5.176001,5.153028,0.022805,0.047375,0.019041,0.621916,633,8095856,138495,0,5408
72446,16.586583,16.410086,10.993093,0.000000,5.421458,5.351834,0.069541,0.038417,0.017416,0.917501,631,8064595,136141,0,5408
72447,16.722750,16.602377,10.973990,0.000000,5.650458,5.531945,0.118305,0.034208,0.010667,0.609625,640,8071008,136173,0,7210
72448,16.562458,16.422745,11.065746,0.000000,5.380042,5.316918,0.063041,0.041250,0.010375,1.248874,631,8080253,138342,0,5408
72449,16.767167,16.641201,10.939216,0.000000,5.798916,5.655904,0.142929,0.037917,0.018458,1.226292,633,8080225,135974,0,5408
72450,16.726333,16.608748,11.052375,0.000000,5.576250,5.473529,0.102471,0.036875,0.016667,0.610709,639,8071141,135951,0,7210
72451,16.701000,16.577369,11.143149,0.000000,5.443168,5.366487,0.076472,0.040709,0.019708,1.260125,633,8084611,138238,0,5408
72452,16.634959,16.526330,10.884460,0.000000,5.681542,5.544945,0.136389,0.033000,0.031916,0.608167,632,8091159,136447,0,5408
72453,16.599875,16.444751,10.712775,0.000000,5.821083,5.677696,0.143304,0.036083,0.010583,0.907250,638,8055552,135249,0,7210
72454,16.748875,16.604677,11.156095,0.000000,5.502542,5.424793,0.077624,0.033125,0.017416,0.611125,633,8080253,138434,0,5408
72455,16.713666,16.572414,10.844837,0.000000,5.765000,5.629571,0.135304,0.033042,0.016833,0.655375,646,8080215,136045,0,5408
72456,16.841875,16.764495,11.382124,0.000000,5.405250,5.336237,0.068513,0.058792,0.022542,0.926000,641,8086475,138647,0,7210
72457,16.641209,16.475078,11.362175,0.000000,5.115959,5.103903,0.011722,0.058125,0.017500,0.606416,631,8064808,136011,0,5408
72458,16.639166,16.532065,11.348890,0.000000,5.239624,5.208584,0.030874,0.050834,0.017166,0.941167,633,8095632,136812,0,5408
72459,16.748500,16.629778,11.208138,0.000000,5.441958,5.367695,0.073930,0.056834,0.015166,0.609583,641,8071175,138096,0,7210
72460,16.585625,16.444219,11.087803,0.000000,5.375082,5.311653,0.063138,0.052375,0.019125,1.257751,633,8080102,136054,0,5408
72461,16.721209,16.609993,10.569953,0.000000,6.313791,6.130737,0.182971,0.051291,0.020209,0.310792,633,8077821,137110,0,5920
72462,16.215625,16.070493,10.171701,0.000000,6.066875,5.899904,0.166888,0.039791,0.011959,0.940792,645,8134727,140067,0,6827
72463,17.300166,17.203169,11.151577,0.000000,6.074917,5.900237,0.174555,0.056834,0.031125,0.905542,627,8018257,141797,0,5408
72464,16.014417,15.867921,10.287476,0.000000,5.590751,5.487070,0.103430,0.044292,0.020708,0.665084,644,8085959,138523,0,7339
72465,17.010250,16.848722,10.978475,0.000000,6.013458,5.898711,0.114747,0.049333,0.010417,1.295666,628,8064521,140979,0,5408
72466,16.687542,16.602308,10.671374,0.000000,6.286291,6.122404,0.163804,0.044416,0.011375,0.609459,634,8080232,135596,0,5408
72467,16.651416,16.579442,11.183332,0.000000,6.257750,6.250251,0.007499,0.056667,0.050208,0.926292,643,8101953,135901,0,7210
72468,16.780459,16.566515,10.631284,0.000000,6.263459,6.101362,0.162013,0.049833,0.010833,0.290708,627,8033887,135670,0,5408
72469,16.798791,16.741254,10.827801,0.000000,6.285000,6.125987,0.158888,0.057750,0.012292,0.955042,635,8111103,133886,0,5408
72470,16.448834,16.326003,10.637335,0.000000,5.880792,5.879125,0.001458,0.058291,0.021917,0.608208,637,8040083,134455,0,7210
72471,16.828500,16.663590,10.727871,0.000000,6.173250,5.999946,0.173221,0.065291,0.014375,0.960250,632,8080230,136038,0,5408
72472,16.639041,16.521011,10.504683,0.000000,6.354875,6.189070,0.165721,0.049209,0.010541,1.256167,632,8080303,132603,0,5408
72473,16.652667,16.562354,10.572984,0.000000,6.421375,6.238279,0.183013,0.052583,0.015375,0.303750,642,8086470,132346,0,7210
72474,16.681833,16.528793,10.743595,0.000000,6.238500,6.223211,0.015289,0.055834,0.012916,0.977917,631,8064737,133767,0,5408
72475,16.775000,16.677838,10.724029,0.000000,6.277375,6.112279,0.165013,0.060250,0.021375,0.289625,634,8095699,134630,0,5408
72476,16.611209,16.507875,10.473128,0.000000,6.161166,5.947654,0.213429,0.050416,0.011417,0.953458,641,8079135,135448,0,7210
72477,16.604958,16.501155,11.370353,0.000000,6.180625,6.179753,0.000872,0.059417,0.013291,0.434334,633,8102909,134095,0,5408
72478,16.432375,16.294038,10.321228,0.000000,6.323208,6.161487,0.161596,0.065708,0.025125,0.949416,639,8110212,137067,0,5605
72479,17.034750,16.860300,10.829671,0.000000,6.006376,5.820071,0.186221,0.048250,0.012375,1.276333,636,7993653,141101,0,7210
72480,16.717667,16.633335,10.737410,0.000000,6.380042,6.209321,0.170637,0.044416,0.017750,0.656042,631,8083116,134849,0,5408
72481,16.421750,16.330043,10.446739,0.000000,6.415334,6.264696,0.150555,0.052125,0.014000,0.672584,637,8138322,134527,0,5555
72482,16.947583,16.789281,10.927719,0.000000,5.844625,5.687153,0.157264,0.050042,0.014083,0.351958,636,8024730,139759,0,7210
72483,16.634250,16.511942,10.950939,0.000000,6.240625,6.233086,0.007539,0.063500,0.012292,1.269500,630,8064692,132158,0,5408
72484,16.769125,16.682160,10.715042,0.000000,6.368542,6.198612,0.169847,0.044625,0.011375,0.292333,632,8080267,132331,0,5408
72485,16.513875,16.411107,11.340666,0.000000,6.303625,6.303168,0.000457,0.048083,0.047709,0.947708,639,8101851,133671,0,7210
72486,16.816958,16.700575,10.739928,0.000000,6.307250,6.139571,0.167554,0.048500,0.012792,0.435666,630,8064815,135232,0,5408
72487,16.775584,16.645825,10.658172,0.000000,6.499332,6.335278,0.163929,0.043250,0.020458,1.216541,634,8080251,132335,0,5408
72488,16.395458,16.253489,10.986075,0.000000,6.127667,6.117043,0.010624,0.047208,0.011375,0.650958,640,8055558,131941,0,7210
72489,16.931125,16.840154,10.856651,0.000000,6.449792,6.286238,0.163470,0.042875,0.033667,0.642250,632,8095617,134030,0,5408
72490,16.636333,16.525825,11.059616,0.000000,5.186625,5.158043,0.028415,0.062792,0.025875,0.913250,633,8080246,133020,0,5408
72491,16.264417,16.160549,10.490560,0.000000,6.123542,6.123002,0.000540,0.057958,0.022792,0.309333,645,8101042,133445,0,7362
72492,17.031125,16.913586,11.888796,0.000000,5.730709,5.730335,0.000165,0.056292,0.049916,1.303334,631,8048011,147397,0,5661
72493,16.795125,16.618707,10.589737,0.000000,6.240749,6.060070,0.180596,0.056875,0.013500,0.594375,631,8064793,131944,0,5408
72494,16.533917,16.442714,10.547909,0.000000,5.932042,5.815988,0.115971,0.050875,0.054041,0.965625,642,8086461,135593,0,7210
72495,16.430583,16.327935,10.387710,0.000000,6.102000,5.939571,0.162346,0.054500,0.019042,1.264916,635,8111099,135737,0,5408
72496,16.558042,16.463384,11.108423,0.000000,5.745959,5.745585,0.000207,0.043625,0.059500,0.650166,633,8079433,145805,0,5549
72497,17.129291,16.999424,11.404552,0.000000,5.589499,5.486070,0.103180,0.061500,0.047709,1.264875,641,8086528,150170,0,7210
72498,16.737000,16.607846,10.690031,0.000000,6.011291,5.847613,0.163595,0.056709,0.030208,0.662834,628,8033782,136411,0,5408
72499,16.695084,16.528131,10.633975,0.000000,5.860083,5.700320,0.159555,0.063083,0.030708,0.943459,631,8064789,135470,0,5408
72500,16.650708,16.488175,10.489467,0.000000,6.053291,5.865445,0.187721,0.052333,0.013542,0.639459,640,8071035,135308,0,7210
72501,16.674417,16.624222,10.656298,0.000000,6.174583,6.004654,0.169846,0.048625,0.044500,0.976416,633,8095635,134895,0,5408
72502,16.664625,16.525153,10.528362,0.000000,6.236584,6.058529,0.177971,0.045291,0.024042,0.632750,632,8080259,133473,0,5408
72503,16.650875,16.529638,10.498180,0.000000,6.343667,6.161196,0.182388,0.043791,0.015209,1.308083,640,8071005,132770,0,7210
72504,16.689416,16.594000,10.775171,0.000000,6.063958,5.930112,0.133763,0.052042,0.010625,0.956625,633,8080208,134421,0,5408
72505,16.615042,16.523212,11.122141,0.000000,6.200709,6.200252,0.000457,0.055708,0.045500,0.310167,630,8080220,134541,0,5408
72506,16.813542,16.601651,10.601638,0.000000,6.359750,6.184279,0.175429,0.051208,0.012042,1.319083,640,8055557,133813,0,7210
72507,16.670083,16.606292,10.664254,0.000000,6.102833,5.939488,0.163262,0.044292,0.012625,0.660959,633,8080228,134982,0,5408
72508,16.674458,16.522972,10.514809,0.000000,6.270041,6.092029,0.177929,0.041209,0.010208,0.971624,643,8080238,134540,0,5408
72509,16.866500,16.821640,10.746160,0.000000,6.411958,6.233196,0.178679,0.052959,0.035833,0.968500,641,8086524,135146,0,7210
72510,16.443792,16.346133,11.160542,0.000000,6.109416,6.108960,0.000456,0.080833,0.022167,0.653042,632,8095648,133586,0,5408
72511,16.758833,16.582892,10.490429,0.000000,6.516750,6.330404,0.186263,0.051500,0.034917,1.238375,630,8064770,132476,0,5408
72512,16.691209,16.531536,10.659214,0.000000,6.414042,6.252487,0.161471,0.050000,0.012250,0.301333,638,8055605,133325,0,7210
72513,16.751125,16.676872,10.683848,0.000000,6.589875,6.413738,0.176054,0.043833,0.009792,1.104541,634,8095683,130662,0,5408
72514,16.610000,16.501239,10.437538,0.000000,6.488625,6.307695,0.180847,0.047750,0.013625,0.288584,633,8077793,131754,0,5920
72515,16.701583,16.581431,10.608383,0.000000,6.441708,6.278196,0.163429,0.052667,0.046875,0.954251,638,8073473,132522,0,6698
72516,16.562292,16.444880,10.423538,0.000000,6.420459,6.251030,0.169345,0.048875,0.012375,0.368250,632,8080217,131036,0,5408
72517,16.574166,16.437008,11.093831,0.000000,5.421250,5.418278,0.002722,0.050792,0.013083,0.768416,643,8086526,152628,0,7210
72518,16.902500,16.852297,11.406908,0.000000,5.443876,5.351778,0.091805,0.068209,0.045958,0.955959,630,8064737,146682,0,5408
72519,16.316125,16.120898,11.069789,0.000000,5.557625,5.557168,0.000332,0.051792,0.028250,0.390125,633,8079164,139694,0,5602
72520,17.044917,16.912320,11.365337,0.000000,5.536625,5.442528,0.093805,0.069542,0.042583,1.244293,639,8055564,146562,0,7210
72521,16.662958,16.576008,11.340821,0.000000,5.373167,5.355917,0.017083,0.062959,0.050041,0.617208,633,8095781,141443,0,5408
72522,16.688084,16.552624,10.686362,0.000000,5.961459,5.806571,0.154804,0.044833,0.010208,0.948792,632,8080102,137230,0,5408
72523,16.612041,16.510372,11.535624,0.000000,5.009792,5.008945,0.000472,0.071375,0.038750,0.307208,640,8070265,136549,0,7351
72524,16.768625,16.631624,12.062263,0.000000,5.024041,5.023459,0.000374,0.055042,0.029958,1.023958,633,8082351,144518,0,5408
72525,16.688584,16.521677,11.741192,0.000000,5.596499,5.586960,0.009539,0.055458,0.021958,1.019750,628,8062634,136527,0,5408
72526,16.549166,16.417543,10.537918,0.000000,5.932126,5.752654,0.179388,0.050875,0.010792,0.661791,640,8071159,137686,0,7210
72527,16.775667,16.694675,10.851267,0.000000,5.960792,5.810654,0.150055,0.042042,0.052375,0.951458,632,8095534,140469,0,5408
72528,16.781667,16.647452,10.792626,0.000000,5.905625,5.756363,0.149179,0.053458,0.017375,0.622000,631,8080207,138177,0,5408
72529,16.715041,16.545247,10.655863,0.000000,5.897792,5.726153,0.171305,0.064084,0.018416,0.941500,639,8055552,137584,0,7210
72530,16.161625,16.068596,10.493157,0.000000,5.618083,5.612167,0.005624,0.057084,0.013083,0.608708,635,8094418,137637,0,5644
72531,17.221375,17.097177,11.243291,0.000000,5.892084,5.712029,0.179888,0.050875,0.011875,1.265292,630,8064883,146471,0,5408
72532,16.513000,16.412751,10.443518,0.000000,5.970667,5.793821,0.176763,0.053459,0.013958,0.656208,641,8086370,135583,0,7210
72533,16.707375,16.601833,10.747141,0.000000,5.987333,5.843112,0.144137,0.049167,0.014000,0.874042,633,8080253,138092,0,5408
72534,16.719500,16.595898,10.726745,0.000000,6.166376,6.016280,0.149971,0.051792,0.016250,0.983250,631,8080237,135479,0,5408
72535,16.634625,16.497573,10.598128,0.000000,6.052000,5.873028,0.178888,0.048042,0.011458,0.639292,639,8055557,135757,0,7210
72536,16.749917,16.653361,11.266707,0.000000,5.972875,5.954210,0.018665,0.055167,0.035958,1.112250,633,8095636,138897,0,5408
72537,16.672042,16.532274,10.792616,0.000000,5.933250,5.805779,0.127387,0.048291,0.036209,0.609834,651,8069680,140756,0,7449
72538,16.606833,16.468891,10.540203,0.000000,6.216042,6.047737,0.168221,0.052125,0.036542,0.954583,640,8061295,135742,0,7210
72539,16.824208,16.734664,10.900095,0.000000,5.895541,5.747404,0.148012,0.052750,0.034292,0.439167,633,8090007,139983,0,5408
72540,16.597667,16.480580,11.054172,0.000000,5.989166,5.982961,0.006205,0.055708,0.024417,1.267626,632,8080156,137024,0,5408
72541,16.586667,16.445133,10.467199,0.000000,6.126541,5.947362,0.179096,0.046500,0.011875,0.666375,639,8055666,137058,0,7210
72542,16.890083,16.759297,10.912735,0.000000,6.128958,5.982988,0.145887,0.046958,0.010084,0.948875,632,8080138,137191,0,5408
72543,16.584083,16.494425,10.754749,0.000000,6.062416,6.056627,0.005789,0.059334,0.036458,1.229834,632,8095661,135544,0,5408
72544,16.641792,16.503990,10.503066,0.000000,6.368082,6.190903,0.177096,0.044250,0.019000,0.290000,639,8055635,133563,0,7210
72545,16.661167,16.558593,11.275811,0.000000,6.085208,6.084668,0.000540,0.052416,0.020167,0.983416,633,8095589,136629,0,5408
72546,16.831250,16.727041,10.734475,0.000000,6.330958,6.157863,0.173012,0.054166,0.013417,0.626416,631,8080241,133803,0,5408
72547,16.562875,16.432838,10.505570,0.000000,6.091333,5.925237,0.165971,0.043333,0.012750,0.944125,640,8071008,137129,0,7210
72548,16.737750,16.629080,10.733869,0.000000,6.257374,6.106404,0.150887,0.044750,0.018291,0.614917,633,8080320,135940,0,5408
72549,16.795875,16.669208,10.742585,0.000000,6.145583,5.976112,0.169429,0.054083,0.055875,1.155875,628,8080120,136850,0,5408
72550,16.392583,16.242561,11.387799,0.000000,4.640999,4.640459,0.000374,0.057292,0.050041,0.591376,640,8055574,135174,0,7210
72551,17.068417,16.973653,11.030188,0.000000,6.155042,5.996029,0.158888,0.052166,0.021584,0.301000,633,8095700,138164,0,5408
72552,16.537791,16.418589,10.480366,0.000000,5.977624,5.802862,0.174679,0.056125,0.011709,0.974625,631,8080197,134976,0,5408
72553,16.461709,16.307386,10.702731,0.000000,5.996834,5.967502,0.029332,0.051541,0.013459,0.288709,638,8055630,135520,0,7210
72554,16.770291,16.667954,10.743042,0.000000,6.257126,6.104196,0.152846,0.039125,0.011709,1.271167,633,8095612,135613,0,5408
72555,16.498167,16.400411,10.457880,0.000000,6.140542,5.979238,0.161179,0.061792,0.024958,0.320125,641,8155783,133901,0,5733
72556,16.820417,16.713829,11.695830,0.000000,5.017583,5.016960,0.000332,0.059958,0.022375,1.031375,637,8024726,147844,0,7210
72557,16.558125,16.403750,10.583197,0.000000,5.818541,5.650528,0.167722,0.046500,0.027500,0.685834,636,8094761,141500,0,5541
72558,16.567958,16.439096,10.867431,0.000000,5.554083,5.458487,0.095180,0.043833,0.016417,1.313750,632,8048546,149706,0,5549
72559,16.602542,16.517299,11.430004,0.000000,5.133709,5.130668,0.002791,0.056166,0.046917,1.034084,641,8070167,153964,0,7404
72560,16.849833,16.726608,11.069638,0.000000,5.631959,5.520278,0.111264,0.055000,0.015708,0.616583,636,8094678,146628,0,5543
72561,16.606333,16.479170,10.735625,0.000000,5.763876,5.621404,0.142180,0.041167,0.022083,1.270458,630,8064888,144307,0,5408
72562,16.956584,16.820212,10.994217,0.000000,5.850125,5.689153,0.160597,0.041625,0.016125,0.609333,641,8071165,146946,0,7210
72563,16.566666,16.444434,10.662626,0.000000,5.889499,5.733029,0.156387,0.045209,0.017250,0.949625,630,8064521,139200,0,5408
72564,16.704625,16.563668,10.680626,0.000000,5.957250,5.758571,0.198596,0.039000,0.014917,0.610375,633,8080240,138366,0,5408
72565,16.680000,16.583132,10.839392,0.000000,5.794541,5.751918,0.042623,0.055584,0.012750,0.928958,642,8102023,143164,0,7210
72566,16.623667,16.503163,10.669792,0.000000,5.976792,5.833237,0.143471,0.045875,0.021417,1.139542,630,8049232,137426,0,5408
72567,16.744333,16.620707,11.308424,0.000000,5.876001,5.871378,0.004623,0.044292,0.019208,0.613458,631,8076900,140330,0,6059
72568,16.664709,16.555097,11.610589,0.000000,5.837082,5.823751,0.013331,0.046000,0.019958,0.790625,643,8091181,143234,0,6559
72569,16.714625,16.593881,10.777587,0.000000,5.964708,5.844779,0.119846,0.047041,0.012750,0.314667,629,8063375,139325,0,5408
72570,16.675625,16.566174,10.830501,0.000000,5.912875,5.901002,0.011873,0.055500,0.013875,0.978583,641,8101867,141424,0,7210
72571,16.659541,16.530074,10.898561,0.000000,5.828083,5.822293,0.005790,0.046084,0.010291,0.650042,632,8064834,142595,0,5408
72572,16.793792,16.705182,10.794578,0.000000,6.129333,5.976862,0.152430,0.045792,0.046750,0.967917,631,8080181,139461,0,5408
72573,16.489083,16.323671,10.492165,0.000000,5.831542,5.680445,0.150680,0.044250,0.019250,1.261000,636,8040117,138931,0,7210
72574,16.749625,16.640738,10.766685,0.000000,5.846667,5.691778,0.154555,0.040709,0.010333,0.610083,634,8095681,141761,0,5408
72575,16.630334,16.501423,10.647663,0.000000,6.024333,5.871820,0.152388,0.038333,0.009417,1.259833,631,8080223,136885,0,5408
72576,16.728208,16.647757,10.956110,0.000000,6.149417,6.118628,0.030789,0.051750,0.014042,0.607292,641,8086499,139129,0,7210
72577,16.641708,16.512956,10.931506,0.000000,5.918916,5.918501,0.000415,0.046959,0.035583,0.972124,631,8065324,138946,0,5408
72578,16.754334,16.624340,10.733921,0.000000,6.121334,5.976571,0.144680,0.046708,0.011208,0.347584,632,8095100,136687,0,5408
72579,16.627375,16.498046,10.580870,0.000000,5.985542,5.820821,0.164596,0.041416,0.014500,1.118875,641,8071036,139141,0,7210
72580,16.659833,16.526625,10.728422,0.000000,5.781709,5.640278,0.141055,0.037333,0.009375,0.610625,632,8064731,140810,0,5408
72581,16.729917,16.647589,10.789692,0.000000,6.091458,5.921237,0.170096,0.049875,0.018125,0.960166,633,8095678,140229,0,5408
72582,16.656125,16.537247,10.586531,0.000000,6.148749,5.982112,0.166554,0.049625,0.011625,1.251999,644,8132836,136761,0,7210
72583,16.828625,16.712865,11.105083,0.000000,5.611500,5.499487,0.111638,0.046125,0.054208,0.634541,630,8017460,148081,0,5602
72584,16.653625,16.479681,10.650952,0.000000,5.939084,5.795321,0.143638,0.048875,0.011541,0.973833,632,8080222,134454,0,5408
72585,16.719375,16.669620,10.740745,0.000000,6.131041,5.965196,0.165762,0.055208,0.021792,0.377625,640,8086356,137303,0,7210
72586,16.374916,16.203416,11.276876,0.000000,5.793082,5.784084,0.008998,0.041750,0.011750,0.940167,633,8079457,141843,0,5549
72587,16.871625,16.790540,11.232428,0.000000,5.569834,5.467070,0.102472,0.050209,0.016916,0.612375,631,8070809,144695,0,5408
72588,16.701625,16.585203,10.661470,0.000000,6.191791,6.026154,0.165554,0.044459,0.018041,0.889168,638,8049518,137557,0,7210
72589,16.841834,16.733040,11.060330,0.000000,5.655334,5.541029,0.114221,0.058375,0.064416,1.246875,633,8095677,139714,0,5408
72590,16.449625,16.304988,10.979989,0.000000,5.708750,5.691502,0.017248,0.054166,0.022000,0.312833,632,8064966,136780,0,5408
72591,16.786125,16.619336,10.667069,0.000000,6.043457,5.877029,0.166345,0.047583,0.019375,1.262000,639,8070857,137734,0,7210
72592,16.596333,16.530864,10.863303,0.000000,5.667417,5.641460,0.025749,0.052750,0.017458,0.610625,633,8095686,139126,0,5408
72593,16.709750,16.560514,10.686041,0.000000,6.109083,5.963737,0.145262,0.047417,0.012625,0.957541,631,8064925,136613,0,5408
72594,16.736458,16.611286,10.650447,0.000000,6.079460,5.876738,0.202638,0.054375,0.012875,0.565166,640,8086390,137788,0,7210
72595,16.588542,16.509221,11.219003,0.000000,5.846500,5.817085,0.029415,0.051833,0.030292,0.953709,633,8080092,140245,0,5408
72596,16.680417,16.547996,11.255840,0.000000,5.989584,5.982335,0.007249,0.051916,0.013125,0.928126,634,8080241,136381,0,5408
72597,16.731000,16.646258,10.716044,0.000000,6.071624,5.907571,0.163970,0.045791,0.048334,0.609709,639,8073834,138379,0,7210
72598,16.650708,16.481753,11.215830,0.000000,5.816084,5.808877,0.007207,0.056667,0.053666,0.941584,633,8092839,139594,0,5408
72599,16.715458,16.581450,10.651706,0.000000,6.034875,5.873070,0.161721,0.044417,0.020875,0.305584,632,8064776,136405,0,5408
72600,16.293125,16.246416,10.458786,0.000000,5.914000,5.745821,0.168096,0.042292,0.218083,0.984875,645,8099473,140876,0,7667
72601,17.057084,16.825508,11.403295,0.000000,5.421875,5.352445,0.069055,0.050875,0.014750,0.608167,632,8048274,150206,0,5605
72602,16.805208,16.703786,10.756757,0.000000,6.176333,6.011612,0.164638,0.051208,0.012875,0.971958,630,8080222,136653,0,5408
72603,16.567250,16.461196,11.221835,0.000000,5.928541,5.922377,0.006164,0.047583,0.012250,0.606750,637,8071062,136935,0,7210
72604,16.909792,16.756878,10.892406,0.000000,6.058668,5.907112,0.151472,0.060750,0.020416,0.941916,633,8080182,137590,0,5408
72605,16.530250,16.418786,11.338943,0.000000,5.675000,5.674417,0.000333,0.044833,0.013875,0.601000,630,8064805,135608,0,5408
