frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other
18470,16.629667,16.476570,12.610031,0.000000,4.171292,4.170888,0.000112,0.054041,0.013625,0.915292,631,8069541,148497,0,5408,0,2,5406,0,3510,1896,0,0
18471,16.617583,16.484654,11.977282,0.000000,4.708959,4.708513,0.000279,0.064042,0.019750,0.353458,641,8066250,149583,0,7210,0,2,7208,0,4680,2528,0,0
18472,16.298667,16.366681,12.051899,0.000000,4.478376,4.477973,0.000194,0.067166,0.207042,0.905875,649,8215771,155757,0,6056,0,2,6054,0,3510,2544,0,0
18473,17.193541,16.876329,12.988076,0.000000,4.158626,4.150389,0.007945,0.067542,0.015125,0.291917,631,7941296,154653,0,5408,0,2,5406,0,3510,1896,0,0
18474,16.738709,16.637130,12.576491,0.000000,4.250791,4.241722,0.008778,0.068625,0.027666,0.690209,642,8086328,150299,0,7210,0,2,7208,0,4680,2528,0,0
18475,16.394333,16.242637,11.739088,0.000000,4.690667,4.651348,0.039069,0.059917,0.013000,1.028583,639,8109013,152073,0,5812,0,2,5810,0,3510,2300,0,0
18476,16.638250,16.515488,12.695747,0.000000,4.106583,4.105972,0.000278,0.058792,0.013041,0.607583,638,8073352,156376,0,6732,0,2,7121,0,4536,2585,0,0
18477,16.872458,16.763498,12.471207,0.000000,4.469084,4.468096,0.000821,0.064334,0.039750,1.261751,636,8030469,159269,0,6063,0,2,5670,0,3654,2016,0,0
18478,16.736209,16.627588,11.832590,0.000000,4.908875,4.896848,0.011819,0.060583,0.019250,0.636334,634,8111321,149235,0,5408,0,2,5406,0,3510,1896,0,0
18479,16.656000,16.542463,11.770118,0.000000,5.019584,5.019097,0.000195,0.071458,0.021708,0.929375,636,8056611,150523,0,7006,0,2,7004,0,4536,2468,0,0
18480,16.389416,16.308368,11.459125,0.000000,4.961500,4.954930,0.006362,0.067167,0.066125,0.648666,637,8077522,154596,0,5881,0,2,5879,0,3654,2225,0,0
18481,16.953917,16.823940,12.132517,0.000000,4.824917,4.824098,0.000444,0.078875,0.051167,1.253292,630,8095860,154313,0,5408,0,2,5406,0,3510,1896,0,0
18482,16.731917,16.551164,11.498755,0.000000,5.084375,5.077847,0.006320,0.068791,0.014209,0.957417,640,8055451,148899,0,7210,0,2,7208,0,4680,2528,0,0
18483,16.643916,16.558581,11.534542,0.000000,5.117999,5.096429,0.021279,0.059542,0.018042,0.615625,632,8080232,149788,0,5408,0,2,5406,0,3510,1896,0,0
18484,16.705334,16.593237,11.710206,0.000000,5.211668,5.211140,0.000319,0.070333,0.047125,0.954250,631,8080149,148114,0,5408,0,2,5406,0,3510,1896,0,0
18485,16.719750,16.569394,12.178992,0.000000,4.991250,4.990764,0.000236,0.066208,0.019292,0.610958,637,8055571,149769,0,7210,0,2,7208,0,4680,2528,0,0
18486,16.701583,16.595614,12.321081,0.000000,5.070583,5.064305,0.006028,0.069208,0.013709,0.754667,635,8095709,150372,0,5408,0,2,5406,0,3510,1896,0,0
18487,16.693333,16.604755,11.335793,0.000000,5.312833,5.274306,0.038319,0.061584,0.034291,0.609125,631,8080186,144740,0,5408,0,2,5406,0,3510,1896,0,0
18488,16.672250,16.516633,11.291742,0.000000,5.236958,5.188347,0.048153,0.059167,0.029875,0.738250,639,8071091,147169,0,7210,0,2,7208,0,4680,2528,0,0
18489,16.090875,16.224375,11.303206,0.000000,5.043209,5.012930,0.030112,0.064542,0.280667,0.609416,635,8111141,150518,0,5408,0,2,5406,0,3510,1896,0,0
18490,17.287417,16.911961,12.443623,0.000000,4.580043,4.579514,0.000111,0.069458,0.019167,0.913084,631,8032460,169476,0,5656,0,2,5654,0,3510,2144,0,0
18491,16.824833,16.712499,11.109583,0.000000,5.595417,5.491347,0.103695,0.066042,0.025542,1.125042,640,8071023,145974,0,7210,0,2,7208,0,4680,2528,0,0
18492,16.544542,16.418500,11.237256,0.000000,5.178666,5.158388,0.019695,0.062125,0.028625,0.613541,634,8080207,146935,0,5408,0,2,5406,0,3510,1896,0,0
18493,16.384000,16.251664,10.639211,0.000000,5.611168,5.501806,0.108986,0.060292,0.011875,1.225957,636,8110121,141978,0,5592,0,2,5590,0,3510,2080,0,0
18494,16.969375,16.863720,11.767838,0.000000,5.112125,5.100555,0.011028,0.057208,0.033625,0.608708,639,8041818,156469,0,7210,0,2,7208,0,4680,2528,0,0
18495,16.438000,16.324176,10.907033,0.000000,5.419000,5.315263,0.103529,0.066958,0.013459,0.936874,638,8154807,146927,0,5585,0,2,5583,0,3510,2073,0,0
18496,17.714125,17.592657,12.209930,0.000000,4.827875,4.804556,0.023069,0.055333,0.036334,0.647084,625,8018421,154801,0,5408,0,2,5406,0,3510,1896,0,0
18497,15.757667,15.619724,11.529081,0.000000,4.318000,4.300097,0.017778,0.061125,0.045541,1.064167,646,8100359,152773,0,7491,0,2,7489,0,4680,2809,0,0
18498,16.755583,16.652770,12.693159,0.000000,4.126416,4.124221,0.001820,0.066208,0.024709,1.279791,628,8033997,159672,0,5408,0,2,5406,0,3510,1896,0,0
18499,16.692042,16.585418,12.569616,0.000000,4.183208,4.182681,0.000277,0.081041,0.013792,0.621167,635,8095617,153329,0,5408,0,2,5406,0,3510,1896,0,0
18500,16.743500,16.612402,12.024034,0.000000,4.701209,4.670847,0.030028,0.076833,0.026917,1.175833,640,8086787,155335,0,7210,0,2,7208,0,4680,2528,0,0
18501,16.705333,16.578455,12.107125,0.000000,4.668334,4.667846,0.000154,0.076417,0.014333,0.629916,632,8064361,155663,0,5408,0,2,5406,0,3510,1896,0,0
18502,16.622208,16.504077,11.478203,0.000000,5.089709,5.089181,0.000236,0.063584,0.012250,1.218667,632,8080224,150674,0,5408,0,2,5406,0,3510,1896,0,0
18503,16.692334,16.562262,11.711680,0.000000,4.891500,4.877639,0.013361,0.077375,0.035000,0.289125,640,8071011,150352,0,7210,0,2,7208,0,4680,2528,0,0
18504,16.636291,16.475746,11.594453,0.000000,5.001334,4.969097,0.031987,0.055417,0.011792,0.905542,629,8049363,148685,0,5408,0,2,5406,0,3510,1896,0,0
18505,16.202417,16.294728,11.193288,0.000000,5.189582,5.182347,0.006944,0.057708,0.246167,0.646917,643,8187360,156116,0,5584,0,2,5582,0,3510,2072,0,0
18506,16.808833,16.644541,11.920672,0.000000,4.914624,4.885180,0.029194,0.068459,0.142666,0.956541,646,8116336,161809,0,7386,0,2,7384,0,4680,2704,0,0
18507,16.853667,16.591158,12.544951,0.000000,4.295292,4.284930,0.010112,0.050917,0.012166,1.013667,636,8013257,175079,0,6398,0,2,6396,0,3510,2886,0,0
18508,16.896208,16.797217,12.106886,0.000000,4.788125,4.776972,0.010986,0.076959,0.038333,0.640542,629,8033825,159225,0,5408,0,2,5406,0,3510,1896,0,0
18509,16.588125,16.445118,11.300633,0.000000,5.141334,5.128139,0.012778,0.062834,0.015875,0.903875,637,8040105,147156,0,7210,0,2,7208,0,4680,2528,0,0
18510,16.761209,16.642487,11.495911,0.000000,5.181292,5.160138,0.020987,0.080666,0.013292,0.610708,633,8095708,148301,0,5408,0,2,5406,0,3510,1896,0,0
18511,16.670916,16.501160,10.995082,0.000000,5.526333,5.433306,0.092694,0.063834,0.014083,1.076125,628,8049286,144298,0,5408,0,2,5406,0,3510,1896,0,0
18512,16.637292,16.566501,11.119869,0.000000,5.442833,5.367097,0.075528,0.057500,0.011792,0.609541,643,8101934,146717,0,7210,0,2,7208,0,4680,2528,0,0
18513,16.749000,16.623501,11.411048,0.000000,5.287166,5.232263,0.054570,0.050833,0.015750,0.754418,630,8080215,147365,0,5408,0,2,5406,0,3510,1896,0,0
18514,16.927167,16.824955,11.083747,0.000000,5.522874,5.432472,0.090110,0.062958,0.036000,0.995374,633,8084233,143932,0,5408,0,2,5406,0,3510,1896,0,0
18515,16.777208,16.632095,11.418430,0.000000,5.089416,5.086430,0.002736,0.062917,0.036666,0.611292,639,8066938,146642,0,7210,0,2,7208,0,4680,2528,0,0
18516,16.342625,16.229540,12.155012,0.000000,4.164959,4.133638,0.031071,0.077208,0.018125,1.013500,633,8095704,146324,0,5408,0,2,5406,0,3510,1896,0,0
18517,16.608250,16.483574,11.947653,0.000000,5.031124,5.029347,0.001444,0.075333,0.014584,0.660875,631,8064784,144621,0,5408,0,2,5406,0,3510,1896,0,0
18518,16.638583,16.499345,11.318175,0.000000,5.144542,5.110472,0.033695,0.065709,0.014000,0.992042,642,8055530,145984,0,7210,0,2,7208,0,4680,2528,0,0
18519,16.677334,16.554829,11.429711,0.000000,5.145208,5.134138,0.010862,0.070875,0.012958,0.641750,631,8080196,146782,0,5408,0,2,5406,0,3510,1896,0,0
18520,16.747916,16.635684,11.168490,0.000000,5.458543,5.380014,0.078278,0.069334,0.014875,0.941500,633,8095681,144753,0,5408,0,2,5406,0,3510,1896,0,0
18521,16.585709,16.448213,11.352320,0.000000,5.341249,5.340680,0.000319,0.062041,0.013000,0.307125,640,8055506,146424,0,7210,0,2,7208,0,4680,2528,0,0
18522,16.779625,16.677204,11.393462,0.000000,5.276626,5.234222,0.041987,0.072166,0.013125,1.260750,633,8095707,146230,0,5408,0,2,5406,0,3510,1896,0,0
18523,16.652000,16.556794,11.112191,0.000000,5.481833,5.406973,0.074485,0.059708,0.043000,1.317500,631,8080193,144738,0,5408,0,2,5406,0,3510,1896,0,0
18524,16.658041,16.537151,11.139316,0.000000,5.405666,5.343430,0.061986,0.074500,0.019125,0.610375,640,8055613,145572,0,7210,0,2,7208,0,4680,2528,0,0
18525,16.734167,16.581115,12.327505,0.000000,4.337333,4.336930,0.000195,0.070417,0.040041,0.917625,633,8101720,146652,0,5408,0,2,5406,0,3510,1896,0,0
18526,16.707625,16.575581,11.429373,0.000000,5.147333,5.117931,0.029069,0.079542,0.018666,0.291041,640,8074152,143910,0,5408,0,2,5406,0,3510,1896,0,0
18527,16.638875,16.477788,11.989450,0.000000,5.234624,5.234055,0.000111,0.065333,0.012792,0.751208,641,8070988,146678,0,7210,0,2,7208,0,4680,2528,0,0
18528,16.798458,16.696909,11.483046,0.000000,5.194292,5.167930,0.025903,0.062250,0.013084,0.589292,632,8080256,145221,0,5408,0,2,5406,0,3510,1896,0,0
18529,16.581542,16.462427,11.212797,0.000000,5.278501,5.241056,0.037153,0.070833,0.041709,0.831958,631,8080206,144740,0,5408,0,2,5406,0,3510,1896,0,0
18530,16.655667,16.538503,11.216093,0.000000,5.365417,5.314763,0.050445,0.067541,0.016084,1.079417,638,8071044,147500,0,7210,0,2,7208,0,4680,2528,0,0
18531,16.724708,16.558831,11.328588,0.000000,5.270790,5.197346,0.073153,0.062958,0.015792,0.609042,633,8064735,144103,0,5408,0,2,5406,0,3510,1896,0,0
18532,16.675792,16.614869,11.226421,0.000000,5.393583,5.329972,0.063319,0.085083,0.013917,1.146374,639,8103021,145632,0,7006,0,2,7184,0,4656,2528,0,0
18533,16.661833,16.530792,11.306168,0.000000,5.280501,5.243514,0.036737,0.070333,0.020750,0.608708,633,8063912,146909,0,5612,0,2,5430,0,3534,1896,0,0
18534,16.728792,16.576938,11.356996,0.000000,5.457125,5.445222,0.011695,0.073458,0.039708,1.243459,632,8080077,144069,0,5408,0,2,5406,0,3510,1896,0,0
18535,16.687416,16.538045,10.993103,0.000000,5.548166,5.453847,0.093944,0.076125,0.014584,0.634666,639,8070982,144470,0,7210,0,2,7208,0,4680,2528,0,0
18536,16.637584,16.506332,11.299831,0.000000,5.220334,5.195306,0.024819,0.058708,0.014208,0.934333,632,8064780,146416,0,5408,0,2,5406,0,3510,1896,0,0
18537,16.653458,16.540562,10.994260,0.000000,5.566458,5.466597,0.099612,0.060667,0.012416,1.303334,634,8080196,144318,0,5408,0,2,5406,0,3510,1896,0,0
18538,16.787583,16.672349,11.034303,0.000000,5.648250,5.534389,0.113569,0.053459,0.010291,0.651583,638,8071048,144629,0,7210,0,2,7208,0,4680,2528,0,0
18539,16.351709,16.349999,10.988460,0.000000,5.421332,5.356013,0.065069,0.052375,0.131083,1.278958,649,8231250,154503,0,6056,0,2,6054,0,3510,2544,0,0
18540,17.082583,16.852434,12.884390,0.000000,4.892457,4.892013,0.000278,0.058833,0.012875,0.610292,623,7941096,153103,0,5408,0,2,5406,0,3510,1896,0,0
18541,16.688458,16.580494,11.116869,0.000000,5.466624,5.384139,0.082194,0.062959,0.026833,1.217708,638,8071017,146462,0,7210,0,2,7208,0,4680,2528,0,0
18542,16.618792,16.527166,11.765154,0.000000,5.392208,5.391638,0.000320,0.064125,0.033625,0.612042,634,8095691,147675,0,5408,0,2,5406,0,3510,1896,0,0
18543,16.759292,16.645501,11.400860,0.000000,5.214750,5.184472,0.029820,0.073541,0.029625,0.950500,633,8070192,144805,0,5408,0,2,5406,0,3510,1896,0,0
18544,16.612375,16.473787,11.202957,0.000000,5.266291,5.228389,0.037569,0.068375,0.033541,0.289666,637,8065629,144974,0,7210,0,2,7208,0,4680,2528,0,0
18545,16.810708,16.681961,11.681529,0.000000,5.007250,5.006805,0.000070,0.076917,0.027916,1.180875,631,8095622,149012,0,5408,0,2,5406,0,3510,1896,0,0
18546,16.679083,16.559210,11.435623,0.000000,5.128000,5.111180,0.016612,0.074834,0.014625,1.289792,633,8064782,144629,0,5408,0,2,5406,0,3510,1896,0,0
18547,16.239709,16.177589,11.089072,0.000000,5.065791,5.062722,0.002653,0.059875,0.114333,0.612208,637,8060291,146487,0,7336,0,2,7334,0,4680,2654,0,0
18548,16.681958,16.552261,11.733871,0.000000,4.872541,4.852388,0.019903,0.061417,0.067250,0.927374,632,8074274,154992,0,5534,0,2,5532,0,3510,2022,0,0
18549,16.979792,16.792952,11.711304,0.000000,5.163375,5.158096,0.004987,0.054416,0.011584,0.609083,633,8095563,153240,0,5408,0,2,5406,0,3510,1896,0,0
18550,16.614333,16.506751,11.192333,0.000000,5.342542,5.297598,0.044694,0.063542,0.021000,1.231166,638,8055576,146559,0,7210,0,2,7208,0,4680,2528,0,0
18551,16.786875,16.693068,11.455358,0.000000,5.210042,5.182014,0.027736,0.067292,0.046500,0.289417,634,8111158,150748,0,5408,0,2,5406,0,3510,1896,0,0
18552,16.689000,16.565051,11.457753,0.000000,5.149750,5.134138,0.015237,0.076458,0.035625,0.932792,654,8069681,151280,0,7449,0,2,7447,0,3510,3937,0,0
18553,16.558417,16.403125,11.374492,0.000000,5.101417,5.091515,0.009735,0.059750,0.012416,0.957000,637,8040086,149035,0,7210,0,2,7208,0,4680,2528,0,0
18554,16.613041,16.502112,11.321504,0.000000,5.284375,5.262097,0.022028,0.052375,0.012334,0.459042,631,8080255,148385,0,5408,0,2,5406,0,3510,1896,0,0
18555,16.736292,16.635625,11.375034,0.000000,5.387626,5.349055,0.038362,0.053333,0.037750,0.658666,634,8095622,148102,0,5408,0,2,5406,0,3510,1896,0,0
18556,16.743750,16.591382,11.278805,0.000000,5.357707,5.309139,0.048485,0.058208,0.013125,0.291042,639,8055578,150404,0,7210,0,2,7208,0,4680,2528,0,0
18557,16.709708,16.612126,11.814092,0.000000,4.931043,4.930306,0.000570,0.062167,0.012250,0.599250,632,8095668,153390,0,5408,0,2,5406,0,3510,1896,0,0
18558,16.974375,16.859124,11.567928,0.000000,5.133375,5.101347,0.031653,0.093500,0.017667,0.290375,632,8080364,147266,0,5408,0,2,5406,0,3510,1896,0,0
18559,16.385625,16.265624,11.496511,0.000000,4.882291,4.838765,0.043360,0.073834,0.044916,0.915125,641,8070850,147549,0,7210,0,2,7208,0,4680,2528,0,0
18560,16.668209,16.525760,11.446186,0.000000,5.144958,5.129722,0.014778,0.054541,0.017375,1.001500,631,8064796,151558,0,5408,0,2,5406,0,3510,1896,0,0
18561,16.717291,16.613137,11.419264,0.000000,5.268166,5.236638,0.031362,0.069709,0.031750,0.639083,633,8095662,150470,0,5408,0,2,5406,0,3510,1896,0,0
18562,16.593709,16.449743,10.974161,0.000000,5.500625,5.419722,0.080694,0.068083,0.018250,1.288708,641,8086452,146565,0,7210,0,2,7208,0,4680,2528,0,0
18563,16.682333,16.594494,11.487848,0.000000,5.244958,5.240347,0.004236,0.064250,0.015458,0.651000,630,8049346,149963,0,5408,0,2,5406,0,3510,1896,0,0
18564,16.767000,16.648819,11.769170,0.000000,4.926834,4.918763,0.007821,0.062792,0.018958,1.094584,632,8095715,155595,0,5408,0,2,5406,0,3510,1896,0,0
18565,16.651417,16.499831,11.795836,0.000000,4.839749,4.839139,0.000319,0.074208,0.013417,0.611375,640,8055567,153843,0,7210,0,2,7208,0,4680,2528,0,0
18566,16.778125,16.688262,11.959283,0.000000,4.850875,4.849889,0.000695,0.080666,0.020417,0.938708,633,8095598,154346,0,5408,0,2,5406,0,3510,1896,0,0
18567,16.648791,16.499582,11.459589,0.000000,5.135874,5.127679,0.007862,0.055209,0.011916,0.609875,632,8082648,150881,0,5408,0,2,5406,0,3510,1896,0,0
18568,16.575500,16.465412,11.410766,0.000000,5.086750,5.072931,0.013569,0.053375,0.011500,1.081458,639,8053131,153056,0,7210,0,2,7208,0,4680,2528,0,0
18569,16.548167,16.423934,11.549048,0.000000,5.020291,4.994138,0.025945,0.052875,0.009708,0.841417,640,8146585,160348,0,5735,0,2,5733,0,3510,2223,0,0
18570,16.756958,16.638367,11.760153,0.000000,4.999834,4.998888,0.000696,0.073459,0.016125,0.670917,626,8012073,154747,0,5408,0,2,5406,0,3510,1896,0,0
18571,16.707667,16.563739,11.208499,0.000000,5.348126,5.289723,0.058194,0.063125,0.012458,1.133584,642,8101860,149294,0,7210,0,2,7208,0,4680,2528,0,0
18572,16.527458,16.478029,11.502698,0.000000,5.069041,5.048597,0.020236,0.059042,0.060917,0.659291,640,8140704,160292,0,5706,0,2,5704,0,3510,2194,0,0
18573,16.924709,16.774117,12.011931,0.000000,4.879584,4.847597,0.031779,0.060708,0.011917,0.966375,625,8002723,157126,0,5408,0,2,5406,0,3510,1896,0,0
18574,16.642500,16.524120,11.599783,0.000000,5.446626,5.446015,0.000194,0.062958,0.045500,0.643000,643,8086385,148566,0,7210,0,2,7208,0,4680,2528,0,0
18575,16.816833,16.694261,11.503501,0.000000,5.240875,5.208805,0.031778,0.063375,0.011542,0.747583,632,8064828,150001,0,5408,0,2,5406,0,3510,1896,0,0
18576,16.632750,16.476843,12.491979,0.000000,4.675500,4.674804,0.000404,0.063750,0.013458,0.594166,631,8066423,150123,0,5408,0,2,5406,0,3510,1896,0,0
18577,16.624208,16.542957,11.624078,0.000000,5.000875,5.000431,0.000194,0.082209,0.025791,0.623917,641,8084924,152149,0,7210,0,2,7208,0,4680,2528,0,0
18578,16.656792,16.483466,11.423299,0.000000,5.135251,5.107264,0.027695,0.063500,0.011708,1.313250,633,8064666,148847,0,5408,0,2,5406,0,3510,1896,0,0
18579,16.721875,16.604758,10.979893,0.000000,5.605500,5.494929,0.110362,0.069542,0.018083,0.611291,633,8095634,141961,0,5408,0,2,5406,0,3510,1896,0,0
18580,16.740708,16.626267,10.777287,0.000000,5.833124,5.681014,0.151611,0.055250,0.021000,0.943208,638,8071246,143970,0,7210,0,2,7208,0,4680,2528,0,0
18581,16.613125,16.498131,10.918359,0.000000,5.616209,5.513306,0.102653,0.063750,0.022000,0.608625,631,8070538,144682,0,5408,0,2,5406,0,3510,1896,0,0
18582,16.799500,16.722623,10.848507,0.000000,5.900083,5.733666,0.166334,0.064917,0.046667,1.073958,634,8105359,141965,0,5408,0,2,5635,0,3510,2125,0,0
18583,16.721292,16.564083,10.784536,0.000000,5.779749,5.637472,0.141944,0.057792,0.011750,0.611542,637,8055345,141696,0,7210,0,2,6979,0,4680,2299,0,0
18584,16.682000,16.619548,11.570511,0.000000,5.580416,5.533763,0.046320,0.114208,0.017709,1.184875,633,8064785,142421,0,5408,0,2,5406,0,3510,1896,0,0
18585,16.971000,16.863468,12.346289,0.000000,4.577165,4.576679,0.000195,0.123625,0.021708,0.607041,644,8117363,144380,0,7210,0,2,7208,0,4680,2528,0,0
18586,16.242000,16.042873,10.941867,0.000000,5.187459,5.171348,0.015819,0.060333,0.022167,0.581042,630,8049304,139763,0,5408,0,2,5406,0,3510,1896,0,0
18587,16.579083,16.424362,11.047079,0.000000,5.757875,5.750431,0.007278,0.054542,0.011875,0.954375,631,8064781,138375,0,5408,0,2,5810,0,3510,2300,0,0
18588,16.874792,16.814671,11.633128,0.000000,5.214374,5.162513,0.051570,0.076542,0.040041,0.598292,646,8099747,155726,0,7614,0,2,7208,0,4680,2528,0,0
18589,16.610542,16.469694,11.634781,0.000000,5.591958,5.588890,0.002485,0.061250,0.011708,0.939167,631,8064825,142519,0,5408,0,2,5406,0,3510,1896,0,0
18590,16.747125,16.648002,10.825621,0.000000,5.889375,5.737874,0.151418,0.064958,0.054833,0.651417,632,8095640,140418,0,5408,0,2,5406,0,3510,1896,0,0
18591,16.591000,16.440597,10.498310,0.000000,5.968584,5.792958,0.175542,0.053083,0.015667,0.936041,639,8040110,139308,0,7210,0,2,7208,0,4680,2528,0,0
18592,16.703375,16.608417,11.152298,0.000000,5.450916,5.383848,0.066902,0.062750,0.023791,0.959333,631,8111084,144222,0,5408,0,2,5406,0,3510,1896,0,0
18593,16.723541,16.598845,10.881574,0.000000,5.675375,5.554222,0.120736,0.061917,0.012458,0.670375,633,8080228,142672,0,5408,0,2,5406,0,3510,1896,0,0
18594,16.644042,16.506838,10.803972,0.000000,5.813126,5.806500,0.006626,0.073542,0.025541,1.313792,641,8071046,138361,0,7210,0,2,7208,0,4680,2528,0,0
18595,16.637417,16.515362,10.797313,0.000000,5.727583,5.593389,0.133819,0.063000,0.019250,0.658167,630,8049300,141159,0,5408,0,2,5406,0,3510,1896,0,0
18596,16.823833,16.749938,11.201783,0.000000,5.540584,5.447514,0.092695,0.054833,0.063917,1.308417,635,8111193,144170,0,5408,0,2,5406,0,3510,1896,0,0
18597,16.795417,16.653798,10.906139,0.000000,5.749542,5.614472,0.134862,0.071625,0.024291,0.305667,639,8055503,145791,0,7210,0,2,7208,0,4680,2528,0,0
18598,16.646291,16.566748,10.760184,0.000000,5.812334,5.649875,0.162417,0.058834,0.057750,0.918583,632,8095702,137222,0,5408,0,2,5406,0,3510,1896,0,0
18599,16.672709,16.503717,10.615456,0.000000,6.223626,6.077041,0.146501,0.053625,0.016083,1.312208,631,8064930,129224,0,5408,0,2,5406,0,3510,1896,0,0
18600,16.722416,16.637796,10.653871,0.000000,6.470291,6.296291,0.173917,0.068625,0.029042,0.656292,642,8086289,129409,0,7210,0,2,7208,0,4680,2528,0,0
18601,16.627917,16.485462,10.994841,0.000000,6.096541,6.085500,0.011041,0.061500,0.019833,0.974875,631,8072960,131626,0,5408,0,2,5406,0,3510,1896,0,0
18602,16.732917,16.622377,10.708417,0.000000,6.196875,6.046166,0.150626,0.065333,0.043958,0.304084,633,8087740,131369,0,5408,0,2,5406,0,3510,1896,0,0
18603,16.544166,16.434425,10.815192,0.000000,6.072833,6.072332,0.000501,0.068084,0.012208,1.326833,640,8055386,129744,0,7210,0,2,7208,0,4680,2528,0,0
18604,16.735459,16.573457,10.652675,0.000000,6.293875,6.145625,0.148167,0.058000,0.029250,0.308167,630,8064696,131212,0,5408,0,2,5406,0,3510,1896,0,0
18605,16.629291,16.528359,10.691595,0.000000,6.144251,6.000166,0.144001,0.057125,0.012167,0.931500,632,8083224,130666,0,5408,0,2,5406,0,3510,1896,0,0
18606,16.773167,16.690580,10.715844,0.000000,6.446666,6.280791,0.165833,0.059000,0.041917,0.656667,643,8096078,131880,0,7210,0,2,7208,0,4680,2528,0,0
18607,16.693083,16.539626,10.639090,0.000000,6.253333,6.104042,0.149208,0.065542,0.030875,1.026667,630,8067637,132629,0,5408,0,2,5406,0,3510,1896,0,0
18608,16.636000,16.543370,10.618270,0.000000,6.218833,6.072499,0.146250,0.060792,0.047167,1.287667,631,8080317,129392,0,5408,0,2,5406,0,3510,1896,0,0
18609,16.771542,16.602578,10.597934,0.000000,6.366624,6.191208,0.175333,0.066792,0.014083,0.651042,639,8055435,129356,0,7210,0,2,7208,0,4680,2528,0,0
18610,16.567417,16.479352,10.608211,0.000000,6.184833,6.035208,0.149541,0.060791,0.014167,0.966500,632,8087562,130384,0,5408,0,2,5406,0,3510,1896,0,0
18611,16.713166,16.601700,10.679242,0.000000,6.383041,6.239332,0.143625,0.054542,0.042833,0.292250,632,8088359,129509,0,5408,0,2,5406,0,3510,1896,0,0
18612,16.720417,16.618821,10.614548,0.000000,6.460499,6.295708,0.164708,0.061417,0.018291,1.074334,642,8086431,127633,0,7210,0,2,7208,0,4680,2528,0,0
18613,16.627583,16.484374,10.651903,0.000000,6.106083,5.962750,0.143250,0.061542,0.016875,0.533125,631,8064775,131720,0,5408,0,2,5406,0,3510,1896,0,0
18614,16.755542,16.629746,10.714983,0.000000,6.532792,6.388333,0.144375,0.073250,0.013958,0.904250,632,8080264,128858,0,5408,0,2,5406,0,3510,1896,0,0
18615,16.546375,16.467582,10.485817,0.000000,6.404667,6.237333,0.167250,0.056917,0.040208,1.328792,641,8070970,128163,0,7210,0,2,7208,0,4680,2528,0,0
18616,16.825042,16.691165,10.841919,0.000000,6.263041,6.115958,0.143500,0.059000,0.010916,0.298083,629,8080418,131083,0,5408,0,2,5406,0,3510,1896,0,0
18617,16.117583,16.208177,10.225752,0.000000,6.473333,6.304499,0.168709,0.052375,0.240625,1.267458,647,8184682,136412,0,6056,0,2,6054,0,3510,2544,0,0
18618,17.353583,17.051586,11.923155,0.000000,6.051001,6.050083,0.000918,0.075417,0.035500,0.474417,632,7962861,137700,0,7210,0,2,7208,0,4680,2528,0,0
18619,16.627667,16.473715,10.639925,0.000000,6.005168,5.849250,0.155834,0.054208,0.010834,0.960375,633,8080252,132815,0,5408,0,2,5406,0,3510,1896,0,0
18620,16.678542,16.577579,10.606916,0.000000,6.314832,6.149374,0.165375,0.060625,0.017500,0.288834,632,8081095,132189,0,5408,0,2,5406,0,3510,1896,0,0
18621,16.503000,16.362214,10.977967,0.000000,6.196000,6.195125,0.000875,0.059000,0.010208,0.919750,639,8054716,131910,0,7210,0,2,7208,0,4680,2528,0,0
18622,16.751208,16.630842,10.742589,0.000000,6.231334,6.083625,0.147584,0.051792,0.012291,0.432583,631,8080185,132813,0,5408,0,2,5406,0,3510,1896,0,0
18623,16.841292,16.767217,10.814859,0.000000,6.429750,6.258458,0.171084,0.064166,0.012792,1.189083,632,8095735,132198,0,5408,0,2,5406,0,3510,1896,0,0
18624,16.615916,16.466704,10.503585,0.000000,6.278792,6.106250,0.172501,0.061959,0.011541,1.300416,639,8070984,131236,0,7210,0,2,7208,0,4680,2528,0,0
18625,16.746084,16.666140,10.767736,0.000000,6.074168,5.920709,0.153375,0.061083,0.051875,0.293959,634,8095629,133522,0,5408,0,2,5406,0,3510,1896,0,0
18626,16.699708,16.571091,10.640795,0.000000,6.208792,6.051791,0.156876,0.060625,0.011625,1.310125,630,8064792,131362,0,5408,0,2,5406,0,3510,1896,0,0
18627,16.498125,16.394857,10.440901,0.000000,6.180042,6.010292,0.169667,0.052542,0.040541,0.289791,640,8071194,131091,0,7210,0,2,7208,0,4680,2528,0,0
18628,16.669292,16.498617,10.834881,0.000000,6.100584,6.099751,0.000833,0.059666,0.013000,0.910833,632,8080261,132313,0,5408,0,2,5406,0,3510,1896,0,0
18629,16.683166,16.566166,11.038350,0.000000,6.286083,6.285707,0.000376,0.056334,0.009416,0.592292,632,8064627,130971,0,5408,0,2,5406,0,3510,1896,0,0
