frame,total_ms,cpu_wall_ms,cpu_thread_ms,cpu_idle_ms,cpu_throttle_sleep_ms,cpu_throttle_requested_ms,cpu_throttle_lateness_ms,video_build_ms,present_ms,audio_mix_ms,static_bursts,static_cycles,static_native_dispatches,static_fallback_steps,static_hook_fallbacks,fallback_mfspr,fallback_mtspr,fallback_cache,fallback_dcbst,fallback_dcbf,fallback_dcbi,fallback_icbi,fallback_other
19674,16.604375,16.496839,11.280495,0.000000,5.207709,5.177847,0.029487,0.062500,0.012333,0.929459,632,8080170,146276,0,5408,0,2,5406,0,3510,1896,0,0
19675,16.709750,16.614004,11.085917,0.000000,5.554375,5.457931,0.096069,0.067167,0.028208,0.639541,640,8086452,146812,0,7210,0,2,7208,0,4680,2528,0,0
19676,16.720292,16.568420,11.411322,0.000000,5.216376,5.170514,0.045612,0.073333,0.015708,0.987041,633,8064784,148806,0,5408,0,2,5406,0,3510,1896,0,0
19677,16.574333,16.454214,11.067145,0.000000,5.406333,5.341554,0.064362,0.059542,0.036125,1.281542,632,8080300,146231,0,5408,0,2,5406,0,3510,1896,0,0
19678,16.680542,16.571377,11.167037,0.000000,5.408958,5.336848,0.071819,0.059791,0.016834,0.635083,641,8070924,146769,0,7210,0,2,7208,0,4680,2528,0,0
19679,16.733875,16.592043,11.247131,0.000000,5.364750,5.298805,0.065570,0.058291,0.019667,1.271125,630,8064812,146994,0,5408,0,2,5406,0,3510,1896,0,0
19680,16.718166,16.593255,11.359757,0.000000,5.270541,5.235096,0.035070,0.068709,0.016041,0.613292,633,8095638,148590,0,5408,0,2,5406,0,3510,1896,0,0
19681,16.546584,16.474384,10.917947,0.000000,5.580166,5.480889,0.098985,0.056458,0.029750,1.269876,641,8070982,146143,0,7210,0,2,7208,0,4680,2528,0,0
19682,16.768125,16.600018,11.424793,0.000000,5.179292,5.140222,0.038528,0.068666,0.018584,0.290791,632,8080349,148696,0,5408,0,2,5406,0,3510,1896,0,0
19683,16.667666,16.589206,11.284376,0.000000,5.304166,5.258721,0.045237,0.069209,0.013250,0.966666,632,8080100,146124,0,5408,0,2,5406,0,3510,1896,0,0
19684,16.634625,16.514551,11.180274,0.000000,5.346458,5.296931,0.049152,0.066917,0.037042,1.298750,641,8070970,147861,0,7210,0,2,7208,0,4680,2528,0,0
19685,16.823834,16.724464,11.362835,0.000000,5.369500,5.289722,0.079403,0.070916,0.043417,0.617750,635,8095827,148714,0,5408,0,2,5406,0,3510,1896,0,0
19686,16.639625,16.461582,10.966801,0.000000,5.511875,5.426763,0.084904,0.063125,0.012500,1.253208,629,8064623,145998,0,5408,0,2,5406,0,3510,1896,0,0
19687,16.675166,16.571668,11.067583,0.000000,5.509999,5.422514,0.087069,0.071542,0.016375,0.609417,640,8070971,146149,0,7210,0,2,7208,0,4680,2528,0,0
19688,16.685917,16.563999,11.234579,0.000000,5.348043,5.266389,0.081445,0.070958,0.011834,1.265043,632,8080390,148996,0,5408,0,2,5406,0,3510,1896,0,0
19689,16.683875,16.590828,11.227125,0.000000,5.359126,5.304722,0.054237,0.078833,0.014334,0.611291,650,8095519,146076,0,5408,0,2,5406,0,3510,1896,0,0
19690,16.646250,16.523302,11.079668,0.000000,5.467042,5.388389,0.078278,0.063583,0.028834,0.833416,640,8055550,147623,0,7210,0,2,7208,0,4680,2528,0,0
19691,16.376875,16.257666,10.772485,0.000000,5.496000,5.410014,0.085653,0.061833,0.013042,0.609083,639,8156730,152261,0,5537,0,2,5535,0,3510,2025,0,0
19692,17.056083,16.983086,11.893173,0.000000,5.099416,5.098721,0.000445,0.074750,0.037792,0.822668,627,8018457,150055,0,5408,0,2,5406,0,3510,1896,0,0
19693,16.446875,16.305664,10.608549,0.000000,5.718083,5.571347,0.146486,0.066417,0.039542,1.105000,644,8085809,144267,0,7338,0,2,7336,0,4680,2656,0,0
19694,16.557209,16.428031,11.619621,0.000000,5.408000,5.407472,0.000278,0.069375,0.023250,0.638542,635,8109851,153916,0,5639,0,2,5637,0,3510,2127,0,0
19695,16.626416,16.557191,11.773327,0.000000,4.904917,4.904388,0.000237,0.071792,0.054042,0.947334,644,8069502,156187,0,7487,0,2,7485,0,4680,2805,0,0
19696,17.061167,16.904367,12.090001,0.000000,4.929375,4.928889,0.000236,0.067000,0.045375,0.638458,629,8033983,151536,0,5408,0,2,5406,0,3510,1896,0,0
19697,16.820875,16.693331,11.192628,0.000000,5.508708,5.422347,0.085820,0.070542,0.028458,1.116000,631,8080165,143476,0,5408,0,2,5406,0,3510,1896,0,0
19698,16.586333,16.459703,11.519818,0.000000,5.287041,5.286638,0.000195,0.076334,0.020375,0.620416,640,8071011,143943,0,7210,0,2,7208,0,4680,2528,0,0
19699,16.660542,16.535420,11.129787,0.000000,5.423083,5.351972,0.070736,0.073833,0.015167,0.959417,632,8064750,142141,0,5408,0,2,5406,0,3510,1896,0,0
19700,16.652792,16.558499,11.001505,0.000000,5.570001,5.469764,0.099903,0.073083,0.013917,1.292125,631,8095684,142113,0,5408,0,2,5406,0,3510,1896,0,0
19701,16.742541,16.619915,10.980133,0.000000,5.642833,5.524763,0.117737,0.062750,0.049500,0.643959,640,8071022,141850,0,7210,0,2,7208,0,4680,2528,0,0
19702,16.666334,16.530543,11.028586,0.000000,5.517459,5.429473,0.087694,0.062125,0.017708,1.294750,632,8064843,142187,0,5408,0,2,5406,0,3510,1896,0,0
19703,16.659500,16.559911,11.164476,0.000000,5.412626,5.345389,0.066945,0.064458,0.039750,0.612667,631,8080188,142624,0,5408,0,2,5406,0,3510,1896,0,0
19704,16.795250,16.655916,11.765839,0.000000,5.296375,5.295972,0.000153,0.076041,0.023834,0.941500,638,8070966,144497,0,7210,0,2,7208,0,4680,2528,0,0
19705,15.899083,16.073365,11.010155,0.000000,5.151709,5.151348,0.000194,0.056208,0.313625,0.608583,645,8169484,151440,0,6056,0,2,6054,0,3510,2544,0,0
19706,17.346458,16.914046,11.786254,0.000000,5.206625,5.191430,0.014903,0.071584,0.028791,0.954916,624,7972078,150161,0,5408,0,2,5406,0,3510,1896,0,0
19707,16.415375,16.321012,10.720625,0.000000,5.586667,5.464055,0.122320,0.062625,0.014917,0.645209,650,8146069,146247,0,7614,0,2,7612,0,4680,2932,0,0
19708,16.953125,16.820201,11.954199,0.000000,4.989166,4.988556,0.000319,0.067125,0.018375,1.198416,628,8018419,149620,0,5408,0,2,5406,0,3510,1896,0,0
19709,16.690000,16.567096,10.954341,0.000000,5.597625,5.476972,0.120320,0.063500,0.042417,1.266499,632,8080271,141786,0,5408,0,2,5406,0,3510,1896,0,0
19710,16.826709,16.751130,11.039829,0.000000,5.711916,5.581805,0.129778,0.072333,0.048208,0.611292,641,8086778,142004,0,7210,0,2,7208,0,4680,2528,0,0
19711,16.529333,16.397766,11.259602,0.000000,5.111834,5.104181,0.007278,0.064542,0.018541,1.263958,629,8048983,141450,0,5408,0,2,5406,0,3510,1896,0,0
19712,16.386625,16.264048,10.810585,0.000000,5.502750,5.400347,0.102028,0.066583,0.054084,0.607750,636,8109679,144164,0,5677,0,2,5675,0,3510,2165,0,0
19713,17.067833,16.946672,12.243825,0.000000,5.326709,5.289430,0.037029,0.064000,0.044167,0.752250,636,8055523,146114,0,7210,0,2,7208,0,4680,2528,0,0
19714,16.649334,16.525330,11.245782,0.000000,5.305375,5.262806,0.042360,0.065500,0.018625,0.463333,633,8080234,143190,0,5408,0,2,5406,0,3510,1896,0,0
19715,16.459125,16.362892,11.248673,0.000000,5.102416,5.066847,0.035278,0.081500,0.036708,0.798833,633,8079078,142983,0,5647,0,2,5645,0,3510,2135,0,0
19716,16.972208,16.825009,11.931665,0.000000,5.105125,5.100429,0.004529,0.075083,0.018209,0.968375,639,8070884,148350,0,7210,0,2,7208,0,4680,2528,0,0
19717,16.676667,16.509913,11.181454,0.000000,5.356542,5.305681,0.050569,0.062666,0.036292,0.608875,632,8064780,142639,0,5408,0,2,5406,0,3510,1896,0,0
19718,16.681750,16.618207,11.071708,0.000000,5.512792,5.423680,0.088861,0.073750,0.016125,1.268125,633,8080222,141846,0,5408,0,2,5406,0,3510,1896,0,0
19719,16.782500,16.680124,10.943325,0.000000,5.754543,5.615222,0.138945,0.067708,0.050958,0.612958,642,8086512,140949,0,7210,0,2,7208,0,4680,2528,0,0
19720,16.599750,16.408630,11.029942,0.000000,5.400708,5.341014,0.059402,0.069833,0.019250,1.245501,630,8049276,141331,0,5408,0,2,5406,0,3510,1896,0,0
19721,16.717500,16.669443,11.004916,0.000000,5.670375,5.532722,0.137361,0.066125,0.020916,0.611042,633,8095675,140058,0,5408,0,2,5406,0,3510,1896,0,0
19722,16.682083,16.560371,10.824257,0.000000,5.746416,5.611930,0.134153,0.071083,0.028042,0.742208,640,8101934,140153,0,7210,0,2,7208,0,4680,2528,0,0
19723,16.841500,16.701510,11.786088,0.000000,5.464250,5.463597,0.000111,0.103000,0.021917,0.926584,632,8049301,140115,0,5408,0,2,5406,0,3510,1896,0,0
19724,16.579000,16.484793,11.471110,0.000000,5.012833,4.977889,0.034736,0.073500,0.013042,0.606792,632,8080229,141996,0,5408,0,2,5406,0,3510,1896,0,0
19725,16.555125,16.431925,11.165794,0.000000,5.311833,5.275388,0.036195,0.067958,0.019167,1.023084,642,8101892,141839,0,7210,0,2,7208,0,4680,2528,0,0
19726,16.708833,16.525872,10.968472,0.000000,5.551459,5.456181,0.094986,0.063959,0.029833,0.610750,626,8033941,141941,0,5408,0,2,5406,0,3510,1896,0,0
19727,16.713167,16.643168,11.629630,0.000000,5.447751,5.447181,0.000320,0.064250,0.016042,1.242417,636,8111068,141782,0,5408,0,2,5406,0,3510,1896,0,0
19728,16.606167,16.489219,11.085991,0.000000,5.412667,5.346263,0.066154,0.065333,0.024667,0.609875,662,8045146,143793,0,9251,0,2,9249,0,4680,4569,0,0
19729,16.758166,16.623420,11.157423,0.000000,5.458418,5.362889,0.095153,0.072042,0.025125,0.887416,631,8083013,142461,0,5408,0,2,5406,0,3510,1896,0,0
19730,16.642084,16.527292,10.992663,0.000000,5.515791,5.427305,0.088028,0.070166,0.032167,0.638542,632,8077371,141423,0,5408,0,2,5406,0,3510,1896,0,0
19731,16.739208,16.652292,10.874984,0.000000,5.765792,5.621597,0.143987,0.074000,0.016708,1.008583,641,8086390,139600,0,7210,0,2,7208,0,4680,2528,0,0
19732,16.624583,16.510417,10.921384,0.000000,5.594626,5.490806,0.103486,0.065334,0.035000,1.187334,632,8064803,140985,0,5408,0,2,5406,0,3510,1896,0,0
19733,16.859792,16.726760,10.824956,0.000000,5.908666,5.746874,0.161709,0.085917,0.058500,0.469792,633,8080211,138742,0,5408,0,2,5406,0,3510,1896,0,0
19734,16.598875,16.477241,10.881520,0.000000,5.601667,5.475180,0.126195,0.063875,0.012083,0.769541,641,8086609,139055,0,7210,0,2,7208,0,4680,2528,0,0
19735,16.069833,15.996322,10.740490,0.000000,5.257333,5.216972,0.040111,0.068625,0.063584,0.640250,645,8169209,144879,0,6068,0,2,6066,0,3510,2556,0,0
19736,17.195709,17.034668,12.011618,0.000000,5.112791,5.112305,0.000236,0.078625,0.015958,0.771416,624,7972113,152248,0,5408,0,2,5406,0,3510,1896,0,0
19737,16.653000,16.536702,10.751745,0.000000,5.792291,5.648805,0.143153,0.069291,0.033042,0.306333,642,8086618,140628,0,7210,0,2,7208,0,4680,2528,0,0
19738,16.869000,16.709130,10.847918,0.000000,5.846626,5.677000,0.169542,0.066041,0.018834,0.898459,631,8064640,140104,0,5408,0,2,5406,0,3510,1896,0,0
19739,16.508791,16.446908,10.879942,0.000000,5.583793,5.479889,0.103570,0.072500,0.020792,1.301041,633,8095651,141509,0,5408,0,2,5406,0,3510,1896,0,0
19740,16.708042,16.575206,10.970910,0.000000,5.688000,5.670013,0.017737,0.071125,0.013833,0.644542,640,8071019,138730,0,7210,0,2,7208,0,4680,2528,0,0
19741,16.240250,16.094112,10.256710,0.000000,5.891667,5.730750,0.160875,0.069125,0.038208,1.293125,636,8094191,139902,0,5721,0,2,5719,0,3510,2209,0,0
19742,17.211125,17.113309,11.608075,0.000000,5.508791,5.404972,0.103486,0.070458,0.018292,0.639750,647,8049159,147442,0,5408,0,2,5406,0,3510,1896,0,0
19743,16.755792,16.652415,10.712868,0.000000,6.065958,5.878958,0.186917,0.068875,0.014083,0.952543,638,8071036,137901,0,7210,0,2,7208,0,4680,2528,0,0
19744,16.573333,16.457384,10.733493,0.000000,5.723165,5.634889,0.087819,0.073500,0.046042,0.611209,629,8080231,138906,0,5408,0,2,5406,0,3510,1896,0,0
19745,16.770417,16.623255,10.888548,0.000000,5.719292,5.590555,0.128445,0.070625,0.036250,0.920083,633,8080242,139910,0,5408,0,2,5406,0,3510,1896,0,0
19746,15.894958,15.981666,10.842403,0.000000,5.669334,5.663763,0.005279,0.059250,0.201250,0.642500,651,8160488,142002,0,7811,0,2,7809,0,4680,3129,0,0
19747,17.332333,17.002470,11.687914,0.000000,5.337959,5.260681,0.077028,0.085000,0.032917,0.917000,624,7972091,153500,0,5408,0,2,5406,0,3510,1896,0,0
19748,16.730375,16.650802,10.915637,0.000000,5.740125,5.606889,0.132903,0.067625,0.018959,1.292209,633,8091130,141793,0,5408,0,2,5406,0,3510,1896,0,0
19749,16.763417,16.599952,10.790497,0.000000,5.783999,5.622513,0.161237,0.070375,0.021917,0.628041,637,8060127,140105,0,7210,0,2,7208,0,4680,2528,0,0
19750,16.105792,16.008029,10.799008,0.000000,5.782874,5.782333,0.000541,0.052500,0.015000,1.277708,640,8141155,139454,0,5561,0,2,5559,0,3510,2049,0,0
19751,17.142041,17.017539,11.575229,0.000000,5.444959,5.370972,0.073611,0.083959,0.017875,0.608375,638,8055705,148900,0,7210,0,2,7208,0,4680,2528,0,0
19752,16.683459,16.495247,10.708987,0.000000,5.801209,5.657180,0.143695,0.060875,0.016333,0.923292,629,8033898,139092,0,5408,0,2,5406,0,3510,1896,0,0
19753,16.414541,16.383457,10.734214,0.000000,5.767918,5.695306,0.072153,0.079792,0.020333,0.609667,638,8110248,139597,0,5537,0,2,5535,0,3510,2025,0,0
19754,16.411125,16.341323,10.830164,0.000000,5.497083,5.412222,0.084486,0.061334,0.096250,0.739833,639,8054847,144316,0,7339,0,2,7337,0,4680,2657,0,0
19755,16.910250,16.745672,11.330878,0.000000,5.380542,5.315680,0.064612,0.073209,0.036333,1.072125,641,8140737,149577,0,5685,0,2,5683,0,3510,2173,0,0
19756,17.020042,16.873122,11.619019,0.000000,5.279209,5.236431,0.042403,0.068042,0.020166,0.650458,627,8018221,147167,0,5408,0,2,5406,0,3510,1896,0,0
19757,16.744125,16.646464,10.687496,0.000000,5.975375,5.790166,0.185126,0.073667,0.036041,1.223333,640,8071011,139177,0,7210,0,2,7208,0,4680,2528,0,0
19758,16.625542,16.508871,10.752028,0.000000,5.761375,5.624472,0.136612,0.065791,0.037167,0.627500,633,8084547,139751,0,5408,0,2,5406,0,3510,1896,0,0
19759,16.841583,16.789663,11.679132,0.000000,5.920792,5.919958,0.000625,0.109458,0.036792,0.611791,629,8075934,135002,0,5408,0,2,5406,0,3510,1896,0,0
19760,16.661625,16.521720,11.390918,0.000000,5.147709,5.129764,0.017445,0.117667,0.016958,0.317625,640,8070972,137838,0,7210,0,2,7208,0,4680,2528,0,0
19761,16.857875,16.688700,11.479052,0.000000,5.220000,5.185638,0.033945,0.105958,0.015084,0.950166,632,8080233,139058,0,5408,0,2,5406,0,3510,1896,0,0
19762,16.595750,16.531007,11.477963,0.000000,5.059583,5.058847,0.000069,0.119375,0.027250,1.241584,635,8095723,137909,0,5408,0,2,5406,0,3510,1896,0,0
19763,16.399167,16.199470,10.968318,0.000000,5.233083,5.198847,0.033903,0.070708,0.018042,0.605833,639,8070950,138256,0,7210,0,2,7208,0,4680,2528,0,0
19764,16.641083,16.562135,11.215377,0.000000,5.725625,5.725055,0.000320,0.065833,0.034334,0.908292,630,8064801,141538,0,5408,0,2,5406,0,3510,1896,0,0
19765,17.057333,16.928617,11.096796,0.000000,6.168750,6.013334,0.155333,0.068334,0.012333,0.298417,632,8080216,138105,0,5408,0,2,5406,0,3510,1896,0,0
19766,16.356042,16.164288,10.692287,0.000000,5.466042,5.384472,0.081195,0.060708,0.013917,0.947958,639,8055554,138000,0,7210,0,2,7208,0,4680,2528,0,0
19767,16.857208,16.795504,10.943837,0.000000,5.837458,5.684222,0.152778,0.095542,0.022125,0.676542,634,8095696,142088,0,5408,0,2,5406,0,3510,1896,0,0
19768,16.620584,16.509571,11.040247,0.000000,5.807792,5.792750,0.015042,0.072916,0.022750,1.264875,632,8093511,137892,0,5408,0,2,5406,0,3510,1896,0,0
19769,16.569875,16.377672,10.457128,0.000000,5.935874,5.762305,0.173111,0.056083,0.018250,0.641708,640,8057756,136086,0,7210,0,2,7208,0,4680,2528,0,0
19770,16.726291,16.642241,10.735100,0.000000,6.095957,5.937041,0.158833,0.056500,0.017167,1.340083,632,8080286,139784,0,5408,0,2,5406,0,3510,1896,0,0
19771,16.729209,16.622296,10.726310,0.000000,6.291500,6.136209,0.155208,0.071625,0.035625,1.320084,632,8080128,135346,0,5408,0,2,5406,0,3510,1896,0,0
19772,16.685458,16.577162,10.691464,0.000000,5.858250,5.700889,0.157028,0.072542,0.024416,0.314667,641,8071000,136669,0,7210,0,2,7208,0,4680,2528,0,0
19773,16.618000,16.491208,10.744717,0.000000,5.739917,5.607347,0.132278,0.057792,0.034291,1.020499,629,8080277,141561,0,5408,0,2,5406,0,3510,1896,0,0
19774,16.833250,16.713553,10.805913,0.000000,6.123500,5.959750,0.163625,0.067750,0.012375,0.354542,632,8080172,136911,0,5408,0,2,5406,0,3510,1896,0,0
19775,16.500042,16.353447,11.299080,0.000000,5.013209,4.991264,0.021695,0.077333,0.048000,0.987666,640,8071070,138523,0,7210,0,2,7208,0,4680,2528,0,0
19776,16.907291,16.825957,11.104263,0.000000,5.722458,5.592930,0.129153,0.063792,0.012000,0.609708,630,8080163,141977,0,5408,0,2,5406,0,3510,1896,0,0
19777,16.516167,16.383454,10.996194,0.000000,5.796290,5.788833,0.007457,0.069458,0.033625,0.913458,634,8080237,136999,0,5408,0,2,5406,0,3510,1896,0,0
19778,16.670917,16.549660,10.749663,0.000000,5.794124,5.649764,0.143986,0.060000,0.017833,0.937707,640,8071002,138790,0,7210,0,2,7208,0,4680,2528,0,0
19779,16.776250,16.674693,10.937517,0.000000,5.721041,5.588138,0.132528,0.071791,0.037917,0.609375,629,8080233,141430,0,5408,0,2,5406,0,3510,1896,0,0
19780,16.679541,16.559369,10.610290,0.000000,6.062957,5.888541,0.174333,0.063459,0.022666,1.296792,632,8080346,135738,0,5408,0,2,5406,0,3510,1896,0,0
19781,16.647875,16.515454,10.606046,0.000000,5.870958,5.709264,0.161361,0.075125,0.012709,0.649250,640,8070926,136464,0,7210,0,2,7208,0,4680,2528,0,0
19782,16.700084,16.588043,10.736538,0.000000,5.846625,5.685972,0.160237,0.065333,0.016917,1.311500,631,8081502,139620,0,5408,0,2,5406,0,3510,1896,0,0
19783,16.636291,16.596819,11.156504,0.000000,5.927417,5.922583,0.004750,0.136584,0.018375,0.391417,632,8078994,134068,0,5408,0,2,5406,0,3510,1896,0,0
19784,16.554834,16.369008,10.934954,0.000000,5.431459,5.360472,0.070695,0.074458,0.018875,0.921542,642,8086532,139628,0,7210,0,2,7208,0,4680,2528,0,0
19785,16.417833,16.276883,10.525966,0.000000,5.748626,5.612347,0.135987,0.053708,0.011667,0.613500,636,8094265,138778,0,5647,0,2,5645,0,3510,2135,0,0
19786,17.097250,16.968707,11.380248,0.000000,5.592250,5.486139,0.105528,0.072542,0.024666,1.179458,630,8049328,143788,0,5408,0,2,5406,0,3510,1896,0,0
19787,16.536500,16.470251,11.851704,0.000000,5.488499,5.479847,0.008486,0.093208,0.017917,0.972376,643,8101897,141728,0,7210,0,2,7208,0,4680,2528,0,0
19788,16.804667,16.696596,10.866669,0.000000,5.836709,5.684347,0.151903,0.068458,0.037125,0.655375,630,8046542,141718,0,5408,0,2,5406,0,3510,1896,0,0
19789,16.692208,16.554092,10.648924,0.000000,5.898041,5.731597,0.166194,0.066708,0.028834,0.984875,632,8082999,137767,0,5408,0,2,5406,0,3510,1896,0,0
19790,16.745542,16.657371,10.791228,0.000000,5.841334,5.686097,0.154820,0.086958,0.049375,0.460333,642,8101901,139289,0,7210,0,2,7208,0,4680,2528,0,0
19791,16.511416,16.331036,10.762923,0.000000,5.583625,5.473097,0.110153,0.071709,0.053583,0.964709,628,8034321,138355,0,5408,0,2,5406,0,3510,1896,0,0
19792,16.847625,16.744004,10.834381,0.000000,5.904999,5.738597,0.166069,0.060625,0.030792,0.691708,632,8105403,138659,0,5408,0,2,5406,0,3510,1896,0,0
19793,16.661625,16.534381,10.706831,0.000000,5.751166,5.611097,0.139736,0.081625,0.013125,0.847916,639,8076390,137716,0,7210,0,2,7208,0,4680,2528,0,0
19794,16.714959,16.651351,11.078115,0.000000,5.565500,5.467805,0.097362,0.072291,0.043459,1.129167,630,8064787,141929,0,5408,0,2,5406,0,3510,1896,0,0
19795,16.637583,16.459090,10.582136,0.000000,5.893666,5.729264,0.164069,0.080042,0.037708,0.458875,646,8080182,137401,0,5408,0,2,5406,0,3510,1896,0,0
19796,16.657000,16.550037,10.874678,0.000000,5.667000,5.548139,0.118611,0.074042,0.038583,0.798042,639,8060465,142156,0,7210,0,2,7208,0,4680,2528,0,0
19797,16.586875,16.446464,10.727015,0.000000,5.720292,5.588097,0.131862,0.058375,0.038833,0.653667,631,8075341,140355,0,5408,0,2,5406,0,3510,1896,0,0
19798,16.679458,16.565637,11.387486,0.000000,6.005667,6.005292,0.000375,0.072834,0.027583,1.106626,633,8080228,138046,0,5408,0,2,5406,0,3510,1896,0,0
19799,16.743625,16.618456,10.906968,0.000000,5.702251,5.574264,0.127653,0.063959,0.036500,0.613333,641,8086484,142248,0,7210,0,2,7208,0,4680,2528,0,0
19800,16.676292,16.608215,11.031844,0.000000,5.567249,5.468680,0.098278,0.061542,0.045333,0.963209,633,8080196,142375,0,5408,0,2,5406,0,3510,1896,0,0
19801,16.131708,16.103343,10.076542,0.000000,6.007708,5.816916,0.190709,0.046584,0.132541,0.608833,650,8178151,140826,0,7390,0,2,7388,0,4680,2708,0,0
19802,16.611334,16.569923,11.325615,0.000000,5.335293,5.320639,0.014445,0.097333,0.171042,1.127499,634,8079435,152919,0,5590,0,2,5588,0,3510,2078,0,0
19803,17.153458,16.835722,11.474382,0.000000,5.379959,5.325138,0.054654,0.064208,0.015209,1.317501,624,7987356,147821,0,5408,0,2,5406,0,3510,1896,0,0
19804,16.775417,16.660842,10.724112,0.000000,5.924249,5.754972,0.168903,0.066791,0.012250,0.452584,640,8071053,141289,0,7210,0,2,7208,0,4680,2528,0,0
19805,16.090250,16.118531,10.715739,0.000000,5.425749,5.361138,0.064236,0.063333,0.223167,0.971083,646,8216753,148553,0,5865,0,2,5863,0,3510,2353,0,0
19806,17.188416,16.980459,12.396759,0.000000,5.183084,5.182638,0.000279,0.077125,0.035584,0.633375,624,7940199,156869,0,5611,0,2,5609,0,3510,2099,0,0
19807,16.630875,16.469075,10.662445,0.000000,5.853168,5.697431,0.155153,0.064917,0.017042,0.910791,639,8060823,141722,0,7210,0,2,7208,0,4680,2528,0,0
19808,16.633959,16.501225,10.963396,0.000000,5.570960,5.472681,0.097987,0.068041,0.013959,0.611583,633,8090352,146047,0,5408,0,2,5406,0,3510,1896,0,0
19809,16.680291,16.584842,11.069750,0.000000,5.516418,5.427472,0.088695,0.069334,0.044250,0.981167,632,8095916,143681,0,5408,0,2,5406,0,3510,1896,0,0
19810,16.823417,16.703220,12.984347,0.000000,3.976125,3.975473,0.000319,0.083333,0.024375,0.871084,640,8055269,176439,0,7210,0,2,7208,0,4680,2528,0,0
19811,16.638208,16.516459,12.932553,0.000000,4.206167,4.205597,0.000320,0.071667,0.014125,0.297000,631,8080249,154599,0,5408,0,2,5406,0,3510,1896,0,0
19812,16.754125,16.592840,11.665712,0.000000,5.003125,4.963513,0.039362,0.066834,0.023208,1.390126,630,8064844,153768,0,5408,0,2,5406,0,3510,1896,0,0
19813,16.573334,16.486666,11.617780,0.000000,4.943791,4.943389,0.000110,0.068583,0.019875,0.667333,642,8086394,153238,0,7210,0,2,7208,0,4680,2528,0,0
19814,16.817125,16.680531,12.145691,0.000000,4.921583,4.921097,0.000153,0.088208,0.038750,0.982542,632,8080225,154536,0,5408,0,2,5406,0,3510,1896,0,0
19815,16.674208,16.545714,11.694009,0.000000,4.867666,4.857388,0.009987,0.080458,0.034084,0.607417,632,8080214,152914,0,5408,0,2,5406,0,3510,1896,0,0
19816,16.146708,16.193274,11.040955,0.000000,5.230292,5.215181,0.014861,0.068459,0.201583,0.968917,652,8181650,154509,0,7667,0,2,7665,0,4680,2985,0,0
19817,17.032250,16.762546,12.384376,0.000000,4.458875,4.453097,0.005528,0.069959,0.038541,0.899666,625,7966353,166910,0,5552,0,2,5550,0,3510,2040,0,0
19818,16.728792,16.590588,11.455170,0.000000,5.177958,5.162263,0.015487,0.061917,0.020000,0.692375,632,8080224,153887,0,5408,0,2,5406,0,3510,1896,0,0
19819,16.698000,16.620837,11.268087,0.000000,5.347375,5.293306,0.053819,0.098208,0.022500,1.305500,643,8086692,153383,0,7210,0,2,7208,0,4680,2528,0,0
19820,16.446208,16.322504,11.345265,0.000000,5.054707,5.041805,0.012569,0.065000,0.044292,0.628500,637,8110261,156981,0,5561,0,2,5559,0,3510,2049,0,0
19821,16.865167,16.720250,12.054677,0.000000,4.724376,4.723597,0.000237,0.064250,0.011667,1.302334,626,8029838,160155,0,5408,0,2,5406,0,3510,1896,0,0
19822,16.736542,16.609133,11.355534,0.000000,5.306540,5.252514,0.053735,0.059666,0.011292,0.646875,641,8074871,154556,0,7210,0,2,7208,0,4680,2528,0,0
19823,16.726916,16.607253,11.644272,0.000000,5.015541,5.013888,0.001487,0.078334,0.014833,0.974251,630,8080255,153596,0,5408,0,2,5406,0,3510,1896,0,0
19824,16.658209,16.532955,11.364706,0.000000,5.232292,5.209222,0.022695,0.056666,0.043750,0.634625,632,8080189,152602,0,5408,0,2,5406,0,3510,1896,0,0
19825,16.515125,16.377802,11.185800,0.000000,5.296625,5.264722,0.031694,0.065208,0.041292,1.207375,640,8055596,151140,0,7210,0,2,7208,0,4680,2528,0,0
19826,16.852583,16.752126,12.243518,0.000000,5.194458,5.193888,0.000195,0.063625,0.015667,0.985333,635,8096154,155954,0,5408,0,2,5406,0,3510,1896,0,0
19827,16.680708,16.566783,11.270115,0.000000,5.287207,5.244430,0.042403,0.071000,0.014375,0.308375,629,8064262,151869,0,5408,0,2,5406,0,3510,1896,0,0
19828,16.666709,16.565589,12.268671,0.000000,5.203126,5.202723,0.000153,0.075875,0.021041,1.160666,642,8086432,153782,0,7210,0,2,7208,0,4680,2528,0,0
19829,16.385375,16.305348,11.186410,0.000000,5.166333,5.161805,0.004278,0.072083,0.063625,0.651250,642,8187350,156178,0,5593,0,2,5591,0,3510,2081,0,0
19830,17.073666,16.896881,11.988571,0.000000,4.971333,4.959846,0.011196,0.078250,0.032042,1.266166,625,7972119,157000,0,5408,0,2,5406,0,3510,1896,0,0
19831,16.552167,16.452730,11.333947,0.000000,5.092083,5.091431,0.000360,0.071167,0.019583,0.291250,640,8075984,152073,0,7210,0,2,7208,0,4680,2528,0,0
19832,16.758083,16.616192,11.363382,0.000000,5.330541,5.258930,0.071236,0.066417,0.013417,0.986333,633,8075233,152931,0,5408,0,2,5406,0,3510,1896,0,0
19833,16.620459,16.519408,11.177973,0.000000,5.375750,5.303013,0.072487,0.068666,0.036667,0.828334,631,8080342,150419,0,5408,0,2,5406,0,3510,1896,0,0
