present_frame,emulated_frame,previous_pc,pc
2294,48790,803622dc,8036e900
2294,48790,80362400,8036e900
2294,48790,803414cc,80020b3c
2294,48790,8038ef3c,803213cc
2295,48790,8035bf04,80074c8c
2295,48790,8000cc8c,800bf6e0
2295,48790,8036c6f0,803711c4
2295,48790,8036cab0,8033f7a8
2295,48790,8033e7fc,80360738
2295,48790,8035ed64,800bf058
2295,48790,8033f7d8,8033b888
2295,48790,8033b7ec,803a0d7c
2295,48790,80360e7c,8035c4fc
2295,48790,8033d0bc,8033d278
2295,48790,8033eaf0,80360760
2295,48790,80361cb4,8035ea9c
2295,48790,80370460,8036c2a0
2295,48790,80372558,8035bee4
2295,48790,803408d4,803723d8
2295,48790,801c4d10,8008639c
2295,48790,8036c9f8,8035fc24
2295,48790,80378a4c,8036c6f0
2295,48790,8036c91c,803789f8
2295,48790,8036c894,8037c4ec
2295,48790,80360624,800bef90
2295,48790,80073ed4,8036c988
2295,48790,8035ea9c,80361cc8
2295,48790,8005c7e0,8035feb8
2295,48790,8033fdbc,80366620
2295,48790,803608e0,803835d8
2295,48791,8036cd5c,8036e970
2295,48791,8036e908,8035c198
2295,48791,8036df0c,8036e150
2295,48791,8036e9fc,8035c198
2295,48791,8035c9ec,80369160
2296,48791,8036ca88,80073ed4
2296,48791,8035c578,8037259c
2296,48791,80360750,8033eaf0
2296,48791,80363d48,80341488
2296,48791,8035fb6c,80361bd0
2296,48791,80363558,8035f804
2296,48791,80378a4c,8036c6f0
2296,48791,803408a0,803a02d4
2296,48791,8036c9f8,8035fc24
2296,48791,8033fba0,8036c364
2296,48791,8033b720,8033da7c
2296,48791,80361bd0,8035ea9c
2296,48791,80383558,80360110
2296,48791,8036060c,8033cc2c
2296,48791,8036c314,8035cfb4
2296,48791,803248dc,803783fc
2296,48791,8035d800,80361b54
2296,48791,8036c894,803408d4
2296,48791,800bf5e0,80383074
2296,48791,800befd0,8035ea9c
2296,48791,80361b48,8035d800
2296,48791,8035fc24,8033ba20
2296,48791,8033ea18,8036076c
2296,48791,8033b7ec,803a1804
2296,48791,803783fc,80324a70
2296,48791,80349494,80349494
2296,48792,8036127c,8035c1d0
2296,48792,8036e98c,8035c198
2296,48792,800409c4,80165e58
2296,48792,80324a70,803783f0
2296,48792,8036e9b4,803621fc
2297,48792,8036c904,8033fba0
2297,48792,803835d8,80360694
2297,48792,80383508,8033e8bc
2297,48792,803606bc,8033e73c
2297,48792,8036cb1c,8035c544
2297,48792,8033d0bc,8033d278
2297,48792,8033e8bc,80383558
2297,48792,8039d8c8,8033aa98
2297,48792,8036c6f0,8037c4ec
2297,48792,8035fb6c,80361bd0
2297,48792,8035f804,803788cc
2297,48792,80363530,8035f83c
2297,48792,80360738,8033e6b8
2297,48792,80361b48,8035d800
2297,48792,803248dc,8037842c
2297,48792,8035d1d8,8037826c
2297,48792,801c4d20,80030aa4
2297,48792,8036c880,80378698
2297,48792,8035c578,8037259c
2297,48792,8036c894,8037c4ec
2297,48792,8033b3ec,80383578
2297,48792,8035fa3c,8033ee60
2297,48792,80360694,8033ecc0
2297,48792,8039d9c4,8033b7ac
2297,48792,8037839c,80324a70
2297,48792,80378d14,8037c6b4
2297,48793,803622dc,80369818
2297,48793,80369160,8036df0c
2297,48793,800b2bb0,800a1f1c
2297,48793,8036d344,8037839c
2297,48793,800290f8,80223758
2298,48793,8036c8d8,8033fb64
2298,48793,8035bf04,80074c8c
2298,48793,80378a34,8036c6f0
2298,48793,8036c8e4,80377b6c
2298,48793,803834cc,8033e8bc
2298,48793,8035c51c,8036c9f8
2298,48793,803408d4,8036c8d8
2298,48793,8039e390,803a19d4
2298,48793,8036c648,803723f8
2298,48793,8033d080,80003100
2298,48793,8033ecc0,803606bc
2298,48793,8035c51c,8036c9f8
2298,48793,80363530,8035f83c
2298,48793,8035fa58,8035fa3c
2298,48793,8036a4a0,8033f7a8
2298,48793,8035ef64,8035ef64
2298,48793,8000ee60,800866b8
2298,48793,8036c904,8033fba0
2298,48793,800bf780,8035fa58
2298,48793,8036cab0,8033aedc
2298,48793,8036c8e4,80377b6c
2298,48793,80377b6c,8036c904
2298,48793,803408d4,8036c8d8
2298,48793,8039d8e0,8033a5d0
2298,48793,8038f1dc,802fc1a4
2298,48793,80348d5c,80345760
2298,48794,80369138,8036df0c
2298,48794,8000c824,8037004c
2298,48794,80050490,800587a4
2298,48794,8036d578,803711f4
2298,48794,80360e44,80360e50
2299,48794,8035d238,8033fc1c
2299,48794,8035c51c,8036c9f8
2299,48794,800bf058,8035d564
2299,48794,8035ef5c,8035ef5c
2299,48794,8036a474,8033aae4
2299,48794,8033fb64,8036c8e4
2299,48794,80361cc8,8035c570
2299,48794,8036c880,80378698
2299,48794,80360e50,80360e70
2299,48794,8033e6b8,80360750
2299,48794,8033e73c,80360704
2299,48794,8038f0bc,803213f0
2299,48794,8035e94c,8035ef5c
2299,48794,8035fa3c,8033ee60
2299,48794,80361cb4,8035ea9c
2299,48794,8035fa3c,8033ee60
2299,48794,80364b38,8037c7c8
2299,48794,8037c4ec,8036c8b0
2299,48794,8033e73c,80360704
2299,48794,80360760,8033ea18
2299,48794,8035ea9c,8035f158
2299,48794,8036c9f8,8035fc24
2299,48794,800866b8,8000ee7c
2299,48794,803a19c4,8039e3d8
2299,48794,80383594,8033b3ec
2299,48795,803490a0,8033b61c
2299,48795,8036cd5c,8036e970
2299,48795,80361274,8035ccec
2299,48795,803783fc,80324a70
2299,48795,8003239c,802fb45c
2299,48795,8037252c,8036c180
2300,48795,803783f0,803248dc
2300,48795,8035ed64,800bf058
2300,48795,8035ed0c,8033d33c
2300,48795,8035cfb4,8036c688
2300,48795,80383574,8033b3ec
2300,48795,803606bc,8033e73c
2300,48795,8033ee60,803a1f0c
2300,48795,80372504,803702b4
2300,48795,8035bee4,803725b0
2300,48795,8036c2d4,8035cfb4
2300,48795,803606bc,8033e73c
2300,48795,8036d55c,803408d4
2300,48795,80363558,8035f804
2300,48795,8033d6f4,8035ec60
2300,48795,803248dc,803783fc
2300,48795,8036a474,8033aae4
2300,48795,8036c894,803408d4
2300,48795,8036c91c,803789f8
2300,48795,8033aedc,8036a408
2300,48795,80073f08,8036cab0
2300,48795,8033b740,8033f7d8
2300,48795,8035c4d4,80360e7c
2300,48795,8033cc2c,8036053c
2300,48795,8033ac18,803a6864
2300,48795,803702b4,8037252c
2300,48796,803790a4,8036e98c
2300,48796,8036e8cc,8036cd5c
2300,48796,8036df0c,8036e210
2300,48796,80020cb0,803414cc
2300,48796,80369c8c,8035c1c8
2301,48796,8036c2c8,8033fb64
2301,48796,8035d7d8,800bf060
2301,48796,8036c904,8033fba0
2301,48796,8036c8e4,80377b6c
2301,48796,8036c8b0,803408d4
2301,48796,80360750,8033eaf0
2301,48796,803723d8,80372504
2301,48796,8039d920,8033a5d0
2301,48796,803725b0,803702b4
2301,48796,80360110,80360e50
2301,48796,80370460,8036c2a0
2301,48796,8033af78,8033aff0
2301,48796,8033da7c,8033b740
2301,48796,8036076c,8033ea84
2301,48796,8035ef5c,8035d238
2301,48796,80360694,8033ecc0
2301,48796,80340d38,8035d208
2301,48796,8036c880,80378698
2301,48796,8035ba28,8035ba28
2301,48796,803788cc,8035f82c
2301,48796,8036c8d8,8033fb64
2301,48796,8035eb08,8033d080
2301,48796,8033ea18,8036076c
2301,48796,8035c544,80361cb4
2301,48796,8035d238,8033fc1c
2301,48796,8033fb64,8036c2d4
2301,48797,8036e4a0,80369160
2301,48797,80369c8c,8035c1c8
2301,48797,803622dc,80369818
2301,48797,803408d4,80020d70
2301,48797,80376b80,80369138
2301,48797,803723d8,80073498
2302,48797,8036c32c,80377b6c
2302,48797,803723f8,8036c6b8
2302,48797,80363dd8,8037b86c
2302,48797,8036071c,8033e7fc
2302,48797,80360e7c,8035c578
2302,48797,8033b3ec,80383578
2302,48797,8039d92c,8039d9c4
2302,48797,80360e7c,8035c4fc
2302,48797,8000f148,8037daf0
2302,48797,803835d8,80360694
2302,48797,8033d080,80003100
2302,48797,8033fb64,8036c2d4
2302,48797,8035ecc4,8033d33c
2302,48797,8035e94c,8035ef5c
2302,48797,8035c570,80360e7c
2302,48797,80360e50,80383574
2302,48797,803408d4,8036c8d8
2302,48797,8035f82c,80363530
2302,48797,800bf058,8035d564
2302,48797,8035c570,80360e7c
2302,48797,8035d7d8,800bf060
2302,48797,8036071c,8033e7fc
2302,48797,8033ecc0,803a1f28
2302,48797,80364b38,8037c684
2302,48797,8037c684,80378d14
2302,48798,80376b80,80369138
2302,48798,803622dc,8036e984
2302,48798,8003239c,8016ad5c
2302,48798,800083c4,8000b1cc
2302,48798,802237b8,80029bd8
2303,48798,803789f8,80378a34
2303,48798,8036c314,8035cfb4
2303,48798,800bf07c,8035fa58
2303,48798,8033fb64,8036c8e4
2303,48798,8036c32c,80377b6c
2303,48798,803835e0,80360638
2303,48798,80383578,80360638
2303,48798,803a1804,803a19c4
2303,48798,80370460,8036c648
2303,48798,8033b740,8033f7d8
2303,48798,8033f7ec,8036cb1c
2303,48798,8035ef5c,8035d238
2303,48798,8035d238,8033fc1c
2303,48798,8033fbe0,8036c2c8
2303,48798,8033ee60,8036067c
2303,48798,8035ef5c,8035d238
2303,48798,801c4d20,80030aa4
2303,48798,8036c904,8033fba0
2303,48798,8035c578,8037259c
2303,48798,803408d4,8036c8d8
2303,48798,8036d344,8037839c
2303,48798,80377b6c,8036c904
2303,48798,8036a408,8033aedc
2303,48798,8039f22c,8033d33c
2303,48798,80360750,8033eaf0
2303,48798,8035ab70,8035ab70
2303,48799,80369c8c,8035c1c8
2303,48799,80362400,8036e9f4
2303,48799,8016ad5c,8003239c
2303,48799,80324a70,80378420
2303,48799,8006d920,80033090
2304,48799,80383594,8033b3ec
2304,48799,80363530,8035f83c
2304,48799,8036c880,80378698
2304,48799,803789f8,80378a4c
2304,48799,8035d238,8033fc1c
2304,48799,8035cfb4,8036c688
2304,48799,80361b54,80276b18
2304,48799,8000f894,8037e168
2304,48799,8035bf04,80074c8c
2304,48799,80377b6c,8036c34c
2304,48799,8035ed0c,8033d33c
2304,48799,8033b3ec,80383578
2304,48799,8035fb6c,80361bd0
2304,48799,8033d33c,8035ed58
2304,48799,8035cfb4,8036c314
2304,48799,8033abc0,8036a4a0
2304,48799,8036eb28,8038f1dc
2304,48799,803408d4,8036c880
2304,48799,80360638,803608e0
2304,48799,8036c904,8033fba0
2304,48799,803408d4,8036c8d8
2304,48799,8035f804,803788cc
2304,48799,8035d7d8,80276afc
2304,48799,8039f22c,8033d33c
2304,48799,8033ea84,80360778
2304,48799,80349494,80349494
2304,48800,80376b80,80369138
2304,48800,80036230,80041128
2304,48800,80048590,80041bc8
2304,48800,8039c638,80341178
2304,48800,8006d94c,8038ef3c
2305,48800,8033b3ec,80383578
2305,48800,80378a24,8036c6f0
2305,48800,8033ee60,8036067c
2305,48800,800bf708,80360694
2305,48800,8036c8d8,8033fb64
2305,48800,8035f82c,80363530
2305,48800,8036eb28,80080ac4
2305,48800,8037d84c,80368004
2305,48800,8035bf1c,80074a94
2305,48800,80361c88,8035c51c
2305,48800,8035f84c,80361c88
2305,48800,8035bee4,8037257c
2305,48800,8036cb1c,8035c544
2305,48800,8036c364,8033f7a8
2305,48800,803783fc,80324a70
2305,48800,8033d770,8033e470
2305,48800,801c4de0,8003100c
2305,48800,8036c894,8037c4ec
2305,48800,8036c6b8,803789f8
2305,48800,8033f7a8,8033b720
2305,48800,8036c904,8033fba0
2305,48800,8033c95c,80360324
2305,48800,803834cc,8033e9a4
2305,48800,8033a5d0,8033a7e0
2305,48800,8033f7d8,8033b888
2305,48800,80345760,80348d5c
2305,48801,8035ccec,803622dc
2305,48801,80370190,80370214
2305,48801,8036d344,803711c4
2305,48801,8037e674,8039d040
2305,48801,80030a44,801c4ea4
2306,48801,8033ea84,80360778
2306,48801,8035ed58,8033d6a0
2306,48801,80324a70,80378420
2306,48801,80377b6c,8036c904
2306,48801,80360110,80360e50
2306,48801,8033d278,8035ed0c
2306,48801,8035d800,80361b54
2306,48801,8033fb64,8036c8e4
2306,48801,803600a8,80360dec
2306,48801,8033ee60,8036067c
2306,48801,8033e6b8,80360750
2306,48801,8033e7fc,80360738
2306,48801,8033fc1c,8035d548
2306,48801,80361b70,80360624
2306,48801,8036d344,8037839c
2306,48801,8033f7d8,8033b888
2306,48801,8036c904,8033fba0
2306,48801,8033fba0,8036c91c
2306,48801,8033b740,8033ae54
2306,48801,80360110,80360e50
2306,48801,8036053c,80363548
2306,48801,8036c8b0,803408d4
2306,48801,8038f0bc,8009f1d8
2306,48801,8033ebec,8035fe90
2306,48801,8036076c,8033ea84
2306,48802,801c86ec,801c0d2c
2306,48802,8036df0c,8036e540
2306,48802,80369138,8036df0c
2306,48802,80051520,80051730
2306,48802,80034090,802f4310
2307,48802,8035ed0c,8033d33c
2307,48802,8035bee4,8037257c
2307,48802,8035f84c,800bf144
2307,48802,8033e8bc,80383558
2307,48802,8033cc2c,8036053c
2307,48802,80361b48,8035d800
2307,48802,8033fba0,8036c91c
2307,48802,8039e3d8,803a1b98
2307,48802,8036c8b0,803408d4
2307,48802,803835e0,80361b48
2307,48802,803835e0,80361b48
2307,48802,8035fc24,8036ca88
2307,48802,80338db0,8033d4f0
2307,48802,8035fa58,8035fa3c
2307,48802,8036c988,80370460
2307,48802,8033b3ec,803834cc
2307,48802,8035d7d8,80361c60
2307,48802,8036c8e4,80377b6c
2307,48802,8036c894,803408d4
2307,48802,8035fa58,8035fa3c
2307,48802,8033d0bc,8033d278
2307,48802,8033ecc0,803606bc
2307,48802,8036c6a0,803723f8
2307,48802,8033c7c0,80363e10
2307,48802,802fb1e0,8038f1ac
2307,48802,803702b4,8037252c
2307,48803,801c1d54,801c99fc
2307,48803,80369160,80362400
2307,48803,80376b80,80369138
2307,48803,8004e8b8,8004e8b8
2307,48803,80369c8c,8035c1c8
2307,48803,80338db0,8033d4f0
2308,48803,800bf5a8,8000cc5c
2308,48803,8035d564,8033af78
2308,48803,8033d278,8035ed0c
2308,48803,8035fc24,8033ba20
2308,48803,80383558,80360110
2308,48803,8036071c,8033e7fc
2308,48803,803a1f28,8033e638
2308,48803,803789f8,80378a44
2308,48803,80360694,8033ecc0
2308,48803,8033b740,8033f7d8
2308,48803,8036067c,8033b248
2308,48803,8036c180,80372558
2308,48803,803408d4,80372274
2308,48803,8036067c,8033b248
2308,48803,8008639c,801c4d20
2308,48803,8033b248,8036060c
2308,48803,80378a54,8036c6f0
2308,48803,80360778,803835e0
2308,48803,8035d800,80361b54
2308,48803,80378a34,8036c6f0
2308,48803,80360760,8033ea18
2308,48803,8033e638,8036071c
2308,48803,803a1b7c,8039e4a8
2308,48803,8038f214,803665a4
2308,48803,80360110,80360e50
2308,48804,80369c8c,8035c1c8
2308,48804,8006e6f4,8036fe34
2308,48804,80369160,80362400
2308,48804,803414cc,80020d08
2308,48804,8036cd5c,8036e970
2309,48804,8036053c,80361c88
2309,48804,803606bc,8033e73c
2309,48804,8035ab70,8035ab70
2309,48804,80361b48,8035d800
2309,48804,8000cc5c,800bf5e0
2309,48804,8035f82c,80363530
2309,48804,8035f804,803788cc
2309,48804,8033f30c,8039e91c
2309,48804,8033f7a8,8033b720
2309,48804,8035cfb4,8036c32c
2309,48804,8036053c,80363558
2309,48804,8033ecc0,803606bc
2309,48804,8037259c,8035bee4
2309,48804,8033e7fc,80360738
2309,48804,80360e7c,8035c578
2309,48804,8035c570,80360e7c
2309,48804,8033ba20,8035fc4c
2309,48804,8036c904,8033fba0
2309,48804,8033fba0,8036c91c
2309,48804,8036c2c8,8033fb64
2309,48804,8036067c,8033b248
2309,48804,8036c6b8,803789f8
2309,48804,8033e73c,80360704
2309,48804,8036ec84,80080934
2309,48804,8036060c,8033cc2c
2309,48804,8033d4f0,80338dc0
2309,48805,80369160,80362400
2309,48805,8038ef3c,803213cc
2309,48805,8036fe34,8006e704
2309,48805,803783fc,80324a70
2309,48805,803790a4,8036e9fc
2310,48805,80080958,8009f238
2310,48805,8000cc5c,800bf5e0
2310,48805,8033af78,8033aff0
2310,48805,803248dc,80378414
2310,48805,80383594,8033b3ec
2310,48805,8035c51c,8036c9f8
2310,48805,80378408,803248dc
2310,48805,8039ed30,8039d8c8
2310,48805,80073ed4,8036c988
2310,48805,800866b8,8000f094
2310,48805,80360704,8033e638
2310,48805,8033e7fc,80360738
2310,48805,8033e73c,80360704
2310,48805,8033b238,8035d7d8
2310,48805,80361cb4,8035ea9c
2310,48805,80372234,803408d4
2310,48805,8000b1cc,803711c4
2310,48805,8033fba0,8036c91c
2310,48805,800bf144,8009f3e8
2310,48805,8033ff48,8033b238
2310,48805,8037257c,8035c4d4
2310,48805,803834cc,8033e8bc
2310,48805,8033eaf0,80360760
2310,48805,8033e8bc,8039ed30
2310,48805,8038f098,802f9ffc
2310,48805,803213f0,8038f0bc
2310,48806,803622dc,80361274
2310,48806,8036cd5c,8036e970
2310,48806,80040a3c,800385fc
2310,48806,803248dc,803783fc
2310,48806,8002ac90,80223758
2311,48806,8036c8d8,8033fb64
2311,48806,8035bf04,80074c8c
2311,48806,8036c6f0,803408d4
2311,48806,80377b6c,8036c904
2311,48806,8035bee4,803725b0
2311,48806,800bef00,80360624
2311,48806,80377b6c,8036c904
2311,48806,803a0d7c,803a19c4
2311,48806,8035c4fc,8036c9f8
2311,48806,8033fba0,8036c364
2311,48806,803606bc,8033e73c
2311,48806,80383578,80360638
2311,48806,8033fc1c,8035d548
2311,48806,80360624,80361b90
2311,48806,803248dc,803782e0
2311,48806,801c4d24,801cc2b0
2311,48806,8033cc2c,8036053c
2311,48806,80378a54,8036c6f0
2311,48806,803723f8,8036c6b8
2311,48806,8033ea84,80360778
2311,48806,8033fba0,8036c91c
2311,48806,8037c4ec,8036c8b0
2311,48806,8033e638,8036071c
2311,48806,8033a708,8039d920
2311,48806,8035bee4,803725b0
2311,48806,80349494,80349494
2311,48807,80361248,803622dc
2311,48807,8000c7bc,8036fe34
2311,48807,8038eef4,801cb104
2311,48807,803977bc,8039aaa0
2311,48807,8003f95c,8016a5d4
2312,48807,8033b3ec,80383578
2312,48807,800bef90,8035fb6c
2312,48807,80377b6c,8036c904
2312,48807,80378698,8036c894
2312,48807,803408d4,8036c880
2312,48807,8033ea18,8036076c
2312,48807,8033c814,80363aa0
2312,48807,8033fb64,8036c2d4
2312,48807,80364a38,8037c684
2312,48807,8035d238,8033fc1c
2312,48807,8000efd4,800866b8
2312,48807,8033e8bc,80383558
2312,48807,80372504,803702b4
2312,48807,8033aff0,8033b13c
2312,48807,80087008,8000efd4
2312,48807,80324a70,803783f0
2312,48807,8033c7c0,80363e24
2312,48807,80378698,8036c894
2312,48807,80378698,8036c894
2312,48807,8035e94c,8035ef5c
2312,48807,80378698,8036c894
2312,48807,8036c8d8,8033fb64
2312,48807,8038f1ac,8036eb28
2312,48807,803a19c4,8039e3d8
2312,48807,8033e7fc,80360738
2312,48808,803759f8,803756e8
2312,48808,80369c8c,8035c1c8
2312,48808,8035c1d0,80369c8c
2312,48808,803248dc,8037842c
2312,48808,803248dc,8039c044
2313,48808,803683d4,8009f1f0
2313,48808,8033e73c,80360704
2313,48808,80360750,8033eaf0
2313,48808,80360e50,80383574
2313,48808,800bf708,80360694
2313,48808,80377b6c,8036c904
2313,48808,8036c8b0,803408d4
2313,48808,8033e8bc,80383558
2313,48808,8033fbe0,8036c2c8
2313,48808,8033c570,803248dc
2313,48808,80360638,803608e0
2313,48808,8035bee4,8037257c
2313,48808,8036071c,8033e7fc
2313,48808,8033d23c,8035ecc4
2313,48808,8036060c,8033cc2c
2313,48808,80361b70,80360624
2313,48808,8000f094,80087008
2313,48808,8037c6dc,803645fc
2313,48808,803723f8,8036c6b8
2313,48808,8033f7d8,8033b888
2313,48808,800bef90,8035fb6c
2313,48808,8036c8d8,8033fb64
2313,48808,8036076c,8033ea84
2313,48808,8033c7c0,8036423c
2313,48808,8039ed30,8039d8c8
2313,48808,8033d080,80003100
2313,48808,8034a720,803578e4
2313,48809,8036127c,8035c1d0
2313,48809,8035c1d0,80369c8c
2313,48809,803711c4,8036d344
2313,48809,803622dc,8036eab8
2313,48809,8033d6cc,8035ed64
2314,48809,803789f8,80378a24
2314,48809,8035f82c,80363530
2314,48809,8035ef5c,8035d238
2314,48809,8033b3ec,803834cc
2314,48809,8033b740,8033f7d8
2314,48809,8036cb1c,8035c544
2314,48809,8039d920,8033a5d0
2314,48809,8033fb64,8036c8e4
2314,48809,8035f84c,80361c88
2314,48809,80361b48,8035d800
2314,48809,8033b720,8033da7c
2314,48809,803608e0,803835d8
2314,48809,80363558,8035f804
2314,48809,8036c988,80370460
2314,48809,803725b0,803702b4
2314,48809,80361cc8,8035c570
2314,48809,8036c6f0,803408d4
2314,48809,803408d4,8036c8d8
2314,48809,80372afc,8036ec84
2314,48809,803835e0,80361b48
2314,48809,80360738,8033e6b8
2314,48809,8033eaf0,80360760
2314,48809,80383508,8033e8bc
2314,48809,8033e638,8036071c
2314,48809,8035c544,80361cb4
2314,48810,8035cd30,8036127c
2314,48810,8036e98c,8035c198
2314,48810,80369160,8036df0c
2314,48810,8000b1cc,803711c4
2314,48810,803790a4,8036e9fc
2314,48810,80361b54,8035fa58
2315,48810,8033aff0,8033b13c
2315,48810,8033ea84,80360778
2315,48810,80360704,8033e638
2315,48810,8033a728,8036a474
2315,48810,8033fb64,8036c8e4
2315,48810,803835d8,80360694
2315,48810,8033b7ac,8033da7c
2315,48810,8033fe2c,8037da28
2315,48810,8036c9f8,8035fc24
2315,48810,8033d6a0,80338db0
2315,48810,8036396c,8035f7bc
2315,48810,8033d33c,8035ed58
2315,48810,80338e2c,8033d61c
2315,48810,8033d768,8033e470
2315,48810,8033b888,8033f7ec
2315,48810,8033ff48,8033b238
2315,48810,8036c6f0,803408d4
2315,48810,8035d7d8,800bf060
2315,48810,8036c8d8,8033fb64
2315,48810,800bf058,8035d564
2315,48810,803408d4,8036c880
2315,48810,8026de20,8026d7a4
2315,48810,803a1ab4,8033ecc0
2315,48810,8036c2d4,8035cfb4
2315,48810,80360694,8033ecc0
2315,48811,803622dc,80361274
2315,48811,8036e8ec,803622dc
2315,48811,8006e6f4,8036fe34
2315,48811,8037839c,80324a70
2315,48811,8035c9ac,8035c9ec
2316,48811,8035c544,8036c9f8
2316,48811,80361cc8,8035c570
2316,48811,8033e7fc,80360738
2316,48811,80341488,80363d38
2316,48811,80361b70,80360624
2316,48811,8036060c,8033cc2c
2316,48811,8033fba0,8036c91c
2316,48811,8033e8bc,8039ed30
2316,48811,803408d4,8036c8d8
2316,48811,801cc2d4,801c4d44
2316,48811,801c4d10,8008639c
2316,48811,80361c60,80361af8
2316,48811,80338e2c,8033d61c
2316,48811,8035c578,8037259c
2316,48811,8033f7d8,8033b888
2316,48811,8035d548,8035eb08
2316,48811,8033b888,8033f7ec
2316,48811,8036c8e4,80377b6c
2316,48811,80360750,8033eaf0
2316,48811,800bf060,80361af8
2316,48811,8035f84c,800bf144
2316,48811,8033da7c,8033b740
2316,48811,80370460,8036c648
2316,48811,8039d92c,8039d9c4
2316,48811,8033eaf0,80360760
2316,48811,80342ecc,80342ecc
2316,48812,8036e9f4,803790a4
2316,48812,8036df0c,8036e5e0
2316,48812,800362a0,8003e360
2316,48812,803783f0,803248dc
2316,48812,800290f8,80223758
2317,48812,803408d4,8036c8d8
2317,48812,8035d800,80361b54
2317,48812,8035d238,8033fc1c
2317,48812,8036c8b0,803408d4
2317,48812,8036a460,8033a5d0
2317,48812,8036071c,8033e7fc
2317,48812,8036071c,8033e7fc
2317,48812,80003100,8033d0bc
2317,48812,8033fb64,8036c8e4
2317,48812,8035d800,80361b54
2317,48812,80360778,803835e0
2317,48812,80383574,8033b3ec
2317,48812,8035bee4,8037257c
2317,48812,8033d33c,8035ed58
2317,48812,8033ea18,8036076c
2317,48812,80361c88,8035c51c
2317,48812,8033d33c,8035ed58
2317,48812,8037c4ec,8036c8b0
2317,48812,8033e7fc,80360738
2317,48812,8036c880,80378698
2317,48812,8036c894,803408d4
2317,48812,8033fba0,8036c91c
2317,48812,8036c2c8,8033fb64
2317,48812,8039ed30,8033e8bc
2317,48812,8036d578,803711f4
2317,48812,8038f198,80364074
2317,48813,80362400,8036e984
2317,48813,8036e984,803790a4
2317,48813,800362a0,8003e360
2317,48813,800083c4,8000b1cc
2317,48813,8016a84c,8003f7dc
2318,48813,80360694,8033ecc0
2318,48813,8035c4fc,800bef00
2318,48813,8036060c,8033cc2c
2318,48813,8036c880,80378698
2318,48813,8036c8b0,803408d4
2318,48813,803835d8,80360694
2318,48813,8033b13c,8033ff48
2318,48813,800866b8,8000f6ec
2318,48813,80074a94,8035bf1c
2318,48813,8036076c,8033ea84
2318,48813,8036a4a0,8033f7a8
2318,48813,8035d238,8033fc1c
2318,48813,8033b720,8033da7c
2318,48813,80361cc8,8035c570
2318,48813,803606bc,8033e73c
2318,48813,8035c51c,8036c9f8
2318,48813,80360098,8036a390
2318,48813,8036c894,803408d4
2318,48813,800bf708,80360694
2318,48813,8035d7d8,800bf060
2318,48813,8036c894,803408d4
2318,48813,8033c95c,80360324
2318,48813,8033c814,80363a30
2318,48813,803a02d4,803248dc
2318,48813,8035f968,8033ee60
2318,48813,80349494,80349494
2318,48814,80376b80,80369138
2318,48814,80361248,803622dc
2318,48814,803248dc,803783fc
2318,48814,8039bd24,803408a0
2318,48814,8002b040,80367d38
2319,48814,800bf058,8035d564
2319,48814,8037839c,80324a70
2319,48814,800bf060,80361af8
2319,48814,803835e0,80361b48
2319,48814,8033b720,8033da7c
2319,48814,8036c904,8033fba0
2319,48814,8033ea18,8036076c
2319,48814,8033aedc,8036a408
2319,48814,80372504,803702b4
2319,48814,8033b3ec,803834cc
2319,48814,803635a4,8035f78c
2319,48814,8038f098,801c4de0
2319,48814,8035c4fc,80361b70
2319,48814,8036076c,8033ea84
2319,48814,8033b720,8033da7c
2319,48814,8036076c,8033ea84
2319,48814,80030b80,80368124
2319,48814,803408d4,8036c880
2319,48814,800bf6d4,8000cc8c
2319,48814,80363530,8035f83c
2319,48814,8036c894,8037c4ec
2319,48814,8035ed64,800bf058
2319,48814,8009f494,8008090c
2319,48814,8033a708,8039d920
2319,48814,8033e7fc,80360738
2319,48814,8035ab70,8035ab70
2319,48815,80361274,8035ccec
2319,48815,8035ccec,803622dc
2319,48815,8036d3a8,8037839c
2319,48815,8038ef3c,803213cc
2319,48815,80003100,8033d0bc
2320,48815,80073ed4,8036c988
2320,48815,8035fa3c,8033ee60
2320,48815,8035c4fc,800bef00
2320,48815,80383508,80360110
2320,48815,8036c8e4,80377b6c
2320,48815,8036c91c,80073f08
2320,48815,803a1f14,8033ecc0
2320,48815,8035c544,80360e7c
2320,48815,8037257c,8035c4d4
2320,48815,8036c2a0,8033fbe0
2320,48815,80383508,8033e8bc
2320,48815,8033ea84,80360778
2320,48815,8033e470,8033d770
2320,48815,8035ef5c,8035ef5c
2320,48815,803248dc,80378414
2320,48815,8035c570,80360e7c
2320,48815,80377b6c,8036c904
2320,48815,8036c894,803408d4
2320,48815,803606bc,8033e73c
2320,48815,8035f84c,800bf144
2320,48815,8036c91c,80073f08
2320,48815,80377b6c,8036c904
2320,48815,8035ef5c,8035d238
2320,48815,8038f1dc,802fb1f0
2320,48815,80372558,8035bee4
2320,48816,80364fdc,801c34e0
2320,48816,8036e9e4,803622dc
2320,48816,8036127c,8035c1d0
2320,48816,803248dc,80378414
2320,48816,8039c044,803408d4
2320,48816,8035d238,8033fc1c
2321,48816,80383574,8033b3ec
2321,48816,8033f7d8,8033b888
2321,48816,8036c648,8035cfb4
2321,48816,8035f804,803788cc
2321,48816,80360e50,80383574
2321,48816,80383558,80360110
